SA 0.5s [g],POE 50yr
0.0005,0.999328
0.0007338996,0.998301
0.001077217,0.995857
0.001581139,0.990478
0.002320794,0.979664
0.00340646,0.9599445
0.005,0.927421
0.007338996,0.87887
0.010772173,0.813124
0.015811388,0.731965
0.023207944,0.63997
0.0340646,0.543022
0.05,0.446284
0.07338996,0.353145
0.10772173,0.26598
0.158113883,0.18762
0.232079442,0.121769
0.340646035,0.071492
0.5,0.037413
0.7338996,0.017201
1.077217345,0.006841
1.58113883,0.002322
2.320794417,0.000651
3.406460345,0.00015
5,0.000026
