SA 0.25s [g],POE 50yr
0.0005,0.999911
0.0007338996,0.999792
0.001077217,0.999466
0.001581139,0.99858
0.002320794,0.99629
0.00340646,0.9908
0.005,0.978861
0.007338996,0.955631
0.010772173,0.91544
0.015811388,0.853651
0.023207944,0.768991
0.0340646,0.665017
0.05,0.549668
0.07338996,0.432744
0.10772173,0.322954
0.158113883,0.226604
0.232079442,0.147756
0.340646035,0.088329
0.5,0.04772
0.7338996,0.022906
1.077217345,0.009575
1.58113883,0.003407
2.320794417,0.000999
3.406460345,0.000226
5,0.000035
