SA 4.00s [g],POE 50yr
0.0005,0.756093
0.000686298,0.674172
0.000942011,0.58029
0.001293,0.47901
0.00177479,0.377179
0.002436,0.28237
0.0033437,0.200847
0.004589553,0.135994
0.0062996,0.087893
0.008646817,0.054242
0.01186859,0.031808
0.016290788,0.017531
0.02236068,0.008939
0.030692193,0.004141
0.042128,0.001707
0.057824748,0.00612
0.079370053,0.000184
0.108943064,0.000045
0.149534878,0.000008
0.205251064,1.00E-07
0.258172691,8.00E-08
0.386697399,2.00E-09
0.530779532,2.00E-12
