k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.1822019541231022,0.13672663033184002,0.13672663033184002,0.15105555899925122,0.1822019541231022,0.13672663033184002,0.13672663033184002,0.17261689042455963,0.1822019541231022,0.16485448894796623,0.17261689042455963,0.17261689042455963,0.1947230599890105,0.21500011943213337,0.1953794075356568,0.13931501495630805,0.13672663033184002,0.20768794550756797,0.17261689042455963,0.1822019541231022,0.16485448894796623,0.20768794550756797,0.16485448894796623,0.13672663033184002,0.17261689042455963,0.1822019541231022,0.1822019541231022,0.1822019541231022,0.21500011943213337,0.1822019541231022,0.28146790579892667,0.16427665238054037,0.21530578309186266,0.21530578309186266,0.16427665238054037,0.19039276784295112,0.21530578309186266,0.27250797812128463,0.30250658647622936,0.19039276784295112,0.24569743605973984,0.29151162306570716,0.32088993879209726,0.16427665238054037,0.2712818210973641,0.2197208853952909,0.2712818210973641,0.2197208853952909,0.36907243157329483,0.2712818210973641,0.21530578309186266,0.36907243157329483,0.2197208853952909,0.1623109801570877,0.29151162306570716,0.25669900093431364,0.32088993879209726,0.29151162306570716,0.19039276784295112,0.16427665238054037
1,0.16919795923031444,0.13115526831891458,0.13115526831891458,0.12274597380417668,0.16919795923031444,0.13115526831891458,0.13115526831891458,0.1253357746413281,0.16919795923031444,0.13757507378414696,0.1253357746413281,0.1253357746413281,0.1466210801156084,0.15585463427789398,0.146174318324502,0.1351657502683511,0.13115526831891458,0.18539534523607393,0.1253357746413281,0.16919795923031444,0.13757507378414696,0.18539534523607393,0.13757507378414696,0.13115526831891458,0.1253357746413281,0.16919795923031444,0.16919795923031444,0.16919795923031444,0.15585463427789398,0.16919795923031444,0.2690691559131302,0.1482956505794994,0.19893410545471482,0.19893410545471482,0.1482956505794994,0.20446842061352188,0.19893410545471482,0.27038804115785775,0.23066728450850887,0.20446842061352188,0.2367867786982247,0.29734859690972404,0.30770162567787346,0.1482956505794994,0.20360696371120915,0.24578162697849665,0.20360696371120915,0.24578162697849665,0.263908186927438,0.20360696371120915,0.19893410545471482,0.263908186927438,0.24578162697849665,0.1466542659657302,0.29734859690972404,0.25606273646466465,0.30770162567787346,0.29734859690972404,0.20446842061352188,0.1482956505794994
2,0.2327471534979123,0.13347014659029888,0.13347014659029888,0.17782755415688029,0.2327471534979123,0.13347014659029888,0.13347014659029888,0.17325841989575091,0.2327471534979123,0.1928574411202865,0.17325841989575091,0.17325841989575091,0.19432781077984096,0.20009619377055265,0.19245439597299946,0.19875144655402432,0.13347014659029888,0.20942858680203064,0.17325841989575091,0.2327471534979123,0.1928574411202865,0.20942858680203064,0.1928574411202865,0.13347014659029888,0.17325841989575091,0.2327471534979123,0.2327471534979123,0.2327471534979123,0.20009619377055265,0.2327471534979123,0.23900721787840704,0.22867396707937604,0.17682841232046556,0.17682841232046556,0.22867396707937604,0.18555328133986843,0.17682841232046556,0.21837557805294658,0.269818558749615,0.18555328133986843,0.20441388262901494,0.35734871289227144,0.3530751055013386,0.22867396707937604,0.29709082558925737,0.24753064373871853,0.29709082558925737,0.24753064373871853,0.37507468604482697,0.29709082558925737,0.17682841232046556,0.37507468604482697,0.24753064373871853,0.22590331972540312,0.35734871289227144,0.32511409568309335,0.3530751055013386,0.35734871289227144,0.18555328133986843,0.22867396707937604
3,0.21470914471283353,0.16907268062132394,0.16907268062132394,0.20992077157679875,0.21470914471283353,0.16907268062132394,0.16907268062132394,0.22051851445770845,0.21470914471283353,0.15208416912384592,0.22051851445770845,0.22051851445770845,0.1905337778742356,0.20217289220447082,0.19103223930713106,0.15147581683304487,0.16907268062132394,0.1614433016793002,0.22051851445770845,0.21470914471283353,0.15208416912384592,0.1614433016793002,0.15208416912384592,0.16907268062132394,0.22051851445770845,0.21470914471283353,0.21470914471283353,0.21470914471283353,0.20217289220447082,0.21470914471283353,0.25486974916770155,0.22667659262195244,0.16625273521361378,0.16625273521361378,0.22667659262195244,0.16123974559175064,0.16625273521361378,0.2335825728741466,0.3413742364407514,0.16123974559175064,0.23128061317984297,0.22375907969428271,0.22151294840703545,0.22667659262195244,0.246939407757018,0.2149765396193839,0.246939407757018,0.2149765396193839,0.297411682009697,0.246939407757018,0.16625273521361378,0.297411682009697,0.2149765396193839,0.2239786377700513,0.22375907969428271,0.2073225158968129,0.22151294840703545,0.22375907969428271,0.16123974559175064,0.22667659262195244
4,0.19762526548181913,0.17751655438315767,0.17751655438315767,0.17222625779646827,0.19762526548181913,0.17751655438315767,0.17751655438315767,0.1244485075717227,0.19762526548181913,0.18014422343216185,0.1244485075717227,0.1244485075717227,0.2477761704926884,0.26363742085039443,0.24786735025932988,0.1516272681723324,0.17751655438315767,0.1865564285463181,0.1244485075717227,0.19762526548181913,0.18014422343216185,0.1865564285463181,0.18014422343216185,0.17751655438315767,0.1244485075717227,0.19762526548181913,0.19762526548181913,0.19762526548181913,0.26363742085039443,0.19762526548181913,0.2657911479770697,0.16755650688253837,0.15011620239738094,0.15011620239738094,0.16755650688253837,0.186876561375101,0.15011620239738094,0.27049242415239905,0.28332040716053475,0.186876561375101,0.2577341041687025,0.2175270745184391,0.3266793825855709,0.16755650688253837,0.18593189042087055,0.2485776269487614,0.18593189042087055,0.2485776269487614,0.24689775214297713,0.18593189042087055,0.15011620239738094,0.24689775214297713,0.2485776269487614,0.16569361090325424,0.2175270745184391,0.22983047104658832,0.3266793825855709,0.2175270745184391,0.186876561375101,0.16755650688253837
5,0.24456113357591586,0.17174725329253815,0.17174725329253815,0.19507573750559282,0.24456113357591586,0.17174725329253815,0.17174725329253815,0.17912418144534997,0.24456113357591586,0.17930478368289093,0.17912418144534997,0.17912418144534997,0.19508080400817612,0.20892572605421617,0.1953283404274469,0.17015868462679432,0.17174725329253815,0.15777668775053633,0.17912418144534997,0.24456113357591586,0.17930478368289093,0.15777668775053633,0.17930478368289093,0.17174725329253815,0.17912418144534997,0.24456113357591586,0.24456113357591586,0.24456113357591586,0.20892572605421617,0.24456113357591586,0.2340103825476038,0.28633900259564066,0.1685309087482897,0.1685309087482897,0.28633900259564066,0.1126999862858372,0.1685309087482897,0.22759931198670563,0.3742666553620825,0.1126999862858372,0.22398642355954546,0.37912785226712004,0.27790614383586154,0.28633900259564066,0.4650345215015108,0.267607855434034,0.4650345215015108,0.267607855434034,0.5344916250603269,0.4650345215015108,0.1685309087482897,0.5344916250603269,0.267607855434034,0.28305219464978604,0.37912785226712004,0.36500551157630967,0.27790614383586154,0.37912785226712004,0.1126999862858372,0.28633900259564066
6,0.25794331660726977,0.1653929927231535,0.1653929927231535,0.24153950065116986,0.25794331660726977,0.1653929927231535,0.1653929927231535,0.24110652452334796,0.25794331660726977,0.20316232891382677,0.24110652452334796,0.24110652452334796,0.1973253764626129,0.22863261354796074,0.1980770028134607,0.18029726378195732,0.1653929927231535,0.20387596624511078,0.24110652452334796,0.25794331660726977,0.20316232891382677,0.20387596624511078,0.20316232891382677,0.1653929927231535,0.24110652452334796,0.25794331660726977,0.25794331660726977,0.25794331660726977,0.22863261354796074,0.25794331660726977,0.22135902959154974,0.19546841952954336,0.19275055632613688,0.19275055632613688,0.19546841952954336,0.1493447163092692,0.19275055632613688,0.22812925719786797,0.30624683389673013,0.1493447163092692,0.2094383105897214,0.1798453150409319,0.22727557417898192,0.19546841952954336,0.2838894096987402,0.2015683463938085,0.2838894096987402,0.2015683463938085,0.30180722808363514,0.2838894096987402,0.19275055632613688,0.30180722808363514,0.2015683463938085,0.19331930977874462,0.1798453150409319,0.15868690599278149,0.22727557417898192,0.1798453150409319,0.1493447163092692,0.19546841952954336
7,0.20233432130993967,0.17174725329253815,0.17174725329253815,0.16913998961883014,0.20233432130993967,0.17174725329253815,0.17174725329253815,0.16639411604999524,0.20233432130993967,0.1758156026559075,0.16639411604999524,0.16639411604999524,0.2469455175448361,0.2880226242884596,0.2465817617347506,0.15983628422045332,0.17174725329253815,0.1746140819204643,0.16639411604999524,0.20233432130993967,0.1758156026559075,0.1746140819204643,0.1758156026559075,0.17174725329253815,0.16639411604999524,0.20233432130993967,0.20233432130993967,0.20233432130993967,0.2880226242884596,0.20233432130993967,0.24753689385710412,0.19154320672771072,0.17267056898268757,0.17267056898268757,0.19154320672771072,0.1443412698736407,0.17267056898268757,0.2776140115923038,0.34884577751159673,0.1443412698736407,0.22289270606852396,0.22289203296665178,0.2356861443423569,0.19154320672771072,0.31477248826529836,0.18606983385747322,0.31477248826529836,0.18606983385747322,0.38713987517345183,0.31477248826529836,0.17267056898268757,0.38713987517345183,0.18606983385747322,0.1894721603827203,0.22289203296665178,0.22562280824955175,0.2356861443423569,0.22289203296665178,0.1443412698736407,0.19154320672771072
8,0.17454118335095753,0.14310806853695762,0.14310806853695762,0.1823544140560984,0.17454118335095753,0.14310806853695762,0.14310806853695762,0.17954859031507087,0.17454118335095753,0.16113764952941054,0.17954859031507087,0.17954859031507087,0.16948904262557266,0.16986433691505293,0.17026098124722855,0.1808692384158719,0.14310806853695762,0.21856017195939725,0.17954859031507087,0.17454118335095753,0.16113764952941054,0.21856017195939725,0.16113764952941054,0.14310806853695762,0.17954859031507087,0.17454118335095753,0.17454118335095753,0.17454118335095753,0.16986433691505293,0.17454118335095753,0.261537900212643,0.18601649574469803,0.15544233637303173,0.15544233637303173,0.18601649574469803,0.2265392618096089,0.15544233637303173,0.20961296831024834,0.2571358001971395,0.2265392618096089,0.2213985273666918,0.25419040693016043,0.29014767860135143,0.18601649574469803,0.19277779396965372,0.1914559310259739,0.19277779396965372,0.1914559310259739,0.24312751512974518,0.19277779396965372,0.15544233637303173,0.24312751512974518,0.1914559310259739,0.18340098376327707,0.25419040693016043,0.24487522662675515,0.29014767860135143,0.25419040693016043,0.2265392618096089,0.18601649574469803
9,0.18358947393629835,0.16733590164541892,0.16733590164541892,0.14122013081796383,0.18358947393629835,0.16733590164541892,0.16733590164541892,0.15060426632294577,0.18358947393629835,0.1705120521233045,0.15060426632294577,0.15060426632294577,0.19852758143006172,0.22325192100675892,0.19924297567029287,0.153523292180743,0.16733590164541892,0.19592960463167347,0.15060426632294577,0.18358947393629835,0.1705120521233045,0.19592960463167347,0.1705120521233045,0.16733590164541892,0.15060426632294577,0.18358947393629835,0.18358947393629835,0.18358947393629835,0.22325192100675892,0.18358947393629835,0.335255791831341,0.18383722178638015,0.22669618613464926,0.22669618613464926,0.18383722178638015,0.23079825227791342,0.22669618613464926,0.36314981013885694,0.2771041299891661,0.23079825227791342,0.2746722599881465,0.29164800048583805,0.3514296457230371,0.18383722178638015,0.25086701566418934,0.26239368496462645,0.25086701566418934,0.26239368496462645,0.3778356269001955,0.25086701566418934,0.22669618613464926,0.3778356269001955,0.26239368496462645,0.18159251272678412,0.29164800048583805,0.2791994386696018,0.3514296457230371,0.29164800048583805,0.23079825227791342,0.18383722178638015
