site,n_storeys,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
0,3,5000.0,-0.026719066711778927,0.14118568504498177,0.0019966671060354948,-0.01659226017884517,-0.009966698830810396,0.18924770385373155,13.38183347189571,0.0,0.0,0.0
0,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
1,3,5000.0,-0.032311924213532794,0.19044548042169113,0.0026933058130501532,-0.014130563236529496,-0.01813474050652437,0.16966495682641872,11.997124150168348,0.0,0.0,0.0
1,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
2,3,5000.0,-0.032311924213532794,0.19044548042169113,0.0026933058130501532,-0.014130563236529496,-0.01813474050652437,0.16966495682641872,11.997124150168348,0.0,0.0,0.0
2,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
3,3,5000.0,-0.025797647897050302,0.17341484915765268,0.002452456315956369,-0.010650393318499015,-0.015036354954185718,0.1487626233990924,10.51910597925988,0.0,0.0,0.0
3,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
4,3,5000.0,-0.026719066711778927,0.14118568504498177,0.0019966671060354948,-0.01659226017884517,-0.009966698830810396,0.18924770385373155,13.38183347189571,0.0,0.0,0.0
4,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
5,3,5000.0,-0.032311924213532794,0.19044548042169113,0.0026933058130501532,-0.014130563236529496,-0.01813474050652437,0.16966495682641872,11.997124150168348,0.0,0.0,0.0
5,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
6,3,5000.0,-0.032311924213532794,0.19044548042169113,0.0026933058130501532,-0.014130563236529496,-0.01813474050652437,0.16966495682641872,11.997124150168348,0.0,0.0,0.0
6,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
7,3,5000.0,-0.037830315000685566,0.2301409069725549,0.0032546839189743194,-0.01134093749619654,-0.026482418531075084,0.16437892549540079,11.623345290195616,0.0,0.0,0.0
7,5,5000.0,-0.02786037327259594,0.20200068147410938,0.0028567210334929307,-0.007512210760408361,-0.0204021376580023,0.13792217466438017,9.752570498117867,0.0,0.0,0.0
8,3,5000.0,-0.026719066711778927,0.14118568504498177,0.0019966671060354948,-0.01659226017884517,-0.009966698830810396,0.18924770385373155,13.38183347189571,0.0,0.0,0.0
8,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
9,3,5000.0,-0.03042691356284144,0.1660566028373051,0.0023483949985411944,-0.01646209211258413,-0.013787397672933245,0.18323218133429106,12.956471795308035,0.0,0.0,0.0
9,5,5000.0,-0.027244622654413853,0.1967770811690548,0.0027828481695346863,-0.007645729695304447,-0.01936060983670639,0.1384542472759188,9.790193713288126,0.0,0.0,0.0
10,3,5000.0,-0.037830315000685566,0.2301409069725549,0.0032546839189743194,-0.01134093749619654,-0.026482418531075084,0.16437892549540079,11.623345290195616,0.0,0.0,0.0
10,5,5000.0,-0.02672186110425856,0.18077186874276907,0.00255650028471553,-0.010271982052038794,-0.016339234264376463,0.14782090427068975,10.45251638109322,0.0,0.0,0.0
11,3,5000.0,-0.037830315000685566,0.2301409069725549,0.0032546839189743194,-0.01134093749619654,-0.026482418531075084,0.16437892549540079,11.623345290195616,0.0,0.0,0.0
