site,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
0,1000.0,0.1343633458116641,0.2837781081121878,0.21017185927891652,0.211852147589205,0.0005533482973996756,0.023535126929746415,0.16327093628082145,0.171156675469133,0.1870148885755176,0.2330857621860813,0.2474477441052698,0.2536404773740686,-0.1269288515511445,-0.0005727928406851213
1,1000.0,0.09582231947799855,0.2573562110966417,0.18429749247837815,0.1850470462470878,0.0004856476270157718,0.022048441232353555,0.1342700416433422,0.14615812868286537,0.16449216200302244,0.20523176216681377,0.21928057673023366,0.22436337890487798,-0.33927388903847366,0.578526880604497
2,1000.0,0.09582231947799855,0.2573562110966417,0.18429749247837815,0.1850470462470878,0.0004856476270157718,0.022048441232353555,0.1342700416433422,0.14615812868286537,0.16449216200302244,0.20523176216681377,0.21928057673023366,0.22436337890487798,-0.33927388903847366,0.578526880604497
3,1000.0,0.08573201935356516,0.27083051889924403,0.18257759332912865,0.1830254628604781,0.0008048890190162922,0.02838476199882645,0.12827841278378113,0.13771143946902262,0.1532578907594404,0.2113484307114016,0.22833436109191688,0.2360780539493506,-0.015040999675028635,-0.23471877234021754
4,1000.0,0.1343633458116641,0.2837781081121878,0.21017185927891652,0.211852147589205,0.0005533482973996756,0.023535126929746415,0.16327093628082145,0.171156675469133,0.1870148885755176,0.2330857621860813,0.2474477441052698,0.2536404773740686,-0.1269288515511445,-0.0005727928406851213
5,1000.0,0.09582231947799855,0.2573562110966417,0.18429749247837815,0.1850470462470878,0.0004856476270157718,0.022048441232353555,0.1342700416433422,0.14615812868286537,0.16449216200302244,0.20523176216681377,0.21928057673023366,0.22436337890487798,-0.33927388903847366,0.578526880604497
6,1000.0,0.09582231947799855,0.2573562110966417,0.18429749247837815,0.1850470462470878,0.0004856476270157718,0.022048441232353555,0.1342700416433422,0.14615812868286537,0.16449216200302244,0.20523176216681377,0.21928057673023366,0.22436337890487798,-0.33927388903847366,0.578526880604497
7,1000.0,0.11271156516867219,0.26663164850139187,0.18580314943668685,0.18626597037625248,0.0005384146469762037,0.023215374228661066,0.13969709579009523,0.14575037114801012,0.16328890610355165,0.20823153288675111,0.22318311977478386,0.23072354393322453,-0.017988269525086552,0.016076114952884524
8,1000.0,0.1343633458116641,0.2837781081121878,0.21017185927891652,0.211852147589205,0.0005533482973996756,0.023535126929746415,0.16327093628082145,0.171156675469133,0.1870148885755176,0.2330857621860813,0.2474477441052698,0.2536404773740686,-0.1269288515511445,-0.0005727928406851213
9,1000.0,0.10642540133317462,0.2645429443353665,0.17616240021009794,0.17531224331857959,0.0005475115351516146,0.023410672667532665,0.13320670750314617,0.13855990354679965,0.15341677343306562,0.1997685039393007,0.21664433902839308,0.2215337644631805,0.134405648491275,-0.10997957411662185
10,1000.0,0.11271156516867219,0.26663164850139187,0.18580314943668685,0.18626597037625248,0.0005384146469762037,0.023215374228661066,0.13969709579009523,0.14575037114801012,0.16328890610355165,0.20823153288675111,0.22318311977478386,0.23072354393322453,-0.017988269525086552,0.016076114952884524
11,1000.0,0.11271156516867219,0.26663164850139187,0.18580314943668685,0.18626597037625248,0.0005384146469762037,0.023215374228661066,0.13969709579009523,0.14575037114801012,0.16328890610355165,0.20823153288675111,0.22318311977478386,0.23072354393322453,-0.017988269525086552,0.016076114952884524
12,1000.0,0.06819599189858488,0.2697775608350123,0.18281311608335699,0.1840776388871378,0.0007043024188184796,0.026551975938613765,0.12735229828708322,0.13447800729328893,0.156972748490279,0.20932115460909262,0.22226209456365276,0.23017500373792354,-0.3313926572570754,0.3244117732946683
13,1000.0,0.0693543052928298,0.26113927126792774,0.1756200375906494,0.17797221209244185,0.0007638598548936969,0.02765184405013651,0.11494748999003328,0.12424722156970419,0.1493373952082836,0.20269726029333335,0.21558165152346967,0.222924592848985,-0.3961983040088641,0.2169800303778633
14,1000.0,0.07083597260495536,0.2702744952540878,0.18355426298577637,0.18452708740617493,0.0006869718485523528,0.026223262727212517,0.1271455081806049,0.13607901448428072,0.15798858596883575,0.21005386280701965,0.22293214364978145,0.22951516805043745,-0.32831982234172274,0.27773758806626336
15,1000.0,0.10344620485450179,0.2645429755520291,0.17847157677946937,0.17780589103034977,0.0005428817427609451,0.023311481461478892,0.1354511860562374,0.14139337218487041,0.15549075388112993,0.20210399789081798,0.21888540984129182,0.22312852373883246,0.10146613538687467,-0.07736560865905506
16,1000.0,0.09582231947799855,0.2573562110966417,0.18429749247837815,0.1850470462470878,0.0004856476270157718,0.022048441232353555,0.1342700416433422,0.14615812868286537,0.16449216200302244,0.20523176216681377,0.21928057673023366,0.22436337890487798,-0.33927388903847366,0.578526880604497
17,1000.0,0.1188707008447663,0.2180212343195148,0.16703826524911636,0.16722915351803097,0.0002919438999980606,0.017094915505324815,0.13211263815192756,0.1365607971578838,0.1496628388440463,0.18402394942764067,0.1934767276313811,0.19906820963563113,-0.15857453542384925,-0.18277022603656778
18,1000.0,0.11271156516867219,0.26663164850139187,0.18580314943668685,0.18626597037625248,0.0005384146469762037,0.023215374228661066,0.13969709579009523,0.14575037114801012,0.16328890610355165,0.20823153288675111,0.22318311977478386,0.23072354393322453,-0.017988269525086552,0.016076114952884524
19,1000.0,0.1343633458116641,0.2837781081121878,0.21017185927891652,0.211852147589205,0.0005533482973996756,0.023535126929746415,0.16327093628082145,0.171156675469133,0.1870148885755176,0.2330857621860813,0.2474477441052698,0.2536404773740686,-0.1269288515511445,-0.0005727928406851213
20,1000.0,0.10642540133317462,0.2645429443353665,0.17616240021009794,0.17531224331857959,0.0005475115351516146,0.023410672667532665,0.13320670750314617,0.13855990354679965,0.15341677343306562,0.1997685039393007,0.21664433902839308,0.2215337644631805,0.134405648491275,-0.10997957411662185
21,1000.0,0.1188707008447663,0.2180212343195148,0.16703826524911636,0.16722915351803097,0.0002919438999980606,0.017094915505324815,0.13211263815192756,0.1365607971578838,0.1496628388440463,0.18402394942764067,0.1934767276313811,0.19906820963563113,-0.15857453542384925,-0.18277022603656778
