group,group_3s_00,group_3s_01,group_3s_02,group_3s_03,group_3s_04,group_3s_05,group_3s_06,group_3s_07,group_3s_08,group_3s_09,group_3s_10,group_3s_11,group_3s_12,group_3s_13,group_3s_14,group_3s_15,group_3s_16,group_3s_17,group_3s_18,group_3s_19,group_3s_20,group_3s_21,group_3s_22,group_3s_23,group_3s_24,group_5s_00,group_5s_01,group_5s_02,group_5s_03,group_5s_04,group_5s_05,group_5s_06,group_5s_07,group_5s_08,group_5s_09,group_5s_10,group_5s_11,group_5s_12,group_5s_13,group_5s_14,group_5s_15,group_5s_16,group_5s_17,group_5s_18,group_5s_19,group_5s_20,group_5s_21,group_5s_22,group_5s_23,group_5s_24,group_5s_25
n_storeys,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.2050723150240983,0.1879355261070183,0.1663157352391721,0.2101892780403565,0.1852001725951288,0.1861359276146535,0.1779203182687312,0.1872467551311928,0.1835158661431066,0.1840613180628589,0.2126127796279295,0.297572992468551,0.1781254754445042,0.1794710699420012,0.2285236344251988,0.3271355045205401,0.2085587962614468,0.2288022847292762,0.2479143300918287,0.2746104198455434,0.2229694745276398,0.2225156104184032,0.3020855392941221,0.2928401318102441,0.2535417785129373,0.1654127579694987,0.1859409309635586,0.2076991593270428,0.1639995446815663,0.1947407863315322,0.2025617145711183,0.1978244125955286,0.2230885363011281,0.2296821857291493,0.2276086732397114,0.1971212739582826,0.1836597207020013,0.241234291571528,0.1928484046141457,0.243825811528325,0.2063472652702015,0.2099116789257112,0.2201566470880958,0.2009629302353505,0.2167395154192436,0.216143624788315,0.2260397339248992,0.2318387832794664,0.2532999894583633,0.2439142693055579,0.1883812675174968
1,0.2150616351747606,0.1655001521366389,0.1529793957730328,0.1763493434608962,0.1454781443442475,0.1577427712486772,0.1454000700797436,0.1578709598153478,0.1445099925749009,0.1705350456656648,0.2184593512932832,0.2450499943891335,0.1846423627752152,0.1974644596698907,0.2218363536023674,0.2702708787803725,0.2145179408339373,0.2468244420062281,0.2528141586945484,0.2388353574420035,0.2246717051654285,0.2250852314625935,0.2478828980446001,0.2408421513775771,0.2576466271252965,0.1626446827521478,0.1535352825192938,0.1529239172665377,0.1604176479699031,0.145664871521545,0.1208913296481675,0.151407467768469,0.1492419906549167,0.2095260703196632,0.1706770027682786,0.1593121847313746,0.2110602616119956,0.1669271999985583,0.1978012138911949,0.1749765261025464,0.1533330175428677,0.2153790758972179,0.2279317845092603,0.2452115002409128,0.201385331601018,0.2250061536702685,0.2398740182069462,0.1672841903410454,0.2283139110522523,0.1753520557377295,0.1945611679741013
2,0.2317236147610246,0.1823520645416507,0.2109886208779047,0.1665406917883959,0.1643762935453301,0.1858521207207183,0.1786159616292893,0.1862662473722416,0.1654115729994044,0.1820588063477973,0.1923821359878716,0.2646266658406493,0.1353471675516756,0.1730402967278508,0.1942130374733209,0.3220060649596548,0.1898901733040223,0.2690755497286413,0.2492421090639116,0.2488773091132809,0.2388173075274893,0.2377833293356199,0.2566247235234983,0.2614904550760235,0.3122954714781608,0.180825040743394,0.1939460334769398,0.1869962385721125,0.1836075050478398,0.1699414294760725,0.1698910325692395,0.1990536666066986,0.1699360759662802,0.1395680244358701,0.1571100712651654,0.154858877081432,0.1858990784945069,0.1899889216680982,0.1642565549319436,0.1958519071332926,0.1686731387012116,0.18691806693887,0.2057180942058086,0.2318202475433403,0.1882608584669748,0.1859442136119768,0.1913964117265192,0.1554421952635838,0.1796218002270218,0.1960773820833441,0.1708837117950259
3,0.1754183871631044,0.1897497495885457,0.1640709184382301,0.2052904977024574,0.1625892143553492,0.1806060219528549,0.170839814924303,0.1799947034192948,0.1705366287617547,0.1674685486129948,0.218248574730852,0.2649522651991353,0.1715190171237514,0.1702174858366495,0.2095863480931475,0.3850893683751895,0.216735392997192,0.2170854989068641,0.22336093297658,0.2444063655172835,0.1976966471847875,0.1984030499454291,0.2745608255589809,0.2626251461579652,0.2211694355464862,0.2109447651799324,0.2081244514619122,0.1918582282387544,0.1775525683480755,0.1783652054444618,0.1831712676049314,0.1789652558285656,0.1751796125503046,0.1995645302035568,0.2089396836036279,0.1764989663644829,0.2071707556606677,0.1940155995263055,0.1787943997723335,0.2220816350281138,0.1908250162247916,0.2467998215829325,0.2074172074664846,0.1578817432687691,0.2089907908666068,0.2052131816580709,0.2227437442817161,0.1842056078918486,0.2161425017886387,0.2222281069143594,0.175394349995546
4,0.226480725145956,0.1958488721013036,0.1884793952782836,0.1850706705067483,0.1682348106503536,0.2090688948788154,0.1937910475870422,0.2077018532308724,0.1662740663287361,0.1715502311096294,0.2121898567762986,0.2557884439358576,0.153786232836586,0.1870911764025211,0.2156181279141576,0.2956788641925803,0.2083715508335309,0.2437059795098764,0.2450929234121804,0.2563208947789621,0.2370377099268989,0.2383830504100173,0.2823929215215774,0.2558541818445237,0.238592782941923,0.1681001254606033,0.2030896708828969,0.1956621972618051,0.1973409099656358,0.1802885051855949,0.1604385328888432,0.1621330080075918,0.2144099900090228,0.1430515885662667,0.2191408008490057,0.2070530717721139,0.2119267588905739,0.2238323384135384,0.1416472783760917,0.2400016836484479,0.1998606196271954,0.237548599744013,0.1938430062472914,0.1761724342877537,0.2159649846736728,0.1920057236457359,0.2249699183029536,0.2307147906383871,0.1931820059602263,0.2403453377794185,0.1702580133479047
5,0.2436953385683477,0.2226104049577888,0.2055873296391117,0.1764002981547931,0.1976165422217055,0.1767370498348826,0.1749407430843815,0.1783252532295637,0.1999180567860403,0.1591012743461793,0.2048813893282085,0.3569543905606646,0.150241802848672,0.1355191128632497,0.210020123543126,0.4006397233799292,0.2054818425936733,0.2445112308966374,0.2411414956239502,0.3369023583527707,0.2384090025162589,0.2367456149554084,0.3487037406420259,0.3542549228277109,0.3097515363248664,0.1655074351047545,0.174058442630262,0.1934825235480387,0.1705887439106927,0.1713202024606833,0.1664635446216535,0.1921130325462288,0.1596805066203348,0.1694921315217289,0.221224549753783,0.1759156286649171,0.1700533620481479,0.1976477889672031,0.1575555526341829,0.2407541130769928,0.2113056935424052,0.2105145907653133,0.1888572458144833,0.1928934177525225,0.1973311984735,0.1657803647702514,0.1740797453112118,0.1895915117218553,0.1652245562326798,0.2409123063040958,0.1231470442587903
6,0.2469598615947208,0.1835037766950732,0.2416102807416126,0.1947723031575456,0.2079760633923286,0.1938078113726085,0.1901231582829617,0.1955967851471056,0.2058509442920337,0.1874363683239637,0.211051519540489,0.2790055457896144,0.1645810628327341,0.1534660208054765,0.221846438912388,0.3097450855289142,0.2091616039836326,0.1963005732503737,0.2162635588907507,0.264985055355172,0.2060854257472152,0.2057195970261444,0.3142791311566549,0.2763039120826975,0.2008489110675833,0.1837789005955108,0.221369623814212,0.1923727278156992,0.2025907280543999,0.1811736175392391,0.1591090224185033,0.1598186998784123,0.1962869517934877,0.1893499318016387,0.2384109849129847,0.1868039145429186,0.1978272394157236,0.2176493882417552,0.1487041161197118,0.2376074103858273,0.210974761823084,0.2340756703005157,0.1605478905325946,0.104403828931653,0.1923968360535948,0.1922393240206989,0.1802675538038582,0.2335564746178419,0.168764787359065,0.2377991488595246,0.1636994550999595
7,0.1951300980919559,0.2099707328821438,0.15972876925073,0.204280841334886,0.1946190215345866,0.2107610315382478,0.207898378095003,0.2118400338356877,0.1929429158839551,0.1642126110198684,0.2159483204823679,0.3241964294354156,0.1652180428192855,0.1618097806745815,0.2202229525907299,0.3579459885067639,0.2136846043196421,0.1993313084450503,0.2003098560803057,0.3054400932638517,0.2043602019477974,0.2039718984142491,0.335345547653733,0.3235374696896791,0.2206145147304286,0.1729484778721764,0.220388340549395,0.2353149372114071,0.1925921498099986,0.2218948656278535,0.2172245413482798,0.2126605425013191,0.2324903899522095,0.1979988420048368,0.2391920832293147,0.2129418846922015,0.1891912470211761,0.2482066268832404,0.1693280415468855,0.2729398284250558,0.2329942922629757,0.2263316004425511,0.2062326308959957,0.1427365634390312,0.2320777135538851,0.1820357281937199,0.2088066163162188,0.2105385470428551,0.2378144043397413,0.2730457402792541,0.1713839739001605
