group,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
group_3s_00,3,5000.0,0.3518774689241473,0.4871067290736693,0.4120142034036671,0.4116258821982832,0.00032377489908429425,0.01799554575492774,0.378187517269296,0.3832553377530521,0.3937278772749365,0.43059484301363177,0.44194607982430906,0.4474834881609627,0.12160694352162171,-0.046039387815948185
group_3s_01,3,5000.0,0.3499141099597168,0.4752514175272873,0.39332017604026714,0.392472047101804,0.0002120061265884865,0.014561886426412811,0.367643336811625,0.3711585842058813,0.3787723978193838,0.4075163765869682,0.4185611753788826,0.42423142688980364,0.40322618842414387,0.5056099734550452
group_3s_02,3,5000.0,0.3526508912335712,0.4773873806826819,0.40337515619704484,0.4028484759444023,0.00024619747064106944,0.015692250316161366,0.37456111340455817,0.37864051839333246,0.3878330804371334,0.41924500489212807,0.42975146719878315,0.43547081214147493,0.24000824621798708,0.1077770099912172
group_3s_03,3,5000.0,0.4331105508702034,0.5948661694287405,0.4946670248317337,0.4942795583338828,0.00035638670910943115,0.0188800953575339,0.4587654901344992,0.46518150523130297,0.4762183844076487,0.5133420481083463,0.5257773982160676,0.5318522756055791,0.1946784092050811,0.35737967222150324
group_3s_04,3,5000.0,0.3397150902610896,0.4501328995691137,0.3866061786837251,0.38621322329705843,0.00023233352159400078,0.015244015140163023,0.35765013040278054,0.3623848028570549,0.3715737351773263,0.4019026505553702,0.41240530556354593,0.41745044779739576,0.16044679799854225,0.048970666432474275
group_3s_05,3,5000.0,0.3141010315866709,0.4635698884714427,0.37520297655449947,0.37487430955108225,0.0002791997839833587,0.016710943573310898,0.3436500477176229,0.3487234985411058,0.3588877963853619,0.3916194184664605,0.4031199577660143,0.40906050358964785,0.17079125718007282,0.4147748385219172
group_3s_06,3,5000.0,0.3104391907573579,0.493951372065371,0.37494997642897177,0.3744311167842227,0.00031348940486630175,0.017707402838625423,0.3416747984943794,0.34683252275196524,0.35793166071766536,0.3923755267940151,0.4042856844773842,0.41128054626170835,0.22762233150762345,0.7014801836065074
group_3s_07,3,5000.0,0.3165762288304176,0.4682815959782404,0.37582373353931353,0.3752887132896707,0.0002902924713021325,0.017039675507779326,0.34389124198819354,0.3486017440332215,0.3592538955236312,0.39239873273735826,0.40398643105284765,0.41095767612139983,0.18368985646033595,0.3528211589996757
group_3s_08,3,5000.0,0.3385414947147517,0.4539425761877217,0.38510655059972027,0.384367674312195,0.0002378713190724642,0.0154246200229709,0.35682703771383606,0.36074994351270007,0.37003812267955194,0.4003872613991823,0.41153805068451793,0.4167749095009013,0.23404538546035294,0.12054920121234147
group_3s_09,3,5000.0,0.3879650838413278,0.5244808055715051,0.4460401017010796,0.44514259372876674,0.0003257560643395913,0.018050518789921477,0.4137917800845391,0.4177766950784848,0.4283453401851899,0.4633945398553102,0.4777067818933798,0.48561075232903916,0.35027650229692064,0.28433058056977645
group_3s_10,3,5000.0,0.3947369855280835,0.5932754924521745,0.4773861750327232,0.47677116761657123,0.0006483619896180451,0.02546549995495153,0.429089403724983,0.4358768319493037,0.45205203214852857,0.5024945351464025,0.5197382298581297,0.5271796536634324,0.14656166338603677,0.14494505342305875
group_3s_11,3,5000.0,0.7363113037797239,1.0035048945206164,0.8437862890982823,0.8430785393927089,0.001268872173614076,0.03562479471960279,0.7766193452891128,0.7870711969405122,0.8088474579094457,0.8784260949625573,0.9027639393299337,0.9163922317263276,0.2116493776559443,0.22776784548285445
group_3s_12,3,5000.0,0.3925666712125233,0.5401927176832602,0.4650515749165954,0.46463473488566887,0.000358229865918906,0.01892885432941336,0.4294472652249054,0.43530880889805385,0.44621881420785775,0.4837268531051041,0.496617290717625,0.5037750370365125,0.17927045050623666,0.1784543582695779
group_3s_13,3,5000.0,0.4034079758603017,0.5307459660114542,0.45566418454345786,0.4548242228494967,0.0003125293605189751,0.017680268066258328,0.4231725417180134,0.42863333859919533,0.43839772711996244,0.4730775524464788,0.4857521866304637,0.4939729269634941,0.3472530143162232,0.3542500604844343
group_3s_14,3,5000.0,0.3726757433986187,0.5814057082438008,0.473392328845924,0.4732792366381308,0.00061401303693124,0.024781764749590793,0.4253015595291374,0.4337391230604918,0.4488002644259472,0.4975149198704238,0.5134999472024874,0.5217643937485091,0.022099705136227797,0.22090165510134785
