group,group_3s_00,group_3s_01,group_3s_02,group_3s_03,group_3s_04,group_3s_05,group_3s_06,group_3s_07,group_3s_08,group_3s_09,group_3s_10,group_3s_11,group_3s_12,group_3s_13,group_3s_14,group_3s_15,group_3s_16,group_3s_17,group_3s_18,group_3s_19,group_3s_20,group_3s_21,group_3s_22,group_3s_23,group_3s_24,group_5s_00,group_5s_01,group_5s_02,group_5s_03,group_5s_04,group_5s_05,group_5s_06,group_5s_07,group_5s_08,group_5s_09,group_5s_10,group_5s_11,group_5s_12,group_5s_13,group_5s_14,group_5s_15,group_5s_16,group_5s_17,group_5s_18,group_5s_19,group_5s_20,group_5s_21,group_5s_22,group_5s_23,group_5s_24,group_5s_25
n_storeys,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.4241721988848088,0.4171235443630634,0.4067674492826172,0.5072977335523765,0.3892648873248161,0.3943360124881421,0.3861437109735681,0.3931122857029392,0.3875668100726894,0.4608040082825114,0.5141068180182998,0.8614407696208856,0.4914030924337794,0.4805650120653937,0.5101091750465532,0.9420165370381316,0.5002449382564418,0.6480685733946505,0.5988448491612202,0.6314070133635992,0.6604409691462758,0.6664823051961011,0.8385580571627523,0.8565989044403789,0.6271333496107053,0.3581705289267073,0.4779449409103375,0.4645067665595999,0.4458042581445064,0.4411144822668077,0.4765155666174195,0.3397954641974871,0.6355749744631631,0.6593734540574884,0.4256283679015868,0.5026232352947052,0.7530903635585574,0.6474714934485845,0.7968055857710855,0.4606340810953172,0.4477262710204859,0.5649166254889431,0.624255818960116,0.7359698115160419,0.6489757794328133,0.6598141148046036,0.7128158890820957,0.4951775249089578,0.6795921675731903,0.4607464451141531,0.6637089580709975
1,0.4336252766785067,0.419159069993576,0.4145443833267361,0.5110115016739196,0.4090154368846735,0.3980859143527526,0.3872346882538757,0.3984636817613304,0.4078189360209581,0.4751956224193855,0.4910058005909059,0.7934158348144869,0.4956483135367818,0.4800837293090117,0.4811649976892259,0.892706936612484,0.483018683263,0.6219469490156133,0.5817464453603173,0.6264834538779169,0.6425938234614542,0.6481232847026063,0.8031534683589416,0.7944903958172264,0.6121742373639936,0.3841456209689352,0.5147282294844057,0.4661563414347974,0.4405688704776137,0.4303376242375946,0.4839393842909252,0.3539320552622311,0.6386682114907989,0.6684463555536477,0.4194132602635551,0.4953079162425122,0.731781537929861,0.6514165416210125,0.8003026422403584,0.4675470449667324,0.4607739699559272,0.5387087942990137,0.5944717190862979,0.7386790098111883,0.6256602689239081,0.640686863252477,0.6940740822681614,0.484584724654236,0.659321461258094,0.4675520523987329,0.6558564765785408
2,0.4667960102442025,0.440837153932243,0.4366822849961938,0.5219561559270111,0.4210305572996675,0.4008765464636165,0.3919547112899396,0.4008353306875402,0.4214525663106613,0.4828846531180603,0.5218614505583702,0.8439118968384578,0.510134955548295,0.4829547749389315,0.5225085047377643,0.9129584673465164,0.5073426368210701,0.6482862273315292,0.6203427656718771,0.6334001113238819,0.680001683716713,0.6825940588887521,0.8470700865281869,0.8483444446532098,0.6375221974563609,0.3685862595665456,0.491938563273443,0.472998020863785,0.449042297886378,0.4256860449209888,0.4668613910917132,0.3525978393852971,0.6120491232060675,0.6970590448940892,0.4169730826650968,0.4748808966041358,0.7376714381013102,0.6286466617060008,0.7778615393390811,0.4509086510077806,0.446392342540204,0.5477767185254001,0.5879728198567424,0.711030315051932,0.6293747288407578,0.6533446827783715,0.7056158718055953,0.4689952107321721,0.6703085479502919,0.4509094356477893,0.6770672839949324
3,0.384908284958762,0.4021493408876471,0.3852156100566334,0.4866140164452247,0.3822595122559074,0.3818151810664607,0.3755071249863527,0.3812137230082026,0.3840000156908781,0.4438253692802382,0.4757445488593226,0.8383194030804468,0.4634014321145267,0.4560519031639699,0.4737948756617738,0.9071734671051817,0.4734594319820258,0.6195012426448278,0.5811544542893972,0.6416985619784288,0.645488978511765,0.6421930452910753,0.8362742000723403,0.8354239037409797,0.6201154316937831,0.3664909751534264,0.4807018763980444,0.4450456995822212,0.4196200157056126,0.4238331721115073,0.4626977978841307,0.3267671062089437,0.6127296476365351,0.6268589381286193,0.4033284816267323,0.4775111879383421,0.6905445879202776,0.6206631949648539,0.7575567024695017,0.437182851196543,0.4288459360876248,0.5247436791176576,0.5748583465416864,0.7628399104547213,0.6100726573925251,0.6191664436975846,0.6766023823107019,0.4674928052769558,0.6345651042293261,0.4371779141576905,0.6264591359048627
4,0.4336569737393984,0.4060516663902719,0.4214566414276497,0.5008101566989358,0.3861055614229514,0.3958982887890027,0.3810339501095294,0.3959324218886347,0.3853218367801532,0.4491243333246413,0.4561500347685402,0.8203028624750344,0.4624905283811755,0.4462181425870575,0.4561649402718116,0.9097758613714738,0.4528052788428738,0.5857750473435902,0.5581974409812138,0.6116892835138585,0.6228732567665223,0.6195637559434244,0.7973750459315876,0.820212432770366,0.5972753405916905,0.373554102124037,0.5017854335606642,0.4610618116160921,0.4294550310312519,0.4372535164050816,0.4799166616381922,0.3414529691864036,0.5979882320387853,0.6405057296058582,0.4114521852268467,0.4832051668762381,0.665358871233155,0.6032119173685958,0.740267209414059,0.4406169619000793,0.4333285053878341,0.4969972496897157,0.5552430227753226,0.7161280205688594,0.5840540961895155,0.597075358404959,0.6265798626764992,0.5053578257199813,0.608815632876966,0.440554770318931,0.6179043772601291
5,0.4034828450997477,0.4136211871749456,0.3871837071834815,0.4980511691332311,0.3944032850482021,0.3880595618090461,0.386112050562597,0.3878040006380857,0.3947964358682547,0.4644329798714908,0.5416814595736371,0.9013474574018157,0.5018380776781931,0.4902900065968152,0.5432755267636173,1.0269070922246064,0.5270094693863775,0.6772253944056914,0.6195642504218685,0.6981318046689216,0.6942138864298141,0.7008628873325065,0.920526577612484,0.8996870773382576,0.6565744483432034,0.355219202294776,0.4705846475405722,0.4701352943090734,0.4401938374275719,0.4340721040144757,0.481362847734497,0.3419837640626298,0.6289136268781294,0.6581882743537777,0.43199999023367,0.504420514395332,0.7518571279355635,0.6551087850844545,0.7955807700490635,0.4502850681068367,0.4378007676999852,0.5494200083302888,0.5861642019449507,0.7404149896238966,0.6156397465652368,0.6957113223894913,0.7029632599999782,0.4968015218236353,0.6701586576860195,0.4504105409133309,0.6605383110460061
6,0.412476765940157,0.4013425747931834,0.406825079684762,0.4794460354232696,0.3836633287324207,0.3893512223826973,0.3856266332362139,0.388350872339795,0.3819726415270088,0.4396825108389336,0.4763069144856727,0.8779225939415016,0.4417208094618019,0.4440185660630118,0.4721686797116126,0.9715552796335096,0.4731993417671028,0.6394549768642361,0.5784980942328283,0.6584410735044072,0.6597152456677896,0.6569449494630053,0.8383596169420139,0.8720301027263699,0.6467097083393303,0.3762593768847716,0.4866945393424292,0.4662670403395768,0.4393778631896832,0.4387332442475081,0.473475682461987,0.3430882093735975,0.6018419916357319,0.6053739601163209,0.4053789773413015,0.4918192200442304,0.7190867024104778,0.6083636612154938,0.7386526848437258,0.437146636620198,0.4282148625583613,0.5124547798443462,0.5760193487975133,0.7567173743233296,0.6117854429915136,0.640056687130047,0.6657294126667969,0.4977492747141586,0.6153346881900359,0.4371971980358367,0.6197510864510614
7,0.405571284948505,0.4054625612111273,0.3944274140473549,0.5149403587645297,0.3903847972242588,0.3906840429728396,0.3898481797248129,0.3910021948627177,0.3885035232721353,0.4738583060554561,0.5144247306575176,0.8618453736729151,0.4962374341919126,0.490432534834965,0.5135926946650351,0.9784502680750056,0.5062121607174117,0.6740973706301331,0.6331729427026416,0.6455275393687413,0.6896440621335833,0.6927800145459221,0.8627396978942214,0.8621706750193199,0.6630595217161857,0.3510632862999603,0.4761603246403357,0.466278195941831,0.4446974231667422,0.4457360792765575,0.4792399590612297,0.3362345837049736,0.6541042331273703,0.6620983845851873,0.4439940066835998,0.5197300831041615,0.7613570611696006,0.6710637167768196,0.8166000812684622,0.4730371107987582,0.4540355291113148,0.5728780543649507,0.6320441465683341,0.7809539556706949,0.6433844405473139,0.6892538518958563,0.736101845338377,0.5197096609563032,0.6854537627132385,0.473153051085729,0.6616548999320199
