group,n_storeys,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
group_3s_00,3,5000.0,-0.00021422078172816938,0.04437271348034385,0.0006275249320319773,0.0007710334440855158,-0.0009844688508043444,0.00482775933509373,0.3413741363781434,-0.00021422078172816938,0.00482775933509373,0.3413741363781434
group_3s_01,3,5000.0,-0.00018363953687083878,0.03794612721590359,0.0005366392774826566,0.0005371114574856529,-0.0007199542853427695,0.004839480346070037,0.34220293701251436,-0.00018363953687083878,0.004839480346070037,0.34220293701251436
group_3s_02,3,5000.0,-0.00027330669963732124,0.03815281112489838,0.0005395622293549038,0.0004552270643960524,-0.0007278184983660848,0.0071634747631731475,0.506534158189843,-0.00027330669963732124,0.0071634747631731475,0.506534158189843
group_3s_03,3,5000.0,-0.00021615380031259068,0.03785837598668865,0.0005353982876979499,0.000500880263911857,-0.0007166283161747417,0.005709537049042789,0.4037252364813986,-0.00021615380031259068,0.005709537049042789,0.4037252364813986
group_3s_04,3,5000.0,0.00019598842650025983,0.03805230892518347,0.0005381409136160524,0.0009208908767119343,-0.0007239891072687987,0.005150500246531751,0.3641953650825586,0.00019598842650025983,0.005150500246531751,0.3641953650825586
group_3s_05,3,5000.0,-0.00015993781725365253,0.036492154990065306,0.0005160770050717138,0.0005059962074961296,-0.000665838687909474,0.004382800009952668,0.3099107607621999,-0.00015993781725365253,0.004382800009952668,0.3099107607621999
group_3s_06,3,5000.0,-0.00022866838051960325,0.03608548577266836,0.0005103258338452895,0.0004229452029150214,-0.0006510811417247252,0.006336851939867741,0.4480830978055608,-0.00022866838051960325,0.006336851939867741,0.4480830978055608
group_3s_07,3,5000.0,-0.00011590786147086529,0.03648478532674454,0.0005159727822935302,0.0005498884227245436,-0.0006655697801693168,0.003176882101205651,0.2246394876792684,-0.00011590786147086529,0.003176882101205651,0.2246394876792684
group_3s_08,3,5000.0,0.00019741787625859875,0.038463117574667305,0.0005439506252524545,0.0009379688767828567,-0.0007397057067813404,0.005132654051647199,0.3629334485404343,0.00019741787625859875,0.005132654051647199,0.3629334485404343
group_3s_09,3,5000.0,2.9875222530173495e-05,0.03408979430019377,0.00048210249437843065,0.0006111972031710435,-0.0005810570377147618,0.0008763685185980626,0.06196861223190991,2.9875222530173495e-05,0.0008763685185980626,0.06196861223190991
group_3s_10,3,5000.0,3.5746832901750736e-05,0.043675272312416025,0.0006176616244455686,0.0009895488766060805,-0.0009537647057818468,0.0008184684607355868,0.0578744598773449,3.5746832901750736e-05,0.0008184684607355868,0.0578744598773449
