site,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
0,1000.0,0.0003822814624750981,0.03277594831024696,0.001036466491323275,0.0009191009040653639,-0.0005371313938179902,0.01166347526718496,0.3688314727734542,0.0003822814624750981,0.01166347526718496,0.3688314727734542
1,1000.0,-0.0005781000150277826,0.025856909883585067,0.0008176672848584803,-0.00024400945429325772,-0.00033428989436391955,0.022357660587848594,0.7070113061058064,-0.0005781000150277826,0.022357660587848594,0.7070113061058064
2,1000.0,0.00022321721060991617,0.027146772019102063,0.000858456307016905,0.0005915325091123527,-0.0003684736155285513,0.008222606004605167,0.26002163276729295,0.00022321721060991617,0.008222606004605167,0.26002163276729295
3,1000.0,0.0001431763819790266,0.030853477892092158,0.0009756726387666201,0.0006192676441834146,-0.00047596854901890977,0.004640526506599217,0.14674633303237916,0.0001431763819790266,0.004640526506599217,0.14674633303237916
4,1000.0,0.004310920455070866,0.04371582787848092,0.0013824158589588625,0.005290082769590753,-0.0009555368035504847,0.09861234853092907,3.118396267760951,0.004310920455070866,0.09861234853092907,3.118396267760951
5,1000.0,-0.0003225857160434886,0.02465590912739879,0.0007796883062471484,-1.9081723872324152e-05,-0.00030395692744927344,0.013083505231004296,0.41373676308701013,-0.0003225857160434886,0.013083505231004296,0.41373676308701013
6,1000.0,-0.0005038549100832013,0.02539476550175859,0.0008030529963142584,-0.00018201106746111397,-0.0003224470574446541,0.019840896347253504,0.6274242327663615,-0.0005038549100832013,0.019840896347253504,0.6274242327663615
7,1000.0,-0.0017899947409588668,0.022202593662939894,0.0007021076593811085,-0.0015427897029644283,-0.00024647758268080936,0.08062097465426703,2.5494590709018974,-0.0017899947409588668,0.08062097465426703,2.5494590709018974
8,1000.0,0.0023909271248456765,0.02130059944725577,0.0006735840978025185,0.0026210440295806707,-0.00022685776840621638,0.11224694078521381,3.549559932673245,0.0023909271248456765,0.11224694078521381,3.549559932673245
9,1000.0,0.001164086491087235,0.022346138294408797,0.0007066469391944207,0.0014146469586699315,-0.0002496749483364217,0.05209340762822093,1.6473381918476808,0.001164086491087235,0.05209340762822093,1.6473381918476808
10,1000.0,0.000874490129364025,0.024691339674041496,0.0007808087185085062,0.0011796158871629015,-0.0003048311274494478,0.035416876561112406,1.1199799754214685,0.000874490129364025,0.035416876561112406,1.1199799754214685
11,1000.0,0.0006775111436362335,0.028854728887443958,0.0009124666455097922,0.0010941717625491212,-0.0004162976895839464,0.02348007310271594,0.7425051063183906,0.0006775111436362335,0.02348007310271594,0.7425051063183906
12,1000.0,-0.004008199786982525,0.0320748801051607,0.0010142967680912887,-0.003487463960992283,-0.0005143989668802168,0.12496382757601092,3.9517032027275265,-0.004008199786982525,0.12496382757601092,3.9517032027275265
13,1000.0,0.0008665852863830592,0.02883438977540321,0.000911823466313451,0.001283163342249862,-0.00041571101685993855,0.030053879868208212,0.9503871290861902,0.0008665852863830592,0.030053879868208212,0.9503871290861902
14,1000.0,0.0006763881228469826,0.026355537268208707,0.0008334352672499155,0.0010239203655838399,-0.000347307172347969,0.02566398536913432,0.8115664760370159,0.0006763881228469826,0.02566398536913432,0.8115664760370159
15,1000.0,-0.0028012870735184547,0.023154951301429263,0.000732223852227965,-0.0025302755373235457,-0.00026807588488578037,0.12098004599757212,3.825724967842653,-0.0028012870735184547,0.12098004599757212,3.825724967842653
16,1000.0,0.0004375750018665858,0.02615511171899769,0.0008270972548819457,0.0007800762115445523,-0.00034204493451662517,0.016729999342681243,0.5290490317599257,0.0004375750018665858,0.016729999342681243,0.5290490317599257
17,1000.0,-0.00301211563850734,0.025366181886614207,0.000802149103038079,-0.0026868318615179162,-0.0003217215917523973,0.11874532998191739,3.7550570425113987,-0.00301211563850734,0.11874532998191739,3.7550570425113987
18,1000.0,0.0005540089143417637,0.02838865606073407,0.0008977281286306301,0.000956207276211629,-0.0004029578964673266,0.019515151163074757,0.6171232655780027,0.0005540089143417637,0.019515151163074757,0.6171232655780027
19,1000.0,0.0006204760173850188,0.03483067875617913,0.0011014427731916663,0.001228506352006462,-0.000606588091308074,0.01781406620664673,0.5633302360203941,0.0006204760173850188,0.01781406620664673,0.5633302360203941
20,1000.0,-0.00017946745309482814,0.024109969713368325,0.0007624241861192087,0.00011089050428376839,-0.00029064531978976896,0.007443702967213531,0.23539055602148426,-0.00017946745309482814,0.007443702967213531,0.23539055602148426
21,1000.0,0.0007306811278324776,0.022583572476566765,0.0007141552672944056,0.0009858519128924362,-0.00025500887290217197,0.032354541275108235,1.023140430792705,0.0007306811278324776,0.032354541275108235,1.023140430792705
22,1000.0,-0.0012531670294835262,0.026892683659543632,0.0008504213275855005,-0.0008914057017725964,-0.0003616082172061426,0.04659880900502112,1.473583727070314,-0.0012531670294835262,0.04659880900502112,1.473583727070314
23,1000.0,-0.0020295231682745385,0.027549749327893874,0.0008711995684283762,-0.001648883157645175,-0.00037949434401489445,0.07366757294664981,2.3295732020801516,-0.0020295231682745385,0.07366757294664981,2.3295732020801516
24,1000.0,0.0008254930989363141,0.026839528021450208,0.0008487403987169522,0.0011859219489613096,-0.00036018013220710544,0.03075661756334084,0.9726096462289514,0.0008254930989363141,0.03075661756334084,0.9726096462289514
25,1000.0,0.0005957274603856089,0.02882405054898999,0.0009114965112663515,0.0010114895235241322,-0.0004154129450253651,0.020667721886384337,0.6535707520788626,0.0005957274603856089,0.020667721886384337,0.6535707520788626
26,1000.0,0.0003188597462514542,0.030647512872625935,0.0009691594529682783,0.0007883929428471498,-0.00046963502263888625,0.010404098615658195,0.3290064862648467,0.0003188597462514542,0.010404098615658195,0.3290064862648467
27,1000.0,-0.0015179192096779204,0.03164912839668194,0.00100083331692628,-0.0010141310906002332,-0.0005008336641348297,0.04796085347604888,1.516655355099183,-0.0015179192096779204,0.04796085347604888,1.516655355099183
28,1000.0,0.0004704327207503134,0.024449745929633566,0.0007731688535007299,0.0007689889304013935,-0.0002988950380118166,0.019240802015048335,0.6084475837591009,0.0004704327207503134,0.019240802015048335,0.6084475837591009
29,1000.0,0.000403847501356025,0.02500045137755056,0.0007905836888535392,0.0007164845699317688,-0.00031251128454063483,0.01615360839919332,0.5108219497187734,0.000403847501356025,0.01615360839919332,0.5108219497187734
30,1000.0,-0.001184948826795873,0.026385005144964748,0.0008343671233334977,-0.0008366011619308859,-0.0003480842482499081,0.044909933512823505,1.4201767946724901,-0.001184948826795873,0.044909933512823505,1.4201767946724901
31,1000.0,-0.001989742218763871,0.040919307137569146,0.0012939821083070343,-0.001148532483641898,-0.0008371948483093587,0.04862599975298784,1.5376891272222657,-0.001989742218763871,0.04862599975298784,1.5376891272222657
32,1000.0,-0.0005611524911430799,0.025325033679749167,0.000800847882484826,-0.0002404804432541105,-0.0003206786654402148,0.02215801559197128,0.700697977001534,-0.0005611524911430799,0.02215801559197128,0.700697977001534
33,1000.0,0.0011530626523043042,0.02044329744107825,0.0006464738279809914,0.001362968447421647,-0.00020896420513219824,0.05640296804503607,1.7836184581600854,0.0011530626523043042,0.05640296804503607,1.7836184581600854
34,1000.0,-0.001700672377346793,0.04232556161297991,0.0013384517794280668,-0.0008031612549729154,-0.0008957265829270791,0.040180739783149164,1.2706265578529146,-0.001700672377346793,0.040180739783149164,1.2706265578529146
35,1000.0,-0.00016907142839373002,0.01961234664873842,0.0006201968567078369,2.3115109265747015e-05,-0.0001923220705351406,0.008620662862116282,0.27260929584713517,-0.00016907142839373002,0.008620662862116282,0.27260929584713517
