site,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
36,1000.0,0.0005146973485451456,0.01900422186239528,0.0006009662624433611,0.0006954095978075301,-0.00018058022429757136,0.027083316132169882,0.8564496556803869,0.0005146973485451456,0.027083316132169882,0.8564496556803869
37,1000.0,-0.0007666534127043212,0.026909233191862697,0.0008509446697488886,-0.0004040642401544538,-0.00036205341548702254,0.028490347801369376,0.9009439038269768,-0.0007666534127043212,0.028490347801369376,0.9009439038269768
38,1000.0,-0.00021627608608483506,0.05021335948289628,0.0015878858493476695,0.0010485261269378289,-0.0012606907352792848,0.004307142328497324,0.13620379964572701,-0.00021627608608483506,0.004307142328497324,0.13620379964572701
39,1000.0,0.0005928554147140996,0.020041649701386815,0.0006337726112361579,0.0007938920334458538,-0.0002008338613765491,0.029581168394190425,0.9354386797462731,0.0005928554147140996,0.029581168394190425,0.9354386797462731
40,1000.0,0.0008079088443930793,0.030799936884604504,0.000973979523447809,0.0012827827598310751,-0.0004743180560478105,0.026230860388448275,0.8294926381338563,0.0008079088443930793,0.026230860388448275,0.8294926381338563
41,1000.0,-3.81267945805952e-05,0.030847672982951095,0.0009754890714216592,0.00043804198317088657,-0.00047578946423154547,0.001235969876939085,0.03908479930485529,-3.81267945805952e-05,0.001235969876939085,0.03908479930485529
42,1000.0,-0.002798115313592364,0.028475661309384656,0.0009004794761718816,-0.002389324817813612,-0.00040543164350339314,0.09826340056482537,3.107361564183242,-0.002798115313592364,0.09826340056482537,3.107361564183242
43,1000.0,-0.0005277853878301042,0.032544544771771454,0.001029148868921225,1.2268516822302641e-06,-0.0005295736972009184,0.01621732279653503,0.5128367758722212,-0.0005277853878301042,0.01621732279653503,0.5128367758722212
44,1000.0,-0.0008467792273760266,0.02976174082655055,0.00094114888143522,-0.0004046093713293373,-0.00044288060851338285,0.028451938759597423,0.8997293032795376,-0.0008467792273760266,0.028451938759597423,0.8997293032795376
45,1000.0,0.00034662379630989726,0.034105660347973084,0.001078515678036858,0.0009290621084424704,-0.0005815980338856518,0.010163233691222087,0.32138966856822226,0.00034662379630989726,0.010163233691222087,0.32138966856822226
46,1000.0,-0.0010511099289632342,0.03516225358603207,0.001111928089962847,-0.00043509211635107736,-0.0006181920386242126,0.029893133168824523,0.9453038721221217,-0.0010511099289632342,0.029893133168824523,0.9453038721221217
47,1000.0,-0.0004507187793929557,0.0270489543729248,0.0008553630414441389,-8.489473080795865e-05,-0.0003658229663342838,0.016663075887477254,0.5269327262865972,-0.0004507187793929557,0.016663075887477254,0.5269327262865972
48,1000.0,0.003447327083776819,0.043089178402852146,0.0013625994625834916,0.004392811194273563,-0.0009283386477164098,0.0800044747093306,2.529963630868222,0.003447327083776819,0.0800044747093306,2.529963630868222
49,1000.0,0.00010212394075220788,0.03214003193901977,0.0010163570499786042,0.00061838890421311,-0.0005164908265206054,0.0031774685521772546,0.10048037818437697,0.00010212394075220788,0.0031774685521772546,0.10048037818437697
50,1000.0,-4.025095068094231e-05,0.023123654762637516,0.0007312341687733477,0.00022672579084403045,-0.00026735170479082437,0.0017406829108164402,0.05504522682311695,-4.025095068094231e-05,0.0017406829108164402,0.05504522682311695
51,1000.0,-0.000912343108352559,0.04001074465800796,0.001265250839987199,-0.00011179418034961123,-0.0008004298440441563,0.02280245259494209,0.7210768643803386,-0.000912343108352559,0.02280245259494209,0.7210768643803386
52,1000.0,-0.0006421675559485918,0.03368519575690159,0.0010652194202044859,-7.53444609925588e-05,-0.0005673462065903905,0.019063791719750398,0.6028500267346961,-0.0006421675559485918,0.019063791719750398,0.6028500267346961
53,1000.0,-0.00361060334431082,0.03490559363416109,0.0011038117896422321,-0.00299675464060055,-0.0006092002334765937,0.1034391044069575,3.2710316905394623,-0.00361060334431082,0.1034391044069575,3.2710316905394623
54,1000.0,-0.0021561021852650186,0.026686681240899377,0.0008439069591213066,-0.0017985164848146704,-0.00035608947782668536,0.08079319289656098,2.5549050899046937,-0.0021561021852650186,0.08079319289656098,2.5549050899046937
55,1000.0,0.0005845733552054533,0.02701657058460636,0.0008543389761406287,0.0009492290369068376,-0.0003649475430765088,0.021637585472766646,0.6842405316051382,0.0005845733552054533,0.021637585472766646,0.6842405316051382
56,1000.0,0.0005925265382914491,0.027047618599161917,0.0008553208005688448,0.0009578110271388632,-0.00036578683594286484,0.0219067913916018,0.6927535702363135,0.0005925265382914491,0.0219067913916018,0.6927535702363135
57,1000.0,-0.0013498770262538873,0.02699248098288603,0.0008535771960470031,-0.0009855598043812214,-0.0003642970148057319,0.05000937213254855,1.5814352029380538,-0.0013498770262538873,0.05000937213254855,1.5814352029380538
58,1000.0,-0.0015231032958076263,0.021821093318660063,0.000690043559220482,-0.001284656097538436,-0.0002380800568108354,0.06979958673771683,2.20725673829667,-0.0015231032958076263,0.06979958673771683,2.20725673829667
59,1000.0,0.0004961562311713852,0.02546418383758792,0.0008052481968402499,0.0008204235133370671,-0.0003242123292572369,0.019484474127892695,0.6161531725476385,0.0004961562311713852,0.019484474127892695,0.6161531725476385
