k,group_3s_00,group_3s_01,group_3s_02,group_3s_03,group_3s_04,group_3s_05,group_3s_06,group_3s_07,group_3s_08,group_3s_09,group_3s_10,group_3s_11,group_3s_12,group_3s_13,group_3s_14,group_3s_15,group_3s_16,group_3s_17,group_3s_18,group_3s_19,group_3s_20,group_3s_21,group_3s_22,group_3s_23,group_3s_24
10,0.19475452497492146,0.17338933536515244,0.16533519817752584,0.18549248990995648,0.17403689254313856,0.1673037955334308,0.165800784761954,0.1711020014604805,0.17296421492381306,0.16262885198632163,0.18363740492559202,0.19936720312126732,0.16878446741878247,0.1717499295156605,0.18985080369561066,0.2289314814645421,0.1832362516797046,0.16398997984777852,0.18700081293427423,0.18615922139653213,0.1575648708807456,0.15669274140183112,0.20386133969143158,0.19765051420862612,0.18165746391024176
11,0.22879474912416176,0.18178381503741375,0.1824658812206569,0.1227494765801975,0.149487074904878,0.11691103780201677,0.11759230194108873,0.11799043422927862,0.14845311069616024,0.13211275747223958,0.15596572199458153,0.2359862346990624,0.14794246112285614,0.14656639991302603,0.17643834491566776,0.2251981309838593,0.15771319677933623,0.177279702617695,0.21378705798771908,0.23104514872468945,0.1716948120026517,0.16817953533717875,0.21751699943077565,0.22965257374623418,0.256351464792362
12,0.22334173277041056,0.17291621311107533,0.20975427056889925,0.16511209825315498,0.15498476026827887,0.19859795095682675,0.1904984190703682,0.19687831867709576,0.1578939475506465,0.16049084445808162,0.2107162921632358,0.2302170748080937,0.1550855882234699,0.17134694707250056,0.20931251432742262,0.2983000498053033,0.20621457250844868,0.2146137688451139,0.21707058358349157,0.2195341295759362,0.20153520962008328,0.20097980962988318,0.24266226389522008,0.2302504076425079,0.2275801844623891
13,0.2394699789291023,0.2022767148666716,0.1920163533044976,0.19361603998371188,0.1786571470396504,0.21593910592702756,0.20831537783337103,0.2154131398563207,0.17779824242955308,0.1795902543391756,0.19654172548483045,0.28305464296760946,0.16261776664111363,0.18647521018777058,0.20562046583508736,0.30472989649747134,0.18917513669208375,0.25618453083856896,0.25266553584639456,0.26372865710666493,0.23389175547512242,0.233720215561405,0.27746113434768777,0.28085084855126313,0.2965170424286353
14,0.25019500891763186,0.17833967643424795,0.23159804742076118,0.1882657474834793,0.16841206793511776,0.21125649732747645,0.20653995118332014,0.20994675311116978,0.17399469288529418,0.17850084347733705,0.2253054119184903,0.25014731916702626,0.16999463786663527,0.1827213377216666,0.2165140979320374,0.3453414131237867,0.22432146854949755,0.25432014774935113,0.24644380816169018,0.2458068840158851,0.23038265513098288,0.23033830981531378,0.2559370351316003,0.24762560483247847,0.27083710907235736
15,0.2267061201851777,0.19581038554634386,0.18384428154284643,0.19460008519201916,0.21607116067531051,0.2112407216614345,0.20754648931272685,0.21293647241009633,0.21589524354490602,0.17550800875966768,0.209528101877309,0.2143962740515213,0.16698776474000243,0.18482217366325954,0.21118508521390195,0.2411319926774887,0.20461878430800431,0.22636424462093283,0.23530351027624444,0.2152729481543861,0.20804640509638533,0.20765291380967152,0.2199837861843909,0.2103747737675869,0.2404306989997609
16,0.24631677631351614,0.19731620327108107,0.2175282424438758,0.2074069748018029,0.1741711897132185,0.1938056764986201,0.18706241996856632,0.192916604356572,0.17609235348930904,0.19471707817005124,0.22705510524030192,0.281103107322112,0.19887041537000794,0.18290543060767667,0.23782935343707115,0.3387182042305127,0.22001934789584557,0.24050735229132955,0.24819187550612917,0.25473116132936907,0.22299964208979162,0.22210283239739317,0.28186184617253596,0.2714258957804244,0.26248816190649055
17,0.18855091249997175,0.16488261383136812,0.18671277937069455,0.1970728833272787,0.15365736531279556,0.16245998357482447,0.16251766736358894,0.1626960250618265,0.1610733624103693,0.17116135601545804,0.22411642873318827,0.22643776682124486,0.1833116111434607,0.17274562104520969,0.2157310648721476,0.3425479251794926,0.22471978064178652,0.20981887639274396,0.21607669674312246,0.21877653740741182,0.18479697944216367,0.18451451989956622,0.22700062337359564,0.22448001571769557,0.21969793469241253
18,0.20689146153988236,0.20075523615592772,0.16254136582122272,0.17016488810208344,0.14091440147854986,0.15249647037067804,0.1535026123617725,0.15219072739970238,0.15009648474993326,0.12453921468284616,0.2075854919702291,0.23025833446751878,0.17345252719043805,0.17049591035668682,0.20400289655767467,0.3250044278518107,0.19925829698080894,0.1874025119739909,0.2095416573697284,0.2198818666556076,0.16904806589344887,0.16834673644206075,0.21785560567047466,0.22890637350548038,0.235109567011785
19,0.22110029026203587,0.17831534985748212,0.19728310632511745,0.16434949053154244,0.16500520792111378,0.193629685582226,0.16625503120460539,0.19197994869817672,0.16801508653235953,0.16267833867072967,0.22107147720468784,0.2665857413166974,0.1502784675835342,0.17890624589099605,0.22335076070375556,0.35495720214777954,0.21390069198051753,0.25946548909198003,0.2334277213758953,0.24418118447803538,0.2363944927628755,0.23803466187311112,0.28305112819012196,0.26363810419275807,0.25902491227466895
20,0.20508457879477388,0.19890515250785254,0.174237957795701,0.2191571294785141,0.20944392332114145,0.20533104889841305,0.19699409746448662,0.2074609594272893,0.20853925870831946,0.1843448646962244,0.18647478387808855,0.1701867041036804,0.1775702879590978,0.18741363271286748,0.19914798170481884,0.16912966416436243,0.18132433471747747,0.19452278218610486,0.22272357782675017,0.16451545316622665,0.1840994276001011,0.1833282074850768,0.15764719884823883,0.1629184938118896,0.20318453712359902
21,0.22311695608221832,0.20152303286640086,0.19272856559569748,0.19553135285493428,0.22599023823123823,0.2140497423249549,0.20910899804076807,0.21600107689926581,0.22801482454181227,0.17345371731609327,0.2061520467960908,0.25994111629020433,0.15823333944681522,0.16036809595971263,0.2027642401619045,0.30881631681893096,0.19930331533531534,0.2274369741431421,0.2219154747916336,0.24145986238886674,0.20982272594804768,0.2097220872588963,0.25793719845708035,0.25655952443706814,0.25006192038092545
22,0.18516447218868434,0.20188227534835415,0.15979798536956324,0.2363427402460015,0.208063184597793,0.17547151892004845,0.17147980430206156,0.1784926572770791,0.2146885253655858,0.1932046801258846,0.20897284178094358,0.23579388297040027,0.18315417362673958,0.18005517978373456,0.2044768866998876,0.37078908720907505,0.20491491893303682,0.2193588686099639,0.23807257267061177,0.1977489052035589,0.1882584518948667,0.18837598786171855,0.21552251419931656,0.2251242214482324,0.2371374306420799
23,0.1585490267747043,0.17848690338554243,0.13319703765390128,0.16856771738357848,0.18339335421720496,0.16190147226400856,0.15928981270718745,0.16224421189316582,0.18050217751791456,0.1416412490905268,0.2155875003319537,0.21813688260389938,0.1847374822673382,0.1792745709276006,0.22027012111397895,0.24706664765933117,0.21261314931204034,0.15365782344913714,0.19094781934110275,0.20191164495529768,0.14832833642547116,0.14670812706382577,0.21539319159497505,0.21048380138231634,0.17126508701443838
24,0.246489752239779,0.17028884232539285,0.21826485523914885,0.19296280792751,0.1631184311597851,0.17661128265331552,0.17092876193011564,0.17682850206863998,0.16109482603202357,0.18786057805601314,0.17791366082225782,0.250242483055896,0.16689081685267612,0.17602327311119095,0.17978911834042297,0.281065177424216,0.17578475770091176,0.21554285897422304,0.22624237091133667,0.250217573891493,0.20651661423701845,0.20699538694162029,0.26906652891842925,0.2483749583200061,0.23246067371853624
25,0.2085149101202745,0.19372158653969443,0.20740182968201787,0.1968911382687574,0.20004105349467166,0.19309877330798242,0.1881902478988085,0.19363996707610934,0.20927027533264655,0.1766531421042478,0.21107685740397283,0.2832425412730232,0.15605292412933908,0.16215912403487268,0.18687515695843449,0.42115439515931663,0.2066517414653051,0.23789930271507612,0.21871283903144992,0.2424017415914009,0.2048500040298392,0.20454886458459973,0.27523254299794925,0.2782895540278348,0.2687756594033305
26,0.19359212212606797,0.1715273867983551,0.17779992454680443,0.19106919747329001,0.20456256336555292,0.2086231396684234,0.19846154597787852,0.20959536379288557,0.20322513382355614,0.1741161605196946,0.20243238679886205,0.2425643202985444,0.16808190023643452,0.1678376897681939,0.20658915044622736,0.2810108629462583,0.19657430680619714,0.1923813107598687,0.20686269983027994,0.21163241980938963,0.17975690252621168,0.1796890396383534,0.24585055497740177,0.23814741594918443,0.19295006617450913
27,0.24890299174937122,0.17166564787137323,0.23574796938111986,0.19536765737549142,0.1739436792891728,0.1730670106907774,0.17041349312680779,0.17532819190265334,0.1723638623522764,0.2034586036076522,0.16807463569530623,0.22079132737445217,0.17135456660538426,0.16741974180417662,0.17509401609343103,0.24725038487187384,0.16938231535158815,0.20109236615319542,0.20824296858908034,0.2215857535402645,0.19854576867195683,0.198295888309656,0.2511777710317682,0.2196640607397459,0.2165137631938387
28,0.2507397609617592,0.1744674055892207,0.2392205035743966,0.14012071786262276,0.16629723240509264,0.18456955488040747,0.1774767957020409,0.1842287117317407,0.16956342960407123,0.16847233832393368,0.1837993936087087,0.2466686807338854,0.13125349895040925,0.16799929985871198,0.18183764393238436,0.31023937195913415,0.18650609140952767,0.24052669369789456,0.21979979254761106,0.2642385832351759,0.23469313718888626,0.23533923147575997,0.28492940989126675,0.24674301669718768,0.25964950525985775
29,0.1915371643083135,0.19572518861269655,0.16333822578778334,0.17292250322562347,0.20206071143312343,0.1938044264851329,0.19204151035399672,0.19591349209760403,0.20149952582199787,0.14974304526406215,0.1612846710565606,0.21098436075098806,0.15619972792502881,0.1553263204192148,0.15964093119079506,0.21969700288596222,0.15563845547211835,0.14983050257584346,0.15245012444586167,0.1942342830767223,0.137213261792608,0.13680678442119673,0.18530214194067215,0.20633472854051146,0.18150137026758895
30,0.20719934589445035,0.16634294686230885,0.16654899374844334,0.19554767217891153,0.1504079984139184,0.14702060866622702,0.14709471980922886,0.14913344856110466,0.14879417911226553,0.14934143481053272,0.211047539792444,0.24312381861448834,0.18367459280190335,0.18150320103710568,0.21475001392577062,0.24632887526088815,0.21076459327787975,0.19162922961428877,0.23906924280577663,0.26707786719848936,0.18911652398195636,0.18890412952193622,0.25599412395077903,0.24103464143720216,0.2104950380254447
31,0.21053721867472985,0.19697124016133413,0.1899236582280763,0.16903625581486809,0.16655832237825677,0.2106920355421873,0.1833941192076969,0.20795843077627746,0.16957031670810155,0.16240990462483332,0.22526841888715632,0.2566695957352995,0.1657873306077029,0.17844017445370722,0.222885865182939,0.3425236458315462,0.2161088227476809,0.24683091090569434,0.21953879821338604,0.22075605263025233,0.21851404990673567,0.21916703711463537,0.26218832430230066,0.25576938657706877,0.25409664595550563
32,0.23448311365452745,0.2038440521304794,0.19461786444632398,0.16876921164317873,0.14831026646316622,0.1663551467357575,0.143018724952044,0.1654628944177753,0.15282033342344456,0.15491754026853127,0.2115697824355115,0.2826773970485125,0.15314195096860692,0.16684516599644275,0.21641139231089693,0.3660763582249198,0.2067369707433036,0.23057557374480317,0.23974303896586702,0.27389496651389245,0.2195007780973607,0.21934038000996883,0.29021295589495466,0.2790336800475972,0.26845516197569713
33,0.1613711025960312,0.21258345824934025,0.12409475114590449,0.1990612528918567,0.22196875347362113,0.1943337234618567,0.19406740186879098,0.1974880425999551,0.22516163287066426,0.1479266554894663,0.18404797316316415,0.174236865453518,0.15805509510029286,0.16018125177716175,0.17866102214306565,0.22275243252979293,0.1739008368144103,0.16903062372788616,0.16148632722440193,0.13560899984667094,0.14629419014178993,0.14578939326706594,0.13952851538197011,0.17259239264321752,0.17673936841826432
34,0.25103014476921515,0.17946115304339438,0.2316196881719774,0.1699192195193201,0.1770527033645107,0.21409553351531252,0.2047137605806962,0.213307799228227,0.17903964836311617,0.18837809459432378,0.2305085277400582,0.27311475634334204,0.16700106199177986,0.19112734972256779,0.232646228583547,0.3206167149895938,0.22835395569188957,0.2906506877552667,0.26306861034022516,0.2605467964410694,0.26177100573549844,0.26185706485187943,0.2660484029934818,0.2703966264119742,0.30587023870967184
35,0.21547954689493568,0.20914909179072635,0.19035989451627425,0.19609544828028258,0.18859128339474127,0.1979102745494834,0.1967338725076121,0.19925078667757676,0.19409841982483209,0.16495074404292193,0.16677332380669452,0.2558992279134993,0.12256669664545981,0.1360089400904702,0.14900319029254425,0.38310238261405516,0.1621324067232393,0.20886468906466715,0.197438122867639,0.2326918071110786,0.17946479723576564,0.1784932695450598,0.2371208034018323,0.2543531046417385,0.266704974088688
36,0.25816204245822283,0.1969357733233543,0.22504433614499583,0.16220128465559902,0.19163934140853273,0.19111210680140758,0.18967302755181842,0.1919102483921606,0.19076486241204144,0.16210101507739558,0.18443470393910175,0.25137545731333766,0.16298114689531476,0.1526325963947302,0.1988719939726164,0.2271133223101302,0.18491266803758744,0.21606042127020103,0.23323475986627684,0.24365705823693373,0.20066123185595058,0.1973887420025906,0.22195866113493443,0.24721305023031315,0.27921325456377305
37,0.2676342130042945,0.1904929261242732,0.25016212539609806,0.18238919478715132,0.19959459027358784,0.2125992483936742,0.20802514982162829,0.21251680829350686,0.20145139558890224,0.19147170499498634,0.21128645147321867,0.20891894071670825,0.17843652436526303,0.1868011728320722,0.20644815979942732,0.2645092264685385,0.2102742853329215,0.242245934724228,0.23615985768639053,0.21545247702757045,0.224881355475393,0.2247512346060654,0.23070620798713215,0.20586948097948485,0.2534416243931221
38,0.1910576359788877,0.16022662947112734,0.14319771912914245,0.14500387672472254,0.12337098172375124,0.13034051458471987,0.10662899266326471,0.1337233391762354,0.12625043442759668,0.17731790346072285,0.22252215126185843,0.2548525039755029,0.14365354099975386,0.1860289909064916,0.22170028426628438,0.3569046168338177,0.2209348710368494,0.2679120369306559,0.24184354014132903,0.2449398749443198,0.23829736443958235,0.2383577117979819,0.26830397287765345,0.25333288043641505,0.27188610721887435
39,0.22927106693747484,0.18586978155853023,0.19497583545189262,0.19620010519809017,0.20998504575872348,0.1631387408171901,0.1613168076429047,0.1668082851245296,0.2087675428960574,0.17702495056047085,0.17704421387030927,0.21486130296966854,0.18831497515106502,0.16448427923298817,0.1945760464000267,0.20813938165665224,0.16635947796521303,0.16168145780013457,0.1994616306362116,0.18718234642666498,0.15381408915260636,0.1531152131857441,0.19923172735677142,0.20102771292496843,0.2004982915346781
40,0.22876895128057873,0.17531036344482115,0.2118119439665539,0.1702561774558985,0.17512110773965212,0.17728586805991492,0.16555429348071823,0.1790684079313682,0.17836506958361417,0.16391837251285524,0.2155521133811857,0.22902805584231856,0.16608443661189093,0.18656121146840274,0.21121937541184843,0.30347874929417495,0.21680874608596387,0.23493447855890573,0.2295520676886057,0.24063840420646057,0.22370634826600846,0.22435700210267837,0.2643849009753028,0.22814212676773876,0.23976276834676155
41,0.19035854711050323,0.15441396413977176,0.14469274178480276,0.16454341156195734,0.15667408652021936,0.15241438637969076,0.13990673955133323,0.15335095173409163,0.15562543806546492,0.14633638715724448,0.18868756204602086,0.17426601977774492,0.16427389060912043,0.1735240978062179,0.2003043697223756,0.18605984885625748,0.18150204715399126,0.18387458683505453,0.22162508082960763,0.16401136503906863,0.1672847387560318,0.16592789401799526,0.158241736501961,0.16821555936988106,0.21796862964941202
42,0.21656272512242136,0.1572014535167997,0.20019760436403652,0.1554512950448875,0.12929986781753805,0.1596927104926421,0.15871707146737365,0.15832995021580434,0.13537027329564433,0.14704594770678436,0.21953743335058368,0.25666905431886355,0.14885237561516726,0.15252933623581957,0.21023247260481343,0.35812065587218156,0.2210144167849881,0.22198504059845284,0.2226189385027151,0.25010781139661553,0.19869115005613228,0.19668872290830777,0.2571183091905565,0.2556331502047419,0.26207786700692814
43,0.17748877432277485,0.13580717262587638,0.154445499735658,0.17165839127068525,0.13320313992437816,0.13111264945222675,0.12745318526186206,0.13093976460955256,0.13581557648410256,0.15681786739228123,0.2594187355549962,0.2849698573135754,0.2017292217185768,0.18703882334301736,0.25917466038948267,0.36264619529959624,0.25814071619404033,0.21978610826174136,0.24108662394328403,0.26565454134748095,0.20627379633479231,0.20491845813769186,0.3035402067792693,0.2816085278884538,0.23313290510063567
44,0.22169700513379043,0.20196048882558654,0.1873563983013384,0.16036432957915073,0.16656635305998144,0.1458921715046573,0.13525116756073755,0.1466299899584177,0.1728694802125556,0.13764962698542516,0.2038544958422736,0.2969386940921766,0.1485993826563789,0.14031250520704389,0.21727589483760426,0.37346502432664463,0.1851365390206423,0.20860532221951034,0.19887528721965486,0.26494474438076765,0.19821101771153066,0.1987388224172624,0.2865467968164802,0.2924790594222427,0.2532220403599051
45,0.21998997770487025,0.1908421650484938,0.18242522987664445,0.17997956545275734,0.1863872239880927,0.19338408113969763,0.19078734490059926,0.19480692067481895,0.1858192647232875,0.1571002303345488,0.17831188674193502,0.2930613437924937,0.15728526653901617,0.14911744088083767,0.19532187670567885,0.2832653993132327,0.1721342232260622,0.21057906300876283,0.21779659781299257,0.2645785458698441,0.2002599153322675,0.19826771921175257,0.2741734154956868,0.28873907643089713,0.26664525675882167
46,0.20062224871664358,0.17717683553906963,0.17344505124868537,0.1604987732946844,0.17197002094741545,0.167698126087322,0.1616480558841018,0.16765298832827072,0.17446377141831193,0.13964884038536346,0.22362811600325325,0.27883365335713817,0.14639518858000072,0.16335407433599983,0.220646297068336,0.34824911164304007,0.22139050521498532,0.22221018335007572,0.23313609572377358,0.2772432161007047,0.20818384168803825,0.20739107871905368,0.287613429591126,0.2780550854467578,0.25240692661876846
47,0.1781330232522295,0.19758748241966437,0.15930849539629224,0.2036434061244408,0.18682350983829946,0.17523996292997693,0.1652525337621207,0.17829592065027203,0.19216734285177076,0.1740843977401629,0.2073109677905321,0.22687526203401026,0.1713505197904607,0.18402251159214011,0.19009773285453024,0.3583009279836999,0.2083238185894232,0.2113798732328867,0.1986608817871131,0.20530147983716807,0.18736074939331532,0.18867625599804042,0.2453451779006269,0.22676083168976033,0.20111308866308625
48,0.2135905315137741,0.17685559559596328,0.20353334840741483,0.20493258935849062,0.20627911210913916,0.17339952138771028,0.17184243921481315,0.17588960321844796,0.21097728069948832,0.17863648643411464,0.20343842037997031,0.23854506926231067,0.1654507072416903,0.15612977228501698,0.20094731397288157,0.32472985905235513,0.20240540107139782,0.2153378604188669,0.22926315807794104,0.23298320425685384,0.200708421673271,0.20019411257911646,0.2332656419228229,0.23449977274073072,0.23557093320382308
49,0.20708912880123215,0.16532815790079375,0.18165814943726027,0.17348535012107585,0.17117166686753693,0.19029789514203915,0.17897938025303767,0.19044548733425148,0.16944252918017907,0.1591380536770889,0.25072363178127294,0.26757041189357855,0.1833221468834703,0.1845348571462234,0.2540330109228829,0.2939194644342198,0.2488856343896864,0.22693609595488232,0.24428908454193785,0.25941027555183543,0.2222039111398468,0.22184052089423628,0.2906357028899806,0.2656273955729855,0.21919221407597922
50,0.20884964769021439,0.1988421334259464,0.16637506928629062,0.17451941427023704,0.15407378626303472,0.16810278918982224,0.16711668467787286,0.16732743001954523,0.15583579016571644,0.14516448367169268,0.19819475365468153,0.26404034607028376,0.16613024001295043,0.16829260739628807,0.20601561246495334,0.3047295890371291,0.18902019643876727,0.21116343324028342,0.22469608842007627,0.2429086958964041,0.19865270239204288,0.19766525997758477,0.2542072547647777,0.2619417538018661,0.26046628933221644
51,0.18709034974213762,0.16655494496985457,0.1525105281019373,0.13922217706385065,0.13934313146171082,0.16206309220675919,0.11053785992657728,0.16040911879775266,0.14237324915831545,0.16227632263396777,0.21897361655905562,0.2536639701050179,0.1379207991839913,0.1949711555041617,0.20789900647991963,0.35321822198283526,0.21661170784499134,0.2582006523345732,0.23615190869473798,0.23128640042412407,0.23437822056172622,0.23649581413919205,0.27526342064271064,0.2508231451763373,0.24555864743519218
52,0.2175473906212851,0.15992750991264185,0.1929482680788107,0.13478636162264335,0.13361999267035854,0.1803981773110009,0.15432080558126773,0.17809317750661433,0.136901273369579,0.15341809193250472,0.2338396496620874,0.2544710978042329,0.16177691618221757,0.19983247559765271,0.22605317673844888,0.34849158903246724,0.2310057410585669,0.26573886914020134,0.24464709437677373,0.2522971486715954,0.242676227250656,0.24400242151258508,0.2826647173942928,0.25446817377315833,0.2615781857938807
53,0.22237403333041256,0.21283432308438668,0.2112396320432664,0.1820220325312782,0.18957932610203684,0.21681222531379285,0.21511581487428644,0.21587660484232613,0.19491643861329386,0.14866989914677736,0.23074667573075372,0.3078674012015343,0.16957980769055492,0.1749365946311812,0.21566454343572394,0.3991860412527729,0.22957460629383772,0.22745331374278419,0.20965321006129037,0.2960221945654317,0.21424052460928966,0.21409193729181805,0.3199491635533223,0.30792246534054474,0.24719821881772566
54,0.22175317876251724,0.1653425941918247,0.20358866241510667,0.21058675423381748,0.18262141938816506,0.20710551889499604,0.20677556743607547,0.20691387832746475,0.18194423936147686,0.17538902446795654,0.221193643936779,0.18027420348309214,0.18825235835376622,0.17279571755937032,0.23028570946033136,0.16127718284809098,0.22134445211713308,0.17553106247424277,0.22804551920490532,0.20597264945049604,0.17560795978201102,0.1741603046700436,0.18659054993502344,0.17895449721694193,0.17671558884973868
55,0.20754949996747965,0.18719453482702722,0.1623728540384103,0.13906159091046202,0.17153055874841416,0.1982555420807449,0.1673133991402497,0.19860438308698308,0.17030843863475228,0.1402406413469929,0.20715310000805084,0.265096938767845,0.13477280472787773,0.17532239972516672,0.20567102864983464,0.304412866008281,0.19626651656923924,0.22915394485644996,0.21666419227649966,0.2492961315939943,0.21330703192599731,0.21476916899444928,0.2727075137424597,0.2644482715310777,0.24364121852108267
56,0.19907909046600683,0.17961962760383104,0.17937608181428857,0.19188594000554626,0.167316781373518,0.180493683673035,0.1558387354974656,0.18000763040122303,0.17187116184915455,0.16846561740502153,0.22004040016282722,0.23705555887773136,0.1741433040095624,0.19510100439599515,0.2214650621948585,0.31198247945452784,0.2164581917374681,0.24004268449464397,0.23917496329742258,0.23367465496550618,0.2267025614534071,0.2279995783659931,0.2533886729163701,0.23332430110563537,0.2327342206523188
57,0.2402422617787431,0.20160244750694425,0.22140658186291803,0.16753747008139153,0.15534602726708288,0.17791344112455643,0.16663020587770622,0.1748342137263228,0.16417771289035574,0.14857727226345208,0.2217003286876098,0.29449700514712646,0.16292037875357346,0.14593085589592683,0.23258314632786684,0.38439144487517424,0.20793842508463922,0.23004457159293643,0.22205161274167065,0.26300123204618653,0.21418475534685288,0.21357786610584692,0.292452262980962,0.28844260714171394,0.2676180111004383
58,0.22415360475963456,0.1778587412148762,0.18920953977137933,0.18042084253763185,0.1569857652047603,0.17709431188914526,0.16697560970454664,0.17652221603151771,0.15916735673546056,0.17947416186925125,0.2124735609537765,0.26861103899419064,0.16344821947919697,0.1878915910138242,0.20833302678277058,0.3541042543322271,0.21051490949257484,0.24912806344121977,0.2414068682244472,0.2541997989129117,0.22635837829814515,0.22717118265014333,0.2832197378404315,0.2676135848701095,0.2651660028017086
59,0.2145751263714661,0.13215856181320762,0.19336840705675173,0.17529553981309334,0.15916596671865144,0.1543331867246117,0.14720072696355435,0.15367767065625315,0.15864221016004246,0.173554499773341,0.26531610367736813,0.27231632115952525,0.21248895245416283,0.20936414619647817,0.274348951069555,0.3059124927081925,0.2658159167757896,0.2473146469612693,0.2617636066293347,0.2626509001068672,0.2378370508025204,0.2378955413903829,0.29575071155494637,0.2683385253951717,0.23621347815314922
