k,group_3s_00,group_3s_01,group_3s_02,group_3s_03,group_3s_04,group_3s_05,group_3s_06,group_3s_07,group_3s_08,group_3s_09,group_3s_10,group_3s_11,group_3s_12,group_3s_13,group_3s_14,group_3s_15,group_3s_16,group_3s_17,group_3s_18,group_3s_19,group_3s_20,group_3s_21,group_3s_22,group_3s_23,group_3s_24
20,0.4309369430210341,0.3856732074923713,0.40808446133234255,0.49101318891550827,0.37567737334790635,0.3567946527749847,0.35470544732881687,0.35976539687570414,0.3694848086427919,0.4509508913619456,0.4696793217392159,0.8669803163234336,0.45843286818598633,0.45218721305784165,0.46755628572691293,0.928123471028398,0.4557265770703419,0.6151073307753914,0.5977333986798854,0.5995469005082585,0.6344233437925841,0.6344233437925841,0.8269528897087716,0.8640425192129838,0.6100267417741314
21,0.4178976769322198,0.4095303394398994,0.40838137053986673,0.5059832428301291,0.40496106028657597,0.3918318247938872,0.3903778348075703,0.39489787569328516,0.40504834330445166,0.4559918066452059,0.4562638441181123,0.8169659117188295,0.45972135902345485,0.455149567822303,0.45438854161547193,0.8798396414828223,0.45494836246544196,0.6021536113004962,0.5596895965253035,0.6212819262110818,0.6522652520948928,0.6522652520948928,0.7858715930368142,0.8148340464295001,0.5996968422901705
22,0.4301887233083289,0.40773204107819655,0.41889899954216075,0.5102748858978269,0.402397968132414,0.3985826333191356,0.394134314409075,0.39691278482839787,0.4097371326386606,0.4526657945201095,0.45888090583961005,0.8116249598428872,0.4716887563553306,0.4548021627501865,0.46584221544531434,0.8616934826655175,0.4492170431398535,0.5762521278413214,0.5751285614898746,0.5800870417006023,0.602129329917775,0.602129329917775,0.7956384003275192,0.8095881108483118,0.583754177174947
23,0.39213202044471973,0.3709820753247815,0.3850442912813489,0.47017847675266483,0.35474825851033887,0.34821379164624444,0.3465616751748574,0.34672157996450664,0.35262438526057754,0.4271324624679923,0.45522360901917236,0.8316971378214552,0.43824516794201585,0.44467497107399534,0.44486076022513354,0.9254735889885335,0.4456476971345255,0.6004824898103142,0.5632193175718191,0.5983896810830526,0.6228274836285873,0.6228274836285873,0.7982685645920309,0.8291979427765068,0.5972927157977679
24,0.4096908148079952,0.39526075142105915,0.39943336478625424,0.48864716452527024,0.3862733096686219,0.38060149481894784,0.3802874573179344,0.38330542815912827,0.3844568429838763,0.45510037617692384,0.48663575048337726,0.8904436990296255,0.4685862322432028,0.46485560345934385,0.4773400992609096,0.9457006668903394,0.47205000335536085,0.6262939854202222,0.6068763533413062,0.6164517344877068,0.6654606242303758,0.6654606242303758,0.8410355525794169,0.8872839589435156,0.6241728772731246
25,0.4311464706983757,0.4050145056834663,0.4255459714252055,0.5159026643719066,0.40865476941458345,0.39115727569528486,0.3893008540250184,0.39414190232109697,0.43780013120639366,0.44611554825848854,0.44414145815235834,0.8024063287051405,0.4577824909615897,0.43524900862560334,0.44455708621265944,0.8401850778008331,0.43604192604774866,0.5761170562140544,0.5700081642976289,0.5859479854311354,0.5994162752202299,0.5994162752202299,0.7643763454780061,0.800539745747747,0.5839664758740443
26,0.3815740601802686,0.37932169952019096,0.3804473189719885,0.46259905024205694,0.3713660011552852,0.36006341294439553,0.3591812167376888,0.36053282605537185,0.3683595663602537,0.4239331831264424,0.4602507786858226,0.8615572522471935,0.4344368048608841,0.43986267309087684,0.4545356677549658,0.9307023308819371,0.4523589033648108,0.5964218019292935,0.5705137995352407,0.6310365107753347,0.6236457136440264,0.6236457136440264,0.8254684168661779,0.858785094198759,0.6073197664212472
27,0.4216188072292384,0.39526075142105915,0.4100845742310372,0.48672699191948643,0.3866393059688125,0.37440258698112266,0.37802217475318645,0.37289156110541805,0.3784552592809307,0.45338390096200193,0.5140911684753918,0.9245745837706323,0.48203836087259266,0.4710893137378167,0.5078602160976777,0.9830097686753596,0.48986124328602254,0.6346577049124597,0.6325223183577979,0.6342356348864067,0.6711137701820454,0.6711137701820454,0.8630175046492692,0.9208466608879272,0.6186408042883441
28,0.4321042878330979,0.39033841397496927,0.4370000331310934,0.5077507652601645,0.3801901159792899,0.37250298794987413,0.37897647497940734,0.3730267938671228,0.3785377135292469,0.4410543060221781,0.5069759923247432,0.8906721803380432,0.47292603250511855,0.45233134773555783,0.4996940140135102,1.0057594006935064,0.48245585954460407,0.6090996280394255,0.6318285802882015,0.6204432600522317,0.6345709758144368,0.6345709758144368,0.8006126441819167,0.8875046750367346,0.6040732736590222
29,0.4202421511192355,0.36823754517469165,0.40316513928474007,0.4749515337771066,0.37086652815462673,0.36033838797695183,0.3578119534759395,0.3608668574578267,0.37149269653481964,0.4502573526821795,0.4705381879873034,0.8173010316397734,0.4568601514656919,0.45798302505191274,0.4495424616740983,0.867924644451712,0.4643655584562185,0.5724408416137107,0.5608368337139557,0.5827866960709697,0.6018801684190789,0.6018801684190789,0.7485830257207843,0.8151192756865963,0.5686353775946462
30,0.38912746804504095,0.370180433475841,0.38686825362910576,0.47457603922039476,0.35472990925514136,0.35039632879596216,0.34735297767910694,0.3470463430122432,0.3542153848365409,0.4410448373783914,0.5024142163615486,0.8997915147154321,0.4652859684001351,0.4628869209080712,0.49266839593098183,1.012754153945909,0.4910764509403371,0.6573397418601655,0.6180575980978672,0.6282703533923316,0.693626096368955,0.693626096368955,0.8902260229773608,0.8964110180388642,0.6598300355545818
31,0.3863113751515019,0.37756541196175025,0.37818722656084963,0.46277917430608145,0.3657436457552074,0.33709538667819755,0.33378293379527035,0.33954822894903397,0.35959106617080355,0.420202651467307,0.457376394015355,0.8471187049309277,0.4363256743991557,0.4370749970400386,0.45695538954639925,0.9258714906359965,0.44372114032608645,0.6142496835414446,0.5659818426458,0.6240428066497896,0.638075541149289,0.638075541149289,0.845532989692126,0.8445368082348833,0.5995395199188496
32,0.383470920988976,0.3732280170934962,0.37290452612110064,0.46179980681931604,0.36709981932177455,0.35629159711499453,0.35340924472985746,0.3606961565453685,0.36637182230137183,0.41385662295815384,0.4715798892843841,0.8692446401378269,0.445709646194518,0.4365810837609275,0.475511033719094,0.9874708405117717,0.45910179113423455,0.5809178205193378,0.568507877177522,0.6184654544422993,0.6151670151962781,0.6151670151962781,0.8337699858805661,0.8664429515554208,0.5789795997067543
33,0.4123598240477062,0.3824650437867117,0.3945487267724231,0.4840128792470563,0.36509940056784157,0.3303403973636368,0.3257765045071144,0.3305857830992429,0.359586265547541,0.4462516110480076,0.4625582570851883,0.8208466376982567,0.45365487553772493,0.4536513367189047,0.4584359777767427,0.9107175341669894,0.4566754631776516,0.6347981164775696,0.5705353783504419,0.6087030753593082,0.661979009211609,0.661979009211609,0.8032054824985235,0.8185600513987696,0.6072702053678899
34,0.43275485878712444,0.39845703290473666,0.4128762598297199,0.5010023030478101,0.40582755808768667,0.38177732780195217,0.3772631716785772,0.38476305802794647,0.3978943617538448,0.4660265700323535,0.5000430537242846,0.8706491632788979,0.49497278525857225,0.47674746813332514,0.49472410000709527,0.8894611028175563,0.4783235301018155,0.6404816602694077,0.613770557657068,0.6367128719499889,0.6806755042265259,0.6806755042265259,0.8567401654800951,0.8677458703155967,0.6270418891696163
35,0.43761549257879034,0.42518860002273345,0.42716475785047997,0.5292558821354593,0.40451672825138435,0.40504618629243094,0.4034201443441757,0.4031488255494114,0.41387132526813425,0.46754598787620905,0.49631494430106815,0.8234962915922706,0.48915391280474013,0.47438753182319593,0.5019263273046121,0.9114750674134586,0.4821684598866742,0.6005894551428888,0.6062230515383034,0.5860563631036434,0.6272800253221569,0.6272800253221569,0.7739441517409823,0.8212702142626962,0.5948883444926939
36,0.4076670940081538,0.3927314884260653,0.3873180151139161,0.487822112247627,0.3888351681242052,0.37273750046339654,0.36804084208782173,0.3732721429518245,0.38421197501956855,0.45777095568134285,0.516554286565954,0.8880964318749776,0.48552865349690416,0.4761983831074119,0.5215260557822788,0.9738549322922652,0.5017280941740853,0.6308605098904692,0.6062732594488289,0.6563586105627505,0.6748821034460251,0.6748821034460251,0.8549424916172048,0.8849250449345343,0.6287984030244969
37,0.4263598016785201,0.3995628390980193,0.4191421116710339,0.509512911323219,0.4020966264141335,0.38694695466685314,0.3876178644348421,0.3900133368773289,0.40523781422569344,0.45813429149407053,0.4655773364215105,0.8619484965772825,0.4588490248579872,0.44974020041068924,0.460351360717498,0.950714692668292,0.44997334680188605,0.6073687363231828,0.5988197443969255,0.6383876085978523,0.6391626996424019,0.6391626996424019,0.8251478447920966,0.8591975701270712,0.6165130051396169
38,0.401965807116707,0.40856671343563733,0.3827425312213413,0.5014001065975658,0.41077938066389086,0.38412677695720315,0.38054717455523096,0.3884353097569423,0.39643143692494087,0.4462994254498383,0.5032098650758893,0.8304601169946189,0.49350509017024236,0.4726419327648111,0.5092263486694323,0.8629543122119552,0.47976423425240855,0.6139941447684326,0.5848758591494014,0.6144092902343689,0.645356962844181,0.645356962844181,0.7928865147287574,0.828159392005654,0.5777710483888344
39,0.4063668490511086,0.3740107356983016,0.39034883614415133,0.45264594779846307,0.3652234169807776,0.35787860848232766,0.3567922584667771,0.3583204477455931,0.36582295091287026,0.4169274612767273,0.4392358034197209,0.8465416874806914,0.4277285409407194,0.4313651619566798,0.44355762655140013,0.9419767644599722,0.43096441302466637,0.5750309722662823,0.5379951904197493,0.6044079973035049,0.6074922588238841,0.6074922588238841,0.7977028619533655,0.8438935976583218,0.5920651167872394
40,0.4116765105020419,0.3809050661881236,0.4076245655569583,0.4950567816396763,0.37703506373193596,0.3568061189903552,0.3583581626524335,0.3551759220307141,0.37552640581552377,0.4384697521308619,0.5018324921404358,0.8867113517089236,0.4681587876828224,0.4474528303371902,0.4949969819391945,1.0011035059581164,0.4803808181242522,0.6375976440483988,0.6265671245908353,0.6318667860117628,0.6519206207857966,0.6519206207857966,0.8538502040828965,0.8835546852164844,0.63563806100531
41,0.4025189450861232,0.3869959996900927,0.3960348357364391,0.4838384187766078,0.36836176675577376,0.3607689329582568,0.3595619635440694,0.3612106490929071,0.365821698165749,0.43869704556033357,0.48528294361085167,0.837980498764348,0.4584384034894087,0.45279113387878517,0.48815091442086306,0.9366996544294469,0.46444226611847267,0.604272219737778,0.5782859227946797,0.5884626224359577,0.6419137429902343,0.6419137429902343,0.7884401906018795,0.8352616508344141,0.6011609187277942
42,0.4085758942203171,0.4047883092026088,0.4076928177946018,0.5193357283484906,0.4029963040443961,0.391201982733709,0.39063074296593164,0.38785776196538013,0.40718344098020254,0.4726659963983806,0.5307425696852298,0.8578570219134829,0.4946421849095915,0.47673556794786726,0.5245156036968989,0.9266861060097369,0.49914175883814804,0.6284726240265031,0.6539432691278488,0.607841957003298,0.6552910009187728,0.6552910009187728,0.8267004261387023,0.8551200474445321,0.6299816431562736
43,0.39972892438551333,0.4074204782842038,0.40101468864669054,0.5079140454223375,0.40009683686164044,0.3943293817684736,0.39697600489607476,0.3892643847780982,0.3983840553401968,0.46224406231750015,0.49645670258265906,0.8276252970567053,0.4876387670404813,0.4790780454869715,0.48784177964960196,0.8604409384141479,0.4715272233586441,0.6316376408605242,0.6135493348114253,0.5848473077593617,0.6654313567202865,0.6654313567202865,0.8043149251676767,0.8252887240145586,0.6218553517788891
44,0.4361589686681587,0.3919867442287637,0.4266513310921356,0.4918443903500999,0.37965097953799254,0.3700297676942996,0.3746510758906358,0.37243892487797103,0.38049017476555075,0.4164619677227811,0.4500511481939912,0.795451081505096,0.45576445695660595,0.42279869331292846,0.4598952558229077,0.8635001970302623,0.4377919200476037,0.5206930009466205,0.5180257577197299,0.5351786365559722,0.5727330902240988,0.5727330902240988,0.6905797806879073,0.7936498878251652,0.5242453773041058
45,0.4376964290735383,0.3953128273110218,0.4123864919683592,0.4930519548374059,0.3951992305361808,0.38143955260281204,0.3819393274480184,0.38200918597616573,0.3951920631656126,0.46312135979982416,0.498547330619558,0.8430785393927089,0.48490297228181695,0.47155800231949074,0.490632741516213,0.8653997799718177,0.4875233407665683,0.5979828312854374,0.5829287817658162,0.5751754064712706,0.6425977676183214,0.6425977676183214,0.7650769654707406,0.8406003237474312,0.5956170546966774
46,0.3928460822823621,0.39740522571886383,0.3946947898090546,0.5012199266471241,0.37740186985320995,0.3780024491294822,0.3753626788034651,0.3785580856724135,0.37593527700539153,0.44938708268365457,0.49066665970286716,0.8588912069084589,0.46862421443422697,0.461974699927038,0.4878242541399282,0.934498071282647,0.48005836359629794,0.6265256653628006,0.5971226620975539,0.6191211111727486,0.669122644931225,0.669122644931225,0.8325054165820696,0.8561591811807883,0.6229482950489632
47,0.407060140692608,0.39514187679541574,0.3972878464982596,0.49570081084349293,0.3855278504408926,0.3652351015529961,0.36253112847171504,0.3657359361867669,0.38395113387077706,0.44720147026406565,0.4612548339763457,0.8368929377335421,0.4626540877124794,0.45234457771677244,0.45354294029280934,0.9035577902756144,0.45024327102060957,0.6330236010826757,0.5895472050906332,0.6062813855220212,0.6468159641991419,0.6468159641991419,0.8272402605824014,0.8345043735376647,0.6109465466369218
48,0.4264679601324637,0.40469059318304856,0.42309341402307576,0.5134266281718419,0.39662949924426666,0.3965638153591432,0.39446473902248896,0.39500484313710327,0.39934906023189787,0.4670553817074594,0.48367524867252665,0.8557985930485612,0.47732843509046646,0.46752650736364393,0.47995207856259037,0.9068713412013956,0.47226571826392055,0.6082899626887304,0.6041416748692825,0.6162814314778043,0.6520938465597682,0.6520938465597682,0.816739308155991,0.8530927703226909,0.6108369464372229
49,0.38566147012960017,0.37556278156205014,0.3832668616796783,0.48283765229431375,0.3825472837556791,0.35881210799664687,0.3594073151024876,0.35925389552363124,0.3792387688601636,0.4337510258442009,0.4719586942208847,0.8493659340111789,0.44658500925078193,0.4412012261060663,0.45913346476881717,0.928611391215452,0.4599962846192936,0.608648930573919,0.5889206928242416,0.6252583078537995,0.6443544602749454,0.6443544602749454,0.8242838349833261,0.846738429160175,0.6156648427396184
50,0.43997701126426336,0.3974072614030888,0.42565222588340007,0.5009190716024384,0.37680599884773003,0.37706831727765244,0.37904197545613905,0.3754839851968392,0.37553619292026547,0.45562107359431187,0.4860556148812837,0.8212467931862126,0.4828331832688997,0.46517962971804544,0.48439515915935727,0.8736108928273425,0.467952274474894,0.5772160491992733,0.5717371831271166,0.5423284586214746,0.624017549217597,0.624017549217597,0.742709380408207,0.8190503396673859,0.5698758833841937
51,0.4167649816709985,0.3841455571590022,0.40730124380118804,0.4892699872662343,0.3898384627964311,0.36965577143926903,0.368529098965203,0.38208262387446174,0.3802479808215046,0.413258613966251,0.4100315438543753,0.7848140616180959,0.43829772152195706,0.40710217469170845,0.4053044615991569,0.7514015448886459,0.40125534335899293,0.5242212135775987,0.5125471211302538,0.5571758075172938,0.5503529825541571,0.5503529825541571,0.716539725585095,0.7831577924701889,0.5173750485543245
52,0.396301235973551,0.3956174508424294,0.39403649927443396,0.4990715554334095,0.3855297504246754,0.3689911561473344,0.3700896505639543,0.3734923307527267,0.37811015378686547,0.4289269701105884,0.4638541234157768,0.8300604033428539,0.45634823205426706,0.44011032972442743,0.4641900663942405,0.9247467696632133,0.445410346614743,0.6034075856025528,0.5827036740272469,0.6117203876886428,0.6275961382367976,0.6275961382367976,0.7888468240273337,0.8277475715277446,0.5960628456457017
53,0.40602054830588646,0.40034238597463473,0.4052474506635707,0.5086253524001779,0.3791177072239038,0.37540270205181187,0.3765615194862599,0.3732608467949827,0.3818502884772573,0.4515325140381545,0.4709433082865496,0.8432872845749566,0.46464520715927204,0.4627914544905995,0.4618298277380288,0.9371935871415223,0.46355546101232525,0.6338559997964427,0.6078243526181205,0.6231181139347295,0.6563259275553593,0.6563259275553593,0.8285976856464585,0.8407838584101811,0.6308765918600902
54,0.3863553104448625,0.38527881952894905,0.3830220286861983,0.4914650619704642,0.3800998672751001,0.3720949576348566,0.36747368293368204,0.3681188285921447,0.378560972634643,0.46853760606303474,0.5226053570244844,0.9029342709340743,0.4782866327245077,0.4934242273500206,0.5146169256782965,1.018539728677768,0.4999644939682666,0.6809024604758366,0.671534120361354,0.6670641405245381,0.7159184766236409,0.7159184766236409,0.9113243235649917,0.8995367140089173,0.6797220067952374
55,0.41025987546104087,0.3772684445163872,0.4018266331101423,0.48680440376073425,0.3753710392292391,0.3560830981746425,0.3574735529823747,0.3628090027672748,0.3723743473501051,0.4236670586554731,0.4516997338014128,0.8050151659627154,0.44284870983054336,0.4290806729077011,0.441893912297306,0.872867735473194,0.44304354213893293,0.5682190999919848,0.5460196088820699,0.578480904442042,0.6029765261427855,0.6029765261427855,0.7372524841653005,0.8030088452510229,0.5600312927592545
56,0.4151746942371292,0.3732280170934962,0.40384233159032656,0.4825432138637194,0.3629811341357345,0.3464310019276141,0.34603088595975257,0.34888437767076447,0.3584224287708429,0.42467200099170815,0.4579009744728226,0.8534237910378114,0.4476431944887123,0.4358689011886308,0.45468921518750305,0.9397637483803857,0.4428818170566576,0.6100638519901381,0.5886732187543533,0.6011884694916242,0.6241130352455382,0.6241130352455382,0.8222741276172689,0.8507408009470763,0.6008635674286569
57,0.3961138079009905,0.38014893305664,0.3899085653700695,0.46259905024205694,0.3722470680319717,0.35889630997972505,0.3596604519068409,0.36127102282233825,0.371400639604787,0.4085149337865369,0.4445007865407155,0.8268853601368168,0.43522023097792084,0.4243728741548464,0.45492739731741005,0.9049823801223857,0.4313913692693693,0.5418377471635841,0.5336961096522599,0.5866104866042088,0.5898143077742355,0.5898143077742355,0.7652988084686276,0.8246834679085631,0.5496409108466821
58,0.4163391948701003,0.39744500472938366,0.40904462755569604,0.5010319202676309,0.4035860702948353,0.38900047781471186,0.38872874197720764,0.3896199833906968,0.40620489323731523,0.45275142912047767,0.4909680066679851,0.8386850017546407,0.47573137453011727,0.456650776413118,0.48069343096109635,0.8944901775347005,0.4732510784076839,0.6034075856025528,0.5968039464595661,0.5981334232577894,0.6300615677680426,0.6300615677680426,0.8029197430709256,0.8363081558786298,0.6088212620975599
59,0.4014195318382863,0.38689699148428297,0.3997708864011099,0.5003256204337317,0.4009305488628932,0.3866623354532318,0.3858197098605745,0.37974305062709807,0.4010475967730734,0.4685731180940796,0.5398298978056602,0.8778180490689023,0.5039690612529901,0.49324494231899285,0.5184267749101823,0.9592385220500806,0.5016981505338206,0.7036617561451363,0.6708981623684767,0.6534941286682687,0.7040977391506772,0.7040977391506772,0.9409906390167518,0.8748252796372843,0.7023495109801762
