group,n_storeys,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
group_3s_00,3,5000.0,-0.0002421071421844223,0.04433874043965549,0.0006270444806830119,0.0007418382267460948,-0.0009829619518875704,0.00546039738124558,0.38610840162520155,-0.0002421071421844223,0.00546039738124558,0.38610840162520155
group_3s_01,3,5000.0,-0.00019928663800905522,0.0387066061873768,0.0005473940742362262,0.0005506335262125181,-0.000749100681272338,0.005148646643012779,0.364064295520769,-0.00019928663800905522,0.005148646643012779,0.364064295520769
group_3s_02,3,5000.0,-0.0003221247179879816,0.03847109943414764,0.000544063505791755,0.00041875804391171913,-0.0007400127458360375,0.008373161222994783,0.5920719080747857,-0.0003221247179879816,0.008373161222994783,0.5920719080747857
group_3s_03,3,5000.0,-0.0001877030216329567,0.03868165463408655,0.0005470412059855727,0.0005609854389130404,-0.0007481352026153748,0.004852507562268328,0.34312410030389384,-0.0001877030216329567,0.004852507562268328,0.34312410030389384
group_3s_04,3,5000.0,0.00017537640416520617,0.038075180053585005,0.0005384643602157746,0.0009010684891523611,-0.0007248596680564588,0.004606055806391215,0.3256973295222899,0.00017537640416520617,0.004606055806391215,0.3256973295222899
group_3s_05,3,5000.0,-0.0002469754322660389,0.03749101910775942,0.0005302030768938222,0.0004559278531879145,-0.0007027882568691909,0.006587589191858565,0.4658128989234401,-0.0002469754322660389,0.006587589191858565,0.4658128989234401
group_3s_06,3,5000.0,-0.00032229195095778707,0.036626934775740534,0.0005179830790800701,0.0003489970671436676,-0.0006707661755331757,0.008799315392650704,0.6222055583942482,-0.00032229195095778707,0.008799315392650704,0.6222055583942482
group_3s_07,3,5000.0,-0.00018993819729851147,0.0375559259447804,0.0005311209981858802,0.0005155169402367873,-0.0007052237867849147,0.005057476084540781,0.3576175635067575,-0.00018993819729851147,0.005057476084540781,0.3576175635067575
group_3s_08,3,5000.0,0.00017961165240865107,0.03853030182515911,0.0005449007540346883,0.0009226694043789319,-0.0007422920793689297,0.0046615687887337064,0.32962269014811646,0.00017961165240865107,0.0046615687887337064,0.32962269014811646
group_3s_09,3,5000.0,-9.868696366654994e-06,0.034911287940838774,0.0004937201688584648,0.0005998901550248606,-0.0006093990128440775,0.0002826792406908231,0.019988440799314527,-9.868696366654994e-06,0.0002826792406908231,0.019988440799314527
group_3s_10,3,5000.0,4.163462290995845e-05,0.04401071923182589,0.0006224055602744257,0.0010100530739315125,-0.0009684717036513047,0.0009460109636165821,0.06689307674501055,4.163462290995845e-05,0.0009460109636165821,0.06689307674501055
group_3s_11,3,5000.0,-8.78622770623394e-05,0.05374457544164831,0.0007600630749356301,0.0013563663981639525,-0.0014442396947015133,0.0016348120036362263,0.11559866537363425,-8.78622770623394e-05,0.0016348120036362263,0.11559866537363425
group_3s_12,3,5000.0,5.6272766492893034e-05,0.03586026646764383,0.0005071407518885502,0.0006988526364012287,-0.0006429793555652102,0.0015692233225223548,0.11096084525516418,5.6272766492893034e-05,0.0015692233225223548,0.11096084525516418
group_3s_13,3,5000.0,5.165249189809096e-05,0.036175612050228984,0.0005116004118858139,0.0007063282138377971,-0.0006543374536043363,0.0014278263440677297,0.10096256902470883,5.165249189809096e-05,0.0014278263440677297,0.10096256902470883
group_3s_14,3,5000.0,-0.00019129767953907084,0.044657118666384395,0.0006315470287450552,0.0008057647661579815,-0.0009971291237917687,0.004283699559037382,0.30290330067611554,-0.00019129767953907084,0.004283699559037382,0.30290330067611554
group_3s_15,3,5000.0,0.00017008060539167036,0.06735267675991248,0.000952510689359994,0.002430661629442317,-0.0022681915333626276,0.0025252241421368474,0.1785603114920947,0.00017008060539167036,0.0025252241421368474,0.1785603114920947
group_3s_16,3,5000.0,3.0422074909219887e-06,0.04312455263715349,0.000609873272107349,0.0009337095669789928,-0.0009298635200773111,7.054467362290983e-05,0.004988261709535131,3.0422074909219887e-06,7.054467362290983e-05,0.004988261709535131
group_3s_17,3,5000.0,-0.0001698194155912991,0.04618979305193315,0.0006532223177725041,0.0008972334499644574,-0.001066748491090206,0.003676557186570719,0.25997185180442905,-0.0001698194155912991,0.003676557186570719,0.25997185180442905
group_3s_18,3,5000.0,-2.9562509365921308e-05,0.048525882480108196,0.0006862596112949197,0.001148834472851862,-0.0011773806352366357,0.0006092111643315218,0.043077734547337126,-2.9562509365921308e-05,0.0006092111643315218,0.043077734547337126
group_3s_19,3,5000.0,0.00012802533206413003,0.048099563986529176,0.0006802305573398205,0.0012867687703733244,-0.0011567840278471073,0.00266167344261135,0.18820873405746286,0.00012802533206413003,0.00266167344261135,0.18820873405746286
group_3s_20,3,5000.0,-0.00022636810786397232,0.04329727096751262,0.000612315878159992,0.0007120643340486404,-0.0009373268366171056,0.005228230389712641,0.3696917162171395,-0.00022636810786397232,0.005228230389712641,0.3696917162171395
group_3s_21,3,5000.0,-0.00019899854532956507,0.04246097337917409,0.0006004888442439094,0.0007035957368222294,-0.0009014671301534654,0.004686622314390189,0.3313942419365494,-0.00019899854532956507,0.004686622314390189,0.3313942419365494
group_3s_22,3,5000.0,6.843781266213655e-05,0.05315643354208737,0.0007517454924260405,0.0014822622114208492,-0.0014128032134571758,0.0012874793905793159,0.0910385407716558,6.843781266213655e-05,0.0012874793905793159,0.0910385407716558
group_3s_23,3,5000.0,-5.915132790848543e-05,0.053142048947858775,0.0007515420635435674,0.0013529926223405308,-0.001412038683188309,0.0011130795496147082,0.07870660975326284,-5.915132790848543e-05,0.0011130795496147082,0.07870660975326284
group_3s_24,3,5000.0,-7.714163396255191e-05,0.05006574609068641,0.0007080365713177648,0.0011763630368628354,-0.001253289465808541,0.0015408066389906922,0.10895148229275713,-7.714163396255191e-05,0.0015408066389906922,0.10895148229275713
group_5s_00,5,5000.0,-0.00047033936050966396,0.0381230707052348,0.0005391416363065149,0.0002553771972230067,-0.0007266842599981659,0.012337394438824156,0.8723855269865761,-0.00047033936050966396,0.012337394438824156,0.8723855269865761
group_5s_01,5,5000.0,-6.481854731288372e-06,0.041134020606255844,0.0005817228981630137,0.0008387858302081389,-0.0008460038256179403,0.00015757892459222872,0.011142512615124856,-6.481854731288372e-06,0.00015757892459222872,0.011142512615124856
group_5s_02,5,5000.0,-0.0007417006067582665,0.039569558156638616,0.0005595980580222926,4.0321645167383414e-05,-0.0007828749663558027,0.018744222612296996,1.3254166917225427,-0.0007417006067582665,0.018744222612296996,1.3254166917225427
group_5s_03,5,5000.0,-0.0005356693404540147,0.035896102062085794,0.0005076475437253055,0.00010888076241958007,-0.0006442650716258401,0.014922771824292302,1.0551993151056633,-0.0005356693404540147,0.014922771824292302,1.0551993151056633
group_5s_04,5,5000.0,-0.0007333902772228562,0.03511199316837302,0.0004965585694066458,-0.00011701926340787483,-0.0006164260321279368,0.020887173043866232,1.4769461699134676,-0.0007333902772228562,0.020887173043866232,1.4769461699134676
group_5s_05,5,5000.0,-0.0004351274046413556,0.035915960158526224,0.0005079283796183953,0.0002087604111196007,-0.0006449780970544216,0.012115154452805546,0.8566707868701198,-0.0004351274046413556,0.012115154452805546,0.8566707868701198
group_5s_06,5,5000.0,-0.0006767413671444622,0.03900424936333234,0.0005516033843980675,8.222806779616655e-05,-0.0007606657341985057,0.017350452276122065,1.226862246109948,-0.0006767413671444622,0.017350452276122065,1.226862246109948
group_5s_07,5,5000.0,-7.620644989014824e-05,0.03956211788566436,0.0005594928367010974,0.0007060065065400407,-0.0007825805857996019,0.0019262479857723247,0.1362063012986539,-7.620644989014824e-05,0.0019262479857723247,0.1362063012986539
group_5s_08,5,5000.0,-0.0002282760349625046,0.03945370703814471,0.0005579596757923908,0.0005505868324521297,-0.0007782974995258745,0.005785921073064245,0.40912640261738736,-0.0002282760349625046,0.005785921073064245,0.40912640261738736
group_5s_09,5,5000.0,-0.0001605403180900966,0.04286311679530855,0.0006061760109750734,0.0007591123961301217,-0.000918623390704131,0.0037454186744457197,0.26484109430832986,-0.0001605403180900966,0.0037454186744457197,0.26484109430832986
group_5s_10,5,5000.0,-0.00024741007453543684,0.0379084532486466,0.0005361064871282243,0.00047167741879529417,-0.0007185254138524123,0.0065265146249212855,0.4614942748795018,-0.00024741007453543684,0.0065265146249212855,0.4614942748795018
group_5s_11,5,5000.0,9.224592078277416e-05,0.04049055958162603,0.000572622985084114,0.0009129888196789563,-0.0008197427076166037,0.0022782080992684996,0.16109363959468714,9.224592078277416e-05,0.0022782080992684996,0.16109363959468714
group_5s_12,5,5000.0,2.7176841549458874e-05,0.04446314243053875,0.0006288037905099452,0.0010161231672956039,-0.0009884855173991876,0.000611221790990484,0.04321990732183578,2.7176841549458874e-05,0.000611221790990484,0.04321990732183578
group_5s_13,5,5000.0,4.9149216705013377e-05,0.036482121505636435,0.000515935110174142,0.0007155312125909885,-0.0006654725947760103,0.0013472137769570197,0.09526239973942498,4.9149216705013377e-05,0.0013472137769570197,0.09526239973942498
group_5s_14,5,5000.0,0.0001964066739836845,0.046395629601906095,0.0006561332861785424,0.0012742393935599038,-0.0010762772230786327,0.004233301189550307,0.29933959779361,0.0001964066739836845,0.004233301189550307,0.29933959779361
group_5s_15,5,5000.0,0.00035610582649714395,0.04058784847312028,0.0005739988577823082,0.0011811931782913692,-0.0008236867218384861,0.00877370542892853,0.620394660492859,0.00035610582649714395,0.00877370542892853,0.620394660492859
group_5s_16,5,5000.0,3.894622750744148e-05,0.047342465203017076,0.0006695235636628307,0.0011613688890749659,-0.0011206545057494415,0.0008226489123544729,0.058170062446158556,3.894622750744148e-05,0.0008226489123544729,0.058170062446158556
group_5s_17,5,5000.0,4.915225800539158e-05,0.04244813829385978,0.0006003073287266524,0.000950833944689307,-0.0009009222223073227,0.0011579367195121858,0.08187849065519717,4.915225800539158e-05,0.0011579367195121858,0.08187849065519717
group_5s_18,5,5000.0,0.0004758383506777708,0.04030925498413647,0.0005700589508772108,0.0012869994081727413,-0.0008124180186880654,0.011804692268935135,0.8347177953184445,0.0004758383506777708,0.011804692268935135,0.8347177953184445
group_5s_19,5,5000.0,2.957725696889346e-05,0.04329425958591454,0.0006122732907930171,0.0009680631331628219,-0.0009371964565462764,0.0006831680978444587,0.048307279467613165,2.957725696889346e-05,0.0006831680978444587,0.048307279467613165
group_5s_20,5,5000.0,-0.00035692747657156687,0.04149270419127448,0.0005867954500683533,0.0005042656920553313,-0.0008608222505523033,0.008602174370853016,0.6082655830579291,-0.00035692747657156687,0.008602174370853016,0.6082655830579291
group_5s_21,5,5000.0,0.00015412192225600085,0.045838404591629016,0.0006482529345102691,0.00120566967594302,-0.001050579667752938,0.0033622880994454707,0.2377496715420721,0.00015412192225600085,0.0033622880994454707,0.2377496715420721
group_5s_22,5,5000.0,-0.0004964711860613313,0.04329872889684993,0.0006123364963944101,0.0004417377844534432,-0.0009373899620414535,0.011466183851356676,0.8107816355625991,-0.0004964711860613313,0.011466183851356676,0.8107816355625991
group_5s_23,5,5000.0,-0.00026267941457092103,0.04394169150834834,0.0006214293608472088,0.0007059109791380416,-0.0009654361263074263,0.0059779085773476745,0.4227019692355768,-0.00026267941457092103,0.0059779085773476745,0.4227019692355768
group_5s_24,5,5000.0,0.0002006875113297335,0.04645174577165149,0.0006569268886617661,0.0012811300297347456,-0.001078882342617071,0.004320343788934814,0.3054944390212989,0.0002006875113297335,0.004320343788934814,0.3054944390212989
group_5s_25,5,5000.0,-0.00023588930257611995,0.0346210280289906,0.0004896152738189756,0.0003638528160889442,-0.0005993077908920764,0.006813469039064738,0.48178501609272667,-0.00023588930257611995,0.006813469039064738,0.48178501609272667
