group,n_storeys,N_obs,bias,se_est,mcse,raw_rel,jensen,bias/se,bias/mcse,bias_corrected,bias/se_corrected,bias_corrected/mcse
group_5s_09,5,5000.0,-0.015619405433942468,0.12970692028831532,0.0018343328580538148,-0.007309543016227691,-0.008411942585339692,0.12042075626515007,8.515033335070004,0.0,0.0,0.0
group_5s_10,5,5000.0,-0.0176337875596837,0.14318949029545947,0.0020250051916512945,-0.007670904511029981,-0.010251615065536741,0.12315001277885593,8.7080209139139,0.0,0.0,0.0
group_5s_11,5,5000.0,-0.018455126830514645,0.1473779810427143,0.0020842393958577145,-0.007873835530865082,-0.010860134648113326,0.1252230943858963,8.854609920143035,0.0,0.0,0.0
group_5s_12,5,5000.0,-0.020311411968093163,0.1469506107486163,0.002078195467197027,-0.00966309908182183,-0.01079724099969567,0.138219309634849,9.773581113372481,0.0,0.0,0.0
group_5s_13,5,5000.0,-0.016657427766578525,0.13188132720361354,0.0018650836155511407,-0.008172167798547509,-0.008696342232493286,0.12630618844820143,8.931196235754921,0.0,0.0,0.0
group_5s_14,5,5000.0,-0.014292939271324245,0.1231433927860302,0.0017415105619464106,-0.006840166319506878,-0.007582147593427258,0.11606744745257404,8.207207916872838,0.0,0.0,0.0
group_5s_15,5,5000.0,-0.016392997778930773,0.13217699489065682,0.0018692649880808615,-0.00776287148708643,-0.00873537898916236,0.12402307824059589,8.769755964755511,0.0,0.0,0.0
group_5s_16,5,5000.0,-0.012199749334891319,0.11561049707426928,0.0016349793291512663,-0.005637564738912235,-0.006682893516879812,0.10552458162215222,7.461714724689717,0.0,0.0,0.0
group_5s_17,5,5000.0,-0.016220027733958364,0.12707463674548283,0.0017971067471909627,-0.008223664790256924,-0.008073981651998208,0.12764173992049552,9.025633986023205,0.0,0.0,0.0
group_5s_18,5,5000.0,-0.03789711385905248,0.21349000776161153,0.0030192046440760834,-0.016244151743188818,-0.022788991707026474,0.17751235412089814,12.552018934327487,0.0,0.0,0.0
group_5s_19,5,5000.0,-0.01579924569795277,0.12281444145622895,0.0017368584876267547,-0.008369366104409328,-0.007541693515102744,0.12864322396143957,9.096449601683368,0.0,0.0,0.0
group_5s_20,5,5000.0,-0.022569003939796328,0.16092771412330312,0.0022758615587487553,-0.010067255051153747,-0.012948864586475789,0.14024311513244955,9.916685772488082,0.0,0.0,0.0
group_5s_21,5,5000.0,-0.013213326809004,0.11723915567422533,0.0016580120399566005,-0.006452367986727382,-0.006872509811602621,0.11270404271521814,7.969379287106906,0.0,0.0,0.0
group_5s_22,5,5000.0,-0.014632931309350061,0.12589024669638169,0.001780356942485177,-0.006933890456195815,-0.00792417710663792,0.1162356234366696,8.219099754751507,0.0,0.0,0.0
group_5s_23,5,5000.0,-0.03633087133898072,0.19925467923361406,0.002817886697384777,-0.01722053636814579,-0.019851213598245217,0.18233384269176922,12.892949660715123,0.0,0.0,0.0
group_5s_24,5,5000.0,-0.014269600380800274,0.12296247842236648,0.0017389520464791972,-0.006838065692792783,-0.007559885549885471,0.11604841219762434,8.205861921087182,0.0,0.0,0.0
group_5s_25,5,5000.0,-0.021086636111020685,0.15465867045999576,0.0021872038930311716,-0.009595316826043985,-0.011959652174226783,0.1363430582217179,9.640910103628899,0.0,0.0,0.0
