group,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
group_3s_10,1000.0,0.13369591443744844,0.459190160540474,0.24660431149610001,0.24449948722320172,0.001388777594571501,0.03728495356486092,0.17979390788827945,0.188963933101246,0.21141949781817307,0.2814619043199339,0.3085043782217283,0.3216790383733438,0.48055122472325845,1.400961377348814
group_3s_11,1000.0,0.08848445855081108,0.3540843630954619,0.18296226949887273,0.1811753568003772,0.0014626634667584551,0.03826392026900547,0.11842598887294327,0.12643713955767472,0.14635616880668614,0.2192447774810718,0.24906302601176136,0.2642950566512154,0.5826175197259355,0.856090070489258
group_3s_12,1000.0,0.0969670046590004,0.34238505930436086,0.17833670074558355,0.1736367055563025,0.0011858570135800425,0.03445350573798957,0.1206444009524182,0.1291726537130896,0.14572333487361966,0.21210938048913555,0.242799501041913,0.25450167635539006,0.6265831439859203,0.588957032039235
group_3s_13,1000.0,0.07946322699164282,0.28229192055025765,0.1698843088159481,0.16848463187121565,0.0009911518944909824,0.031498318026991726,0.11499074037174874,0.12065415023203681,0.13942055208000112,0.19848579245116185,0.22476603623529753,0.237098761069676,0.4682137531929098,0.5067196742742559
group_3s_14,1000.0,0.14524734772258666,0.48214153409004235,0.23837011109675812,0.23326824310611305,0.0018043524432128856,0.04249892471362894,0.1724639412638131,0.17991997829889975,0.19923682338319532,0.27763847012721465,0.3098994543850134,0.32755362021730994,1.1145959114911272,3.282783660903986
group_3s_15,1000.0,0.11804122740402836,0.4996932786330576,0.26257897130489866,0.25932099355850424,0.0032756224006343666,0.057261691399541306,0.16025108779627084,0.1747646116561537,0.2083775207735599,0.320266256130478,0.3647904203533617,0.38044259500119376,0.4295621197009777,0.4192664208390289
group_3s_16,1000.0,0.12270292250393547,0.3731098033044324,0.21906069031823194,0.21828728123389776,0.0008442622773316366,0.029070730722091473,0.16309361415153417,0.17256383044504386,0.19098703055130353,0.24748473302302176,0.26416014082861866,0.2738600073764113,0.16484088167240163,0.8658555801665315
group_3s_17,1000.0,0.1288102892048492,0.46155960895121095,0.23865414500993848,0.23214612893782055,0.00252489315234019,0.05027345793669959,0.15644736753735128,0.16864927240476993,0.19096285840827099,0.2869220563239653,0.32706541685501445,0.3580125533947119,0.8338318714272943,1.2267304369067178
group_3s_18,1000.0,0.14581226016271118,0.4769245049073652,0.2634773559058998,0.25994526625098824,0.002284989164892995,0.04782547899743743,0.18921758854807172,0.19649085074970593,0.2171780212718557,0.30850621741909967,0.3468793324793366,0.37626869592571144,0.7494992237740418,1.0610219328904948
group_3s_19,1000.0,0.10570784842082079,0.4650345215015108,0.2264062049162722,0.22129578267050953,0.0023092878041157186,0.0480790952859893,0.15056156256607442,0.16013366370521886,0.17842554617338507,0.27368819760436336,0.30929453413952773,0.3394721678291681,0.7802228279572914,1.3248061494886612
group_3s_20,1000.0,0.1166314696997304,0.4014051638008096,0.21286619789220884,0.20875703573886345,0.001638239749454561,0.04049542726140378,0.1458967321872209,0.15451595431369863,0.17273170199878427,0.25177556061855333,0.28482449130219484,0.29968871040902795,0.6127411471612829,0.6435664871357294
group_3s_21,1000.0,0.1166314696997304,0.4014051638008096,0.21286619789220884,0.20875703573886345,0.001638239749454561,0.04049542726140378,0.1458967321872209,0.15451595431369863,0.17273170199878427,0.25177556061855333,0.28482449130219484,0.29968871040902795,0.6127411471612829,0.6435664871357294
group_3s_22,1000.0,0.1376192729155764,0.690060684526153,0.2780247043886842,0.27248489859513947,0.004013528867261889,0.0633841179924085,0.17934682871713192,0.1898287470733922,0.21685603417456167,0.33415409598569307,0.38720160015977984,0.4231756822230409,0.9739982142065795,2.4250207801986967
group_3s_23,1000.0,0.0872635070979598,0.3494785827887239,0.18078825660244224,0.17909192571663898,0.0014242144086196618,0.0377576488763314,0.11710826744215622,0.12489617412758548,0.1450059296965249,0.21656090602278721,0.24609973212206387,0.2610110612152421,0.5827623354506372,0.8614102034159021
group_3s_24,1000.0,0.10801168426548004,0.45269517996843206,0.22804739937402388,0.223877240338251,0.002317237375874014,0.04816177875459773,0.14476897541346234,0.15641740974862475,0.1835532152187429,0.27238509846598,0.31179590901779025,0.33582223887091117,0.6845615722977318,1.1774295442437905
