group,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
group_3s_00,1000.0,0.1222658621962187,0.3413222664454951,0.20353562042563017,0.20027403221624623,0.000806943608460391,0.028420966905089825,0.15346278451369905,0.16294621426021486,0.17608834255853317,0.23147851588865231,0.25251861517199303,0.2621467814605803,0.4690325085380301,0.718079277326285
group_3s_01,1000.0,0.07416865543935315,0.3043520644737873,0.157894638726976,0.15555111974920544,0.000955190769924378,0.03092162539132151,0.10051934336733376,0.10935541716307016,0.13005136724737346,0.18463427644823455,0.21425274653476717,0.22530052029847847,0.514157369058312,1.0420235528858068
group_3s_02,1000.0,0.09673569576817936,0.296763488673605,0.18005408467074568,0.17739092535812212,0.000944526418388766,0.030748526635906395,0.12686053750949283,0.13592065438423978,0.15104016899361328,0.2096529924468343,0.23388981541908285,0.24817220551102664,0.4979145536943007,0.4960773731103587
group_3s_03,1000.0,0.06725984617305866,0.3224420394287878,0.16813172292601233,0.16387625569753173,0.0015251482797876406,0.03907268809209808,0.1043919132575689,0.1114327870121582,0.13068736142902032,0.20419367028476398,0.2395273893256667,0.25777051697685327,0.6783004633384692,0.8428049732364844
group_3s_04,1000.0,0.10241455939183691,0.3227908339264105,0.17415128700012444,0.17082142494881053,0.0008507427653362894,0.029182089707489856,0.1256231361871411,0.13295258736524243,0.1455858734493785,0.20107576997318594,0.2268260612293253,0.24017392732231735,0.7418145437631726,1.2316252144549775
group_3s_05,1000.0,0.09807412460068052,0.5324241715845711,0.2030286209305807,0.19808721038880292,0.0019926195883429175,0.044661103910958844,0.12773667759760243,0.13676255432144196,0.16329602979125343,0.24509671519457668,0.27610814398015354,0.29676105932302366,1.0726481204282134,4.088243784052188
group_3s_06,1000.0,0.09952819830936377,0.547735383352538,0.2156141000776536,0.2103870542780621,0.002195575189736651,0.04688041128978446,0.13949176258082369,0.14712304035524867,0.17334722796029234,0.2602640265971684,0.2934107027026161,0.31602687483439534,1.0435206366740661,3.5514861050147974
group_3s_07,1000.0,0.09602374800946639,0.5355089195256322,0.20358842694859675,0.19889027637204598,0.0020102947267841183,0.044858745343778136,0.12793589703349925,0.13636030105016295,0.1634771988283324,0.24521749013709843,0.27692470647347406,0.2983264856033984,1.0697343836073017,4.106020332113325
group_3s_08,1000.0,0.08567506348807108,0.3207280161487872,0.17292585598136087,0.1669650128482682,0.001131424432935801,0.03365348406815744,0.1168750251342487,0.12406918241891256,0.14206122730079188,0.2036341157373792,0.235127158866188,0.25216921500929795,0.792404164610586,1.2302970412277396
group_3s_09,1000.0,0.10773578927728562,0.31156310930946185,0.18508994647281188,0.18394088714980084,0.0006683236076132649,0.02586489126622183,0.1384738352753988,0.14440941008003363,0.1598497853273015,0.21111783660746525,0.22649281893307657,0.23595550909618285,0.40889370627436317,0.708715588802149
