group,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
group_5s_04,5,5000.0,0.3836810007470381,0.49642260274936173,0.4325231940498446,0.4321935743267109,0.000217642967370438,0.014754202949375891,0.40397065537204085,0.4086740338140916,0.4179460307461075,0.4470140518583273,0.45712307489465,0.4626412791428882,0.11597232756553609,0.06081069964728192
group_5s_05,5,5000.0,0.416698858120769,0.538075855245603,0.4750538522458941,0.47481244917443366,0.00027674217076731485,0.016637233251757023,0.4422801962920909,0.4475457366298083,0.4586828662395079,0.4915922656039811,0.5024171360409166,0.5084350431552881,-0.015179970818471299,0.06537702896874853
group_5s_06,5,5000.0,0.28957278856423,0.3860009461347652,0.3405658453882632,0.3406581177579445,0.00017281892075004284,0.01314737583886353,0.31446650563282924,0.3185130601215311,0.3275259632085175,0.3537918766078245,0.3615386288834544,0.36594181454888036,-0.04624928270457635,-0.042730496784410654
group_5s_07,5,5000.0,0.5350797666098375,0.7238642191448614,0.6182206560486067,0.6182989036833286,0.0005631785291119555,0.02373375628402351,0.5715661073560206,0.5790604453042834,0.5949945490120301,0.6413856011379382,0.6574635456022085,0.6655040911047296,0.060256397429885616,0.14200796057127985
group_5s_08,5,5000.0,0.5646998024593287,0.7527278611289017,0.6535933628622581,0.6535917955734931,0.0006719191436708716,0.025923995725615833,0.6038399943424525,0.6116812641962039,0.6275998765206571,0.6791024030274936,0.6971894057863259,0.7066851797785763,0.1199236923219611,0.05531405520221622
group_5s_09,5,5000.0,0.36174381298548347,0.5046990685978802,0.4167604569878775,0.41676765917174874,0.0003128906289804967,0.017690483871969743,0.3833209990318302,0.3883439844570026,0.3991729822026173,0.43395424614219913,0.4460228988286097,0.4536845920832903,0.16975453743616448,0.14813337263557314
group_5s_10,5,5000.0,0.42637102042580244,0.5979223695948719,0.489358382845135,0.4887971578440701,0.00035242904773363825,0.018774971308717543,0.4539403458330514,0.4596375381340165,0.4708339548636659,0.5076121413154927,0.5204659740392009,0.5283691661445464,0.18924899708770854,0.32280684300477835
group_5s_11,5,5000.0,0.6382206935071977,0.8590670952757979,0.7284672789696376,0.7274051248756221,0.0008452263430666269,0.029075684379753768,0.6730351737575053,0.6823014065534907,0.7003161612178496,0.7567623490683013,0.7775174512073157,0.7894617071722537,0.1808599236528676,0.14148232845301978
group_5s_12,5,5000.0,0.5382249574409522,0.775883469198074,0.6302942766560956,0.6297125098878285,0.0007713171166556859,0.027775374181779684,0.5768796568377885,0.5855788532755889,0.6031657396533567,0.6571189154893694,0.6760362593089716,0.6871293147384799,0.15607408121594563,0.25208089521332555
group_5s_13,5,5000.0,0.6919111141499166,0.8702624719139119,0.7722560929621816,0.7712115535203805,0.0008120453818338161,0.028499260050017013,0.7188467311896732,0.7262821432566472,0.7436970624032928,0.8004592595168866,0.8210784045708961,0.832233211352605,0.19260436240378329,-0.05763664766116472
group_5s_14,5,5000.0,0.37750318552469586,0.5628232993603619,0.451346886732247,0.45076092051590244,0.0004504984968745063,0.021227072680834392,0.4111532800259044,0.4177566539526763,0.43053593961597864,0.471972417299106,0.48754952479473507,0.49575565018810536,0.20534177106872176,0.24313059349655708
group_5s_15,5,5000.0,0.37947614686517706,0.5387681737782664,0.44264267677496955,0.4419791141235808,0.00032127744589160437,0.01792600664494051,0.4091335148765219,0.41429370287550926,0.4251359466618595,0.45984061989035235,0.4733422459434546,0.4805416758578341,0.22109905350601866,0.24965748153829326
