site,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
0,3,5000.0,0.1518401608700325,0.5173911922264818,0.27621579533665885,0.2708568416326671,0.002118275049318656,0.04602932531632928,0.20270435202557158,0.21090816873591195,0.23141412977514525,0.32052488821010855,0.3592291304233845,0.3809942890221099,0.6978913750392474,0.8634292548867668
0,5,5000.0,0.1515788340362076,0.9838427964198284,0.29463191868774147,0.2873242209752378,0.003577871946171217,0.059821297743395355,0.20364325929282617,0.21379310826595885,0.23942620002771567,0.3495839721967424,0.4016747168664587,0.43888812005047645,1.2252220270420555,5.185583804599494
1,3,5000.0,0.1295877122710229,0.4720058178436013,0.22539542273546487,0.2224165777241795,0.0011497167508921545,0.0339108646342172,0.1667357751106962,0.17502123830637736,0.19271800905197214,0.2579177306526076,0.28426278917467857,0.3005504278984769,0.6212846035610015,1.2461278740657225
1,5,5000.0,0.1833666304107249,0.4917289167577108,0.2883993146498493,0.2843819727132359,0.0015239948257272807,0.03904228074362989,0.22241484780524437,0.230689353071779,0.2511984164277959,0.32661772435922193,0.3595909196211141,0.3742010913641074,0.5949735238679498,0.6542266200260034
2,3,5000.0,0.1240619625413823,0.4810932472720741,0.23046595031413608,0.22727283338222148,0.0014330656036389893,0.03785963911732134,0.16803238243187169,0.17612492294110488,0.194139425362599,0.2662092989827252,0.29733109866734586,0.31671907763414536,0.7083662578120085,1.309242762589749
2,5,5000.0,0.1429003995334816,0.4862068818553232,0.26441392863405216,0.2602840332866356,0.0018311144278095029,0.04279580264411796,0.19036070932488755,0.20049152129400508,0.22334790897505488,0.30687353976989395,0.3401220621555113,0.3595802755975346,0.5025410847309442,0.45676908524302995
3,3,5000.0,0.1461942868152429,0.4053782512061297,0.24439775037351305,0.24136031877103975,0.001190847304144702,0.03451210687931051,0.18381394719303976,0.1928816700370549,0.2108818048635756,0.27786441476995877,0.30652365905275464,0.32057308645129934,0.48319947992470075,0.45677832321752243
3,5,5000.0,0.1082232944197301,0.4677725451340664,0.25340780511703453,0.2516089337829542,0.0016396478070242004,0.040496614700301026,0.17969511624078388,0.19154882257709985,0.2148120972497593,0.2925832220809774,0.32393046601570136,0.33958821909464293,0.3422307542541464,0.5645211234933099
4,3,5000.0,0.2101493600678809,0.8430449863974899,0.36017941544093557,0.34890256243671947,0.005595550601523731,0.07481089449746496,0.2496367837794455,0.260801637653608,0.29013721986151436,0.42886592024104886,0.5002131687160233,0.5427052412305463,1.0879161322286421,2.1768940485390464
4,5,5000.0,0.2308351744504038,1.091740341598828,0.4668864927715042,0.45601574106382015,0.007270523869284151,0.08527589498174228,0.33213855209063314,0.34964862215732856,0.38584859403353183,0.5467487161162178,0.6234141889482754,0.6662431050565951,0.9009706869094839,1.6446864289534187
5,3,5000.0,0.11353300121753,0.4308923448435962,0.21405351089343366,0.21030592572931683,0.0012221723876609937,0.034963078683594224,0.15597317855403314,0.16420894803123084,0.18040745164041777,0.24727641862901148,0.2759670394237476,0.29179334441444016,0.693365340244086,1.14860216109913
5,5,5000.0,0.1332669405346177,0.544471763673791,0.2662759413207884,0.2601954297628527,0.0024921924388088506,0.04992685626999012,0.1846841550990578,0.19559137417778447,0.21920999767289567,0.3138687773097988,0.35629374758340415,0.3811751600132409,0.7858884124461007,1.258716362345588
6,3,5000.0,0.1244609245168976,0.4479722520476206,0.21841226201042127,0.21431119621153977,0.0013228364630908538,0.036374456467520105,0.15859065165348807,0.16610969020855504,0.1839629339937963,0.25328733072663995,0.28422747003678694,0.2994741370073892,0.7772510094106577,1.4713897636488031
6,5,5000.0,0.1184134006127703,0.4180012123621417,0.2149092370826498,0.21161948823370041,0.001143021288352936,0.033811979213595356,0.15689711386871308,0.16528659939304674,0.18301574510316754,0.2475584135690621,0.27411505258605157,0.2894941045275399,0.6341664068890189,1.025312917479308
7,3,5000.0,0.0853126470699101,0.2057806709134084,0.14264597508298313,0.14266407491303845,0.00026574214577148637,0.016303229889578715,0.1102115039688497,0.1160182595011644,0.1268843447466486,0.1586738043097547,0.1694691196062198,0.17536132863949594,0.06184118626971161,0.12695655599496325
7,5,5000.0,0.1293672760586179,0.5013243439801133,0.24539613720075332,0.24076423585282594,0.0015932269501722864,0.03991923921249185,0.17972933696105808,0.18764670447580295,0.20694647243412206,0.28382516867533575,0.317080879461773,0.33382490434460343,0.656419813774423,0.9884710159449859
8,3,5000.0,0.0848171446537897,0.2961541447578927,0.1674952314445935,0.1653121390202254,0.0008069005200682117,0.028408835464599786,0.11847358619635291,0.1248385163456476,0.13974803704637648,0.1954481367996023,0.21667232095861932,0.228130913219365,0.45473683856501984,0.3537089944250771
8,5,5000.0,0.141453703504712,0.5888259549469583,0.25433449699587296,0.2493859772771518,0.0021152596029458846,0.045996551386965775,0.1803027420788037,0.1891684489891308,0.21023770956074536,0.2970571557189393,0.3347234491451547,0.3606427210527435,0.9148836586574259,2.2427283436303567
9,3,5000.0,0.0944476552952627,0.268199516842778,0.17148065137325966,0.1698785329071785,0.0005545284081983607,0.023550782069085813,0.1286291432722653,0.13509624292557493,0.14872372434533343,0.19443474512807787,0.2129249173977871,0.22074406031187568,0.33870262100080106,0.3040989463387249
