k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,0.39258606236113996,0.36521271566709873,0.36521271566709873,0.38232680121244456,0.39258606236113996,0.36521271566709873,0.36521271566709873,0.46917890125778133,0.39258606236113996,0.35921802411250603,0.46917890125778133,0.46917890125778133,0.3469818686071285,0.34686001737489164,0.3489124130492518,0.3583155261465061,0.36521271566709873,0.43742372620536263,0.46917890125778133,0.39258606236113996,0.35921802411250603,0.43742372620536263,0.35921802411250603,0.36521271566709873,0.46917890125778133,0.39258606236113996,0.39258606236113996,0.39258606236113996,0.34686001737489164,0.39258606236113996,0.4786422383996933,0.791559172807044,0.45618380016048704,0.45618380016048704,0.791559172807044,0.4436063630134671,0.45618380016048704,0.4734090093349304,0.9213419286234716,0.4436063630134671,0.4698266253002276,0.5983666689954826,0.5744437985540654,0.791559172807044,0.5792237309303084,0.6211531945367373,0.5792237309303084,0.6212283067974107,0.7711154331201595,0.5792237309303084,0.45618380016048704,0.7711154331201595,0.6211531945367373,0.7949071324569933,0.5983666689954826,0.5907497822810704,0.5744437985540654,0.5983666689954826,0.4436063630134671,0.791559172807044
11,0.3943271557483473,0.3741879501196769,0.3741879501196769,0.37640090249336017,0.3943271557483473,0.3741879501196769,0.3741879501196769,0.43844933902081273,0.3943271557483473,0.34697557996350337,0.43844933902081273,0.43844933902081273,0.33847793341573784,0.33881947978073507,0.338334858977907,0.3466338440881608,0.3741879501196769,0.42033165332075656,0.43844933902081273,0.3943271557483473,0.34697557996350337,0.42033165332075656,0.34697557996350337,0.3741879501196769,0.43844933902081273,0.3943271557483473,0.3943271557483473,0.3943271557483473,0.33881947978073507,0.3943271557483473,0.49567233086522405,0.8055446895537036,0.46173666417055276,0.46173666417055276,0.8055446895537036,0.44073825748429124,0.46173666417055276,0.498009513913165,0.9354014763398646,0.44073825748429124,0.47634277520815616,0.5862886268020148,0.5468161019824332,0.8055446895537036,0.5943335293781947,0.6121427125262455,0.5943335293781947,0.6130025250063943,0.7689447218592147,0.5943335293781947,0.46173666417055276,0.7689447218592147,0.6121427125262455,0.8052682664294694,0.5862886268020148,0.5637567687389659,0.5468161019824332,0.5862886268020148,0.44073825748429124,0.8055446895537036
12,0.3997929118301179,0.36994511592469526,0.36994511592469526,0.3960428227054176,0.3997929118301179,0.36994511592469526,0.36994511592469526,0.4501361268571028,0.3997929118301179,0.3464954272173039,0.4501361268571028,0.4501361268571028,0.35712284085367707,0.3510172172434031,0.3566523430075924,0.34712083964019647,0.36994511592469526,0.4227566842000285,0.4501361268571028,0.3997929118301179,0.3464954272173039,0.4227566842000285,0.3464954272173039,0.36994511592469526,0.4501361268571028,0.3997929118301179,0.3997929118301179,0.3997929118301179,0.3510172172434031,0.3997929118301179,0.4431397492703601,0.7875988276811787,0.4317667318672241,0.4317667318672241,0.7875988276811787,0.41719259741594866,0.4317667318672241,0.44508424783432976,0.8655481855994662,0.41719259741594866,0.4369792420564474,0.5777548318604194,0.5427063612653567,0.7875988276811787,0.5713849210862563,0.6100987487080821,0.5713849210862563,0.6091013661875994,0.755142083124536,0.5713849210862563,0.4317667318672241,0.755142083124536,0.6100987487080821,0.7875243248467386,0.5777548318604194,0.585499781683118,0.5427063612653567,0.5777548318604194,0.41719259741594866,0.7875988276811787
13,0.42011792146232435,0.4007068807447135,0.4007068807447135,0.3937837974738633,0.42011792146232435,0.4007068807447135,0.4007068807447135,0.4755269523299028,0.42011792146232435,0.3762844864549871,0.4755269523299028,0.4755269523299028,0.3749996488046001,0.36267545334061685,0.37608213986535066,0.37481548959945515,0.4007068807447135,0.44026209848375203,0.4755269523299028,0.42011792146232435,0.3762844864549871,0.44026209848375203,0.3762844864549871,0.4007068807447135,0.4755269523299028,0.42011792146232435,0.42011792146232435,0.42011792146232435,0.36267545334061685,0.42011792146232435,0.46972124273186744,0.7715368797452881,0.4613984756514851,0.4613984756514851,0.7715368797452881,0.43929465720413324,0.4613984756514851,0.46937677846167103,0.858681845828473,0.43929465720413324,0.4577922240283798,0.5837570999263907,0.5581068604153588,0.7715368797452881,0.5757681886258667,0.6170513760033938,0.5757681886258667,0.6172132398718293,0.7703195200775045,0.5757681886258667,0.4613984756514851,0.7703195200775045,0.6170513760033938,0.7741664622619409,0.5837570999263907,0.5720119182399915,0.5581068604153588,0.5837570999263907,0.43929465720413324,0.7715368797452881
14,0.39850057427942803,0.383008513380175,0.383008513380175,0.3950554894886058,0.39850057427942803,0.383008513380175,0.383008513380175,0.46902133380691324,0.39850057427942803,0.36741960581094785,0.46902133380691324,0.46902133380691324,0.36594096589231384,0.3599757365899006,0.36759263799724085,0.37013049112781593,0.383008513380175,0.43641209365605216,0.46902133380691324,0.39850057427942803,0.36741960581094785,0.43641209365605216,0.36741960581094785,0.383008513380175,0.46902133380691324,0.39850057427942803,0.39850057427942803,0.39850057427942803,0.3599757365899006,0.39850057427942803,0.47277010824947335,0.8324581752239347,0.4638636142572616,0.4638636142572616,0.8324581752239347,0.4496321177997691,0.4638636142572616,0.46776353764887696,0.9007136168882941,0.4496321177997691,0.4664576387412523,0.6141177298868402,0.5846644036763611,0.8324581752239347,0.6237410069269829,0.6424137546540405,0.6237410069269829,0.640977824693681,0.8043296241690854,0.6237410069269829,0.4638636142572616,0.8043296241690854,0.6424137546540405,0.8320024838581502,0.6141177298868402,0.6174192954827763,0.5846644036763611,0.6141177298868402,0.4496321177997691,0.8324581752239347
15,0.4061214711162541,0.4036669571890389,0.4036669571890389,0.3899891025551498,0.4061214711162541,0.4036669571890389,0.4036669571890389,0.46981145385819,0.4061214711162541,0.3752444231858234,0.46981145385819,0.46981145385819,0.3856568907360898,0.3726518400030834,0.3857554809080264,0.37396880895628093,0.4036669571890389,0.4416589432372931,0.46981145385819,0.4061214711162541,0.3752444231858234,0.4416589432372931,0.3752444231858234,0.4036669571890389,0.46981145385819,0.4061214711162541,0.4061214711162541,0.4061214711162541,0.3726518400030834,0.4061214711162541,0.44602467512116023,0.7762415978564371,0.4438988366420108,0.4438988366420108,0.7762415978564371,0.42848099764097786,0.4438988366420108,0.4406663555200202,0.8742974072804144,0.42848099764097786,0.44134581308361787,0.5823434581624259,0.5452924328719606,0.7762415978564371,0.5981438941750907,0.6058954709929918,0.5981438941750907,0.6056667421730811,0.7528265103250492,0.5981438941750907,0.4438988366420108,0.7528265103250492,0.6058954709929918,0.7731906153238244,0.5823434581624259,0.5848138487754775,0.5452924328719606,0.5823434581624259,0.42848099764097786,0.7762415978564371
16,0.38182929692716194,0.3887077946444178,0.3887077946444178,0.3703985876195925,0.38182929692716194,0.3887077946444178,0.3887077946444178,0.44517304066024294,0.38182929692716194,0.356298812584305,0.44517304066024294,0.44517304066024294,0.36534731552493654,0.35935278826944056,0.3629656313359431,0.3556682574186338,0.3887077946444178,0.41602466449030845,0.44517304066024294,0.38182929692716194,0.356298812584305,0.41602466449030845,0.356298812584305,0.3887077946444178,0.44517304066024294,0.38182929692716194,0.38182929692716194,0.38182929692716194,0.35935278826944056,0.38182929692716194,0.430906615317025,0.7604194366445267,0.42355022042488394,0.42355022042488394,0.7604194366445267,0.41620671217654703,0.42355022042488394,0.43030896080850994,0.8320578225041007,0.41620671217654703,0.4257022509486787,0.5682692108958837,0.5214017285042086,0.7604194366445267,0.580016628678259,0.5997612073296925,0.580016628678259,0.6000928432730924,0.7494033984789555,0.580016628678259,0.42355022042488394,0.7494033984789555,0.5997612073296925,0.7513662478534565,0.5682692108958837,0.5544301759105218,0.5214017285042086,0.5682692108958837,0.41620671217654703,0.7604194366445267
17,0.3620618679002282,0.37354096063128295,0.37354096063128295,0.36591273352480774,0.3620618679002282,0.37354096063128295,0.37354096063128295,0.4714966327500038,0.3620618679002282,0.35908223853157645,0.4714966327500038,0.4714966327500038,0.35402968157185716,0.35417067303556743,0.3543573837234643,0.36177449219185276,0.37354096063128295,0.4412231197381608,0.4714966327500038,0.3620618679002282,0.35908223853157645,0.4412231197381608,0.35908223853157645,0.37354096063128295,0.4714966327500038,0.3620618679002282,0.3620618679002282,0.3620618679002282,0.35417067303556743,0.3620618679002282,0.4873476153814615,0.844960056318712,0.47179584342877956,0.47179584342877956,0.844960056318712,0.46549828616389044,0.47179584342877956,0.48109933818425765,0.9470623846657915,0.46549828616389044,0.4850704887994741,0.6453371746049765,0.6100553269180808,0.844960056318712,0.6441476036692229,0.6736679137483412,0.6441476036692229,0.6734674026288989,0.8369948969501091,0.6441476036692229,0.47179584342877956,0.8369948969501091,0.6736679137483412,0.8428414511215696,0.6453371746049765,0.6358299356930661,0.6100553269180808,0.6453371746049765,0.46549828616389044,0.844960056318712
18,0.38887636457541574,0.37062731229151064,0.37062731229151064,0.3857491313628154,0.38887636457541574,0.37062731229151064,0.37062731229151064,0.4508819861976413,0.38887636457541574,0.34903603259146415,0.4508819861976413,0.4508819861976413,0.34276487178688175,0.34282126884640857,0.34371998152453753,0.35198943409850686,0.37062731229151064,0.4232854461446741,0.4508819861976413,0.38887636457541574,0.34903603259146415,0.4232854461446741,0.34903603259146415,0.37062731229151064,0.4508819861976413,0.38887636457541574,0.38887636457541574,0.38887636457541574,0.34282126884640857,0.38887636457541574,0.44374429888790873,0.7472281611664617,0.4415288468222606,0.4415288468222606,0.7472281611664617,0.4250801616491938,0.4415288468222606,0.44647867018440096,0.8392771912612768,0.4250801616491938,0.434578721627662,0.5566601308437805,0.5265119089981805,0.7472281611664617,0.5583142779361785,0.5911562435411502,0.5583142779361785,0.5915888946202029,0.7345161575236253,0.5583142779361785,0.4415288468222606,0.7345161575236253,0.5911562435411502,0.7493386765948592,0.5566601308437805,0.5467000492829405,0.5265119089981805,0.5566601308437805,0.4250801616491938,0.7472281611664617
19,0.396948219234529,0.38147230459417586,0.38147230459417586,0.3864885531002002,0.396948219234529,0.38147230459417586,0.38147230459417586,0.45099741261020376,0.396948219234529,0.3525865585703788,0.45099741261020376,0.45099741261020376,0.3691934310782027,0.34565865066993895,0.36892668723338123,0.353031713002083,0.38147230459417586,0.39816479924852227,0.45099741261020376,0.396948219234529,0.3525865585703788,0.39816479924852227,0.3525865585703788,0.38147230459417586,0.45099741261020376,0.396948219234529,0.396948219234529,0.396948219234529,0.34565865066993895,0.396948219234529,0.41763712671286435,0.7552235103419896,0.41996089896532895,0.41996089896532895,0.7552235103419896,0.3965693450658144,0.41996089896532895,0.4181188839611842,0.8151551329585652,0.3965693450658144,0.4121802411034226,0.5298854947263136,0.4954640778489555,0.7552235103419896,0.5567345025707078,0.5594839794476173,0.5567345025707078,0.558787461375276,0.7124070415237919,0.5567345025707078,0.41996089896532895,0.7124070415237919,0.5594839794476173,0.7518723303513245,0.5298854947263136,0.5363943741779247,0.4954640778489555,0.5298854947263136,0.3965693450658144,0.7552235103419896
