site,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
0,3,5000.0,0.11610504162937316,0.2964802101186915,0.2100194780814578,0.21026213390698856,0.0005683582182536724,0.023842649027241074,0.16314981954611302,0.17051576647023228,0.18620782798029387,0.233870770756231,0.24911858967788014,0.2554608789696584,-0.06755153048996015,-0.058881642988035665
0,5,5000.0,0.10021246713264276,0.27059001590071086,0.17893124406333488,0.17914426539393213,0.0006152533321282898,0.02480678148026809,0.131666916355051,0.13812870975537564,0.1538469526723336,0.20376414456171088,0.21995775399325843,0.22841988041119277,0.015111964619856609,-0.15312016434965692
1,3,5000.0,0.09582231947799855,0.2573562110966417,0.18481677725052179,0.185713526815551,0.00046493471680829075,0.021564501439930422,0.13970874220207405,0.14815645210246503,0.1642402462968443,0.20606160104490054,0.21872860904287014,0.22414925055696142,-0.226946284772403,0.2529501498507578
1,5,5000.0,0.10021246713264276,0.27059001590071086,0.17893124406333488,0.17914426539393213,0.0006152533321282898,0.02480678148026809,0.131666916355051,0.13812870975537564,0.1538469526723336,0.20376414456171088,0.21995775399325843,0.22841988041119277,0.015111964619856609,-0.15312016434965692
2,3,5000.0,0.09582231947799855,0.2573562110966417,0.18481677725052179,0.185713526815551,0.00046493471680829075,0.021564501439930422,0.13970874220207405,0.14815645210246503,0.1642402462968443,0.20606160104490054,0.21872860904287014,0.22414925055696142,-0.226946284772403,0.2529501498507578
2,5,5000.0,0.10021246713264276,0.27059001590071086,0.17893124406333488,0.17914426539393213,0.0006152533321282898,0.02480678148026809,0.131666916355051,0.13812870975537564,0.1538469526723336,0.20376414456171088,0.21995775399325843,0.22841988041119277,0.015111964619856609,-0.15312016434965692
3,3,5000.0,0.0776752645285794,0.27898961103051684,0.18203510316521368,0.18232136582205555,0.0008367112409265534,0.02892885439573927,0.12652679607116432,0.13468012954159062,0.15240199070441485,0.21154217124635621,0.22929677829147016,0.23776895087312067,0.01022544154476355,-0.22607929787151537
3,5,5000.0,0.10021246713264276,0.27059001590071086,0.17893124406333488,0.17914426539393213,0.0006152533321282898,0.02480678148026809,0.131666916355051,0.13812870975537564,0.1538469526723336,0.20376414456171088,0.21995775399325843,0.22841988041119277,0.015111964619856609,-0.15312016434965692
4,3,5000.0,0.11610504162937316,0.2964802101186915,0.2100194780814578,0.21026213390698856,0.0005683582182536724,0.023842649027241074,0.16314981954611302,0.17051576647023228,0.18620782798029387,0.233870770756231,0.24911858967788014,0.2554608789696584,-0.06755153048996015,-0.058881642988035665
4,5,5000.0,0.10021246713264276,0.27059001590071086,0.17893124406333488,0.17914426539393213,0.0006152533321282898,0.02480678148026809,0.131666916355051,0.13812870975537564,0.1538469526723336,0.20376414456171088,0.21995775399325843,0.22841988041119277,0.015111964619856609,-0.15312016434965692
