site,n_storeys,N_obs,min,max,mean,median,variance,std,2.5pc,5pc,16pc,84pc,95pc,97.5pc,skewness,kurtosis
0,3,5000.0,0.3294886215306801,0.4685833303263875,0.39342564173912287,0.3928519268239393,0.00030779861996420147,0.017545945172677418,0.36122780302560775,0.36572022350121136,0.3759110389063369,0.4110054293330635,0.4230783810777649,0.4285952817580055,0.20399661251226492,-0.013729805757815239
0,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
1,3,5000.0,0.331998926317727,0.4416199866766402,0.3822183775234521,0.3817662281472902,0.00023070613024248204,0.015190532600887362,0.3540708618688733,0.35830191086343877,0.36711234530949644,0.3977288170537753,0.40864467026645596,0.4130333113138113,0.19621570641134764,-0.017061012254303343
1,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
2,3,5000.0,0.331998926317727,0.4416199866766402,0.3822183775234521,0.3817662281472902,0.00023070613024248204,0.015190532600887362,0.3540708618688733,0.35830191086343877,0.36711234530949644,0.3977288170537753,0.40864467026645596,0.4130333113138113,0.19621570641134764,-0.017061012254303343
2,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
3,3,5000.0,0.3283027576579946,0.4396427539765681,0.38267590537668067,0.3823258475225023,0.0002232286103362161,0.014942331310381722,0.35586562975574704,0.35901475672081806,0.3680013052367025,0.3974917172852905,0.4084940236178701,0.4130131693525116,0.22693827531763205,-0.00019782053773287345
3,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
4,3,5000.0,0.3294886215306801,0.4685833303263875,0.39342564173912287,0.3928519268239393,0.00030779861996420147,0.017545945172677418,0.36122780302560775,0.36572022350121136,0.3759110389063369,0.4110054293330635,0.4230783810777649,0.4285952817580055,0.20399661251226492,-0.013729805757815239
4,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
5,3,5000.0,0.331998926317727,0.4416199866766402,0.3822183775234521,0.3817662281472902,0.00023070613024248204,0.015190532600887362,0.3540708618688733,0.35830191086343877,0.36711234530949644,0.3977288170537753,0.40864467026645596,0.4130333113138113,0.19621570641134764,-0.017061012254303343
5,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
6,3,5000.0,0.331998926317727,0.4416199866766402,0.3822183775234521,0.3817662281472902,0.00023070613024248204,0.015190532600887362,0.3540708618688733,0.35830191086343877,0.36711234530949644,0.3977288170537753,0.40864467026645596,0.4130333113138113,0.19621570641134764,-0.017061012254303343
6,5,5000.0,0.2950581479909626,0.387342312981469,0.3401352565895186,0.339890032257923,0.00017583058642964397,0.013261438820186907,0.31458714187476167,0.31892255024340194,0.3267463726456775,0.35343951316361594,0.3622622946805059,0.36628240404476553,0.03702589788021698,-0.053949604044913
7,3,5000.0,0.4075427028115977,0.5393485946393515,0.4665252987580327,0.4658870245268192,0.0003454219039255099,0.01858738825456484,0.4323204413562639,0.43723269268816695,0.4481013330891013,0.48499557856206343,0.49843615870551916,0.5045792406420847,0.18200441270719303,-0.02947774868239872
7,5,5000.0,0.3811386944409017,0.5100885978534168,0.444731904558332,0.44479564514597814,0.00033960228786045335,0.01843014438100891,0.40845147078535177,0.4142824524668578,0.42632079578042004,0.4628129853386174,0.47515655948982466,0.4814333663752716,0.03359351242224041,-0.059225884958352015
8,3,5000.0,0.3294886215306801,0.4685833303263875,0.39342564173912287,0.3928519268239393,0.00030779861996420147,0.017545945172677418,0.36122780302560775,0.36572022350121136,0.3759110389063369,0.4110054293330635,0.4230783810777649,0.4285952817580055,0.20399661251226492,-0.013729805757815239
