group,group_3s_00,group_3s_01,group_3s_02,group_3s_03,group_3s_04,group_3s_05,group_3s_06,group_3s_07,group_3s_08,group_3s_09,group_3s_10,group_3s_11,group_3s_12,group_3s_13,group_3s_14,group_3s_15,group_3s_16,group_3s_17,group_3s_18,group_3s_19,group_3s_20,group_3s_21,group_3s_22,group_3s_23,group_3s_24,group_5s_00,group_5s_01,group_5s_02,group_5s_03,group_5s_04,group_5s_05,group_5s_06,group_5s_07,group_5s_08,group_5s_09,group_5s_10,group_5s_11,group_5s_12,group_5s_13,group_5s_14,group_5s_15,group_5s_16,group_5s_17,group_5s_18,group_5s_19,group_5s_20,group_5s_21,group_5s_22,group_5s_23,group_5s_24,group_5s_25
n_storeys,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1822019541231022,0.13672663033184,0.1510555589992512,0.1726168904245596,0.1648544889479662,0.1947230599890105,0.2150001194321333,0.1953794075356568,0.139315014956308,0.2076879455075679,0.2814679057989266,0.1642766523805403,0.2153057830918626,0.1903927678429511,0.2725079781212846,0.3025065864762293,0.2456974360597398,0.2915116230657071,0.3208899387920972,0.2712818210973641,0.2197208853952909,0.2197208853952909,0.3690724315732948,0.1623109801570877,0.2566990009343136,0.13890156256588,0.1653691880832783,0.1870265897638641,0.2075107098788732,0.2378017942310079,0.1804352632512237,0.1630295924382613,0.2305831201333966,0.1739282796945193,0.3210901365329118,0.2892018105698658,0.1691899558904244,0.293007104228154,0.1784949497866851,0.2638693397746254,0.214807095456446,0.2194091948521968,0.2040194181917559,0.1853384099650795,0.2448509820442991,0.1626843839475375,0.2402571664854624,0.2450233443794424,0.2441809932608151,0.2638693397746254,0.1350896580698066
1,0.1691979592303144,0.1311552683189145,0.1227459738041766,0.1253357746413281,0.1375750737841469,0.1466210801156084,0.1558546342778939,0.146174318324502,0.1351657502683511,0.1853953452360739,0.2690691559131302,0.1482956505794994,0.1989341054547148,0.2044684206135218,0.2703880411578577,0.2306672845085088,0.2367867786982247,0.297348596909724,0.3077016256778734,0.2036069637112091,0.2457816269784966,0.2457816269784966,0.263908186927438,0.1466542659657302,0.2560627364646646,0.1325429524695135,0.1644491482212508,0.152486241838233,0.1637720714849405,0.1580483387671759,0.1035856393782969,0.1155509733835953,0.1380855492472608,0.2100856785150784,0.2031536025180736,0.1479863292069639,0.1574896843318495,0.1676403983615127,0.2286667465596112,0.1586269962722137,0.1502893823199603,0.2594807970894911,0.2379913044390386,0.2684976631868623,0.234117281498293,0.2509415435954876,0.2430894651912242,0.1472447321418429,0.2343674237775851,0.1586269962722137,0.2344501025246604
2,0.2327471534979123,0.1334701465902988,0.1778275541568802,0.1732584198957509,0.1928574411202865,0.1943278107798409,0.2000961937705526,0.1924543959729994,0.1987514465540243,0.2094285868020306,0.239007217878407,0.228673967079376,0.1768284123204655,0.1855532813398684,0.2183755780529465,0.269818558749615,0.2044138826290149,0.3573487128922714,0.3530751055013386,0.2970908255892573,0.2475306437387185,0.2475306437387185,0.3750746860448269,0.2259033197254031,0.3251140956830933,0.2196438936344375,0.1919787243519012,0.1982972991621504,0.1953165347028874,0.169666738374973,0.1445556230351023,0.1806613557798112,0.1229845392641575,0.153495222770731,0.1776847357565523,0.1482905660755211,0.1805478837120249,0.1833985968740937,0.1561943206504477,0.233247438354738,0.1756797727780761,0.199830830471474,0.1952900829513776,0.259762019335758,0.1900463081712952,0.1606114815073894,0.1719403891864935,0.1207234089434505,0.1741890242958551,0.233247438354738,0.1719416563250571
3,0.2147091447128335,0.1690726806213239,0.2099207715767987,0.2205185144577084,0.1520841691238459,0.1905337778742356,0.2021728922044708,0.191032239307131,0.1514758168330448,0.1614433016793002,0.2548697491677015,0.2266765926219524,0.1662527352136137,0.1612397455917506,0.2335825728741466,0.3413742364407514,0.2312806131798429,0.2237590796942827,0.2215129484070354,0.246939407757018,0.2149765396193839,0.2149765396193839,0.297411682009697,0.2239786377700513,0.2073225158968129,0.2642029032798012,0.261725837586564,0.1975773537514038,0.1747509816495578,0.1878825362915621,0.1701555710572579,0.1302007160196078,0.1713794213397161,0.1719440514752935,0.2291911137997516,0.1872654060091043,0.1573859515207441,0.1904508981930395,0.1856799906257228,0.2105542370449973,0.2050097553696649,0.3119880380248647,0.2104448231688175,0.1537892507004416,0.2268129411610419,0.1790199230570583,0.2352567972583158,0.1704900940632785,0.2287874202165339,0.2105542370449973,0.1487603753773151
4,0.1976252654818191,0.1775165543831576,0.1722262577964682,0.1244485075717227,0.1801442234321618,0.2477761704926884,0.2636374208503944,0.2478673502593298,0.1516272681723324,0.1865564285463181,0.2657911479770697,0.1675565068825383,0.1501162023973809,0.186876561375101,0.270492424152399,0.2833204071605347,0.2577341041687025,0.2175270745184391,0.3266793825855709,0.1859318904208705,0.2485776269487614,0.2485776269487614,0.2468977521429771,0.1656936109032542,0.2298304710465883,0.1673835458643021,0.2069648668298024,0.2245850083095232,0.2085758297832934,0.2359314616230853,0.1689500521302075,0.1221603857339826,0.1917695969877732,0.1595735907610291,0.3836494702869087,0.1980743150835264,0.1920494271154533,0.189211624384897,0.1546427673450672,0.2150222681065487,0.2100444302160749,0.3571813871560154,0.212379778136674,0.2009643239444997,0.2853096616297266,0.1705964972152153,0.2387830311688596,0.1875238625931514,0.2417768097997761,0.2150222681065487,0.1571738233130058
5,0.2445611335759158,0.1717472532925381,0.1950757375055928,0.1791241814453499,0.1793047836828909,0.1950808040081761,0.2089257260542161,0.1953283404274469,0.1701586846267943,0.1577766877505363,0.2340103825476038,0.2863390025956406,0.1685309087482897,0.1126999862858372,0.2275993119867056,0.3742666553620825,0.2239864235595454,0.37912785226712,0.2779061438358615,0.4650345215015108,0.267607855434034,0.267607855434034,0.5344916250603269,0.283052194649786,0.3650055115763096,0.1702886011308844,0.2010705983817742,0.2009811160551186,0.2137579319308128,0.1868629113837956,0.1373022067858429,0.1836322828198476,0.156458815304061,0.1164936424087775,0.2283125671815642,0.180995186253439,0.1740987392535307,0.218451424446311,0.1373310162122029,0.2602091120138173,0.2030604003800549,0.2155389738842488,0.1865843535601018,0.1623969380464407,0.2163147705841941,0.1017427517032595,0.1857033796113673,0.1544623254656744,0.1497570528664768,0.2602091120138173,0.0955384987125139
6,0.2579433166072697,0.1653929927231535,0.2415395006511698,0.2411065245233479,0.2031623289138267,0.1973253764626129,0.2286326135479607,0.1980770028134607,0.1802972637819573,0.2038759662451107,0.2213590295915497,0.1954684195295433,0.1927505563261368,0.1493447163092692,0.2281292571978679,0.3062468338967301,0.2094383105897214,0.1798453150409319,0.2272755741789819,0.2838894096987402,0.2015683463938085,0.2015683463938085,0.3018072280836351,0.1933193097787446,0.1586869059927814,0.222233190287315,0.2517491078207963,0.2121136951777955,0.2043051380466603,0.2265606877268323,0.1308011323120251,0.1338986252352004,0.1995354006195774,0.1670528310490775,0.2991641602682645,0.211687382007513,0.1501091551199354,0.2309788420444239,0.1566843776337382,0.2105301098728514,0.2004133614468632,0.2457977079168989,0.1676107954158204,0.1527315837552309,0.1960783650635864,0.134850772393111,0.1745619434540279,0.2207649529347507,0.2157104044882719,0.2105301098728514,0.1457927190252761
7,0.2023343213099396,0.1717472532925381,0.1691399896188301,0.1663941160499952,0.1758156026559075,0.2469455175448361,0.2880226242884596,0.2465817617347506,0.1598362842204533,0.1746140819204643,0.2475368938571041,0.1915432067277107,0.1726705689826875,0.1443412698736407,0.2776140115923038,0.3488457775115967,0.2228927060685239,0.2228920329666517,0.2356861443423569,0.3147724882652983,0.1860698338574732,0.1860698338574732,0.3871398751734518,0.1894721603827203,0.2256228082495517,0.1505453715130334,0.2229702269689734,0.2391729618350376,0.2547078851993053,0.3264083969028436,0.2137401212909019,0.1842407644980056,0.2588190785289047,0.1586473211632733,0.2911053662008999,0.3099507765946331,0.1876192931323022,0.3029199594070089,0.1573424789058937,0.3155872518333489,0.2492401511105704,0.2414691234729254,0.1889439702825885,0.1428603914113047,0.2686890145538922,0.1289944514277706,0.2289720944551656,0.2341803991375492,0.2109820162105716,0.3155872518333489,0.1093200375072049
