event_id;event_time;ISC_ev_id;INGV_ev_id;EMSC_ev_id;ev_nation_code;ev_latitude;ev_longitude;ev_depth_km;ev_hyp_ref;fm_type_code;ML;ML_ref;Mw;Mw_ref;Ms;Ms_ref;network_code;station_code;location_code;instrument_code;sensor_depth_m;proximity_code;housing_code;installation_code;st_nation_code;st_latitude;st_longitude;st_elevation;ec8_code;ec8_code_ref;vs30_m_sec;vs30_ref;vs30_meas_type;slope_deg;vs30_m_sec_WA;epi_dist;epi_az;instrument_type_code;U_hp;V_hp;U_lp;V_lp;U_pga;V_pga;U_pgv;V_pgv;U_T0_025;U_T0_040;U_T0_050;U_T0_070;U_T0_100;U_T0_150;U_T0_200;U_T0_250;U_T0_300;U_T0_350;U_T0_400;U_T0_450;U_T0_500;U_T0_600;U_T0_700;U_T0_750;U_T0_800;U_T0_900;U_T1_000;U_T1_200;U_T1_400;U_T1_600;U_T1_800;U_T2_000;U_T2_500;U_T3_000;U_T3_500;U_T4_000;U_T4_500;U_T5_000;V_T0_025;V_T0_040;V_T0_050;V_T0_070;V_T0_100;V_T0_150;V_T0_200;V_T0_250;V_T0_300;V_T0_350;V_T0_400;V_T0_450;V_T0_500;V_T0_600;V_T0_700;V_T0_750;V_T0_800;V_T0_900;V_T1_000;V_T1_200;V_T1_400;V_T1_600;V_T1_800;V_T2_000;V_T2_500;V_T3_000;V_T3_500;V_T4_000;V_T4_500;V_T5_000
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MCPD;0;HH;0;;;;IT;38.1199;14.731;199;B*;ESM;;;;13.380129;901.110757;40.9;153.2;D;0.1;0.1;30;30;-0.269408;0.220968;-0.020423;-0.016785;0.272276;0.287536;0.284962;0.289178;0.449512;0.600019;0.781819;0.770813;0.608915;0.435772;0.447494;0.701507;0.719626;0.363111;0.310325;0.260061;0.217612;0.20133;0.226462;0.198673;0.146309;0.116985;0.085327;0.070396;0.045167;0.030207;0.020435;0.01432;0.011239;0.008258;0.222182;0.231009;0.232617;0.230166;0.313616;0.554419;0.589934;0.463514;0.401307;0.490991;0.430018;0.379514;0.331118;0.504732;0.296761;0.268265;0.235928;0.189224;0.150696;0.126593;0.087823;0.084535;0.059029;0.029862;0.017421;0.010834;0.007556;0.005924;0.005037;0.003902
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MCSR;0;HH;0;;;;IT;38.0646;15.2301;1064;A*;ESM;;;;12.626767;881.140851;39.7;220.1;D;0.04;0.04;30;30;1.350562;1.2393;0.066852;0.063143;1.36563;1.3963;1.46588;1.55713;1.85732;2.7088;3.60432;4.96221;5.44586;4.3933;3.93056;2.80454;2.29569;1.11188;0.851579;0.716146;0.619293;0.521194;0.421709;0.260276;0.136336;0.092792;0.078457;0.061154;0.04034;0.022349;0.016554;0.013916;0.012083;0.010895;1.25445;1.28393;1.35078;1.3796;1.87285;4.0834;5.14754;4.14994;3.70243;5.01376;2.91939;1.41685;1.25057;0.658622;0.507885;0.493747;0.434036;0.426312;0.3568;0.301277;0.229055;0.157156;0.119023;0.079169;0.041687;0.031045;0.02127;0.016416;0.014034;0.011172
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MILZ;0;HH;0;;;;IT;38.2713;15.2313;0;A*;ESM;;;;;;59.1;205.7;D;0.1;0.1;30;30;0.175142;0.20728;0.014837;-0.013333;0.179215;0.194574;0.250887;0.223031;0.234005;0.414137;0.626938;0.430361;0.581092;0.69271;0.543157;0.486861;0.570297;0.300764;0.320108;0.310749;0.338938;0.36522;0.391502;0.251566;0.134733;0.074996;0.051756;0.036033;0.024431;0.015087;0.0108;0.009065;0.007867;0.006079;0.209067;0.220007;0.208664;0.26299;0.252591;0.439446;0.49499;0.612293;0.875163;0.71319;0.469143;0.536684;0.547186;0.400667;0.328992;0.338525;0.319037;0.20661;0.228045;0.161361;0.095066;0.05567;0.033722;0.023961;0.017768;0.012625;0.008669;0.007651;0.006786;0.005376
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MPAZ;0;HH;0;;;;IT;37.9531;16.0067;496;A*;ESM;;;;6.436884;664.869519;95.6;259.5;D;0.08;0.08;20;20;0.09698;-0.134441;-0.00581;0.007834;0.09767;0.099119;0.102241;0.107898;0.123837;0.204338;0.269841;0.266185;0.35376;0.427733;0.336012;0.245623;0.193802;0.155596;0.110403;0.105518;0.10434;0.060208;0.051969;0.038011;0.029144;0.020873;0.012327;0.009217;0.005026;0.003583;0.00233;0.002034;0.001817;0.001433;0.135899;0.138879;0.140655;0.154894;0.227354;0.271513;0.407345;0.33563;0.479092;0.474352;0.438866;0.371558;0.359017;0.185321;0.142496;0.145566;0.134698;0.088475;0.076391;0.050853;0.039126;0.024378;0.018259;0.015777;0.011024;0.007717;0.00541;0.003913;0.003083;0.002265
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MPNC;0;HH;0;;;;IT;38.1465;15.3528;479;B*;ESM;;;;9.795254;807.069078;53.6;222.7;D;0.1;0.1;30;30;0.734158;0.633231;-0.058202;0.049349;0.740021;0.765364;0.771922;0.846272;0.936873;1.5795;1.91866;1.44228;1.87084;1.66521;2.14283;3.21637;3.22372;2.32945;0.823196;0.6486;0.58286;0.424783;0.351159;0.204733;0.15873;0.102742;0.077542;0.064658;0.042186;0.030112;0.021004;0.016343;0.013863;0.01091;0.634782;0.657092;0.64239;0.780148;0.89063;1.47673;1.72978;2.23598;1.60249;1.95656;2.16398;2.27708;1.98635;1.68677;0.953665;0.868966;0.812886;0.69045;0.537235;0.324693;0.172016;0.115944;0.080286;0.065252;0.042839;0.029282;0.022628;0.016941;0.013905;0.011065
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MSFR;0;HH;0;;;;IT;38.0339;14.5916;723;A*;ESM;;;;3.071366;499.507843;40.8;131.2;D;0.1;0.1;30;30;0.150471;0.131899;-0.007153;0.007572;0.154213;0.1652;0.175216;0.17869;0.253452;0.44087;0.598109;0.431069;0.407425;0.380305;0.271344;0.14503;0.116711;0.104121;0.105469;0.085549;0.092099;0.111134;0.131192;0.080258;0.064358;0.059679;0.036627;0.030274;0.022333;0.015178;0.014164;0.009777;0.006961;0.005308;0.135176;0.141708;0.150851;0.195172;0.403802;0.307196;0.307966;0.631341;0.251354;0.275885;0.266434;0.191203;0.159563;0.1269;0.132531;0.095557;0.077803;0.06815;0.078684;0.053636;0.045464;0.041483;0.031577;0.032633;0.023786;0.014435;0.009636;0.006297;0.004371;0.002986
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MSRU;0;HH;0;;;;IT;38.2639;15.5083;408;B*;ESM;;;;11.526103;852.173495;72.4;223.7;D;0.1;0.1;30;30;0.191589;0.199063;0.011447;-0.014567;0.195104;0.214631;0.265181;0.723788;0.317839;0.437111;0.756727;0.581783;0.760584;0.658917;0.642676;0.525306;0.440901;0.378017;0.238985;0.178273;0.14912;0.140852;0.11184;0.097967;0.080014;0.044657;0.025901;0.019572;0.012135;0.007729;0.005434;0.003746;0.003099;0.002468;0.201917;0.213557;0.245353;0.658136;0.443676;0.730081;0.650783;0.652799;0.520278;0.471161;0.569063;0.520882;0.526688;0.402347;0.293044;0.231439;0.168311;0.146731;0.188148;0.135868;0.059772;0.03952;0.039205;0.027184;0.015426;0.007887;0.005291;0.004189;0.003495;0.002929
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MTTG;0;HH;0;0;VAU;P;IT;38.0031;15.69992;484;B*;ESM;;;;6.795848;687.092474;70.9;250.8;D;0.08;0.08;30;30;-0.076254;-0.14061;-0.006299;0.010741;0.078462;0.086137;0.089608;0.09528;0.105497;0.141333;0.128535;0.158487;0.184558;0.239878;0.239554;0.333605;0.232408;0.200211;0.170816;0.167105;0.13886;0.114517;0.098664;0.057335;0.038026;0.030301;0.022407;0.016142;0.008756;0.007425;0.004264;0.003402;0.002767;0.002244;0.142039;0.147863;0.148025;0.155773;0.191412;0.182617;0.279242;0.310474;0.410786;0.333465;0.33111;0.596403;0.645631;0.417176;0.259183;0.204967;0.145392;0.134304;0.109401;0.04857;0.042458;0.042393;0.024921;0.015317;0.012236;0.007387;0.006379;0.004712;0.004473;0.003652
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;MUCR;0;HH;1;;;;IT;38.043;14.8739;1042;B*;ESM;;;;17.700317;1018.304689;28.6;168.2;D;0.1;0.1;30;30;-0.567488;0.492529;-0.062363;0.029512;0.576372;0.586877;0.605502;0.721061;1.27463;1.24779;1.60177;1.36688;1.7766;1.99784;1.95419;1.63141;1.37443;0.823726;0.802004;0.744203;0.69247;0.653987;0.608114;0.344395;0.243197;0.176782;0.144839;0.117426;0.062615;0.039713;0.029582;0.023393;0.019677;0.015769;0.499036;0.50919;0.511635;0.732454;1.00605;0.958733;1.1959;1.19499;1.39297;1.66555;1.78597;1.20319;0.820065;0.833809;0.90044;0.638385;0.511842;0.307072;0.261035;0.154529;0.16702;0.100028;0.072092;0.053808;0.029693;0.022035;0.015257;0.011073;0.009483;0.007638
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;PETRA;0;HH;0;;;;IT;37.8335;14.1148;1547;B*;ESM;;;;6.063686;641.798609;72.8;93.5;D;0.08;0.08;20;20;0.092985;0.080482;0.007899;-0.008141;0.09334;0.09409;0.094694;0.09762;0.105955;0.162793;0.152549;0.168856;0.176034;0.174976;0.315586;0.326738;0.193862;0.216608;0.15616;0.125171;0.115411;0.143879;0.097528;0.07904;0.049061;0.036943;0.035968;0.0235;0.019824;0.011334;0.006042;0.005466;0.004834;0.003206;0.080921;0.081873;0.082838;0.08763;0.09808;0.127934;0.157939;0.253171;0.254504;0.291597;0.331993;0.272468;0.235938;0.163049;0.151815;0.14346;0.142671;0.149342;0.173699;0.090409;0.039179;0.038613;0.040503;0.030283;0.012226;0.011347;0.009207;0.008298;0.006694;0.004249
EMSC-20121122_0000039;22.11.2012 09:10;601993663;1552581;20121122_0000039;IT;37.791;14.94;25.14;INGV_OSS_ETNEO_SEISMIC_CATALOG;SS;4.2;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;MN;CEL;0;HH;0;3;BUI;P;IT;38.2603;15.8939;702;B*;ESM;;;;20.663005;1101.909541;98.6;238.4;D;0.08;0.08;15;15;-0.066833;0.052963;-0.003062;-0.003093;0.067507;0.069276;0.070095;0.072363;0.102913;0.193995;0.258442;0.161844;0.208684;0.251294;0.173098;0.115538;0.119541;0.0898;0.081066;0.075538;0.066211;0.056342;0.033662;0.019612;0.014531;0.014531;0.011845;0.008551;0.003721;0.002398;0.001827;0.001261;0.001017;0.000917;0.053629;0.054772;0.056516;0.064464;0.122142;0.143988;0.146486;0.201372;0.161386;0.133467;0.139195;0.102329;0.081972;0.063723;0.0779;0.074748;0.080244;0.05263;0.046273;0.038464;0.023798;0.014313;0.010334;0.006527;0.003721;0.002568;0.002088;0.001422;0.001372;0.001133
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;BULG;0;HN;1;;;;IT;40.0783;15.3776;815;A*;ESM;;;;0.576216;319.267715;185.5;197.7;D;0.25;0.25;30;30;-0.024234;-0.043869;-0.001126;0.00218;0.024679;0.025819;0.028808;0.031408;0.052809;0.07605;0.072811;0.047925;0.069617;0.057794;0.079289;0.058977;0.028763;0.035449;0.024278;0.018922;0.014608;0.009644;0.006515;0.00512;0.003254;0.002958;0.002595;0.002255;0.001256;0.001003;0.001135;0.00063;0.000448;0.00038;0.044285;0.045939;0.04868;0.062415;0.080762;0.127453;0.11441;0.090951;0.102268;0.152192;0.124055;0.099488;0.099131;0.061557;0.033986;0.027601;0.021273;0.016123;0.013415;0.008368;0.005046;0.0046;0.003609;0.004296;0.002559;0.001747;0.001111;0.000617;0.000494;0.000402
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;CAGR;0;HH;1;;;;IT;37.622;14.4999;548;B*;ESM;;;;3.194052;505.091836;97.9;11.8;D;0.08;0.08;15;15;0.127896;-0.160369;-0.012613;-0.015631;0.128539;0.129458;0.130314;0.132538;0.139386;0.204961;0.438596;0.311299;0.307193;0.421379;0.372561;0.332103;0.434047;0.528489;0.346685;0.273219;0.261941;0.277508;0.246059;0.142716;0.122932;0.09037;0.075918;0.046147;0.032302;0.020277;0.014134;0.010758;0.006746;0.005639;0.160624;0.161296;0.161937;0.162974;0.172399;0.195888;0.311859;0.290629;0.41493;0.551944;0.469835;0.641919;0.535667;0.462233;0.343763;0.300895;0.219768;0.231421;0.237534;0.192677;0.225338;0.174004;0.167134;0.117046;0.038503;0.036863;0.027097;0.018297;0.01446;0.010089
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;CAR1;0;HN;0;0;VAU;P;IT;39.2534;16.2114;680;B*;ESM;;;;6.116203;645.043214;154.3;236.9;D;0.2;0.2;30;30;-0.050557;0.057335;0.002473;-0.003062;0.051785;0.054506;0.056698;0.056573;0.081595;0.115895;0.113618;0.16149;0.152359;0.17791;0.131083;0.145269;0.13554;0.123711;0.048315;0.04802;0.042128;0.028703;0.027555;0.022976;0.019025;0.016313;0.009791;0.007195;0.003721;0.00322;0.001876;0.001255;0.000997;0.000945;0.059761;0.064145;0.065239;0.091277;0.095048;0.177428;0.09733;0.122895;0.112993;0.097982;0.086501;0.104369;0.103707;0.080099;0.086523;0.060748;0.042276;0.041491;0.028136;0.029654;0.021037;0.013526;0.010838;0.009768;0.003926;0.003422;0.002594;0.001879;0.001506;0.001243
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;CELI;0;HN;0;0;VAU;P;IT;39.4027;16.5088;1290;B*;ESM;;;;4.379796;559.13687;184.8;237.1;D;0.2;0.2;30;30;0.010419;-0.008471;-0.00069;0.000656;0.010863;0.010804;0.010887;0.011296;0.014624;0.015757;0.024818;0.036409;0.021965;0.026929;0.025577;0.02068;0.021932;0.022049;0.013025;0.015256;0.013781;0.011236;0.008538;0.009018;0.007513;0.0046;0.002939;0.002513;0.001944;0.001541;0.001102;0.000586;0.000472;0.000348;0.008607;0.008746;0.008976;0.009158;0.012773;0.014208;0.018199;0.019513;0.025984;0.022537;0.022923;0.017699;0.022594;0.020963;0.012368;0.010965;0.00998;0.00898;0.007724;0.010021;0.006424;0.00504;0.003316;0.002351;0.001779;0.001505;0.000934;0.000611;0.000582;0.000314
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;EMSG;0;HH;0;;;;IT;37.8208;14.9498;1435;A*;ESM;;;;7.350797;721.514642;76.2;345.4;D;0.1;0.1;30;30;0.802149;-0.743852;0.034534;0.033208;0.813986;0.833302;0.846773;0.883719;1.19297;2.04648;2.775;1.95912;2.21097;1.62498;1.48684;1.37265;0.975884;0.750013;0.635582;0.619879;0.645431;0.48386;0.353131;0.279894;0.184347;0.1176;0.117269;0.068461;0.034741;0.029638;0.019224;0.012095;0.01049;0.008794;0.76082;0.797284;0.838898;0.970959;1.31792;2.38988;2.91037;2.4083;1.89943;1.7148;1.34711;1.012;1.00573;0.847476;0.672436;0.631956;0.391262;0.320107;0.297056;0.208214;0.171013;0.11775;0.084954;0.069972;0.033653;0.023531;0.023183;0.016147;0.013289;0.011187
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;EPOZ;0;HH;0;;;;IT;37.6719;15.1885;124;A*;ESM;;;;1.310353;379.800495;98.8;336.1;D;0.01;0.01;30;30;-0.154313;-0.188094;-0.014507;-0.015267;0.15543;0.158703;0.160663;0.170989;0.222189;0.296966;0.4487;0.463809;0.570134;0.443056;0.512582;0.378425;0.400036;0.463187;0.349285;0.253523;0.228122;0.273784;0.168397;0.136169;0.111687;0.073882;0.06876;0.041084;0.033794;0.034131;0.024762;0.012256;0.014035;0.016259;0.190241;0.197831;0.202881;0.214431;0.333138;0.38822;0.532781;0.655607;0.667036;0.725222;0.571616;0.544684;0.397692;0.391755;0.564435;0.45991;0.382246;0.247445;0.233591;0.152498;0.112029;0.088944;0.072984;0.060595;0.061335;0.039503;0.023251;0.014597;0.011678;0.008707
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;EPZF;0;HH;0;;;;IT;37.824;14.857;1140;B*;ESM;;;;4.600512;569.214396;74.2;351.4;D;0.1;0.1;20;20;0.640043;0.924893;-0.029647;0.052317;0.645151;0.654574;0.664666;0.687517;0.739452;1.20208;2.0249;2.30544;1.6376;2.02172;1.487;1.37786;1.48352;0.623232;0.356435;0.321993;0.352186;0.28997;0.198768;0.160574;0.112651;0.097875;0.080125;0.079855;0.036676;0.025461;0.015664;0.01005;0.008483;0.007078;0.929545;0.937357;0.943344;0.941819;1.04142;1.68852;2.46676;4.58347;3.09315;3.24202;2.53564;2.88664;1.57726;0.864345;0.430216;0.462395;0.489277;0.383399;0.280223;0.276885;0.204386;0.131512;0.094802;0.069196;0.043401;0.02383;0.021052;0.015628;0.017532;0.015674
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;ESLN;0;HH;0;;;;IT;37.6934;14.9744;1787;A*;ESM;;;;1.725269;409.240433;90.4;346.4;D;0.08;0.08;30;30;-0.12838;-0.13646;0.011849;0.009408;0.1302;0.132744;0.135748;0.146602;0.175473;0.30848;0.468072;0.405494;0.430724;0.43959;0.457855;0.530228;0.394513;0.279262;0.296556;0.292932;0.25436;0.274775;0.183579;0.126675;0.110903;0.071936;0.068644;0.049619;0.022311;0.024129;0.013968;0.011913;0.010454;0.008328;0.137411;0.139777;0.142837;0.145368;0.170178;0.312493;0.349976;0.348816;0.346113;0.542353;0.390558;0.315896;0.367151;0.300548;0.297792;0.289724;0.235675;0.249203;0.204001;0.123289;0.11197;0.086543;0.064138;0.056236;0.024512;0.014415;0.010047;0.011255;0.006941;0.006263
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;ESML;0;HH;0;;;;IT;37.6181;14.8794;417;A*;ESM;;;;6.139991;646.513096;97.1;352.3;D;0.1;0.1;20;20;-0.11577;-0.102426;0.0089;0.008718;0.117023;0.119097;0.123536;0.135737;0.172785;0.355202;0.35984;0.280478;0.290395;0.303659;0.261563;0.27142;0.276974;0.211469;0.230733;0.18156;0.170965;0.193369;0.142908;0.118016;0.06486;0.067833;0.050003;0.038481;0.026578;0.019412;0.013697;0.008261;0.007095;0.006882;0.104061;0.106308;0.112159;0.141166;0.189917;0.5461;0.254486;0.296745;0.259707;0.244148;0.262348;0.280572;0.268642;0.221635;0.214426;0.18417;0.195245;0.160127;0.113653;0.155783;0.07331;0.072146;0.058577;0.052674;0.029899;0.021556;0.022796;0.019352;0.012964;0.009413
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;EVRN;0;HN;0;0;VAU;P;IT;37.6892;15.1356;421;A*;ESM;;;;6.167782;648.230463;95.2;338.2;D;0.2;0.2;40;40;-0.304447;0.39431;0.020044;-0.021981;0.308284;0.314977;0.326921;0.32764;0.440077;1.0002;0.805957;0.921034;1.20087;1.11959;0.902454;0.706584;0.481226;0.410138;0.30725;0.414863;0.539355;0.296888;0.225472;0.162426;0.10586;0.090442;0.059586;0.045236;0.020012;0.018805;0.011249;0.009114;0.009773;0.008089;0.404501;0.414056;0.424001;0.499233;0.728289;1.42798;1.41157;1.30206;1.14075;0.966985;1.02345;0.858834;0.768561;0.519924;0.504822;0.436669;0.357148;0.267779;0.304837;0.142377;0.080569;0.082206;0.054784;0.053671;0.02867;0.018084;0.014972;0.010825;0.007162;0.004971
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;GALF;0;HH;0;;;;IT;37.7107;14.5665;740;A*;ESM;;;;5.561072;613.148861;87.1;9.4;D;0.1;0.1;20;20;-0.177878;-0.117839;0.012012;0.010324;0.178853;0.180674;0.182492;0.188007;0.202287;0.325414;0.642917;0.457673;0.357424;0.371418;0.39586;0.314159;0.458914;0.397915;0.461806;0.39235;0.239609;0.145222;0.155913;0.083219;0.076413;0.050292;0.038512;0.032206;0.016362;0.011117;0.005804;0.004227;0.003684;0.003061;0.118426;0.119555;0.1206;0.123555;0.142775;0.269832;0.423525;0.339705;0.405217;0.413897;0.413147;0.321662;0.262557;0.285626;0.28788;0.309275;0.279639;0.240762;0.227749;0.093583;0.054189;0.029647;0.032324;0.027472;0.016788;0.010998;0.007799;0.005142;0.003789;0.003319
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;GIB;0;HH;0;;;;IT;37.990126;14.026023;1020;A*;ESM;;;;6.748967;684.188324;82.6;48.1;D;0.1;0.1;20;20;0.25917;-0.197982;0.017033;-0.014683;0.262253;0.267714;0.271028;0.290772;0.357546;0.43676;0.582716;0.61574;0.748526;0.629125;0.689428;0.515585;0.634924;0.424961;0.527997;0.38961;0.312281;0.273122;0.27246;0.144032;0.117419;0.072835;0.056852;0.045014;0.020282;0.019463;0.013298;0.008098;0.006205;0.004355;0.199577;0.201796;0.203547;0.224988;0.366153;0.493985;0.658204;0.591871;0.658728;0.449946;0.372203;0.604782;0.742852;0.435724;0.335183;0.24581;0.198789;0.249375;0.18902;0.112794;0.11626;0.072428;0.055499;0.03153;0.024811;0.012667;0.008529;0.007569;0.005792;0.003794
EMSC-20141009_0000056;09.10.2014 22:58;610047059;4296961;20141009_0000056;IT;38.485;14.73;14.51;INGV_OSS_ETNEO_SEISMIC_CATALOG;U;4.3;INGV_OSS_ETNEO_SEISMIC_CATALOG;4.1;INGV_OSS_ETNEO_SEISMIC_CATALOG;;;IV;IACL;0;HH;0;;;;IT;38.533;14.355;145;A*;ESM;;;;23.134113;1174.160031;33.1;99.1;D;0.1;0.1;30;30;-3.438008;-3.311542;-0.106276;0.072459;3.70909;4.72269;6.82205;10.4858;10.4095;11.029;6.78503;4.53533;4.88836;3.94588;4.5664;3.31348;3.20948;1.46772;0.72269;0.7761;0.626078;0.535462;0.378674;0.31535;0.157588;0.118853;0.089533;0.081007;0.070096;0.04002;0.035916;0.028189;0.02408;0.020421;3.5322;3.93261;6.35049;8.05427;9.07299;8.56196;5.56052;4.16198;4.58613;3.59988;3.53081;2.2832;1.72248;1.59265;0.771432;0.689497;0.65946;0.445061;0.323965;0.298985;0.152682;0.099557;0.079816;0.06991;0.064281;0.036959;0.028627;0.020847;0.017071;0.013966
