,GM_IA_None_Delta,GM_RSD595_None_Delta,"rotD50_AvgSA([0, 3])_3.0_Delta","rotD50_AvgSA([0, 6])_6.0_Delta",rotD50_PGA_None_Delta,rotD50_SA_0.025_Delta,rotD50_SA_0.04_Delta,rotD50_SA_0.05_Delta,rotD50_SA_0.07_Delta,rotD50_SA_0.1_Delta,rotD50_SA_0.15_Delta,rotD50_SA_0.2_Delta,rotD50_SA_0.25_Delta,rotD50_SA_0.3_Delta,rotD50_SA_0.35_Delta,rotD50_SA_0.4_Delta,rotD50_SA_0.45_Delta,rotD50_SA_0.5_Delta,rotD50_SA_0.6_Delta,rotD50_SA_0.7_Delta,rotD50_SA_0.75_Delta,rotD50_SA_0.8_Delta,rotD50_SA_0.9_Delta,rotD50_SA_1.0_Delta,rotD50_SA_1.2_Delta,rotD50_SA_1.4_Delta,rotD50_SA_1.6_Delta,rotD50_SA_1.8_Delta,rotD50_SA_2.0_Delta,rotD50_SA_2.5_Delta,rotD50_SA_3.0_Delta,rotD50_SA_3.5_Delta,rotD50_SA_4.0_Delta,rotD50_SA_4.5_Delta,rotD50_SA_5.0_Delta,rotD50_SA_6.0_Delta,rotD50_SA_7.0_Delta,rotD50_SA_8.0_Delta,event_id,station_code,max_usable_T
121,-4.517525089817671,0.6836822734345658,-0.8369727131983513,-0.8962690294602282,-0.8081191640654968,-0.8388644475809297,-0.9034994645760399,-0.9184430858582076,-1.1041583527925134,-1.267248666668948,-1.0596374027271462,-0.7769035877255455,-0.31957640438651325,-0.22413563916213874,-0.22261850841451647,-0.3254827634766482,-0.577491909220667,-0.7096767586017432,-0.25276095924377806,-0.5112843325999634,-0.4735079444899917,-0.5962844640481109,-0.8426251440790207,-0.7973867290761234,-0.9955968140144531,-0.8255205407340007,-1.056637711687257,-1.0637348722996123,-0.9784339164652156,-1.201725233449503,-0.9477000013131622,-1.125500563616189,-0.9127047655108438,-0.8147936884022755,-0.9597327171511889,-0.9509623054999281,-1.0034268725307296,-1.107464305813382,EMSC-20130509_0000103,IMMV,5.3333
122,-3.170454756859904,0.2483990842160675,-0.8851367972417084,-0.7333739624005755,-0.010506248528724171,-0.020422196624567235,-0.029899442559550238,0.04319137704496434,-0.06562136748996394,0.35036715534038976,0.29179546204083096,0.1932942556193442,0.21100695751548582,0.03291867704998186,0.11940349771067549,-0.1236456147305578,-0.41519746798111257,-0.5772441008366123,-0.9289850426913375,-0.8956935115762086,-1.041415999722581,-1.119734415821899,-1.4160148862122792,-1.4325571358729174,-1.4035604779147732,-1.4238130650732934,-1.2959602775419548,-1.0337501417804003,-0.8618262865002393,-0.944955141151258,-1.1656394448717116,-0.8969254693216868,-0.351160269956754,-0.19434703643641527,-0.5129137198665923,-0.8458814575690106,-0.9694058606442884,-1.0066760510989141,EMSC-20130509_0000103,ITM,5.3333
123,-6.521740545022421,0.42681575737711386,-1.6805229841983262,-1.4752949939163695,-1.9843602176500141,-1.9669748952217976,-1.9976784566634063,-1.9629001160422632,-2.019282948526147,-2.079102192914723,-1.8982513717933038,-1.7369297237027643,-1.6481864638267627,-1.5537953921011427,-1.7591294355387843,-1.7921220638541628,-1.6438929058749165,-1.8272701851141653,-2.0566081760780888,-2.0431137701008737,-1.8754835584718474,-1.945478735904742,-1.7109924603255315,-1.6139506092969658,-1.4253886989441042,-1.677612695645779,-1.84137367542362,-1.9527235826731637,-1.6036090897783826,-1.6141598119466831,-1.2779449533277578,-1.2028165695559618,-1.1272681449952184,-1.0603961970467335,-1.191760983066814,-1.3260932442471436,-1.534873264699339,-1.600398354852965,EMSC-20130509_0000103,MNVA,5.3333
124,-3.8025897083102382,1.2292997753101202,-0.7459769953718141,-0.7413647078269818,-0.10991418414412202,-0.07810583374684121,0.491630400953305,0.5204853024443636,-0.024905353955695375,-0.1603209300995374,0.025366223884118355,0.24456682141344288,0.42256097561785744,0.15309278392215475,0.1334103024004385,0.24589652433063947,-0.18822723382290896,-0.37615348886282085,-0.42117329306420537,-0.5728888438785553,-0.6933307547742906,-0.8448244080489076,-0.8124621512207089,-0.8787155389626822,-1.0473321935311102,-1.2342734719191792,-1.0005492279403914,-1.238039243445792,-1.1290659010180715,-1.0430097852120603,-0.7039781729542636,-0.6727065800491498,-0.763988060690453,-0.6241174376415,-0.6014674612646136,-0.8125790499700347,-0.8233958232711185,-0.9917960082919386,EMSC-20130509_0000103,YDRA,5.3333
125,-0.9284221246964428,0.4965326318244241,0.6121246590599574,0.5461400617531593,-0.10742319828035729,-0.14575325273528783,-0.21128955920936932,-0.22416230725265773,-0.44261812897388,-0.6682087866368454,-0.5979933617884452,-0.12110894593512445,-0.07698094376251685,0.21917233669304803,0.37612435852072146,0.24337958011419047,0.26354123246230987,0.3677833721978434,0.4456249067005871,0.5781265226553618,0.5995590975567744,0.5777570963848682,0.6130789357549498,0.7542279951796367,0.8042638134980908,0.8288799991416198,0.8698416957791659,0.7904603884090662,0.7677268050755846,0.8632918933358287,0.584914563484082,0.5708938864189248,0.6586905598603083,0.590944160955515,0.37870084107505164,0.5043922601906221,0.675455276927595,0.5168917579952677,EMSC-20130615_0000050,IMMV,40.0
126,-4.3818122442321705,0.7588743912569291,-0.6143244358917848,-0.14411432347883135,0.008698391645967973,0.04509841820128102,0.1438980560777594,0.22270998186247226,0.5364975362665643,0.45629295191844754,0.494561476936906,0.23538443296261935,-0.06365917749387506,-0.5017174303197747,-0.6135174432284298,-0.7358312893858585,-0.7624346944279186,-0.6568218212570818,-0.8975088914315013,-0.9803975829153933,-0.912110893027335,-0.9293182419202548,-1.009290072463945,-1.114940002765251,-1.063456310719216,-0.905954293016614,-0.7007054772648695,-0.7684767507460517,-0.7040650514187909,-0.44567941294834057,-0.22500373115543226,0.055372308344738386,0.14354926123139755,0.13794297668288458,0.5777886705372488,0.5602419173217879,0.5601243127564093,0.8549862356211229,EMSC-20130615_0000050,AMGA,20.0
127,-2.3588683508197192,0.6744380556711707,0.16512085256956954,0.42670863520429947,-0.3007752649586566,-0.3236163174501776,-0.3520683056874816,-0.3563654338842026,-0.5639990222117488,-0.8450368653083205,-0.9220128087071693,-0.8566638663307948,-0.6423222999834071,-0.6042125325078249,-0.5150643410701834,-0.32908135036279074,-0.37477190205239097,-0.3153382003415688,-0.2825002035788975,-0.3136761987236163,-0.17523912446728396,0.05295419127340839,0.0662152694958591,0.19887957709850657,0.10373678563361022,0.04166001998922475,-0.028105025649344917,0.15686948535616363,0.4160764035722728,0.6215479635880117,0.8340983716682775,0.5825147192536395,0.7990842260412858,0.6941588270086765,0.7552058942178608,0.7628944611329072,1.2584683314875083,1.3536970171705391,EMSC-20130615_0000050,ANKY,26.6667
129,1.4929113150369586,0.6793780857237559,1.3814575598006869,1.0825637578914176,1.0130126224796907,0.9761394546798599,0.9126466933665833,0.8892891473020335,0.6509338804666784,0.4172824106425521,0.48697065872658385,0.6546574612222136,0.8592653379734396,1.141228456321938,1.302131327802969,1.29514388018133,1.3135767051931078,1.350809301459706,1.5805595507636196,1.6192714362524372,1.5818881891518206,1.6778470224467483,2.0550282164787625,2.106591703472325,1.9588529679841162,1.8517501031610708,1.641182965177629,1.3560200188599723,1.0651336118988928,1.1268423565870327,1.115877360909984,1.0291263625611569,0.7439695412609781,0.8511694523709084,0.7633148631839468,0.7513829995950969,0.6850480938939567,0.8078446228704177,EMSC-20130615_0000050,IACM,26.6667
130,-0.9661172765795376,0.4965326318244241,0.5933507528525448,0.5272111943811328,-0.12691512352915968,-0.16531697311621318,-0.23100361728156837,-0.24394756913095605,-0.4624940104507518,-0.6879841146341112,-0.617540743168095,-0.14039440701082562,-0.09613182618717975,0.20017053115266847,0.3572308333191341,0.2245796705088221,0.24479577627143545,0.3490852230782817,0.42703152085299756,0.5596096291973573,0.5810780741025061,0.5592724328740148,0.5945916179781046,0.7357371677231646,0.7857370030172577,0.8103156603312094,0.8512423372000697,0.7718145785920498,0.7490357473315372,0.8445299073144321,0.5660311460189478,0.5519486966109532,0.6396945966386971,0.5719094019656312,0.3596315789379929,0.4852488684363223,0.6562529368931713,0.49764887489724074,EMSC-20130615_0000050,IMMV,40.0
131,-3.0500691189146476,1.0721042594402328,0.5183153591159773,1.0351655190692117,0.44109288072110964,0.4054705780765051,0.36778219967466086,0.36204238518763354,0.17856157501120506,0.3651199204811153,0.2020895675512957,0.23803980670449043,0.3120491615532295,0.1642076471764149,0.004837404200776163,-0.15074825697982952,-0.1204281107223597,-0.23341061712444144,-0.18679331038768154,-0.3809192658070035,-0.329965687681689,-0.29029531097186023,-0.17815062720414332,-0.23183858104504296,0.002117992121741352,0.07696318255297285,0.3183891354122075,0.45327555716490764,0.9306780569400885,1.1025742428066003,1.5719851379880865,1.5644738353029464,1.6184765505242247,1.692638388034208,1.4512570601784738,1.6586695983726933,2.021486297432192,1.9987092898856655,EMSC-20130615_0000050,ITM,26.6667
132,-4.289234457667055,0.9067208374426148,-0.46452718634795076,-0.09915807126630583,-0.6091670951205685,-0.6109705460199919,-0.5677671222713396,-0.6169349766853713,-0.5935359682444385,-0.89311195177455,-1.0080883106323189,-0.9063199327755314,-0.8144351617009846,-0.8148388856040985,-1.01571479710028,-1.0072494917676291,-0.9730235516904688,-0.8983046657402571,-1.146207453085661,-0.959966098089188,-1.0622314297699198,-1.0134299541237572,-0.8669858464245426,-0.7485419881481556,-0.6525304768539364,-0.6003923482614049,-0.6845838021020532,-0.7039233594928938,-0.5027663185868096,0.20189319175147524,0.2810919195519155,0.4487353510097467,0.15962631457276721,0.1760775285882641,0.2624483248914,0.4394632631986024,0.8550598049143403,1.2054863771604563,EMSC-20130615_0000050,MNVA,26.6667
133,-3.8655383879238734,1.0981510661949065,0.07687156649633309,0.3879015772327552,1.1797822418370103,1.2416352623253548,1.3769859668132671,1.5001891278044805,1.4967315253392215,1.1420836979248516,1.160082515994402,1.2567442180299064,1.173161608668151,0.9532498070660083,0.8861675567457716,0.5358739040595157,0.39872536534231706,0.3355107986636163,-0.053390268282452524,-0.22130977777194794,-0.3066337329811706,-0.13906635930137057,-0.22350400907323476,-0.4395319639454307,-0.3221632705107744,-0.44428281704671235,-0.35353949396384543,-0.23527173259833312,-0.1833721605055718,-0.13083963091402495,0.3135911357135246,0.33189038760153267,0.4845722016776506,0.6915238116908569,0.6487843773157387,1.1249736317993673,1.444950820455329,1.5590732749932137,EMSC-20130615_0000050,NOAC,26.6667
134,-4.863108036331884,0.8496272002475971,-0.6210524317560218,-0.25538654164509467,0.569709911038565,1.4771605349603512,1.6807110546275439,0.9464368718675011,0.8369635693678319,0.844794306532231,0.6783579758108544,0.7656077784384294,0.46876944950275146,0.42267567733732925,0.27785730425644495,0.057061853805217666,-0.16378083757707707,-0.38148969027492896,-0.6051470108158004,-0.9222471166564095,-1.061005523056326,-1.1039179919718594,-1.2150018932656108,-1.1351496342413174,-1.2518815477350218,-1.277082835703121,-1.1176018406601704,-1.1081741574031376,-0.7990010013942106,-0.7197021365916267,-0.5557615167998868,-0.1368461387051223,-0.16382404396379613,0.15623675898848788,0.1151982941333003,0.4769337381554397,0.8088427996659,1.1124531405115352,EMSC-20130615_0000050,TNSA,26.6667
135,-2.6115192079706393,0.923993098848495,0.49274140947441936,0.7529266069641807,0.966946870224966,1.0238793793037502,1.2211309066043885,1.1999087608157772,0.9718058453030896,0.8710599845699445,1.0670720444094774,1.217001857669377,1.1375557822575812,1.053965380137523,0.9055449296666991,0.6779958870706704,0.4363201044596767,0.366028968668628,0.20117523266520365,0.1102263993731416,0.057038121316070445,0.09798061092833343,0.21919498204751342,0.2802589031212177,0.21398685913522097,-0.016503397309035606,0.06421015122892726,0.2364001042842201,0.43463425365048103,0.7064671933747828,0.6617318876847182,0.6490087204288955,0.8603953495826264,0.8554886019438541,1.0755557591567335,1.5522514552304756,1.9596130704627228,2.166826392215162,EMSC-20130615_0000050,YDRA,26.6667
136,-1.7561733086298048,0.33860929618098323,0.18419967394622105,0.2935520014680062,-0.3212588119745243,-0.3542170763052832,-0.40233389171520884,-0.423430150925042,-0.6142295296311842,-0.7655654245299459,-0.5943524037786281,-0.43000798672494334,-0.3611325967259553,-0.24823746623160847,-0.03235926699914682,-0.04559433195307072,0.06777234209634475,0.1978811925706676,0.19711431212636388,0.43087242683336857,0.48950469062026514,0.47421877851867045,0.14161702874421955,0.15493833027515258,0.47837108037784937,0.349051366992148,0.5545930757026678,0.5296128345688782,0.3367722300524729,0.12407618700984724,0.1562302674910203,0.2762484582995306,0.30198187100633955,0.40269992991513437,0.41586345098937283,0.6062987874035439,0.6452665401753155,0.5667542636376517,EMSC-20130615_0000050,ZKR,26.6667
137,-3.4562672162907973,0.5673132832368513,-0.44437173874217173,-0.650396017136492,-0.43012054005061096,-0.46534304265656523,-0.5225087533108894,-0.5359316695093934,-0.734633965473261,-0.8792522875627231,-0.6295775770684173,-0.4633385295997243,-0.036876662729886434,0.23005769665688902,0.35691036319771197,-0.04118904279460445,-0.09382367691886628,0.03867254711228796,0.0885786952452996,0.10171006309084873,-0.08823481930219224,-0.04375765858375935,-0.09243509638329961,-0.07263807168473768,-0.336742405624884,-0.5011354310117557,-0.5448948320799172,-0.5733097049392768,-0.6923370141731588,-0.8812821568462823,-0.9340392047908121,-0.9136393535664347,-0.8616970548410023,-0.5370221117804768,-0.9226676258765831,-0.7988963670096929,-0.8959409877266786,-0.9351844698786511,EMSC-20130615_0000051,IMMV,4.0
139,-0.6788209545600985,0.6383549544405929,0.7651027580952476,0.5980761680853046,0.6856992828341566,0.659084797332941,0.6486137657536055,0.6494544316972872,0.35660214125595324,0.2512390402885707,0.2948989695146471,0.6922175603958305,0.9783092649381784,1.1272322794214977,1.3078226533059123,1.1571129405945477,1.164680973391918,1.4464027369509083,1.3662298037957195,1.0143212125224714,0.9633492484271233,0.9321919796222957,0.9600655520412529,1.0557906914632103,1.3176306526994148,1.300915628959502,0.819291227992144,0.684640575890338,0.5125012564277736,0.2814355849634751,0.3037236603155211,0.3495932089470202,0.36886383208464935,0.46578535855670467,0.46585926055659677,0.4372764782283216,0.5056744018911399,0.5331730405031312,EMSC-20130615_0000051,IACM,5.3333
140,-4.645282784247323,0.5089918501900002,-0.9789599539311205,-0.9998317685179536,-0.9714468890645414,-0.9927448211593948,-1.0233885730673755,-1.0521070918288267,-1.2064064576222702,-1.3254996269307737,-1.2417816525911203,-1.006772438234985,-0.7932773380209879,-0.460082021965734,-0.3951677485184728,-0.49062433129616956,-0.6466218885190678,-0.5634350795416285,-0.8705837628511546,-0.689652760281807,-0.6474474741668441,-0.6695412518454518,-0.7573086560792532,-0.8963044788860124,-1.0100830839491088,-0.8698600882569636,-0.83073211133736,-0.9232922071808662,-1.159469291293746,-1.429110752802785,-1.1463039639642414,-1.1174746241835383,-1.1823270706497144,-0.9610992573205319,-0.7835510279596516,-0.8587368437373097,-1.0029154680258276,-1.0836690411220946,EMSC-20130615_0000051,ZKR,5.3333
143,-3.278446876956192,0.8142047173456883,-0.07665531350533783,-0.13181587318041643,-0.414678504165261,-0.45150795902990026,-0.5088661838117421,-0.5025367832335998,-0.7045643165492237,-0.6567642824754696,-0.14225546235532605,-0.017560123770190117,-0.19842693090195773,-0.03868638853492712,0.22978047740162388,0.02776234666714572,-0.08842930824924622,-0.12354314952603396,-0.3170253045295457,-0.2309932040205016,-0.2381718695227537,-0.25329188202237596,0.014357700649778593,0.007402427092385366,-0.09401455286041305,-0.12812746370793526,0.07772705158813231,0.05914209767212597,-0.06458580442547479,-0.03925814058675847,-0.04399489594317174,0.09218389302255581,-0.09207882871563378,0.010255700843869064,-0.17093000016413207,-0.15993106241298172,-0.04525612177516969,-0.04568815506187285,EMSC-20130615_0000058,IMMV,8.0
145,-0.5073442107828505,0.8665098836610334,1.0128892254772799,0.8554975130308691,0.7445154599311934,0.7151246898353936,0.6921059778114023,0.742538302220165,0.5925524586266402,0.31986822184165575,0.5665893443063181,1.049912039855566,0.8986538714518275,1.0452257255484012,1.2938983736972878,1.1572698104442516,1.0275452075993181,1.2783712939310519,1.1387890432673569,0.8962561328632495,0.8545029187515052,0.8515891072010024,0.9649661676492345,1.108450117843769,1.6475821964960193,1.3905781369724277,1.2926449167264158,1.1429638526421275,0.925269131706326,0.8449329073049849,0.766719165264794,0.8274117992915127,0.6887319037183968,0.7348381354839741,0.7025875819423266,0.7011028515278976,0.7151263065628211,0.746329562466288,EMSC-20130615_0000058,IACM,5.3333
146,-3.2817170192708307,0.754386967284796,-0.07492509197823516,-0.1305328072908587,-0.41367143051432187,-0.4505637191488976,-0.508089410836881,-0.5018227087304439,-0.703938325740241,-0.6560363783716063,-0.14130336626376128,-0.016345719899705458,-0.19707590378066797,-0.03719256867258558,0.23138610267979054,0.02946271375023457,-0.08667277579911747,-0.12174156611529163,-0.3151195278403378,-0.22901438146850062,-0.23615479328539735,-0.25127223063230986,0.016373503546388335,0.009411628814685713,-0.09204356648173828,-0.12618878794191524,0.07963429306307823,0.060993766589188425,-0.06280740686140263,-0.037497409616806365,-0.042339681526220474,0.0938408706717393,-0.09199667823064672,0.011623200220441277,-0.17069764517643904,-0.15878335477262517,-0.041683269304616744,-0.0428594164724565,EMSC-20130615_0000058,IMMV,8.0
147,-4.038892993261333,0.5378009642187509,-0.5078373905330071,-0.44608729051539164,-0.9122566262030318,-0.9359353768566461,-0.9864808605439492,-0.9773264705330149,-1.1300932640026762,-1.2296795180551312,-1.0227868408800473,-0.886263695155117,-0.5844217911817733,-0.21458643073802453,-0.5229084570749114,-0.46942351520408465,-0.3124399702442062,-0.15703465903440428,-0.29924885463603523,-0.5312007116684914,-0.514100639006255,-0.48922534065480505,-0.5677064365092281,-0.8035361718251401,-0.5731260987903166,-0.7729458248610008,-0.6237937909421394,-0.7169741399894214,-0.26285767515693514,-0.23030282729901508,-0.3406240268713514,-0.26955323695540123,-0.3166891228463964,-0.346490251374469,-0.3288287560393677,-0.5071042629607305,-0.5276668488598837,-0.6712546335395793,EMSC-20130615_0000058,ZKR,5.3333
148,-3.281776424400027,0.47727393358424797,-0.24084165670687163,-0.39686387801322986,-0.4515286835308494,-0.48482806466499007,-0.5494192731450092,-0.5747739550723097,-0.7861538057966033,-1.0023954456047282,-0.9621226729531855,-0.672963197080886,-0.414964341177674,-0.04182141874059653,0.08687486020492408,-0.01856060567077833,0.018770866474943304,0.09161586525388365,-0.12185502630953238,0.030503208541791338,0.2468907873182289,0.1761872992414748,0.18001455134705857,0.3248471536639901,-0.03637572602407246,-0.12535601051031264,-0.236940670438333,-0.5100240593058807,-0.5402912191762859,-0.506729603033639,-0.36505996890517345,-0.3513362710743575,-0.4388854290348174,-0.46232263410336216,-0.4793567171241975,-0.6155050494397045,-0.5613493254312303,-0.6463758904522425,EMSC-20130615_0000059,IMMV,8.0
150,-0.5569484953780268,0.7571194657160922,0.7649930716518298,0.5053565607737092,0.5669044370543297,0.5394646836791743,0.5031171409294108,0.5331060373348349,0.2956664737249781,0.10926233839518584,0.09464486064710709,0.360412537687707,0.6293255473044628,0.8954217482870472,1.104381222543517,1.1102091819901503,1.075480261999517,1.3141935624253032,1.2652473950724366,0.9889551576264761,1.054021609330527,1.1034457135866953,1.1716985147821237,1.5142054852499838,1.3538619298072128,0.9012208459008502,0.8784468728603354,0.8855141263153605,0.5074947172197,0.36805539628553063,0.2773871408976465,0.26894456449189086,0.31012913644371487,0.37969994993970246,0.3323268008083975,0.2681500605236664,0.28420601067071694,0.2948259145353038,EMSC-20130615_0000059,IACM,8.0
151,-3.2698485140724873,0.5150952094287731,-0.2391157482485493,-0.39528364790364634,-0.45051668795395905,-0.48389068210709496,-0.5486290164069221,-0.5740485527736539,-0.7855374063437832,-1.0016676754696583,-0.96117440569002,-0.6717487932104005,-0.41361611856659763,-0.040325164849560835,0.08848048548309073,-0.01686023858768948,0.02052134240513226,0.09341744866462598,-0.1199492496203245,0.03248587251235158,0.24890786355558525,0.17820260891217643,0.18202663702719413,0.32685635538629043,-0.0344047396453977,-0.12341733474429262,-0.23504213570719656,-0.5081723903888182,-0.538481473158475,-0.5049938486481409,-0.3634442528589208,-0.3498242568970156,-0.4373801482606705,-0.4608566368197895,-0.47781312690342403,-0.6141462154394386,-0.5600535137927292,-0.6460746520900287,EMSC-20130615_0000059,IMMV,8.0
152,-4.802076270044777,0.5902188293398871,-0.9479488814931543,-1.0140111495352269,-1.3235752399206326,-1.3405770377410207,-1.3892828957211005,-1.4022956753230034,-1.613491946340302,-1.7786127156555178,-1.578049799471878,-1.3206739992655745,-1.163944821630241,-1.022924339976992,-0.8882793308150934,-0.8904073027954107,-1.0183710926624574,-0.7375970049084266,-0.8628481049023584,-0.8268671701486436,-0.6927980123461968,-0.7674552509357673,-0.7665614978874737,-0.8459928338694471,-1.2068283153545494,-0.9906460121773293,-0.9744431067564019,-1.0542408392435227,-1.0817989367255656,-0.681782956918644,-0.8482262403344212,-0.9068470792442813,-1.0978793170410075,-1.069715197261134,-0.9651222052878854,-1.07311508942745,-1.0083195364465247,-0.9442313013734989,EMSC-20130615_0000059,ZKR,8.0
153,-4.52501252815741,0.5318149003749864,-0.9789070928072015,-1.0234149686661542,-1.1477147928450506,-1.1786949106847082,-1.2488675878510822,-1.2405102671437653,-1.4129614278056195,-1.339515531487006,-0.9854478497790904,-0.834617393309891,-0.7919756761283914,-0.7952183259175829,-0.8110006216390779,-0.762144317986861,-0.7767187369395021,-0.8559590533915795,-0.5393872961542616,-0.5828650974451897,-0.7839495279906554,-0.6589760054237761,-0.8169831118239106,-1.060009135259353,-0.8295060299196635,-0.7206366095744734,-0.7623927101004497,-1.0974407754072466,-1.2421056713787308,-1.0867391039401735,-1.1012344511087981,-1.1324954079491167,-1.1089938299454847,-1.01722309203023,-1.0333240166517648,-1.1121064997500323,-1.2097679367182987,-1.278584488045471,EMSC-20130615_0000066,IMMV,8.0
155,-2.203663590100609,1.0156976380297773,-0.23673676419579515,-0.418668204295388,-0.4311352854641415,-0.4389219037755545,-0.2870141201946179,-0.31365802958900524,-0.4880917474987996,-0.5375914479262596,-0.4223584652207677,-0.024381569629950306,0.02449751592457794,0.0565530203360316,-0.056642777567628144,-0.24337332492269326,-0.09741343490088017,0.1388981515903822,0.16520569978420863,0.11599707001389525,0.07556399930666569,0.1594934421220584,0.10619592626496654,0.012813591454804651,0.33561592584205346,0.18405332143432318,0.12270261003801508,-0.13764466943604958,-0.41067027271191847,-0.5895732367624262,-0.7364639609643042,-0.7153769156212118,-0.6345633642823412,-0.5429902339079078,-0.5787374988634593,-0.5765961590866944,-0.503805250657317,-0.5423239481033661,EMSC-20130615_0000066,IACM,5.3333
156,-4.525714425864113,0.5248496472753308,-0.9771145408903159,-1.021748430384779,-1.146510882361369,-1.1814553999686588,-1.2466041971059347,-1.2413839284676627,-1.4152295904516485,-1.3403366884513055,-0.9853171925032775,-0.8336646721987604,-0.7906901522811243,-0.7937256353041224,-0.8094095965529036,-0.7604474864403343,-0.774968694311573,-0.8541532316061691,-0.5374782092864194,-0.580878676399589,-0.7819324517532991,-0.6569562230310861,-0.8149651806347347,-1.0579834888733455,-0.8275174077897933,-0.7186571532689232,-0.7604401847906566,-1.0955179700860995,-1.24022869395038,-1.0848644895947217,-1.099545946912425,-1.1307228378197003,-1.1071994482731107,-1.015243703788176,-1.0312344704156615,-1.111424484726534,-1.2069679884211837,-1.2726615780619515,EMSC-20130615_0000066,IMMV,8.0
157,-6.350094863471194,0.5922397811413811,-1.913679047461759,-1.984661194105641,-2.1152302508560403,-2.120391311072016,-2.1671638524290326,-2.142476345906333,-2.349405190609911,-2.36863579933863,-2.193720002048307,-2.0606991326005595,-1.7570602053490045,-1.6749426951343738,-1.4710781502658667,-1.4082164904853967,-1.578867653132571,-1.4577587106414587,-1.874026618314237,-2.0238391936050686,-2.202337163491112,-2.1067518143748067,-2.0234479586296503,-2.1897211173886326,-1.99655028709188,-1.9526757897949931,-1.8369171426240793,-1.7493113690878381,-1.8715996725397197,-1.9130320181096838,-1.8726672985452097,-1.9511630479225328,-2.0151210691685524,-1.887526260187105,-2.045712191118769,-2.076886851174507,-2.088619940908117,-2.3192218966571296,EMSC-20130615_0000066,ZKR,5.3333
158,-4.100138163426292,0.6401084734919085,-0.7092924945046057,-0.8642077857265473,-0.6621669461043158,-0.6961741388604192,-0.7358258607320831,-0.758583453739055,-0.9363184201793082,-0.8848066046154699,-0.6395518282529107,-0.266340675636938,-0.3052587674644105,-0.06802580116387169,-0.04174776412306436,-0.28842508740959616,-0.36783842993859395,-0.4722553329503114,-0.4599586490387235,-0.852409140697775,-0.8587913505242213,-0.8680116733770316,-0.9131501730439133,-0.8973709700830792,-0.6789949544762681,-0.619383600430389,-0.47156977331385974,-0.4878284008509528,-0.6625217058860571,-1.0060176634722513,-1.0519344602113616,-1.0550933500316741,-1.0157225598184567,-0.859147041833376,-0.8996623442546401,-1.0361010763182747,-0.8459730540138075,-0.860417285680743,EMSC-20130616_0000032,IMMV,8.0
160,-1.3294000763903941,0.919865328334994,0.4387068383389341,0.27560619708298084,0.40586113202937124,0.3667394209686563,0.48466041003043614,0.4299943398370685,0.23568139957676681,-0.00709742463278662,0.25297684086140926,0.757968407176743,0.9856303033341476,0.9075029297640382,0.8060329155619304,1.0131176437318148,0.8490510062765901,0.8006584523664424,0.9803369415921734,0.7158447805847024,0.7458257262534902,0.7835246375679086,0.8520367067669987,0.8917465839441734,0.8263892563968351,0.622779151181442,0.3821834603681378,0.2929388597743081,0.1451621917693231,0.11906356648025884,0.04863594741403965,0.0503088887784191,0.10685312881138387,0.15185487325338443,0.14802193501938632,0.164146381440613,0.21925587522014034,0.24414403949670493,EMSC-20130616_0000032,IACM,5.3333
161,-4.1387178867340975,0.6333270490372085,-0.7316628985611207,-0.9067195600530376,-0.6815372962690489,-0.7155936664329783,-0.7553403612374385,-0.7783520846089846,-0.956222621218382,-0.9043444365864719,-0.6589989005657451,-0.28546757523940336,-0.32437677933923936,-0.08713604295961552,-0.06064056291499931,-0.30731451953130495,-0.38650124584961,-0.4907801720606333,-0.4788576523428123,-0.8711577003918087,-0.8770761786720556,-0.8862694620915406,-0.9321775984792797,-0.9154350397799202,-0.6986186824418574,-0.6382285296046888,-0.49247131427369517,-0.5089280483191647,-0.6853218322158572,-1.0358634811370528,-1.0805205995853804,-1.09420200110233,-1.0559343952116809,-0.930377402737971,-1.0001564167073145,-1.1050778811399056,-1.0199497472318484,-1.0398627608413413,EMSC-20130616_0000032,IMMV,5.3333
162,-5.691326469133816,0.6332827969181127,-1.35245379793243,-1.3114010338033353,-1.6628245751888642,-1.627546799152828,-1.658994457512339,-1.650650361915389,-1.9563754164623557,-2.0389433576902487,-1.518254868887853,-1.5727574954258472,-1.3753574406537776,-1.147208236972439,-1.1108289126252693,-1.0408941686885669,-1.1298262706835196,-1.0229556992695485,-1.215397010862647,-1.1143022890461403,-1.133737539553966,-1.1319375450122102,-1.3814082324133299,-1.373235134105256,-1.4402780138261022,-1.5385131312000624,-1.6428583760498654,-1.4269409954964196,-1.131395519108482,-1.3407487799243931,-1.380930668259131,-1.2185109275242212,-1.3463180873866953,-1.136931887096651,-1.2433904202820383,-1.2688055615822211,-1.4405711649915602,-1.5360629686549672,EMSC-20130616_0000032,ZKR,5.3333
