site,n_storeys,structure_id,tag,design_group_id,n_sites_in_group,is_representative,msa_fx_theta,msa_fx_log_theta,msa_fx_theta_bc,msa_fx_log_theta_bc,msa_fx_var_theta,msa_fx_var_log_theta,msa_fx_log_theta_bias,msa_fx_beta,msa_fx_log_beta,msa_fx_beta_bc,msa_fx_log_beta_bc,msa_fx_var_beta,msa_fx_var_log_beta,msa_fx_log_beta_bias,msa_fx_n_obs,ida_fx_theta,ida_fx_log_theta,ida_fx_theta_bc,ida_fx_log_theta_bc,ida_fx_var_theta,ida_fx_var_log_theta,ida_fx_log_theta_bias,ida_fx_beta,ida_fx_log_beta,ida_fx_beta_bc,ida_fx_log_beta_bc,ida_fx_var_beta,ida_fx_var_log_beta,ida_fx_log_beta_bias,ida_fx_n_obs,ida_ub_theta,ida_ub_log_theta,ida_ub_theta_bc,ida_ub_log_theta_bc,ida_ub_var_theta,ida_ub_var_log_theta,ida_ub_log_theta_bias,ida_ub_beta,ida_ub_log_beta,ida_ub_beta_bc,ida_ub_log_beta_bc,ida_ub_var_beta,ida_ub_var_log_beta,ida_ub_log_beta_bias,ida_ub_n_obs,ida_avg_theta,ida_avg_log_theta,ida_avg_theta_bc,ida_avg_log_theta_bc,ida_avg_var_theta,ida_avg_var_log_theta,ida_avg_log_theta_bias,ida_avg_beta,ida_avg_log_beta,ida_avg_beta_bc,ida_avg_log_beta_bc,ida_avg_var_beta,ida_avg_var_log_beta,ida_avg_log_beta_bias,ida_avg_n_obs,msa_ss_theta,msa_ss_log_theta,msa_ss_theta_bc,msa_ss_log_theta_bc,msa_ss_var_theta,msa_ss_var_log_theta,msa_ss_log_theta_bias,msa_ss_beta,msa_ss_log_beta,msa_ss_beta_bc,msa_ss_log_beta_bc,msa_ss_var_beta,msa_ss_var_log_beta,msa_ss_log_beta_bias,msa_ss_n_obs
10,3,3,3s_cbf_dc2_site10,group_3s_03,5,False,0.4942956691778448,-0.7046214202333093,0.4942956691778448,-0.7046214202333093,0.0003564580007095731,0.001451765460766396,2.4640083046145733e-05,0.1697986478752992,-1.773141968179592,0.1763452331689444,-1.7353116531789061,0.001533999429228023,0.05296483706215019,-0.0378303150006857,5000,0.4662304077528491,-0.7630753298124323,0.4662304077528491,-0.7630753298124323,0.0003454910021259351,0.001582031196669464,-0.0001592522429535,0.1908119170136356,-1.6564670637756354,0.193488882861519,-1.642535221074829,0.0005156272019083085,0.015774557216987405,-0.0139318427008063,5000,0.5026681103483441,-0.6878251470406922,0.5026681103483441,-0.6878251470406922,0.00036340482104536083,0.0014332566323494835,-0.0002161538003125,0.1822022244624404,-1.702638085326085,0.1848321442850072,-1.688307193964338,0.00047411157804946614,0.01589332852749876,-0.0143308913617474,5000,0.4841065565059645,-0.7254502384265623,0.4841065565059645,-0.7254502384265623,0.000352078362902031,0.0014962704052307496,-0.0001877030216329,0.1858806395959118,-1.682650533863641,0.1885240833497588,-1.6685295171263912,0.000491777914868112,0.015837360753825202,-0.0141210167372503,5000,0.496506202316115,-0.7001593034981678,0.496506202316115,-0.7001593034981678,0.00014441657362356,0.0005865542561113209,0.0004159930891939,0.2043629531381887,-1.587857683957534,0.2077703266930859,-1.5713220079481547,0.0011629904620538997,0.028124589431872668,-0.0165356760093797,5000
11,3,3,3s_cbf_dc2_site11,group_3s_03,5,False,0.4942956691778448,-0.7046214202333093,0.4942956691778448,-0.7046214202333093,0.0003564580007095731,0.001451765460766396,2.4640083046145733e-05,0.1697986478752992,-1.773141968179592,0.1763452331689444,-1.7353116531789061,0.001533999429228023,0.05296483706215019,-0.0378303150006857,5000,0.4662304077528491,-0.7630753298124323,0.4662304077528491,-0.7630753298124323,0.0003454910021259351,0.001582031196669464,-0.0001592522429535,0.1908119170136356,-1.6564670637756354,0.193488882861519,-1.642535221074829,0.0005156272019083085,0.015774557216987405,-0.0139318427008063,5000,0.5026681103483441,-0.6878251470406922,0.5026681103483441,-0.6878251470406922,0.00036340482104536083,0.0014332566323494835,-0.0002161538003125,0.1822022244624404,-1.702638085326085,0.1848321442850072,-1.688307193964338,0.00047411157804946614,0.01589332852749876,-0.0143308913617474,5000,0.4841065565059645,-0.7254502384265623,0.4841065565059645,-0.7254502384265623,0.000352078362902031,0.0014962704052307496,-0.0001877030216329,0.1858806395959118,-1.682650533863641,0.1885240833497588,-1.6685295171263912,0.000491777914868112,0.015837360753825202,-0.0141210167372503,5000,0.5005660200693369,-0.692015780695544,0.5005660200693369,-0.692015780695544,0.00020860957447096454,0.000826546061846011,0.0007923049365649,0.2290131409919561,-1.4739758928299604,0.2310220154520721,-1.4652422680142503,0.0011863424316163004,0.022000089192803104,-0.0087336248157103,5000
12,3,5,3s_cbf_dc2_site12,group_3s_05,1,True,0.374906652846044,-0.9810782097427643,0.374906652846044,-0.9810782097427643,0.00027925563511038075,0.001979690804485932,-0.0001998281637662,0.2028413576655989,-1.595331094794348,0.207672556069609,-1.57179268937917,0.0018755097722448796,0.043124477229180794,-0.0235384054151783,5000,0.3622831388882218,-1.015329221252623,0.3622831388882218,-1.015329221252623,0.00019834901719399247,0.0015073439186873549,-0.0003340130472784,0.188021983927586,-1.6711963872036117,0.191571457662895,-1.6524943928987625,0.0006685329106155069,0.02202387884974595,-0.0187019943048492,5000,0.3904911369622162,-0.9403500065996202,0.3904911369622162,-0.9403500065996202,0.00020349291678235099,0.001331677375818948,-0.0001599378172536,0.1761964082119258,-1.7361559504101571,0.1797836062087158,-1.7160013390286304,0.0006286021168813696,0.02358818434259282,-0.0201546113815269,5000,0.3761227921925262,-0.9778396139261214,0.3761227921925262,-0.9778396139261214,0.00019929508730873256,0.0014055765137383819,-0.000246975432266,0.1813023226608156,-1.707589350157141,0.1848434777694195,-1.688245878130998,0.0006423930286103419,0.022791485083954063,-0.0193434720261433,5000,0.3528006555198341,-1.0418520968018106,0.3528006555198341,-1.0418520968018106,0.00012955886446856956,0.0010374653357450735,-0.0004742230949899,0.3133792383638497,-1.160341197700526,0.3162553237973745,-1.151205404940204,0.0014357654760025038,0.014386995617076454,-0.0091357927603221,5000
13,3,6,3s_cbf_dc2_site13,group_3s_06,2,True,0.3746444075628903,-0.9817779493808112,0.3746444075628903,-0.9817779493808112,0.00031355211528935964,0.002221321928315423,-0.0002960871342155,0.2150001194321333,-1.5371166953563342,0.2200141887092093,-1.5140632405766632,0.0020783147186178657,0.04242492808024687,-0.023053454779671,5000,0.3562756440191636,-1.0320505667782565,0.3562756440191636,-1.0320505667782565,0.0001795221317063654,0.0014085591941681809,-0.000415915521396,0.1807604047182646,-1.710582855460238,0.1849374078450143,-1.6877378471252364,0.0007207244342075069,0.026238250797076566,-0.022845008335002,5000,0.384117463536578,-0.9568068785441275,0.384117463536578,-0.9568068785441275,0.00019293632950213784,0.0013021622834494505,-0.0002286683805196,0.1734906362486529,-1.7516316508000407,0.1774667250974433,-1.7289721518800396,0.000663450307456144,0.026147637392545726,-0.022659498920001,5000,0.3699347195121079,-0.994428722661192,0.3699347195121079,-0.994428722661192,0.00018434371925017058,0.0013415323510663514,-0.0003222919509577,0.1762573547741561,-1.7358101089453284,0.1803393948956542,-1.7129146762689267,0.0006899048118620539,0.026455671174886054,-0.0228954326764019,5000,0.4018792114770341,-0.9116037044755608,0.4018792114770341,-0.9116037044755608,0.0001305012239571615,0.0008051231315812107,0.0002214757654231,0.2378475545257238,-1.436125337738692,0.2406711175754077,-1.4243239348477925,0.0011646415050298497,0.020208940014726996,-0.0118014028908994,5000
14,3,7,3s_cbf_dc2_site14,group_3s_07,1,True,0.3754285920415873,-0.9796869935276573,0.3754285920415873,-0.9796869935276573,0.0002903505414104146,0.002050216326969872,2.6555507588565952e-05,0.2035941266243569,-1.5916268423429067,0.2086451299611757,-1.5671204129254537,0.0018909899336748944,0.04327862766018687,-0.024506429417453,5000,0.3626732810239567,-1.0142529022831437,0.3626732810239567,-1.0142529022831437,0.00020036472735672825,0.0015187246539293943,-0.0002639685331253,0.1887337950288687,-1.6674177486903707,0.1921773345933963,-1.6493367155527652,0.0006569446181815251,0.02142033318182192,-0.0180810331376053,5000,0.3903820301494932,-0.9406294548327734,0.3903820301494932,-0.9406294548327734,0.00020341536660839938,0.0013311395603386336,-0.0001159078614708,0.1761539673358679,-1.7363968519627504,0.1797968268606865,-1.715927805261157,0.0006389894975639876,0.024023981912255608,-0.0204690467015933,5000,0.3762726826745597,-0.9774411785579584,0.3762726826745597,-0.9774411785579584,0.00020024506181044168,0.0014104475735698294,-0.0001899381972985,0.1816115082450114,-1.7058854434295914,0.185121021631987,-1.6867454967966673,0.000640943502037368,0.022647259854751405,-0.0191399466329242,5000,0.3718911994420027,-0.9891539421063054,0.3718911994420027,-0.9891539421063054,9.527216443198634e-05,0.0006885492261504414,-0.0001064988467619,0.2176824094217229,-1.5247181159276328,0.2198381842069349,-1.514863529594095,0.0009317623716789919,0.019412086409864703,-0.0098545863335379,5000
15,3,8,3s_cbf_dc2_site15,group_3s_08,1,True,0.3843347288509862,-0.9562414163791427,0.3843347288509862,-0.9562414163791427,0.00023791890285303481,0.001595765636472235,0.0012072743787912,0.1751141831445634,-1.7423170427161718,0.1802456152774238,-1.7134348288970118,0.001122684258516952,0.036279060526799425,-0.02888221381916,5000,0.3606346048078661,-1.0198900082918017,0.3606346048078661,-1.0198900082918017,0.00019562754997949085,0.0014978058237875016,0.0001618054285581,0.1845395250739869,-1.6898916104018162,0.1876976818152826,-1.6729226859439246,0.0005570438331467954,0.01807855905335971,-0.0169689244578916,5000,0.3936142996383969,-0.9323837840818651,0.3936142996383969,-0.9323837840818651,0.00023032317839470848,0.0014794114135626808,0.0001974178762585,0.1832093045752429,-1.6971260388656602,0.1863878287316966,-1.6799256753663294,0.0005603937118635587,0.01834958200047952,-0.0172003634993309,5000,0.3767637686891061,-0.9761368961868334,0.3767637686891061,-0.9761368961868334,0.0002117003143178935,0.0014845841587378594,0.0001796116524086,0.1836179577753137,-1.6948979963450235,0.1868026259470878,-1.677702695753611,0.0005606139595035314,0.01833735242995451,-0.0171953005914127,5000,0.4040758718868533,-0.9061526169533868,0.4040758718868533,-0.9061526169533868,8.132766188871765e-05,0.0004974707280797996,-1.4590309722173345e-05,0.2245219270630336,-1.493781905909904,0.226234811051311,-1.4861818321305227,0.0005529227937772705,0.010919075713135542,-0.0076000737793815,5000
16,3,1,3s_cbf_dc2_site16,group_3s_01,6,False,0.3927314884260653,-0.9346291361817431,0.3927314884260653,-0.9346291361817431,0.00021204853629574566,0.0013555537211046667,0.0008178576293814,0.1597791072345707,-1.833962997410551,0.1650261928397132,-1.8016510731970183,0.0009143958686530213,0.03626948101304877,-0.0323119242135327,5000,0.3819996601210207,-0.9623355601115056,0.3819996601210207,-0.9623355601115056,0.00023075228069862177,0.0015732993917946282,-0.0002149337391471,0.1904015439992485,-1.6586200474180013,0.1930099662889395,-1.6450134526076934,0.0004650277223527614,0.014563964927875048,-0.0136065948103081,5000,0.4124146742084573,-0.8857259450076367,0.4124146742084573,-0.8857259450076367,0.00024615228555664547,0.001439908570685539,-0.0001836395368708,0.1820151903879138,-1.703665131718384,0.1845840170806781,-1.6896505420232082,0.00043495941988826316,0.015004101763339373,-0.0140145896951759,5000,0.3969159424570298,-0.924030752559571,0.3969159424570298,-0.924030752559571,0.00023723303371295525,0.001498201362544676,-0.000199286638009,0.1857220749445079,-1.683503943458475,0.1882999361865788,-1.6697191822113937,0.0004468233702770874,0.014757455724310052,-0.0137847612470816,5000,0.4329192091982722,-0.8372041522262855,0.4329192091982722,-0.8372041522262855,0.00011984721019222945,0.0006356288399775413,0.0002153232163993,0.2008548231609168,-1.6051729047190084,0.2038218627093206,-1.5905088886314913,0.000845463862908574,0.020777529765256823,-0.0146640160875175,5000
17,3,9,3s_cbf_dc2_site17,group_3s_09,2,True,0.445385298446924,-0.8088155322318655,0.445385298446924,-0.8088155322318655,0.00032582122858530835,0.0016216319196246116,0.0006560318632099,0.187704193666922,-1.6728879932475618,0.1926769227465135,-1.6467404681463151,0.0006986893807151895,0.02052404063586515,-0.026147525101247,5000,0.4309343674068464,-0.8417994802726353,0.4309343674068464,-0.8417994802726353,0.00024125344100975893,0.0012942376807054273,-4.961261526370553e-05,0.1716168973663696,-1.76249062727509,0.1735489065926787,-1.751295836938045,0.0003125337636262239,0.011831414711253882,-0.0111947903370455,5000,0.4627608557968049,-0.7705448684913132,0.4627608557968049,-0.7705448684913132,0.0002495647543530314,0.0011621140754295236,2.9875222530173492e-05,0.1627769115352724,-1.8153746565076616,0.1645315967846459,-1.8046526495030615,0.0002652034836749629,0.011072162559659478,-0.0107220070046005,5000,0.4465641685731704,-0.8061721743819744,0.4465641685731704,-0.8061721743819744,0.0002438554763786535,0.001218798025688155,-9.868696366654994e-06,0.166596500464987,-1.7921805550823386,0.1683755408759564,-1.781558431927406,0.00027816336818238155,0.011111225373229516,-0.0106221231549328,5000,0.4178173215190569,-0.8727109718414777,0.4178173215190569,-0.8727109718414777,0.000108198037774964,0.0006176663416582721,0.0003972928389593,0.2172271893179463,-1.5268115177349948,0.2190901264629071,-1.518272097463192,0.0005677445837998125,0.012051471060367754,-0.0085394202718027,5000
18,3,3,3s_cbf_dc2_site18,group_3s_03,5,False,0.4942956691778448,-0.7046214202333093,0.4942956691778448,-0.7046214202333093,0.0003564580007095731,0.001451765460766396,2.4640083046145733e-05,0.1697986478752992,-1.773141968179592,0.1763452331689444,-1.7353116531789061,0.001533999429228023,0.05296483706215019,-0.0378303150006857,5000,0.4662304077528491,-0.7630753298124323,0.4662304077528491,-0.7630753298124323,0.0003454910021259351,0.001582031196669464,-0.0001592522429535,0.1908119170136356,-1.6564670637756354,0.193488882861519,-1.642535221074829,0.0005156272019083085,0.015774557216987405,-0.0139318427008063,5000,0.5026681103483441,-0.6878251470406922,0.5026681103483441,-0.6878251470406922,0.00036340482104536083,0.0014332566323494835,-0.0002161538003125,0.1822022244624404,-1.702638085326085,0.1848321442850072,-1.688307193964338,0.00047411157804946614,0.01589332852749876,-0.0143308913617474,5000,0.4841065565059645,-0.7254502384265623,0.4841065565059645,-0.7254502384265623,0.000352078362902031,0.0014962704052307496,-0.0001877030216329,0.1858806395959118,-1.682650533863641,0.1885240833497588,-1.6685295171263912,0.000491777914868112,0.015837360753825202,-0.0141210167372503,5000,0.4474774063007775,-0.8041292312551714,0.4474774063007775,-0.8041292312551714,0.00014235891062454973,0.0007129610453084408,3.097133106610972e-05,0.2010655801797025,-1.604124154586638,0.2027494450130061,-1.595784323287495,0.0015796879289510487,0.03613724666800852,-0.0083398312991429,5000
19,3,0,3s_cbf_dc2_site19,group_3s_00,8,False,0.4116651547544273,-0.8875449912562237,0.4116651547544273,-0.8875449912562237,0.00032383966701769783,0.0019064066843463205,-0.0001054018731223,0.2066018777656796,-1.5769616334430352,0.2121964957732001,-1.5502425667312565,0.0008392385455382553,0.0199333976616208,-0.0267190667117791,5000,0.3931420206240298,-0.9335843567596598,0.3931420206240298,-0.9335843567596598,0.000307860192002602,0.0019805060410604276,-0.0002699935026406,0.2162369317847635,-1.5313805660492947,0.2189614401158104,-1.5188596371987702,0.0005684719126361998,0.013430100308876864,-0.012520928850525,5000,0.4242442616884799,-0.8574459007377554,0.4242442616884799,-0.8574459007377554,0.0003559924044836573,0.0019689377016086887,-0.0002142207817281,0.2155933346748763,-1.5343613556623037,0.2176422777853667,-1.5249024915794127,0.0004354918559616834,0.010413422434807544,-0.0094588640828909,5000,0.4083971673241119,-0.8955151287487076,0.4083971673241119,-0.8955151287487076,0.0003295915408067414,0.0019659239037751407,-0.0002421071421844,0.2154459440856429,-1.5350452404136041,0.2177884920189916,-1.5242309072575877,0.0004921116732119998,0.011745968364913912,-0.0108143331560166,5000,0.4049596889654542,-0.9039677502480089,0.4049596889654542,-0.9039677502480089,0.00020930387533800598,0.0012584106786350455,0.0014545951853606,0.3075558580500362,-1.179098556037087,0.3044807563460159,-1.1891473913792645,0.0062363235314319716,0.04959878253924504,0.0100488353421774,5000
20,3,4,3s_cbf_dc2_site20,group_3s_04,3,False,0.3861144912610446,-0.9516213440126315,0.3861144912610446,-0.9516213440126315,0.0002323799975935195,0.0015509869538054975,0.0004968498696868,0.1776826339406378,-1.7277562754365148,0.1831720576950428,-1.6973293618736736,0.0008625505084794968,0.0275747953458665,-0.0304269135628414,5000,0.3601987280197424,-1.0210993775631672,0.3601987280197424,-1.0210993775631672,0.00019044105414426772,0.0014611231985062387,0.0001547643818298,0.1821170422215884,-1.7031057094689395,0.1854008791164705,-1.6852348841330886,0.0005707154892339448,0.019060316023228628,-0.0178708253358506,5000,0.3932496781473053,-0.9333105554870464,0.3932496781473053,-0.9333105554870464,0.00022509064186860788,0.0014479782145375975,0.0001959884265002,0.1811795823915252,-1.7082665716805918,0.1844784382013529,-1.6902226884482603,0.0005753789972803011,0.019318021692608583,-0.0180438832323317,5000,0.376361573307946,-0.977204966525107,0.376361573307946,-0.977204966525107,0.00020635954205352504,0.0014497193361129176,0.0001753764041652,0.1813396543927144,-1.7073834626185058,0.1846522170089523,-1.6892811312083789,0.0005756654167469078,0.019355126715006905,-0.0181023314101274,5000,0.3643706614141849,-1.0095836288733182,0.3643706614141849,-1.0095836288733182,7.702912216483766e-05,0.0005778399967117847,0.0002268993011806,0.1814215886225332,-1.7069317372327892,0.1836328110694089,-1.6948171072340215,0.0007081661725606428,0.02105850750563999,-0.0121146299987677,5000
21,3,9,3s_cbf_dc2_site21,group_3s_09,2,False,0.445385298446924,-0.8088155322318655,0.445385298446924,-0.8088155322318655,0.00032582122858530835,0.0016216319196246116,0.0006560318632099,0.187704193666922,-1.6728879932475618,0.1926769227465135,-1.6467404681463151,0.0006986893807151895,0.02052404063586515,-0.026147525101247,5000,0.4309343674068464,-0.8417994802726353,0.4309343674068464,-0.8417994802726353,0.00024125344100975893,0.0012942376807054273,-4.961261526370553e-05,0.1716168973663696,-1.76249062727509,0.1735489065926787,-1.751295836938045,0.0003125337636262239,0.011831414711253882,-0.0111947903370455,5000,0.4627608557968049,-0.7705448684913132,0.4627608557968049,-0.7705448684913132,0.0002495647543530314,0.0011621140754295236,2.9875222530173492e-05,0.1627769115352724,-1.8153746565076616,0.1645315967846459,-1.8046526495030615,0.0002652034836749629,0.011072162559659478,-0.0107220070046005,5000,0.4465641685731704,-0.8061721743819744,0.4465641685731704,-0.8061721743819744,0.0002438554763786535,0.001218798025688155,-9.868696366654994e-06,0.166596500464987,-1.7921805550823386,0.1683755408759564,-1.781558431927406,0.00027816336818238155,0.011111225373229516,-0.0106221231549328,5000,0.4600140681205683,-0.7764982070958423,0.4600140681205683,-0.7764982070958423,0.00010352399151059575,0.000489743503840481,0.0003321869415904,0.1655352420127351,-1.7985711641589563,0.1690416491589027,-1.777610149694342,0.0007762259204990262,0.02882297982164623,-0.0209610144646146,5000
22,3,4,3s_cbf_dc2_site22,group_3s_04,3,False,0.3861144912610446,-0.9516213440126315,0.3861144912610446,-0.9516213440126315,0.0002323799975935195,0.0015509869538054975,0.0004968498696868,0.1776826339406378,-1.7277562754365148,0.1831720576950428,-1.6973293618736736,0.0008625505084794968,0.0275747953458665,-0.0304269135628414,5000,0.3601987280197424,-1.0210993775631672,0.3601987280197424,-1.0210993775631672,0.00019044105414426772,0.0014611231985062387,0.0001547643818298,0.1821170422215884,-1.7031057094689395,0.1854008791164705,-1.6852348841330886,0.0005707154892339448,0.019060316023228628,-0.0178708253358506,5000,0.3932496781473053,-0.9333105554870464,0.3932496781473053,-0.9333105554870464,0.00022509064186860788,0.0014479782145375975,0.0001959884265002,0.1811795823915252,-1.7082665716805918,0.1844784382013529,-1.6902226884482603,0.0005753789972803011,0.019318021692608583,-0.0180438832323317,5000,0.376361573307946,-0.977204966525107,0.376361573307946,-0.977204966525107,0.00020635954205352504,0.0014497193361129176,0.0001753764041652,0.1813396543927144,-1.7073834626185058,0.1846522170089523,-1.6892811312083789,0.0005756654167469078,0.019355126715006905,-0.0181023314101274,5000,0.2976626204545336,-1.211794579964006,0.2976626204545336,-1.211794579964006,6.852161633935175e-05,0.0007781358947009847,-0.0013410870519032,0.2093147004550328,-1.5639164157088534,0.2137019712439485,-1.543172892347925,0.0009952991032950269,0.023158924681882128,-0.0207435233609283,5000
23,3,1,3s_cbf_dc2_site23,group_3s_01,6,False,0.3927314884260653,-0.9346291361817431,0.3927314884260653,-0.9346291361817431,0.00021204853629574566,0.0013555537211046667,0.0008178576293814,0.1597791072345707,-1.833962997410551,0.1650261928397132,-1.8016510731970183,0.0009143958686530213,0.03626948101304877,-0.0323119242135327,5000,0.3819996601210207,-0.9623355601115056,0.3819996601210207,-0.9623355601115056,0.00023075228069862177,0.0015732993917946282,-0.0002149337391471,0.1904015439992485,-1.6586200474180013,0.1930099662889395,-1.6450134526076934,0.0004650277223527614,0.014563964927875048,-0.0136065948103081,5000,0.4124146742084573,-0.8857259450076367,0.4124146742084573,-0.8857259450076367,0.00024615228555664547,0.001439908570685539,-0.0001836395368708,0.1820151903879138,-1.703665131718384,0.1845840170806781,-1.6896505420232082,0.00043495941988826316,0.015004101763339373,-0.0140145896951759,5000,0.3969159424570298,-0.924030752559571,0.3969159424570298,-0.924030752559571,0.00023723303371295525,0.001498201362544676,-0.000199286638009,0.1857220749445079,-1.683503943458475,0.1882999361865788,-1.6697191822113937,0.0004468233702770874,0.014757455724310052,-0.0137847612470816,5000,0.3349771595606597,-1.093692929897402,0.3349771595606597,-1.093692929897402,8.156157907611658e-05,0.0007234946582987213,0.001148348131134,0.237086696495061,-1.4393293967424003,0.2394080411433714,-1.4295858976864662,0.0007754160336088737,0.013861028602970098,-0.0097434990559344,5000
24,3,3,3s_cbf_dc2_site24,group_3s_03,5,False,0.4942956691778448,-0.7046214202333093,0.4942956691778448,-0.7046214202333093,0.0003564580007095731,0.001451765460766396,2.4640083046145733e-05,0.1697986478752992,-1.773141968179592,0.1763452331689444,-1.7353116531789061,0.001533999429228023,0.05296483706215019,-0.0378303150006857,5000,0.4662304077528491,-0.7630753298124323,0.4662304077528491,-0.7630753298124323,0.0003454910021259351,0.001582031196669464,-0.0001592522429535,0.1908119170136356,-1.6564670637756354,0.193488882861519,-1.642535221074829,0.0005156272019083085,0.015774557216987405,-0.0139318427008063,5000,0.5026681103483441,-0.6878251470406922,0.5026681103483441,-0.6878251470406922,0.00036340482104536083,0.0014332566323494835,-0.0002161538003125,0.1822022244624404,-1.702638085326085,0.1848321442850072,-1.688307193964338,0.00047411157804946614,0.01589332852749876,-0.0143308913617474,5000,0.4841065565059645,-0.7254502384265623,0.4841065565059645,-0.7254502384265623,0.000352078362902031,0.0014962704052307496,-0.0001877030216329,0.1858806395959118,-1.682650533863641,0.1885240833497588,-1.6685295171263912,0.000491777914868112,0.015837360753825202,-0.0141210167372503,5000,0.4631370933356905,-0.7697321708069818,0.4631370933356905,-0.7697321708069818,0.00015902262485330832,0.0007394568030820722,0.0008252971681924,0.2084775101494963,-1.5679241085515527,0.2100255617344076,-1.5605260331274582,0.001739255034420408,0.037018898477720406,-0.0073980754240947,5000
25,3,0,3s_cbf_dc2_site25,group_3s_00,8,False,0.4116651547544273,-0.8875449912562237,0.4116651547544273,-0.8875449912562237,0.00032383966701769783,0.0019064066843463205,-0.0001054018731223,0.2066018777656796,-1.5769616334430352,0.2121964957732001,-1.5502425667312565,0.0008392385455382553,0.0199333976616208,-0.0267190667117791,5000,0.3931420206240298,-0.9335843567596598,0.3931420206240298,-0.9335843567596598,0.000307860192002602,0.0019805060410604276,-0.0002699935026406,0.2162369317847635,-1.5313805660492947,0.2189614401158104,-1.5188596371987702,0.0005684719126361998,0.013430100308876864,-0.012520928850525,5000,0.4242442616884799,-0.8574459007377554,0.4242442616884799,-0.8574459007377554,0.0003559924044836573,0.0019689377016086887,-0.0002142207817281,0.2155933346748763,-1.5343613556623037,0.2176422777853667,-1.5249024915794127,0.0004354918559616834,0.010413422434807544,-0.0094588640828909,5000,0.4083971673241119,-0.8955151287487076,0.4083971673241119,-0.8955151287487076,0.0003295915408067414,0.0019659239037751407,-0.0002421071421844,0.2154459440856429,-1.5350452404136041,0.2177884920189916,-1.5242309072575877,0.0004921116732119998,0.011745968364913912,-0.0108143331560166,5000,0.4396633713002859,-0.82174591010821,0.4396633713002859,-0.82174591010821,0.00017910535785171204,0.0009238083151321016,-9.353594626992924e-05,0.2457685830979694,-1.4033649049176387,0.2499122610330538,-1.386645378587099,0.001362272641890044,0.022261185568028422,-0.0167195263305399,5000
26,3,0,3s_cbf_dc2_site26,group_3s_00,8,False,0.4116651547544273,-0.8875449912562237,0.4116651547544273,-0.8875449912562237,0.00032383966701769783,0.0019064066843463205,-0.0001054018731223,0.2066018777656796,-1.5769616334430352,0.2121964957732001,-1.5502425667312565,0.0008392385455382553,0.0199333976616208,-0.0267190667117791,5000,0.3931420206240298,-0.9335843567596598,0.3931420206240298,-0.9335843567596598,0.000307860192002602,0.0019805060410604276,-0.0002699935026406,0.2162369317847635,-1.5313805660492947,0.2189614401158104,-1.5188596371987702,0.0005684719126361998,0.013430100308876864,-0.012520928850525,5000,0.4242442616884799,-0.8574459007377554,0.4242442616884799,-0.8574459007377554,0.0003559924044836573,0.0019689377016086887,-0.0002142207817281,0.2155933346748763,-1.5343613556623037,0.2176422777853667,-1.5249024915794127,0.0004354918559616834,0.010413422434807544,-0.0094588640828909,5000,0.4083971673241119,-0.8955151287487076,0.4083971673241119,-0.8955151287487076,0.0003295915408067414,0.0019659239037751407,-0.0002421071421844,0.2154459440856429,-1.5350452404136041,0.2177884920189916,-1.5242309072575877,0.0004921116732119998,0.011745968364913912,-0.0108143331560166,5000,0.4441323399002267,-0.8116326981234668,0.4441323399002267,-0.8116326981234668,0.00017394706847649952,0.0008790280880870479,0.0003576874296558,0.2778793517382295,-1.2805682460440506,0.2795351448498857,-1.274627252431772,0.0014958178776889816,0.0185663916741689,-0.0059409936122785,5000
27,3,0,3s_cbf_dc2_site27,group_3s_00,8,False,0.4116651547544273,-0.8875449912562237,0.4116651547544273,-0.8875449912562237,0.00032383966701769783,0.0019064066843463205,-0.0001054018731223,0.2066018777656796,-1.5769616334430352,0.2121964957732001,-1.5502425667312565,0.0008392385455382553,0.0199333976616208,-0.0267190667117791,5000,0.3931420206240298,-0.9335843567596598,0.3931420206240298,-0.9335843567596598,0.000307860192002602,0.0019805060410604276,-0.0002699935026406,0.2162369317847635,-1.5313805660492947,0.2189614401158104,-1.5188596371987702,0.0005684719126361998,0.013430100308876864,-0.012520928850525,5000,0.4242442616884799,-0.8574459007377554,0.4242442616884799,-0.8574459007377554,0.0003559924044836573,0.0019689377016086887,-0.0002142207817281,0.2155933346748763,-1.5343613556623037,0.2176422777853667,-1.5249024915794127,0.0004354918559616834,0.010413422434807544,-0.0094588640828909,5000,0.4083971673241119,-0.8955151287487076,0.4083971673241119,-0.8955151287487076,0.0003295915408067414,0.0019659239037751407,-0.0002421071421844,0.2154459440856429,-1.5350452404136041,0.2177884920189916,-1.5242309072575877,0.0004921116732119998,0.011745968364913912,-0.0108143331560166,5000,0.4170830129919028,-0.8744700050724932,0.4170830129919028,-0.8744700050724932,0.00017463894178615724,0.0009877146541602078,0.0016684466440244,0.2728092819180709,-1.2989823289652949,0.2733665439052289,-1.2969417326804284,0.0018330172474693314,0.022873708611187947,-0.0020405962848666,5000
