design_group_id,n_storeys,group_id,representative_site,representative_tag,n_sites_in_group,T1_modal_s,T2_modal_s,C0,W_N,Vb_design_N,seismic_mass_kg,roof_height_mm,design_period_s,V_max_N,d_at_V_max_mm,f_y_N,d_y_mm,d_f_mm,f_f_N,f_max_bb_N,d_max_mm,k_e_N_per_mm,k_pb_N_per_mm,k_r_N_per_mm,delta_u_mm,delta_u_bb_mm,delta_y_eff_mm,delta_y_eff_maxT_mm,p695_period_used_s,omega_max,omega_y,mu_f_bb,mu_u_bb,mu_f_p695,mu_u_p695,mu_u_p695_maxT,cpo_complete,reached_max_amplitude,ends_at_zero,max_level_reached,n_levels,max_abs_d_mm,U_max_mm,frac_of_Umax,envelope_reaches_08fmax,backbone_fit_ok,backbone_overshoots,backbone_fit_error
group_3s_12,3,12,32,3s_cbf_dc2_site32,4,0.46744200353499293,0.1687676758937595,1.270699686293767,3061799.999999999,378151.69511831424,312110.0917431192,10500.0,0.5373858507719224,1029822.6657933644,38.10799999999993,1008759.0837447107,28.42000008176024,163.86100000000036,108871.39048789375,1008759.0837447107,450.0,35494.68968482253,-6644.130608900114,0.0,59.81762431717993,56.24921687384676,23.205626096797396,30.66975280246193,0.46744200353499293,2.723305697389929,2.6676042888796125,5.765693157234198,2.1047721374065183,7.061261752494357,2.5777207676993186,1.95037842992912,False,False,False,11,12,450.0,630.0,0.7142857142857143,True,True,False,
group_3s_13,3,13,35,3s_cbf_dc2_site35,3,0.4640439359769089,0.16872948450691969,1.272606743250408,3061799.999999999,394770.5567193954,312110.0917431192,10500.0,0.5333083914301358,1040812.9667261611,36.30799999999991,1478899.9074281699,41.10800002000756,42.507999999999996,1144939.128175775,1478899.9074281699,163.994,35975.96347933197,-238543.41716076236,-1023.7545580140144,42.71073950791132,55.38633513231232,23.148218323901418,30.574277333083543,0.4640439359769089,2.6365009978846405,3.746226465616022,1.034056630809357,1.038988505573701,1.8363400329652526,1.8450983531553637,1.3969500911701112,False,False,False,8,12,163.994,630.0,0.2603079365079365,True,True,True,
group_3s_14,3,14,37,3s_cbf_dc2_site37,1,0.44753104928386644,0.16485279773716383,1.2824218689836089,3061799.999999999,488325.62435543333,312110.0917431192,10500.0,0.5157565279068438,1243776.7943633841,42.689,1618232.6255340464,42.118000007538654,42.689,1473081.558817154,1618232.6255340464,117.139,38421.40237533598,-254205.0238761055,-5.56760159017684e-06,59.81474984698887,57.534164416580346,25.926993592795863,34.43461915918526,0.44753104928386644,2.547023404731444,3.3138392597563087,1.0135571487810233,1.4201707069728546,1.6465079087249694,2.3070453437998744,1.7370527482960003,False,False,False,7,12,117.139,630.0,0.18593492063492062,True,True,True,
group_3s_15,3,15,38,3s_cbf_dc2_site38,1,0.31087824126741714,0.11184150562969573,1.2839871702206422,3061799.999999999,1443586.2666749996,312110.0917431192,10500.0,0.37859115949599476,3328850.1515719164,42.689,6399765.445709364,80.83500002078534,83.63500000000096,4882702.4157835245,6399765.445709364,117.139,79170.72362298229,-541808.2289953539,-11334.931166127313,83.6758176566124,83.79737946141061,33.52494195782309,49.719679332424114,0.31087824126741714,2.3059585896721155,4.433240737631767,1.0346384607966306,1.0351434110855025,2.4947097628154022,2.4959272938304533,1.6829516758778487,False,False,False,7,12,117.139,630.0,0.18593492063492062,True,True,True,
group_3s_16,3,16,40,3s_cbf_dc2_site40,1,0.4479620807046249,0.16540570548933456,1.2833640388814627,3061799.999999999,453746.08095948165,312110.0917431192,10500.0,0.5157565279068439,1253240.870032623,39.37999999999992,1609049.922492622,41.98000000051544,42.57999999999996,1422466.8953166541,1609049.922492622,163.994,38328.96432760519,-310971.71222711046,-835.8244648335111,59.80007872678277,56.294097997159625,26.19385225312783,34.722128036261644,0.4479620807046249,2.7619872052284107,3.5461461597423822,1.0142925202352824,1.4244897266805272,1.6255722750713557,2.2829814472837606,1.7222469390220343,False,False,False,8,12,163.994,630.0,0.2603079365079365,True,True,True,
group_3s_17,3,17,41,3s_cbf_dc2_site41,3,0.38947807654336675,0.1420524941372152,1.28235705994818,3061799.999999999,782327.4236931851,312110.0917431192,10500.0,0.4527707957683927,1794422.7807030226,37.91399999999994,147194792.4511767,2916.8916057935658,32.51199999999986,1786206.2649586617,147194792.4511767,42.689,50462.89418462332,-1.4540858618621806e+20,0.0,,,28.329064048114372,38.284502365759565,0.38947807654336675,2.293697915166992,188.14985643262312,0.011146111818287703,,1.1476552823905917,,,False,False,False,4,12,42.689,630.0,0.06776031746031747,False,True,True,
group_3s_18,3,18,42,3s_cbf_dc2_site42,2,0.40781509604886346,0.1442732935774273,1.2678018704017455,3061799.999999999,640536.3859607135,312110.0917431192,10500.0,0.4739201381459859,1518049.5659378553,37.507999999999925,1942173.9335164267,41.70800000736304,42.507999999999996,1680587.2749392628,1942173.9335164267,117.139,46565.9809430699,-326983.32623094594,-8838.878176103537,59.814238784376876,58.35090669161752,25.97744224977997,35.081658686909655,0.40781509604886346,2.3699661708694295,3.032105554165267,1.0191809722953804,1.4341190844398533,1.6363427773710109,2.3025453471995885,1.70500030566388,False,False,False,7,12,117.139,630.0,0.18593492063492062,True,True,True,
group_3s_19,3,19,44,3s_cbf_dc2_site44,3,0.36369111991678993,0.12980282631230994,1.2725363834976375,3061799.999999999,1061200.635103945,312110.0917431192,10500.0,0.429021688299692,2147958.7569027697,36.107999999999905,2429070.947019349,41.70800001096663,42.507999999999996,2097645.4497973323,2429070.947019349,81.03500000000092,58239.92870386145,-414281.8772066174,-6.059007275672102e-06,59.811308122920074,,29.34228917151361,40.830725201229484,0.36369111991678993,2.0240835576699183,2.288983691365225,1.0191809722073226,1.4340488181450415,1.4486940589921,2.0383995186369686,1.4648602940101356,False,False,False,5,12,81.03500000000092,630.0,0.1286269841269856,True,True,True,
group_3s_20,3,20,45,3s_cbf_dc2_site45,2,0.3800011464559286,0.1364006292474261,1.2728398587523486,3061799.999999999,885918.6242812237,312110.0917431192,10500.0,0.44586200766292156,1800376.8327272953,32.95599999999992,1784167.7066447027,33.461353039831295,163.86100000000036,344785.7149405995,1784167.7066447027,630.0,53320.24991699792,-11038.235342337746,0.0,59.81878805370093,64.61363687853049,26.85588374203163,36.97179778188156,0.3800011464559286,2.0322146790716844,2.0139182739185095,4.897022538357777,1.787697825084796,6.101493496694903,2.2273997247046347,1.6179572442380874,True,True,True,12,12,630.0,630.0,1.0,True,True,False,
group_3s_21,3,21,47,3s_cbf_dc2_site47,1,0.37935174554307677,0.13636104410243266,1.2733185301930823,3061799.999999999,826982.2993749179,312110.0917431192,10500.0,0.44586200766292144,1799389.0753186375,38.109999999999935,1785675.662839077,33.38024674254868,163.86100000000036,345018.5607471177,1785675.662839077,630.0,53494.980927236116,-11041.146422947126,0.0,59.81909179580837,64.73246229370952,26.759547428786785,36.96540979984889,0.37935174554307677,2.175849563743652,2.1592670897415775,4.908921173165933,1.7920506177552902,6.123459316196269,2.235429876196543,1.6182450599006453,True,True,True,12,12,630.0,630.0,1.0,True,True,False,
group_3s_22,3,22,48,3s_cbf_dc2_site48,2,0.329108178747993,0.11594737625750176,1.2702372863382252,3061799.999999999,1364023.5480899995,312110.0917431192,10500.0,0.396736681611855,2777450.531373315,39.10799999999995,3933593.4986891802,54.911000041940305,59.71100000000038,2241876.8536941083,3933593.4986891802,229.592,71635.80149122677,-352440.970786754,-483.52305655786984,59.79025879739379,59.97392910140256,31.012800946445847,45.06800711864446,0.329108178747993,2.0362189019848627,2.883816415191124,1.0874141784777895,1.0888575832115017,1.9253662416081585,1.9279219216813732,1.326667465903075,False,False,False,9,12,229.592,630.0,0.36443174603174605,True,True,True,
group_3s_23,3,23,53,3s_cbf_dc2_site53,1,0.3330856779853072,0.12145439284396807,1.2857878703797643,3061799.999999999,1172806.8267875826,312110.0917431192,10500.0,0.4017607021248529,2745438.9700595196,43.91100000000016,5562956.237090905,80.43500003233423,83.63500000000096,4090895.071140959,5562956.237090905,229.00599999999451,69160.89059308312,-460019.1190074594,-4.967891616243364e-06,83.67771054524309,83.78483016437275,31.785239561588245,46.24326386048928,0.3330856779853072,2.340913189923621,4.743284324434156,1.0397836758423615,1.0403146703749029,2.6312527812775084,2.6325965038931383,1.8095113441319652,False,False,False,9,12,229.00599999999451,630.0,0.3635015873015786,True,True,True,
group_3s_24,3,24,55,3s_cbf_dc2_site55,1,0.3840037660785033,0.13754556081140618,1.275451438146103,3061799.999999999,803956.4248129174,312110.0917431192,10500.0,0.45045494087726495,1790083.956088942,38.70799999999994,1775145.1483161147,34.108000000563564,163.86100000000036,219576.2828798842,1775145.1483161147,630.0,52044.83254036543,-11988.692866006819,0.0,59.811658179529125,62.724796450303046,27.323777947911022,37.59867061267109,0.3840037660785033,2.2265932590880144,2.2080116453192042,4.804180837260845,1.7535961703571263,5.997011112898756,2.188996642175607,1.5907918339903235,True,True,True,12,12,630.0,630.0,1.0,True,True,False,
group_5s_00,5,0,0,5s_cbf_dc2_site0,21,0.911184483342262,0.31370398328047827,1.3136286304637217,5178599.999999999,164068.65224614358,527889.9082568806,17500.0,1.0326734734759246,644995.3480984507,62.58000000000054,815991.1782694254,54.38000004776346,99.45200000000135,317376.6676018298,815991.1782694254,373.5099999999805,15005.354497107719,-11062.622275380942,0.0,99.7690838822156,81.49788334187915,33.75504741194874,43.35629214826814,0.911184483342262,3.93125279733997,4.97347401284943,1.8288341285886338,1.8346650201284598,2.9462853002776987,2.9556789734177342,2.3011442846871963,False,False,False,8,12,373.5099999999805,1050.0,0.35572380952379096,True,True,True,
group_5s_01,5,1,7,5s_cbf_dc2_site7,1,0.8273605333746998,0.2846082552274967,1.325423000028991,5178599.999999999,276992.31781041535,527889.9082568806,17500.0,0.9450463681399928,858517.4912082348,63.98000000000056,882188.5045836578,49.100000099255325,139.3920000000015,698584.7634706404,882188.5045836578,382.653,17967.179283102232,-2033.4441735130968,-1863.6053791231893,139.4711831543538,139.40089825150636,37.37577054306252,48.764838353269845,0.8273605333746998,3.099427081569239,3.184884373535092,2.8389409311246743,2.8405536226560844,3.729474950607397,3.731593519755318,2.860076806652673,False,False,False,9,12,382.653,1050.0,0.3644314285714286,True,True,True,
group_5s_02,5,2,10,5s_cbf_dc2_site10,3,0.8053362233312693,0.28181946933528274,1.3342734399505918,5178599.999999999,327269.4908582564,527889.9082568806,17500.0,0.9181897195827065,906401.6264503679,64.18000000000056,1319442.0943710324,69.98000000109465,71.148,1159622.0920888975,1319442.0943710324,195.231,18854.559793518052,-136832.19386294443,-1944.5827515183512,139.46974998620524,101.83519706952839,37.6371637294125,48.92459877175348,0.8053362233312693,2.7695879138423543,4.03166849103724,1.016690482979238,1.9929944267508375,1.8903656107433946,3.7056392184306155,2.850708099556819,False,False,False,7,12,195.231,1050.0,0.18593428571428572,True,True,True,
group_5s_03,5,3,11,5s_cbf_dc2_site11,1,0.810660414425501,0.28404543973357504,1.3327586186293439,5178599.999999999,292988.5784285851,527889.9082568806,17500.0,0.9239318809099223,844966.4409901622,58.180000000000476,1300105.0211078234,69.78000001243812,71.148,1100888.3503984052,1300105.0211078234,195.231,18631.484965263437,-145626.22260287686,-1717.0868451001954,139.47276108233285,102.19304006092275,35.51123667404955,46.128334042750176,0.810660414425501,2.8839569293863097,4.437391478127941,1.0196044710134426,1.9987498001930661,2.0035348431555082,3.927566994146813,3.0235811454425003,False,False,False,7,12,195.231,1050.0,0.18593428571428572,True,True,True,
group_5s_04,5,4,17,5s_cbf_dc2_site17,1,0.8012365408125486,0.28128676970608374,1.3367345014625294,5178599.999999999,336311.6608645192,527889.9082568806,17500.0,0.9133005453950903,920199.6126834222,62.980000000000544,1330489.4491136763,69.98000000025044,70.98000000000066,1195884.7038864852,1330489.4491136763,195.231,19012.424251342025,-134604.74526081327,-1075.242913906153,134.89563867692425,101.04870091179986,37.89183188964995,49.23246051239442,0.8012365408125486,2.7361513731577634,3.956120479716743,1.014289797081261,1.9276313043218276,1.873226932039373,3.5600189262364648,2.7399735311413873,False,False,False,7,12,195.231,1050.0,0.18593428571428572,True,True,True,
group_5s_05,5,5,21,5s_cbf_dc2_site21,1,0.786618699288213,0.27625813242449043,1.340934886598834,5178599.999999999,360497.1328564439,527889.9082568806,17500.0,0.9049031929044776,1022710.5495615386,71.148,1055110.5955806947,53.78000012994457,139.3920000000015,791013.1681701383,1055110.5955806947,382.653,19619.014373955193,-3084.8178737958133,-1820.1406153842422,139.46712573001452,130.5891232694934,40.71794595298594,53.884216265865994,0.786618699288213,2.836945030485997,2.926821046315666,2.59189289072516,2.5932897990522608,3.4233553961918246,3.425200423691487,2.588274181104916,False,False,False,9,12,382.653,1050.0,0.3644314285714286,True,True,True,
group_5s_06,5,6,25,5s_cbf_dc2_site25,2,0.8960235194066521,0.3147573647403985,1.3226367625391084,5178599.999999999,164068.65224614384,527889.9082568806,17500.0,1.0172458029582783,640636.4935861534,56.780000000000456,1452237.9090676703,94.05200006387001,99.45200000000135,950588.4448848724,1452237.9090676703,382.653,15440.797729782103,-92898.05002149484,-1734.9605603298328,99.65918774150794,99.78736663776374,32.642843788185424,42.07275788957941,0.8960235194066521,3.904685537521446,8.85140390431776,1.057415046277211,1.0596179525563532,3.0466708306828485,3.053017941334451,2.368734372086208,False,False,False,9,12,382.653,1050.0,0.3644314285714286,True,True,True,
group_5s_07,5,7,30,5s_cbf_dc2_site30,1,0.6992004635246543,0.24279984682658315,1.3421449148615505,5178599.999999999,609497.8181907178,527889.9082568806,17500.0,0.8109700345150922,1468636.3590663786,71.148,3261329.0144736883,131.59200014264573,139.3920000000015,2115383.254862887,3261329.0144736883,140.46900000000127,24783.641945850868,-146916.12571378704,-248.8475459881152,99.76594032601031,139.59796147195527,46.23959322060082,62.2042709317253,0.6992004635246543,2.4095842761603254,5.350846085314758,1.0592741188590535,0.7581459375787588,3.0145593914502498,2.1575868942022236,1.6038438973991396,False,False,False,6,12,140.46900000000127,1050.0,0.1337800000000012,True,True,True,
group_5s_08,5,8,31,5s_cbf_dc2_site31,2,0.5620038997754119,0.19782187426757317,1.355051511628648,5178599.999999999,1251747.9474802562,527889.9082568806,17500.0,0.6699561082229993,2731963.5444962457,72.85200000000097,3195946.321500587,84.45200025398945,99.45200000000135,1289749.8993333145,3195946.321500587,238.76899999999245,37843.34665713987,-127079.76362960138,-6.150745097687516e-06,99.66009803552828,92.40271921226928,56.10560719592744,79.72973317132224,0.5620038997754119,2.182518892877463,2.553186788070205,1.1776156834758134,1.1800797818382094,1.7725857533758285,1.7762947950550358,1.2499740569980327,False,False,False,7,12,238.76899999999245,1050.0,0.22739904761904042,True,True,True,
group_5s_09,5,9,32,5s_cbf_dc2_site32,3,0.7397492411074756,0.2554871748293002,1.339272112034108,5178599.999999999,474184.38917656546,527889.9082568806,17500.0,0.8527498450943399,1242173.7861740168,69.19200000000065,2160100.784895769,97.25200002306937,99.45200000000135,1793220.2354947038,2160100.784895769,382.653,22211.376469207484,-166763.88783999012,-1801.0526066180223,99.63701840004154,99.73257868825581,43.68347166073176,58.04855155622495,0.7397492411074756,2.6196007598037685,4.555402569550728,1.0226216425000012,1.024524106202509,2.27665055498328,2.280885987585275,1.7164428005328372,False,False,False,9,12,382.653,1050.0,0.3644314285714286,True,True,True,
group_5s_10,5,10,33,5s_cbf_dc2_site33,1,0.7477635048155272,0.25669953315777294,1.3340464852727751,5178599.999999999,456315.7909792959,527889.9082568806,17500.0,0.8625347618123244,1207082.1300543593,70.61000000000068,200302361.97913626,9175.895030666528,46.13400000000018,1206367.1776217364,200302361.97913626,71.148,21829.19064676642,-1.9909599480151455e+20,-5900.157713968214,,,43.20492123358238,57.48544547535752,0.7477635048155272,2.645278015612498,438.9555784367419,0.00502773842179067,,1.0677950261865325,,,False,False,False,4,12,71.148,1050.0,0.06776,False,True,True,
group_5s_11,5,11,34,5s_cbf_dc2_site34,2,0.5722611009155402,0.2008616455309993,1.3502328779775945,5178599.999999999,1183622.91656284,527889.9082568806,17500.0,0.6823258950200654,2544948.9496441693,69.41800000000055,2533926.4084797725,69.24323643160147,69.3920000000006,2480743.865388596,2533926.4084797725,71.148,36594.569218075,-357497.09195256536,-3.4852956350186714e-06,,,53.997432413117124,76.76590329783642,0.5722611009155402,2.1501349070145808,2.140822362444723,1.0021484202077424,,1.2850981407616673,,,False,False,False,4,12,71.148,1050.0,0.06776,False,True,False,
group_5s_12,5,12,37,5s_cbf_dc2_site37,1,0.6992186248190873,0.24281621744958254,1.3421352673257378,5178599.999999999,617968.1082620128,527889.9082568806,17500.0,0.8109700345150918,1468717.6648135765,71.148,1734396.194681705,69.9900000102794,71.148,1556331.4386052175,1734396.194681705,140.16900000000135,24780.6285816113,-153769.22077473556,-248.86364177016327,99.76579745606075,108.20982795318037,46.244222949136,62.20726748826129,0.6992186248190873,2.376688449092026,2.8066111689154303,1.0165452205965213,1.4254293104930447,1.5385273113628841,2.157367798477079,1.6037643427255004,False,False,False,6,12,140.16900000000135,1050.0,0.133494285714287,True,True,True,
group_5s_13,5,13,38,5s_cbf_dc2_site38,1,0.5169985886967173,0.1836677196763257,1.3630138054999426,5178599.999999999,1541828.1953574948,527889.9082568806,17500.0,0.6334353526097958,3283693.8294240185,79.45200000000106,5983541.0817517685,134.99200003850382,139.3920000000015,4577344.565833641,5983541.0817517685,170.3489999999995,44325.15319459732,-319590.1200507016,-4.307861482493484e-06,139.46482024290918,139.57520448354865,57.40352079880692,86.17165050675725,0.5169985886967173,2.1297404206975523,3.8808092236012066,1.0325945238254317,1.0331339649988858,2.428283109821003,2.4295516773564843,1.6184536262534845,False,False,False,6,12,170.3489999999995,1050.0,0.16223714285714239,True,True,True,
group_5s_14,5,14,39,5s_cbf_dc2_site39,1,0.7272211521847182,0.2525189576692937,1.3349106829891568,5178599.999999999,505144.32512097055,527889.9082568806,17500.0,0.8391845352460543,1255770.7766415973,65.62400000000063,1626183.9190241345,70.42400000213354,71.02400000000071,1508138.7139522836,1626183.9190241345,195.231,23091.331349751053,-196742.00915244617,-855.0616751316027,99.64363146519631,83.25661391919309,42.53951062015619,56.64667570074133,0.7272211521847182,2.485964335719042,3.2192461404662924,1.0085198227571424,1.414910136632079,1.6696007773617385,2.34237841509119,1.759037582215831,False,False,False,7,12,195.231,1050.0,0.18593428571428572,True,True,True,
group_5s_15,5,15,40,5s_cbf_dc2_site40,1,0.7192814727908503,0.25177385471195735,1.3384410189902356,5178599.999999999,559874.1419716023,527889.9082568806,17500.0,0.8317328089764026,1237233.117996165,57.78000000000047,549805.4907717379,23.370065560121255,382.4759999999798,-144923.2855433932,549805.4907717379,475.1249999999692,23526.05684213088,-1934.6067822543355,0.0,99.64873020635486,,41.10980587508121,54.96868462675062,0.7192814727908503,2.209841507663198,0.9820162239241705,16.366064486042262,4.263947396724284,9.303765655381468,2.4239649904734075,1.812827264887117,False,False,False,9,12,475.1249999999692,1050.0,0.45249999999997065,True,True,False,
group_5s_16,5,16,41,5s_cbf_dc2_site41,5,0.6399671589483028,0.22259753677236924,1.3460891534391937,5178599.999999999,795613.6297361512,527889.9082568806,17500.0,0.7530092214831469,1805785.171805038,66.18000000000059,2081040.3140822905,70.81810503283828,70.98000000000066,2046482.851304212,2081040.3140822905,139.451,29385.710237760733,-213456.06589127085,-5639.694558196072,99.66648985483913,83.30270040581622,47.76966403425261,66.13592015762156,0.6399671589483028,2.2696760139766448,2.615641859695672,1.0022860674835525,1.4073588923146685,1.4858802429321125,2.0863971281726954,1.5069948315121988,False,False,False,6,12,139.451,1050.0,0.13281047619047617,True,True,True,
