lat,lon,region,vs30,vs30measured,xvf,z1pt0,z2pt5
40.7,20.88213,2,800,TRUE,-26.88,31.07,0.57
40.7,20.98213,2,800,TRUE,31.18,31.07,0.57
40.7,21.08213,2,800,TRUE,39.38,31.07,0.57
40.7,21.18213,2,800,TRUE,47.58,31.07,0.57
40.7,21.28213,2,800,TRUE,55.78,31.07,0.57
40.7,21.38213,2,800,TRUE,63.97,31.07,0.57
40.7,21.48213,2,800,TRUE,72.16,31.07,0.57
40.7,21.58213,2,800,TRUE,80.35,31.07,0.57
40.7,21.68213,2,800,TRUE,88.54,31.07,0.57
40.7,21.78213,2,800,TRUE,96.73,31.07,0.57
40.7,21.88213,2,800,TRUE,104.91,31.07,0.57
40.7,21.98213,2,800,TRUE,113.09,31.07,0.57
40.7,22.08213,2,800,TRUE,121.27,31.07,0.57
40.7,22.18213,2,800,TRUE,129.45,31.07,0.57
40.7,22.28213,2,800,TRUE,137.62,31.07,0.57
40.7,22.38213,2,800,TRUE,145.8,31.07,0.57
40.7,22.48213,2,800,TRUE,150,31.07,0.57
40.7,22.58213,2,800,TRUE,150,31.07,0.57
40.7,22.68213,2,800,TRUE,150,31.07,0.57
40.7,22.78213,2,800,TRUE,150,31.07,0.57
40.7,22.88213,2,800,TRUE,150,31.07,0.57
40.7,22.98213,2,800,TRUE,150,31.07,0.57
40.7,23.08213,2,800,TRUE,150,31.07,0.57
40.7,23.18213,2,800,TRUE,150,31.07,0.57
40.7,23.28213,2,800,TRUE,150,31.07,0.57
40.7,23.38213,2,800,TRUE,150,31.07,0.57
40.7,23.48213,2,800,TRUE,150,31.07,0.57
40.7,23.58213,2,800,TRUE,150,31.07,0.57
40.7,23.68213,2,800,TRUE,150,31.07,0.57
40.7,23.78213,2,800,TRUE,150,31.07,0.57
40.7,23.88213,2,800,TRUE,150,31.07,0.57
40.7,23.98213,2,800,TRUE,150,31.07,0.57
40.7,24.08213,2,800,TRUE,150,31.07,0.57
40.7,24.18213,2,800,TRUE,150,31.07,0.57
40.7,24.28213,2,800,TRUE,150,31.07,0.57
40.7,24.38213,2,800,TRUE,150,31.07,0.57
40.7,24.48213,2,800,TRUE,150,31.07,0.57
40.7,24.58213,2,800,TRUE,150,31.07,0.57
40.7,24.68213,2,800,TRUE,150,31.07,0.57
40.7,24.78213,2,800,TRUE,150,31.07,0.57
40.7,24.88213,2,800,TRUE,150,31.07,0.57
40.7,24.98213,2,800,TRUE,150,31.07,0.57
40.7,25.08213,2,800,TRUE,150,31.07,0.57
40.7,25.18213,2,800,TRUE,150,31.07,0.57
40.7,25.28213,2,800,TRUE,150,31.07,0.57
40.7,25.38213,2,800,TRUE,150,31.07,0.57
40.7,25.48213,2,800,TRUE,150,31.07,0.57
40.7,25.58213,2,800,TRUE,150,31.07,0.57
40.7,25.68213,2,800,TRUE,150,31.07,0.57
40.7,25.78213,2,800,TRUE,150,31.07,0.57
40.7,25.88213,2,800,TRUE,150,31.07,0.57
40.7,25.98213,2,800,TRUE,150,31.07,0.57
40.7,26.08213,2,800,TRUE,150,31.07,0.57
40.7,26.18213,2,800,TRUE,150,31.07,0.57
40.7,7.88213,3,800,TRUE,150,31.07,0.57
40.7,7.98213,3,800,TRUE,150,31.07,0.57
40.7,8.08213,3,800,TRUE,150,31.07,0.57
40.7,8.18213,3,800,TRUE,150,31.07,0.57
40.7,8.28213,3,800,TRUE,150,31.07,0.57
40.7,8.38213,3,800,TRUE,150,31.07,0.57
40.7,8.48213,3,800,TRUE,150,31.07,0.57
40.7,8.58213,3,800,TRUE,150,31.07,0.57
40.7,8.68213,3,800,TRUE,150,31.07,0.57
40.7,8.78213,3,800,TRUE,150,31.07,0.57
40.7,8.88213,3,800,TRUE,150,31.07,0.57
40.7,8.98213,3,800,TRUE,150,31.07,0.57
40.7,9.08213,3,800,TRUE,150,31.07,0.57
40.7,9.18213,3,800,TRUE,150,31.07,0.57
40.7,9.28213,3,800,TRUE,150,31.07,0.57
40.7,9.38213,3,800,TRUE,150,31.07,0.57
40.7,9.48213,3,800,TRUE,150,31.07,0.57
40.7,9.58213,3,800,TRUE,150,31.07,0.57
40.7,9.68213,3,800,TRUE,150,31.07,0.57
40.7,9.78213,3,800,TRUE,150,31.07,0.57
40.7,9.88213,3,800,TRUE,150,31.07,0.57
40.7,9.98213,3,800,TRUE,150,31.07,0.57
40.7,13.18213,3,800,TRUE,-150,31.07,0.57
40.7,13.28213,3,800,TRUE,-150,31.07,0.57
40.7,13.38213,3,800,TRUE,-150,31.07,0.57
40.7,13.48213,3,800,TRUE,-150,31.07,0.57
40.7,13.58213,3,800,TRUE,-150,31.07,0.57
40.7,13.68213,3,800,TRUE,-149.27,31.07,0.57
40.7,13.78213,3,800,TRUE,-141.15,31.07,0.57
40.7,13.88213,3,800,TRUE,-133.04,31.07,0.57
40.7,13.98213,3,800,TRUE,-124.92,31.07,0.57
40.7,14.08213,3,800,TRUE,-116.8,31.07,0.57
40.7,14.18213,3,800,TRUE,-108.67,31.07,0.57
40.7,14.28213,3,800,TRUE,-100.54,31.07,0.57
40.7,14.38213,3,800,TRUE,-92.41,31.07,0.57
40.7,14.48213,3,800,TRUE,-84.28,31.07,0.57
40.7,14.58213,3,800,TRUE,-76.14,31.07,0.57
40.7,14.68213,3,800,TRUE,-68.01,31.07,0.57
40.7,14.78213,3,800,TRUE,-59.87,31.07,0.57
40.7,14.88213,3,800,TRUE,-51.72,31.07,0.57
40.7,14.98213,3,800,TRUE,-43.58,31.07,0.57
40.7,15.08213,3,800,TRUE,-35.43,31.07,0.57
40.7,15.18213,3,800,TRUE,-27.28,31.07,0.57
40.7,15.28213,3,800,TRUE,-19.13,31.07,0.57
40.7,15.38213,3,800,TRUE,-10.97,31.07,0.57
40.7,15.48213,3,800,TRUE,-2.82,31.07,0.57
40.7,15.58213,3,800,TRUE,5.34,31.07,0.57
40.7,15.68213,3,800,TRUE,13.51,31.07,0.57
40.7,15.78213,3,800,TRUE,21.67,31.07,0.57
40.7,19.08213,4,800,TRUE,120.33,31.07,0.57
40.7,19.18213,4,800,TRUE,112.11,31.07,0.57
40.7,19.28213,4,800,TRUE,103.89,31.07,0.57
40.7,19.38213,4,800,TRUE,95.67,31.07,0.57
40.7,19.48213,4,800,TRUE,87.44,31.07,0.57
40.7,19.58213,4,800,TRUE,79.22,31.07,0.57
40.7,19.68213,4,800,TRUE,70.99,31.07,0.57
40.7,19.78213,4,800,TRUE,62.76,31.07,0.57
40.7,19.88213,4,800,TRUE,54.53,31.07,0.57
40.7,19.98213,4,800,TRUE,46.29,31.07,0.57
40.7,20.08213,4,800,TRUE,38.05,31.07,0.57
40.7,20.18213,4,800,TRUE,29.81,31.07,0.57
40.7,20.28213,4,800,TRUE,21.61,31.07,0.57
40.7,20.38213,4,800,TRUE,13.54,31.07,0.57
40.7,20.48213,4,800,TRUE,5.46,31.07,0.57
40.7,26.28213,4,800,TRUE,150,31.07,0.57
40.7,26.38213,4,800,TRUE,150,31.07,0.57
40.7,26.48213,4,800,TRUE,150,31.07,0.57
40.7,26.58213,4,800,TRUE,150,31.07,0.57
40.7,26.68213,4,800,TRUE,150,31.07,0.57
40.7,26.78213,4,800,TRUE,150,31.07,0.57
40.7,26.88213,4,800,TRUE,150,31.07,0.57
40.7,26.98213,4,800,TRUE,150,31.07,0.57
40.7,27.08213,4,800,TRUE,150,31.07,0.57
40.7,27.18213,4,800,TRUE,150,31.07,0.57
40.7,27.28213,4,800,TRUE,150,31.07,0.57
40.7,27.38213,4,800,TRUE,150,31.07,0.57
40.7,27.48213,4,800,TRUE,150,31.07,0.57
40.7,27.58213,4,800,TRUE,150,31.07,0.57
40.7,27.68213,4,800,TRUE,150,31.07,0.57
40.7,27.78213,4,800,TRUE,150,31.07,0.57
40.7,27.88213,4,800,TRUE,150,31.07,0.57
40.7,27.98213,4,800,TRUE,150,31.07,0.57
40.7,28.08213,4,800,TRUE,150,31.07,0.57
40.7,28.18213,4,800,TRUE,150,31.07,0.57
40.7,28.28213,4,800,TRUE,150,31.07,0.57
40.7,28.38213,4,800,TRUE,150,31.07,0.57
40.7,28.48213,4,800,TRUE,150,31.07,0.57
40.7,28.58213,4,800,TRUE,150,31.07,0.57
40.7,28.68213,4,800,TRUE,150,31.07,0.57
40.7,28.78213,4,800,TRUE,150,31.07,0.57
40.7,28.88213,4,800,TRUE,150,31.07,0.57
40.7,28.98213,4,800,TRUE,150,31.07,0.57
40.7,29.08213,4,800,TRUE,150,31.07,0.57
40.7,29.18213,4,800,TRUE,150,31.07,0.57
40.7,29.28213,4,800,TRUE,150,31.07,0.57
40.7,29.38213,4,800,TRUE,150,31.07,0.57
40.7,29.48213,4,800,TRUE,150,31.07,0.57
40.7,29.58213,4,800,TRUE,150,31.07,0.57
40.7,29.68213,4,800,TRUE,150,31.07,0.57
40.7,29.78213,4,800,TRUE,150,31.07,0.57
40.7,29.88213,4,800,TRUE,150,31.07,0.57
40.7,29.98213,4,800,TRUE,150,31.07,0.57
40.7,30.08213,4,800,TRUE,150,31.07,0.57
40.7,30.18213,4,800,TRUE,150,31.07,0.57
40.7,30.28213,4,800,TRUE,150,31.07,0.57
40.7,30.38213,4,800,TRUE,150,31.07,0.57
40.7,30.48213,4,800,TRUE,150,31.07,0.57
40.7,30.58213,4,800,TRUE,150,31.07,0.57
40.7,30.68213,4,800,TRUE,150,31.07,0.57
40.7,30.78213,4,800,TRUE,150,31.07,0.57
40.7,30.88213,4,800,TRUE,150,31.07,0.57
40.7,30.98213,4,800,TRUE,150,31.07,0.57
40.7,31.08213,4,800,TRUE,150,31.07,0.57
40.7,31.18213,4,800,TRUE,150,31.07,0.57
40.7,31.28213,4,800,TRUE,150,31.07,0.57
40.7,31.38213,4,800,TRUE,150,31.07,0.57
40.7,31.48213,4,800,TRUE,150,31.07,0.57
40.7,31.58213,4,800,TRUE,150,31.07,0.57
40.7,31.68213,4,800,TRUE,150,31.07,0.57
40.7,31.78213,4,800,TRUE,150,31.07,0.57
40.7,31.88213,4,800,TRUE,150,31.07,0.57
40.7,31.98213,4,800,TRUE,150,31.07,0.57
40.7,32.08213,4,800,TRUE,150,31.07,0.57
40.7,32.18213,4,800,TRUE,150,31.07,0.57
40.7,32.28213,4,800,TRUE,150,31.07,0.57
40.7,32.38213,4,800,TRUE,150,31.07,0.57
40.7,32.48213,4,800,TRUE,150,31.07,0.57
40.7,32.58213,4,800,TRUE,150,31.07,0.57
40.7,32.68213,4,800,TRUE,150,31.07,0.57
40.7,32.78213,4,800,TRUE,150,31.07,0.57
40.7,32.88213,4,800,TRUE,150,31.07,0.57
40.7,32.98213,4,800,TRUE,150,31.07,0.57
40.7,33.08213,4,800,TRUE,150,31.07,0.57
40.7,33.18213,4,800,TRUE,150,31.07,0.57
40.7,33.28213,4,800,TRUE,150,31.07,0.57
40.7,33.38213,4,800,TRUE,150,31.07,0.57
40.7,33.48213,4,800,TRUE,150,31.07,0.57
40.7,33.58213,4,800,TRUE,150,31.07,0.57
40.7,33.68213,4,800,TRUE,150,31.07,0.57
40.7,33.78213,4,800,TRUE,150,31.07,0.57
40.7,33.88213,4,800,TRUE,150,31.07,0.57
40.7,33.98213,4,800,TRUE,150,31.07,0.57
40.7,34.08213,4,800,TRUE,150,31.07,0.57
40.7,34.18213,4,800,TRUE,150,31.07,0.57
40.7,34.28213,4,800,TRUE,150,31.07,0.57
40.7,34.38213,4,800,TRUE,150,31.07,0.57
40.7,34.48213,4,800,TRUE,150,31.07,0.57
40.7,34.58213,4,800,TRUE,150,31.07,0.57
40.7,34.68213,4,800,TRUE,150,31.07,0.57
40.7,34.78213,4,800,TRUE,150,31.07,0.57
40.7,34.88213,4,800,TRUE,150,31.07,0.57
40.7,34.98213,4,800,TRUE,150,31.07,0.57
40.7,35.08213,4,800,TRUE,150,31.07,0.57
40.7,35.18213,4,800,TRUE,150,31.07,0.57
40.7,35.28213,4,800,TRUE,150,31.07,0.57
40.7,35.38213,4,800,TRUE,150,31.07,0.57
40.7,35.48213,4,800,TRUE,150,31.07,0.57
40.7,35.58213,4,800,TRUE,150,31.07,0.57
40.7,35.68213,4,800,TRUE,150,31.07,0.57
40.7,35.78213,4,800,TRUE,150,31.07,0.57
40.7,35.88213,4,800,TRUE,150,31.07,0.57
40.7,35.98213,4,800,TRUE,150,31.07,0.57
40.7,36.08213,4,800,TRUE,150,31.07,0.57
40.7,36.18213,4,800,TRUE,150,31.07,0.57
40.7,36.28213,4,800,TRUE,150,31.07,0.57
40.7,36.38213,4,800,TRUE,150,31.07,0.57
40.7,36.48213,4,800,TRUE,150,31.07,0.57
40.7,36.58213,4,800,TRUE,150,31.07,0.57
40.7,36.68213,4,800,TRUE,150,31.07,0.57
40.7,36.78213,4,800,TRUE,150,31.07,0.57
40.7,36.88213,4,800,TRUE,150,31.07,0.57
40.7,36.98213,4,800,TRUE,150,31.07,0.57
40.7,37.08213,4,800,TRUE,150,31.07,0.57
40.7,37.18213,4,800,TRUE,150,31.07,0.57
40.7,37.28213,4,800,TRUE,150,31.07,0.57
40.7,37.38213,4,800,TRUE,150,31.07,0.57
40.7,37.48213,4,800,TRUE,150,31.07,0.57
40.7,37.58213,4,800,TRUE,150,31.07,0.57
40.7,37.68213,4,800,TRUE,150,31.07,0.57
40.7,37.78213,4,800,TRUE,150,31.07,0.57
40.7,37.88213,4,800,TRUE,150,31.07,0.57
40.7,37.98213,4,800,TRUE,150,31.07,0.57
40.7,38.08213,4,800,TRUE,150,31.07,0.57
40.7,38.18213,4,800,TRUE,150,31.07,0.57
40.7,38.28213,4,800,TRUE,150,31.07,0.57
40.7,38.38213,4,800,TRUE,150,31.07,0.57
40.7,38.48213,4,800,TRUE,150,31.07,0.57
40.7,38.58213,4,800,TRUE,150,31.07,0.57
40.7,38.68213,4,800,TRUE,150,31.07,0.57
40.7,38.78213,4,800,TRUE,150,31.07,0.57
40.7,38.88213,4,800,TRUE,150,31.07,0.57
40.7,38.98213,4,800,TRUE,150,31.07,0.57
40.7,39.08213,4,800,TRUE,150,31.07,0.57
40.7,39.18213,4,800,TRUE,150,31.07,0.57
40.7,39.28213,4,800,TRUE,150,31.07,0.57
40.7,39.38213,4,800,TRUE,150,31.07,0.57
40.7,39.48213,4,800,TRUE,150,31.07,0.57
40.7,39.58213,4,800,TRUE,150,31.07,0.57
40.7,39.68213,4,800,TRUE,150,31.07,0.57
40.7,39.78213,4,800,TRUE,150,31.07,0.57
40.7,39.88213,4,800,TRUE,150,31.07,0.57
40.7,39.98213,4,800,TRUE,150,31.07,0.57
40.7,40.08213,4,800,TRUE,150,31.07,0.57
40.7,40.18213,4,800,TRUE,150,31.07,0.57
40.7,40.28213,4,800,TRUE,150,31.07,0.57
40.7,40.38213,4,800,TRUE,150,31.07,0.57
40.7,40.48213,4,800,TRUE,150,31.07,0.57
40.7,40.58213,4,800,TRUE,150,31.07,0.57
40.7,40.68213,4,800,TRUE,150,31.07,0.57
40.7,40.78213,4,800,TRUE,150,31.07,0.57
40.7,40.88213,4,800,TRUE,150,31.07,0.57
40.7,40.98213,4,800,TRUE,150,31.07,0.57
40.7,41.08213,4,800,TRUE,150,31.07,0.57
40.7,41.18213,4,800,TRUE,150,31.07,0.57
40.7,41.28213,4,800,TRUE,150,31.07,0.57
40.7,41.38213,4,800,TRUE,150,31.07,0.57
40.7,41.48213,4,800,TRUE,150,31.07,0.57
40.7,41.58213,4,800,TRUE,150,31.07,0.57
40.7,41.68213,4,800,TRUE,150,31.07,0.57
40.7,41.78213,4,800,TRUE,150,31.07,0.57
40.7,41.88213,4,800,TRUE,150,31.07,0.57
40.7,41.98213,4,800,TRUE,150,31.07,0.57
40.7,42.08213,4,800,TRUE,150,31.07,0.57
40.7,42.18213,4,800,TRUE,150,31.07,0.57
40.7,42.28213,4,800,TRUE,150,31.07,0.57
40.7,42.38213,4,800,TRUE,150,31.07,0.57
40.7,42.48213,4,800,TRUE,150,31.07,0.57
40.7,42.58213,4,800,TRUE,150,31.07,0.57
40.7,42.68213,4,800,TRUE,150,31.07,0.57
40.7,42.78213,4,800,TRUE,150,31.07,0.57
40.7,42.88213,4,800,TRUE,150,31.07,0.57
40.7,42.98213,4,800,TRUE,150,31.07,0.57
40.7,43.08213,4,800,TRUE,150,31.07,0.57
40.7,43.18213,4,800,TRUE,150,31.07,0.57
40.7,43.28213,4,800,TRUE,150,31.07,0.57
40.7,43.38213,4,800,TRUE,150,31.07,0.57
40.7,43.48213,4,800,TRUE,150,31.07,0.57
40.7,43.58213,4,800,TRUE,150,31.07,0.57
40.7,43.68213,4,800,TRUE,150,31.07,0.57
40.7,43.78213,4,800,TRUE,150,31.07,0.57
40.7,43.88213,4,800,TRUE,150,31.07,0.57
40.7,43.98213,4,800,TRUE,150,31.07,0.57
40.7,-9.01787,5,800,TRUE,150,31.07,0.57
40.7,-8.91787,5,800,TRUE,150,31.07,0.57
40.7,-8.81787,5,800,TRUE,150,31.07,0.57
40.7,-8.71787,5,800,TRUE,150,31.07,0.57
40.7,-8.61787,5,800,TRUE,150,31.07,0.57
40.7,-8.51787,5,800,TRUE,150,31.07,0.57
40.7,-8.41787,5,800,TRUE,150,31.07,0.57
40.7,-8.31787,5,800,TRUE,150,31.07,0.57
40.7,-8.21787,5,800,TRUE,150,31.07,0.57
40.7,-8.11787,5,800,TRUE,150,31.07,0.57
40.7,-8.01787,5,800,TRUE,150,31.07,0.57
40.7,-7.91787,5,800,TRUE,150,31.07,0.57
40.7,-7.81787,5,800,TRUE,150,31.07,0.57
40.7,-7.71787,5,800,TRUE,150,31.07,0.57
40.7,-7.61787,5,800,TRUE,150,31.07,0.57
40.7,-7.51787,5,800,TRUE,150,31.07,0.57
40.7,-7.41787,5,800,TRUE,150,31.07,0.57
40.7,-7.31787,5,800,TRUE,150,31.07,0.57
40.7,-7.21787,5,800,TRUE,150,31.07,0.57
40.7,-7.11787,5,800,TRUE,150,31.07,0.57
40.7,-7.01787,5,800,TRUE,150,31.07,0.57
40.7,-6.91787,5,800,TRUE,150,31.07,0.57
40.7,-6.81787,5,800,TRUE,150,31.07,0.57
40.7,-6.71787,5,800,TRUE,150,31.07,0.57
40.7,-6.61787,5,800,TRUE,150,31.07,0.57
40.7,-6.51787,5,800,TRUE,150,31.07,0.57
40.7,-6.41787,5,800,TRUE,150,31.07,0.57
40.7,-6.31787,5,800,TRUE,150,31.07,0.57
40.7,-6.21787,5,800,TRUE,150,31.07,0.57
40.7,-6.11787,5,800,TRUE,150,31.07,0.57
40.7,-6.01787,5,800,TRUE,150,31.07,0.57
40.7,-5.91787,5,800,TRUE,150,31.07,0.57
40.7,-5.81787,5,800,TRUE,150,31.07,0.57
40.7,-5.71787,5,800,TRUE,150,31.07,0.57
40.7,-5.61787,5,800,TRUE,150,31.07,0.57
40.7,1.18213,0,800,TRUE,150,31.07,0.57
40.8,-5.51787,0,800,TRUE,150,31.07,0.57
40.8,-5.41787,0,800,TRUE,150,31.07,0.57
40.8,-5.31787,0,800,TRUE,150,31.07,0.57
40.8,-5.21787,0,800,TRUE,150,31.07,0.57
40.8,-5.11787,0,800,TRUE,150,31.07,0.57
40.8,-5.01787,0,800,TRUE,150,31.07,0.57
40.8,-4.91787,0,800,TRUE,150,31.07,0.57
40.8,-4.81787,0,800,TRUE,150,31.07,0.57
40.8,-4.71787,0,800,TRUE,150,31.07,0.57
40.8,-4.61787,0,800,TRUE,150,31.07,0.57
40.8,-4.51787,0,800,TRUE,150,31.07,0.57
40.8,-4.41787,0,800,TRUE,150,31.07,0.57
40.8,-4.31787,0,800,TRUE,150,31.07,0.57
40.8,-4.21787,0,800,TRUE,150,31.07,0.57
40.8,-4.11787,0,800,TRUE,150,31.07,0.57
40.8,-4.01787,0,800,TRUE,150,31.07,0.57
40.8,-3.91787,0,800,TRUE,150,31.07,0.57
40.8,-3.81787,0,800,TRUE,150,31.07,0.57
40.8,-3.71787,0,800,TRUE,150,31.07,0.57
40.8,-3.61787,0,800,TRUE,150,31.07,0.57
40.8,-3.51787,0,800,TRUE,150,31.07,0.57
40.8,-3.41787,0,800,TRUE,150,31.07,0.57
40.8,-3.31787,0,800,TRUE,150,31.07,0.57
40.8,-3.21787,0,800,TRUE,150,31.07,0.57
40.8,-3.11787,0,800,TRUE,150,31.07,0.57
40.8,-3.01787,0,800,TRUE,150,31.07,0.57
40.8,-2.91787,0,800,TRUE,150,31.07,0.57
40.8,-2.81787,0,800,TRUE,150,31.07,0.57
40.8,-2.71787,0,800,TRUE,150,31.07,0.57
40.8,-2.61787,0,800,TRUE,150,31.07,0.57
40.8,-2.51787,0,800,TRUE,150,31.07,0.57
40.8,-2.41787,0,800,TRUE,150,31.07,0.57
40.8,-2.31787,0,800,TRUE,150,31.07,0.57
40.8,-2.21787,0,800,TRUE,150,31.07,0.57
40.8,-2.11787,0,800,TRUE,150,31.07,0.57
40.8,-2.01787,0,800,TRUE,150,31.07,0.57
40.8,-1.91787,0,800,TRUE,150,31.07,0.57
40.8,-1.81787,0,800,TRUE,150,31.07,0.57
40.8,-1.71787,0,800,TRUE,150,31.07,0.57
40.8,-1.61787,0,800,TRUE,150,31.07,0.57
40.8,-1.51787,0,800,TRUE,150,31.07,0.57
40.8,-1.41787,0,800,TRUE,150,31.07,0.57
40.8,-1.31787,0,800,TRUE,150,31.07,0.57
40.8,-1.21787,0,800,TRUE,150,31.07,0.57
40.8,-1.11787,0,800,TRUE,150,31.07,0.57
40.8,-1.01787,0,800,TRUE,150,31.07,0.57
40.8,-0.91787,0,800,TRUE,150,31.07,0.57
40.8,-0.81787,0,800,TRUE,150,31.07,0.57
40.8,-0.71787,0,800,TRUE,150,31.07,0.57
40.8,-0.61787,0,800,TRUE,150,31.07,0.57
40.8,-0.51787,0,800,TRUE,150,31.07,0.57
40.8,-0.41787,0,800,TRUE,150,31.07,0.57
40.8,-0.31787,0,800,TRUE,150,31.07,0.57
40.8,-0.21787,0,800,TRUE,150,31.07,0.57
40.8,-0.11787,0,800,TRUE,150,31.07,0.57
40.8,-0.01787,0,800,TRUE,150,31.07,0.57
40.8,0.08213,0,800,TRUE,150,31.07,0.57
40.8,0.18213,0,800,TRUE,150,31.07,0.57
40.8,0.28213,0,800,TRUE,150,31.07,0.57
40.8,0.38213,0,800,TRUE,150,31.07,0.57
40.8,0.48213,0,800,TRUE,150,31.07,0.57
40.8,0.58213,0,800,TRUE,150,31.07,0.57
40.8,0.68213,0,800,TRUE,150,31.07,0.57
40.8,0.78213,0,800,TRUE,150,31.07,0.57
40.8,0.88213,0,800,TRUE,150,31.07,0.57
40.8,0.98213,0,800,TRUE,150,31.07,0.57
40.8,1.08213,0,800,TRUE,150,31.07,0.57
40.8,1.18213,0,800,TRUE,150,31.07,0.57
40.8,1.28213,0,800,TRUE,150,31.07,0.57
40.8,12.78213,0,800,TRUE,-150,31.07,0.57
40.8,12.88213,0,800,TRUE,-150,31.07,0.57
40.8,12.98213,0,800,TRUE,-150,31.07,0.57
40.8,15.78213,2,800,TRUE,24.43,31.07,0.57
40.8,15.88213,2,800,TRUE,32.59,31.07,0.57
40.8,15.98213,2,800,TRUE,40.74,31.07,0.57
40.8,16.08213,2,800,TRUE,48.9,31.07,0.57
40.8,16.18213,2,800,TRUE,57.07,31.07,0.57
40.8,16.28213,2,800,TRUE,65.23,31.07,0.57
40.8,16.38213,2,800,TRUE,73.4,31.07,0.57
40.8,16.48213,2,800,TRUE,81.56,31.07,0.57
40.8,16.58213,2,800,TRUE,89.74,31.07,0.57
40.8,16.68213,2,800,TRUE,97.91,31.07,0.57
40.8,16.78213,2,800,TRUE,106.08,31.07,0.57
40.8,16.88213,2,800,TRUE,114.26,31.07,0.57
40.8,16.98213,2,800,TRUE,122.44,31.07,0.57
40.8,17.08213,2,800,TRUE,130.62,31.07,0.57
40.8,17.18213,2,800,TRUE,138.81,31.07,0.57
40.8,17.28213,2,800,TRUE,146.99,31.07,0.57
40.8,17.38213,2,800,TRUE,150,31.07,0.57
40.8,17.48213,2,800,TRUE,150,31.07,0.57
40.8,17.58213,2,800,TRUE,150,31.07,0.57
40.8,17.68213,2,800,TRUE,150,31.07,0.57
40.8,17.78213,2,800,TRUE,150,31.07,0.57
40.8,17.88213,2,800,TRUE,150,31.07,0.57
40.8,17.98213,2,800,TRUE,150,31.07,0.57
40.8,18.08213,2,800,TRUE,150,31.07,0.57
40.8,18.18213,2,800,TRUE,150,31.07,0.57
40.8,20.48213,2,800,TRUE,2.77,31.07,0.57
40.8,20.58213,2,800,TRUE,-5.46,31.07,0.57
40.8,20.68213,2,800,TRUE,-13.7,31.07,0.57
40.8,20.78213,2,800,TRUE,12.23,31.07,0.57
40.8,20.88213,2,800,TRUE,20.42,31.07,0.57
40.8,20.98213,2,800,TRUE,28.61,31.07,0.57
40.8,21.08213,2,800,TRUE,36.8,31.07,0.57
40.8,21.18213,2,800,TRUE,44.99,31.07,0.57
40.8,21.28213,2,800,TRUE,53.18,31.07,0.57
40.8,21.38213,2,800,TRUE,61.36,31.07,0.57
40.8,21.48213,2,800,TRUE,69.54,31.07,0.57
40.8,21.58213,2,800,TRUE,77.72,31.07,0.57
40.8,21.68213,2,800,TRUE,85.89,31.07,0.57
40.8,21.78213,2,800,TRUE,94.07,31.07,0.57
40.8,21.88213,2,800,TRUE,102.24,31.07,0.57
40.8,21.98213,2,800,TRUE,110.41,31.07,0.57
40.8,22.08213,2,800,TRUE,118.57,31.07,0.57
40.8,22.18213,2,800,TRUE,126.74,31.07,0.57
40.8,22.28213,2,800,TRUE,134.9,31.07,0.57
40.8,22.38213,2,800,TRUE,143.06,31.07,0.57
40.8,22.48213,2,800,TRUE,150,31.07,0.57
40.8,22.58213,2,800,TRUE,150,31.07,0.57
40.8,22.68213,2,800,TRUE,150,31.07,0.57
40.8,22.78213,2,800,TRUE,150,31.07,0.57
40.8,22.88213,2,800,TRUE,150,31.07,0.57
40.8,22.98213,2,800,TRUE,150,31.07,0.57
40.8,23.08213,2,800,TRUE,150,31.07,0.57
40.8,23.18213,2,800,TRUE,150,31.07,0.57
40.8,23.28213,2,800,TRUE,150,31.07,0.57
40.8,23.38213,2,800,TRUE,150,31.07,0.57
40.8,23.48213,2,800,TRUE,150,31.07,0.57
40.8,23.58213,2,800,TRUE,150,31.07,0.57
40.8,23.68213,2,800,TRUE,150,31.07,0.57
40.8,23.78213,2,800,TRUE,150,31.07,0.57
40.8,23.88213,2,800,TRUE,150,31.07,0.57
40.8,23.98213,2,800,TRUE,150,31.07,0.57
40.8,24.08213,2,800,TRUE,150,31.07,0.57
40.8,24.18213,2,800,TRUE,150,31.07,0.57
40.8,24.28213,2,800,TRUE,150,31.07,0.57
40.8,24.38213,2,800,TRUE,150,31.07,0.57
40.8,24.48213,2,800,TRUE,150,31.07,0.57
40.8,24.58213,2,800,TRUE,150,31.07,0.57
40.8,24.68213,2,800,TRUE,150,31.07,0.57
40.8,24.78213,2,800,TRUE,150,31.07,0.57
40.8,24.88213,2,800,TRUE,150,31.07,0.57
40.8,24.98213,2,800,TRUE,150,31.07,0.57
40.8,25.08213,2,800,TRUE,150,31.07,0.57
40.8,25.18213,2,800,TRUE,150,31.07,0.57
40.8,25.28213,2,800,TRUE,150,31.07,0.57
40.8,25.38213,2,800,TRUE,150,31.07,0.57
40.8,25.48213,2,800,TRUE,150,31.07,0.57
40.8,25.58213,2,800,TRUE,150,31.07,0.57
40.8,25.68213,2,800,TRUE,150,31.07,0.57
40.8,25.78213,2,800,TRUE,150,31.07,0.57
40.8,25.88213,2,800,TRUE,150,31.07,0.57
40.8,25.98213,2,800,TRUE,150,31.07,0.57
40.8,26.08213,2,800,TRUE,150,31.07,0.57
40.8,26.18213,2,800,TRUE,150,31.07,0.57
40.8,26.28213,2,800,TRUE,150,31.07,0.57
