1.000000000000000056e-01
1.300000000000000044e-01
1.799999999999999933e-01
2.200000000000000011e-01
2.800000000000000266e-01
3.300000000000000155e-01
4.000000000000000222e-01
4.799999999999999822e-01
5.500000000000000444e-01
6.199999999999999956e-01
6.999999999999999556e-01
