group,stripe_iml,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
group_3s_19,0.455,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group_3s_19,0.552,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
group_3s_19,0.625,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
group_3s_19,0.757,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
group_3s_20,0.495,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3s_20,0.584,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
group_3s_20,0.649,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
group_3s_20,0.766,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0
group_3s_20,0.8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
group_3s_21,0.495,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3s_21,0.584,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
group_3s_21,0.649,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
group_3s_21,0.766,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0
group_3s_21,0.8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
group_3s_22,0.583,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group_3s_22,0.717,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
group_3s_22,0.82,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0
group_3s_22,1.008,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
group_3s_23,0.604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_3s_23,0.738,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
group_3s_23,0.84,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0
group_3s_23,1.027,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
group_3s_24,0.45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
group_3s_24,0.546,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
group_3s_24,0.618,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
group_3s_24,0.749,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
