,GM_RSD595_None_Delta,"rotD50_AvgSA([0, 3])_3.0_Delta","rotD50_AvgSA([0, 6])_6.0_Delta",rotD50_PGA_None_Delta,rotD50_SA_0.025_Delta,rotD50_SA_0.04_Delta,rotD50_SA_0.05_Delta,rotD50_SA_0.07_Delta,rotD50_SA_0.1_Delta,rotD50_SA_0.15_Delta,rotD50_SA_0.2_Delta,rotD50_SA_0.25_Delta,rotD50_SA_0.3_Delta,rotD50_SA_0.35_Delta,rotD50_SA_0.4_Delta,rotD50_SA_0.45_Delta,rotD50_SA_0.5_Delta,rotD50_SA_0.6_Delta,rotD50_SA_0.7_Delta,rotD50_SA_0.75_Delta,rotD50_SA_0.8_Delta,rotD50_SA_0.9_Delta,rotD50_SA_1.0_Delta,rotD50_SA_1.2_Delta,rotD50_SA_1.4_Delta,rotD50_SA_1.6_Delta,rotD50_SA_1.8_Delta,rotD50_SA_2.0_Delta,rotD50_SA_2.5_Delta,rotD50_SA_3.0_Delta,rotD50_SA_3.5_Delta,rotD50_SA_4.0_Delta,rotD50_SA_4.5_Delta,rotD50_SA_5.0_Delta,rotD50_SA_6.0_Delta,rotD50_SA_7.0_Delta,rotD50_SA_8.0_Delta,event_id,station_code,max_usable_T
0,0.6806127952421837,-0.9361413239497391,-0.8287382769532758,-1.7579323796029378,-1.7984156158514537,-1.9251225047688934,-2.0017545968215327,-2.0718956160906714,-2.04969626767904,-1.689012193259705,-1.259397676193652,-1.3672278337394488,-1.3876887618100344,-1.3388871104422844,-1.1747612962228544,-1.3520624631036675,-1.4548863212847492,-1.4448522984147036,-1.3660351627807703,-1.114407643887123,-1.1289962576510417,-0.8503247802336649,-0.8364337323664621,-0.8432341619804298,-0.9019958504929164,-0.8901833913842747,-0.9178479658876952,-0.7300136533337689,-0.4381553023984939,-0.5148812223294836,-0.558812542490287,-0.3438574620256727,-0.3371823323882186,-0.6491590964130793,-0.9648919300297045,-1.0094944881097767,-1.0643109061204292,AL-2014-0005,FIER,8.0
1,0.5865180642581667,-0.6395267131209739,-0.6233133706774314,-1.128514199452443,-1.1388292672724898,-1.1507330252469483,-1.1638470314682436,-0.91874872132344,-0.678707146319864,-0.8903454802008168,-1.0301757102987752,-1.3402290720634884,-1.338080047190541,-1.4836626371551702,-1.622598744808358,-1.5133628384937587,-1.3094266672020254,-1.4623896697422882,-1.3563316909980294,-0.9630123365890135,-0.7505405684032507,-0.7602747591710823,-0.6124406560783591,-0.3737014945389525,-0.27485139589907703,-0.42543184605630024,-0.16594796038621595,0.01260326777268439,-0.3744604421503386,-0.5192436514035705,-0.6660086561293266,-0.4880416704624224,-0.5856465914349958,-0.4799309199464794,-0.7596061211452501,-0.7091506795090297,-0.8892193870998941,AL-2014-0005,KKS,5.3333
2,0.49497660736199167,-1.2929853787681758,-1.2263913039735144,-1.4949460542068556,-1.5175899766970016,-1.5638516435674177,-1.5333281578974418,-1.2688170798078815,-1.0253159035843282,-1.2998339884155712,-1.5697989295286074,-1.8761848464703323,-2.1769283807999864,-2.2058684823825114,-2.167434735426145,-1.744164335907736,-1.583880467215506,-1.7768934026961212,-1.7156097474777265,-1.6982813783486534,-1.397003036735292,-1.3996122120945333,-1.3931979688300444,-1.4873006653190295,-1.1028927924294791,-1.04301393725987,-1.0650873816505726,-1.1964839390618032,-0.8386502119971375,-0.8471909867622021,-1.0530769415623222,-0.840361386932015,-1.0698205819844233,-1.1391495947225483,-1.5602556303874344,-1.6190675161127324,-1.727239226721622,AL-2014-0005,SDA,5.3333
11,1.1775044141796984,0.5516324174401763,0.4738470306245084,-0.057161720976711905,-0.09607135688558266,-0.1653291403066941,-0.15800669751526897,-0.12634834365175962,-0.41727956107892616,-0.26954433497646413,-0.2794476958024106,-0.19488143554725035,0.16109434565843905,0.045779040193869136,0.336613766191455,0.11848544110654657,0.2097713927037823,0.21765750757747426,0.24173323390589196,0.20175056832944804,0.23225876651987143,0.33373770823507876,0.5556864970963264,0.46696956004851664,0.4676723464991479,0.701215370700174,0.7122086001202721,0.7172023071935261,0.9058881568287873,1.0180439051401589,0.7204208313601868,0.6403092636712948,0.5143000562273077,0.43833886886109497,0.15138058794372355,0.12209164520552385,0.155437224090754,AL-2016-0004,DURR,4.0
12,0.631796021537768,0.007852537364597012,-0.14986938000075156,-0.3595072130162613,-0.3985561357620053,-0.4885726894292315,-0.5369534508966591,-0.5274581983399589,-0.5960194009292188,-0.37264727964286415,-0.1029203978620794,-0.14020370755505684,0.08050391870665052,0.18127947506580977,0.1455303710818363,0.09232003812231504,0.29876643512570844,0.10193751574352383,-0.0020733336063845087,-0.028634723088652336,-0.03676648029274254,-0.07883977795670738,-0.1619498894068112,0.02534597539083272,0.2106035127010557,0.08986107189648251,-0.10792144731850328,-0.1306789635873855,0.10683429846258008,0.20416215443989572,0.00916152331268627,-0.011407417914670148,-0.3610907545660069,-0.39760006715927076,-0.5618418723254042,-0.5109442519755341,-0.5131035538302253,AL-2016-0004,FIER,4.0
13,0.734609327653879,-0.716054622254628,-0.9693740791836536,-1.7847506681164358,-1.8373873702072618,-1.9734598428073902,-2.084655185358203,-2.2166415907834267,-2.2907204519706923,-2.2406321303146157,-1.9988888064414265,-1.7496984298002891,-1.17259408446155,-0.9573261498080559,-0.8466611907698018,-0.9184546718586946,-0.7950252451919475,-0.77764829660725,-0.7710183951615512,-0.8466153298533783,-0.8035796819193237,-0.9664291701052203,-0.8407521857180029,-0.6584537759536957,-0.5122034152758577,-0.46939032121844804,-0.37954873255033306,-0.3858392553791514,-0.3171783827543617,-0.5976290729092177,-0.9185063553541841,-1.0206692008910139,-1.2176037803807933,-1.2258888838477695,-1.4212643473429285,-1.358104571491408,-1.444842762611719,AL-2016-0004,KBN,4.0
14,0.6696632052816938,0.7201092694686029,0.493043305928353,0.05014593654802724,0.011468028002017405,-0.10730017165491468,-0.1733137750386451,-0.34857848356812227,-0.5537275564660611,-0.5603495113587798,-0.5476998597780334,-0.06546201654400807,0.35615963202768874,0.519037019325844,0.8014656482143856,0.7662986053293084,0.7856181397559876,0.965530080038489,1.0026021068030433,1.0563272102268577,0.8754478124669802,1.0827724663027611,0.8840106134534977,0.8217506463963584,1.0556869513509728,1.1204221285440124,1.13596098678895,0.9357484737173554,0.5862984598124008,0.5120436481178352,0.4099197278122908,0.47091171468263404,0.20885467779528533,0.22593760642564398,0.10253034365653058,0.1304831166431928,0.18196019074732206,AL-2016-0004,POGR,3.2
15,0.404672931485746,-0.23187357336176362,-0.4895939598326233,-0.4916355730663131,-0.5125578301936189,-0.5835427863081541,-0.5136101543699567,-0.35511308895869487,0.14748915439350885,-0.7906710982952898,-0.7973739475792856,-0.6890604508125779,-0.5667216905393886,-0.3773443549182751,-0.17239514292534786,-0.4977456896115644,-0.4949917738889269,-0.3291259985899675,-0.3121430975980921,-0.27037334865175744,-0.21085351331102054,0.02065053587246979,-0.015619193139857046,0.042908101686679245,0.006947827229875969,-0.0495334015661264,-0.13056260918712326,-0.1826794755501595,-0.22473780556333978,-0.3373809746286298,-0.5615814340832816,-0.6303369956442904,-0.6978667901948512,-0.7939252636882301,-0.9546619371913856,-0.9449824446243511,-0.9030572460909791,AL-2016-0004,TPE,4.0
16,0.5568608372377559,-0.009748719436453612,-0.1264049698447849,0.3212832649962003,0.3176858673193159,0.32451048196969623,0.47119849889060106,0.6343959097528575,0.31746273832242977,0.5114608397669347,0.03267835913217265,0.029167225398120777,0.32414513576521653,0.5083503384424874,0.8014085841855234,0.8390293690341837,0.36368206758514887,0.029195590786265768,0.07192679820015258,0.053091558137728256,0.11590714977975658,-0.06442298505672284,-0.02699891392660092,-0.034340110569660354,-0.05510048829709113,-0.2061854516335444,-0.3144014753980766,-0.30194120646265254,-0.13943157806245132,-0.018568419417389848,-0.16709359983122063,0.011192026186011006,-0.15998720998544336,-0.3377894800983263,-0.47859264088770104,-0.34861585965076003,-0.32233535996667584,AL-2016-0004,VLO,4.0
17,0.8917826085730631,0.9572161714269996,0.8669553866255661,0.18273159260115612,0.15277365868695014,0.06549466198162257,0.008814164467480623,-0.0376361297461667,0.12371116277231131,-0.3786556332499167,-0.14475111577461597,0.2340147435183786,0.4200860104588511,0.75026879587735,0.9843827685051147,1.0959269706566168,0.751179429875382,0.7762314860926152,0.7690367006646524,0.7135837709563067,0.6216638124248295,0.4529242254045993,0.5857887595201134,0.8786614007469407,0.9606933187329609,1.1409449985481395,1.2217433731392884,1.4390036700946514,1.2924760110574933,1.235865983912488,1.26565245544524,1.2037669280339713,0.7429905773051182,0.5968650008571572,0.3927720647769313,0.4224619838833128,0.4700110733898377,AL-2016-0011,DURR,3.2
