Group ID,RSN ID,Status
37,4022723,downloaded
37,4028344,downloaded
37,4031768,downloaded
37,4034481,downloaded
37,5003371,downloaded
37,6000553,downloaded
37,6001680,downloaded
37,6001691,downloaded
37,6006153,downloaded
37,7001218,downloaded
37,7005409,downloaded
37,7006406,downloaded
37,7007048,downloaded
37,7007069,downloaded
37,7010169,downloaded
37,7010256,downloaded
37,7010318,downloaded
37,7010428,downloaded
37,7011573,downloaded
38,1002198,downloaded
38,1002402,downloaded
38,3000374,downloaded
38,4001275,downloaded
38,4007209,downloaded
38,4017084,downloaded
38,4017099,downloaded
38,4019211,downloaded
38,4021886,downloaded
38,4021919,downloaded
38,4021959,downloaded
38,4022521,downloaded
38,4025927,downloaded
38,4032020,downloaded
38,4039258,downloaded
38,7000079,downloaded
38,7001154,downloaded
38,7001392,downloaded
38,7001571,downloaded
38,7002288,downloaded
38,7002327,downloaded
38,7002896,downloaded
38,7005909,downloaded
38,7006175,downloaded
38,7006365,downloaded
38,7006728,downloaded
38,7006856,downloaded
38,7010418,downloaded
38,7010431,downloaded
38,7010437,downloaded
39,4001318,downloaded
39,4006413,downloaded
39,4008547,downloaded
39,4017188,downloaded
39,4021850,downloaded
39,4023494,downloaded
39,4026046,downloaded
39,4028528,downloaded
39,4029241,downloaded
39,4030655,downloaded
39,4030685,downloaded
39,4031765,downloaded
39,4032333,downloaded
39,4032358,downloaded
39,6001859,downloaded
39,7000036,downloaded
39,7002132,downloaded
39,7005005,downloaded
39,7005858,downloaded
39,7005952,downloaded
39,7006262,downloaded
39,7006844,downloaded
39,7007973,downloaded
39,7008079,downloaded
39,7008081,downloaded
39,7008240,downloaded
39,7010225,downloaded
39,7010334,downloaded
39,7010345,downloaded
39,7010380,downloaded
40,3001288,downloaded
40,4007372,downloaded
40,4012403,downloaded
40,4016863,downloaded
40,4016868,downloaded
40,4019456,downloaded
40,4022700,downloaded
40,4024609,downloaded
40,4024810,downloaded
40,4027492,downloaded
40,4027571,downloaded
40,4028054,downloaded
40,4028642,downloaded
40,4028896,downloaded
40,4033581,downloaded
40,4040155,downloaded
40,5001590,downloaded
40,6001242,downloaded
40,6001246,downloaded
40,6001451,downloaded
40,7000070,downloaded
40,7000076,downloaded
40,7000081,downloaded
40,7002786,downloaded
40,7004698,downloaded
40,7006259,downloaded
40,7006627,downloaded
40,7007571,downloaded
40,7010615,downloaded
40,7011277,downloaded
41,1002798,downloaded
41,3001572,downloaded
41,4007245,downloaded
41,4007297,downloaded
41,4007322,downloaded
41,4009484,downloaded
41,4009657,downloaded
41,4019321,downloaded
41,4021876,downloaded
41,4022544,downloaded
41,4022682,downloaded
41,4022728,downloaded
41,4025946,downloaded
41,4027371,downloaded
41,4027539,downloaded
41,4038635,downloaded
41,5000607,downloaded
41,5004057,downloaded
41,7006275,downloaded
41,7006336,downloaded
41,7006888,downloaded
41,7007079,downloaded
41,7007119,downloaded
41,7008505,downloaded
41,7008550,downloaded
41,7010513,downloaded
41,7010970,downloaded
41,7010980,downloaded
41,7011520,downloaded
41,7011530,downloaded
42,1002813,downloaded
42,3001574,downloaded
42,4007247,downloaded
42,4007300,downloaded
42,4009490,downloaded
42,4017042,downloaded
42,4017808,downloaded
42,4017907,downloaded
42,4019307,downloaded
42,4022715,downloaded
42,4022716,downloaded
42,4028229,downloaded
42,4034550,downloaded
42,4036709,downloaded
42,6000549,downloaded
42,7000080,downloaded
42,7001231,downloaded
42,7004010,downloaded
42,7005411,downloaded
42,7006119,downloaded
42,7006606,downloaded
42,7007070,downloaded
42,7007176,downloaded
42,7007189,downloaded
42,7010259,downloaded
42,7010427,downloaded
42,7011220,downloaded
42,7011549,downloaded
42,7011576,downloaded
42,7011975,downloaded
43,1002850,downloaded
43,3001578,downloaded
43,4007534,downloaded
43,4017141,downloaded
43,4019446,downloaded
43,4019932,downloaded
