record_id,event_id,station_code,location_code,url,status,http_status,error_type,error_message,timestamp
AL-2014-0005__SDA__00,AL-2014-0005,SDA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2014-0005&station=SDA&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.202130+00:00
AL-2014-0005__FIER__00,AL-2014-0005,FIER,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2014-0005&station=FIER&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.359656+00:00
AL-2016-0001__DURR__00,AL-2016-0001,DURR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0001&station=DURR&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.566002+00:00
AL-2014-0005__KKS__00,AL-2014-0005,KKS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2014-0005&station=KKS&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.681963+00:00
AL-2016-0001__KBN__00,AL-2016-0001,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0001&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.776256+00:00
AL-2016-0001__LACI__00,AL-2016-0001,LACI,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0001&station=LACI&data-type=ACC,downloaded,200,,,2026-04-21T05:29:58.897355+00:00
AL-2016-0001__POGR__00,AL-2016-0001,POGR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0001&station=POGR&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.076482+00:00
AL-2016-0002__KBN__00,AL-2016-0002,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0002&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.232942+00:00
AL-2016-0002__POGR__00,AL-2016-0002,POGR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0002&station=POGR&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.429141+00:00
AL-2016-0002__TPE__00,AL-2016-0002,TPE,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0002&station=TPE&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.600807+00:00
AL-2016-0003__KBN__00,AL-2016-0003,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0003&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.804634+00:00
AL-2016-0004__DURR__00,AL-2016-0004,DURR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=DURR&data-type=ACC,downloaded,200,,,2026-04-21T05:29:59.928277+00:00
AL-2016-0004__FIER__00,AL-2016-0004,FIER,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=FIER&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.119657+00:00
AL-2016-0004__KBN__00,AL-2016-0004,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.264711+00:00
AL-2016-0004__POGR__00,AL-2016-0004,POGR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=POGR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.418761+00:00
AL-2016-0004__TPE__00,AL-2016-0004,TPE,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=TPE&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.567943+00:00
AL-2016-0004__VLO__00,AL-2016-0004,VLO,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0004&station=VLO&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.736132+00:00
AL-2016-0011__DURR__00,AL-2016-0011,DURR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=DURR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:00.937266+00:00
AL-2016-0011__FIER__00,AL-2016-0011,FIER,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=FIER&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.140305+00:00
AL-2016-0011__KBN__00,AL-2016-0011,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.236289+00:00
AL-2016-0011__LACI__00,AL-2016-0011,LACI,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=LACI&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.392571+00:00
AL-2016-0011__TIR1__00,AL-2016-0011,TIR1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=TIR1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.549989+00:00
AL-2016-0011__TPE__00,AL-2016-0011,TPE,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=TPE&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.729356+00:00
AL-2016-0011__VLO__00,AL-2016-0011,VLO,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0011&station=VLO&data-type=ACC,downloaded,200,,,2026-04-21T05:30:01.926409+00:00
AL-2016-0012__DURR__00,AL-2016-0012,DURR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=DURR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.123392+00:00
AL-2016-0012__KBN__00,AL-2016-0012,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.277291+00:00
AL-2016-0012__KKS__00,AL-2016-0012,KKS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=KKS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.405953+00:00
AL-2016-0012__LACI__00,AL-2016-0012,LACI,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=LACI&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.583550+00:00
AL-2016-0012__POGR__00,AL-2016-0012,POGR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=POGR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.731155+00:00
AL-2016-0012__TPE__00,AL-2016-0012,TPE,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0012&station=TPE&data-type=ACC,downloaded,200,,,2026-04-21T05:30:02.901131+00:00
AL-2016-0013__FIER__00,AL-2016-0013,FIER,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0013&station=FIER&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.098811+00:00
AL-2016-0013__KBN__00,AL-2016-0013,KBN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AL-2016-0013&station=KBN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.319585+00:00
AM-1988-0001__GUK__00,AM-1988-0001,GUK,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0001&station=GUK&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.365946+00:00
AM-1988-0002__GUK__00,AM-1988-0002,GUK,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0002&station=GUK&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.518470+00:00
AM-1988-0004__LEN__00,AM-1988-0004,LEN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0004&station=LEN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.705494+00:00
AM-1988-0004__NAB__00,AM-1988-0004,NAB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0004&station=NAB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:03.849505+00:00
AM-1988-0004__STRS__00,AM-1988-0004,STRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0004&station=STRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.037663+00:00
AM-1988-0005__DZHN__00,AM-1988-0005,DZHN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=DZHN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.203568+00:00
AM-1988-0005__LEN__00,AM-1988-0005,LEN,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=LEN&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.356140+00:00
AM-1988-0005__MET__00,AM-1988-0005,MET,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=MET&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.593380+00:00
AM-1988-0005__NAB__00,AM-1988-0005,NAB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=NAB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.747204+00:00
AM-1988-0005__STPV__00,AM-1988-0005,STPV,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=STPV&data-type=ACC,downloaded,200,,,2026-04-21T05:30:04.872040+00:00
AM-1988-0005__STRS__00,AM-1988-0005,STRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1988-0005&station=STRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.040414+00:00
AM-1989-0006__MET__00,AM-1989-0006,MET,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0006&station=MET&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.280494+00:00
AM-1989-0006__NAB__00,AM-1989-0006,NAB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0006&station=NAB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.402927+00:00
AM-1989-0006__STPV__00,AM-1989-0006,STPV,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0006&station=STPV&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.553141+00:00
AM-1989-0006__STRS__00,AM-1989-0006,STRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0006&station=STRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.753041+00:00
AM-1989-0008__STRS__00,AM-1989-0008,STRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0008&station=STRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:05.907629+00:00
AM-1989-0009__NAB__00,AM-1989-0009,NAB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1989-0009&station=NAB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.067472+00:00
AM-1990-0013__SAKH__00,AM-1990-0013,SAKH,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SAKH&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.284049+00:00
AM-1990-0013__SBGD__00,AM-1990-0013,SBGD,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SBGD&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.417669+00:00
AM-1990-0013__SBKR__00,AM-1990-0013,SBKR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SBKR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.625763+00:00
AM-1990-0013__SBVR__00,AM-1990-0013,SBVR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SBVR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.817235+00:00
AM-1990-0013__SPIK__00,AM-1990-0013,SPIK,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SPIK&data-type=ACC,downloaded,200,,,2026-04-21T05:30:06.930540+00:00
AM-1990-0013__STPV__00,AM-1990-0013,STPV,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=STPV&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.072019+00:00
AM-1990-0013__STRS__00,AM-1990-0013,STRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=STRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.270700+00:00
AM-1990-0013__SVNZ__00,AM-1990-0013,SVNZ,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AM-1990-0013&station=SVNZ&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.408547+00:00
AT-1996-0001__RWNA__00,AT-1996-0001,RWNA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AT-1996-0001&station=RWNA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.594879+00:00
AT-1996-0001__VIE1__00,AT-1996-0001,VIE1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AT-1996-0001&station=VIE1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.742419+00:00
AT-1996-0001__VIE3__00,AT-1996-0001,VIE3,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AT-1996-0001&station=VIE3&data-type=ACC,downloaded,200,,,2026-04-21T05:30:07.949317+00:00
AT-1996-0001__VIE5__00,AT-1996-0001,VIE5,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AT-1996-0001&station=VIE5&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.121010+00:00
AT-1996-0001__WRN2__00,AT-1996-0001,WRN2,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=AT-1996-0001&station=WRN2&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.242456+00:00
DE-1992-0010__BAW__00,DE-1992-0010,BAW,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=BAW&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.395942+00:00
DE-1992-0010__BFO__00,DE-1992-0010,BFO,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=BFO&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.578127+00:00
DE-1992-0010__DOS__00,DE-1992-0010,DOS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=DOS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.739749+00:00
DE-1992-0010__EFR__00,DE-1992-0010,EFR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=EFR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:08.902694+00:00
DE-1992-0010__END__00,DE-1992-0010,END,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=END&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.064648+00:00
DE-1992-0010__GLO__00,DE-1992-0010,GLO,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=GLO&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.247747+00:00
DE-1992-0010__HEX__00,DE-1992-0010,HEX,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=HEX&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.402188+00:00
DE-1992-0010__KIR__00,DE-1992-0010,KIR,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=KIR&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.566945+00:00
DE-1992-0010__KRE__00,DE-1992-0010,KRE,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=KRE&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.723054+00:00
DE-1992-0010__SLB__00,DE-1992-0010,SLB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=SLB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:09.910161+00:00
DE-1992-0010__SOL__00,DE-1992-0010,SOL,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=SOL&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.112856+00:00
DE-1992-0010__STA__00,DE-1992-0010,STA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=STA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.249986+00:00
DE-1992-0010__WYH__00,DE-1992-0010,WYH,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DE-1992-0010&station=WYH&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.418233+00:00
DZ-1980-0016__BRS__00,DZ-1980-0016,BRS,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DZ-1980-0016&station=BRS&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.566521+00:00
DZ-1989-0023__ALG__00,DZ-1989-0023,ALG,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=DZ-1989-0023&station=ALG&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.752078+00:00
EMSC-19980224_0000009__ROD1__00,EMSC-19980224_0000009,ROD1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980224_0000009&station=ROD1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:10.900628+00:00
EMSC-19980224_0000009__ROD2__00,EMSC-19980224_0000009,ROD2,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980224_0000009&station=ROD2&data-type=ACC,downloaded,200,,,2026-04-21T05:30:11.074340+00:00
EMSC-19980224_0000009__ROD3__00,EMSC-19980224_0000009,ROD3,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980224_0000009&station=ROD3&data-type=ACC,downloaded,200,,,2026-04-21T05:30:11.272445+00:00
EMSC-19980224_0000009__ROD4__00,EMSC-19980224_0000009,ROD4,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980224_0000009&station=ROD4&data-type=ACC,downloaded,200,,,2026-04-21T05:30:11.405599+00:00
EMSC-19980423_0000011__LXRA__00,EMSC-19980423_0000011,LXRA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980423_0000011&station=LXRA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:11.596662+00:00
EMSC-19980501_0000001__GTH1__00,EMSC-19980501_0000001,GTH1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980501_0000001&station=GTH1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:11.771650+00:00
EMSC-19980716_0000001__LEF1__00,EMSC-19980716_0000001,LEF1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980716_0000001&station=LEF1&data-type=ACC,failed,204,HTTPError,HTTP 204 for https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980716_0000001&station=LEF1&data-type=ACC,2026-04-21T05:30:11.827158+00:00
EMSC-19980716_0000001__LEFA__00,EMSC-19980716_0000001,LEFA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19980716_0000001&station=LEFA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.110048+00:00
EMSC-19981006_0000006__KYP1__00,EMSC-19981006_0000006,KYP1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19981006_0000006&station=KYP1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.243361+00:00
EMSC-19981008_0000001__ZAKA__00,EMSC-19981008_0000001,ZAKA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19981008_0000001&station=ZAKA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.376758+00:00
EMSC-19981008_0000001__ZAK1__00,EMSC-19981008_0000001,ZAK1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19981008_0000001&station=ZAK1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.608204+00:00
EMSC-19981122_0000005__ARGA__00,EMSC-19981122_0000005,ARGA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19981122_0000005&station=ARGA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.766283+00:00
EMSC-19981122_0000005__LXRA__00,EMSC-19981122_0000005,LXRA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19981122_0000005&station=LXRA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:12.902803+00:00
EMSC-19990202_0000009__PAT1__00,EMSC-19990202_0000009,PAT1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990202_0000009&station=PAT1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.049085+00:00
EMSC-19990202_0000009__PAT2__00,EMSC-19990202_0000009,PAT2,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990202_0000009&station=PAT2&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.217164+00:00
EMSC-19990202_0000009__PATB__00,EMSC-19990202_0000009,PATB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990202_0000009&station=PATB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.414051+00:00
EMSC-19990314_0000005__ZAKA__00,EMSC-19990314_0000005,ZAKA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990314_0000005&station=ZAKA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.539507+00:00
EMSC-19990406_0000004__ZAKA__00,EMSC-19990406_0000004,ZAKA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990406_0000004&station=ZAKA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.682851+00:00
EMSC-19990605_0000004__AIGA__00,EMSC-19990605_0000004,AIGA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990605_0000004&station=AIGA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:13.983981+00:00
EMSC-19990611_0000011__ZAK1__00,EMSC-19990611_0000011,ZAK1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990611_0000011&station=ZAK1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.118291+00:00
EMSC-19990611_0000011__ARGA__00,EMSC-19990611_0000011,ARGA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990611_0000011&station=ARGA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.333580+00:00
EMSC-19990611_0000011__LEFA__00,EMSC-19990611_0000011,LEFA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990611_0000011&station=LEFA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.393295+00:00
EMSC-19990611_0000011__LXRA__00,EMSC-19990611_0000011,LXRA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990611_0000011&station=LXRA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.577709+00:00
EMSC-19990611_0000011__ZAKA__00,EMSC-19990611_0000011,ZAKA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990611_0000011&station=ZAKA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.792059+00:00
EMSC-19990629_0000011__AIG1__00,EMSC-19990629_0000011,AIG1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990629_0000011&station=AIG1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:14.859870+00:00
EMSC-19990629_0000011__AIGA__00,EMSC-19990629_0000011,AIGA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990629_0000011&station=AIGA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.080305+00:00
EMSC-19990629_0000011__PATB__00,EMSC-19990629_0000011,PATB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990629_0000011&station=PATB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.270955+00:00
EMSC-19990907_0000020__THV1__00,EMSC-19990907_0000020,THV1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990907_0000020&station=THV1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.364968+00:00
EMSC-19990907_0000020__THVC__00,EMSC-19990907_0000020,THVC,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990907_0000020&station=THVC&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.552048+00:00
EMSC-19990907_0000055__ATHA__00,EMSC-19990907_0000055,ATHA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990907_0000055&station=ATHA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.742141+00:00
EMSC-19990908_0000027__THV1__00,EMSC-19990908_0000027,THV1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990908_0000027&station=THV1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:15.895097+00:00
EMSC-19990908_0000027__DEKA__00,EMSC-19990908_0000027,DEKA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990908_0000027&station=DEKA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.093290+00:00
EMSC-19990908_0000027__SPLB__00,EMSC-19990908_0000027,SPLB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19990908_0000027&station=SPLB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.238066+00:00
EMSC-19991021_0000008__AIG1__00,EMSC-19991021_0000008,AIG1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991021_0000008&station=AIG1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.393700+00:00
EMSC-19991021_0000008__PAT1__00,EMSC-19991021_0000008,PAT1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991021_0000008&station=PAT1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.573181+00:00
EMSC-19991021_0000008__PAT2__00,EMSC-19991021_0000008,PAT2,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991021_0000008&station=PAT2&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.761699+00:00
EMSC-19991021_0000008__PAT3__00,EMSC-19991021_0000008,PAT3,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991021_0000008&station=PAT3&data-type=ACC,downloaded,200,,,2026-04-21T05:30:16.957310+00:00
EMSC-19991021_0000008__PATB__00,EMSC-19991021_0000008,PATB,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991021_0000008&station=PATB&data-type=ACC,downloaded,200,,,2026-04-21T05:30:17.089042+00:00
EMSC-19991104_0000001__PYR1__00,EMSC-19991104_0000001,PYR1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991104_0000001&station=PYR1&data-type=ACC,failed,204,HTTPError,HTTP 204 for https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991104_0000001&station=PYR1&data-type=ACC,2026-04-21T05:30:17.156732+00:00
EMSC-19991212_0000012__IER1__00,EMSC-19991212_0000012,IER1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991212_0000012&station=IER1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:17.470725+00:00
EMSC-19991219_0000012__ARGA__00,EMSC-19991219_0000012,ARGA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991219_0000012&station=ARGA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:17.577477+00:00
EMSC-19991226_0000012__ZAK1__00,EMSC-19991226_0000012,ZAK1,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991226_0000012&station=ZAK1&data-type=ACC,downloaded,200,,,2026-04-21T05:30:17.739028+00:00
EMSC-19991219_0000012__LXRA__00,EMSC-19991219_0000012,LXRA,00,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-19991219_0000012&station=LXRA&data-type=ACC,downloaded,200,,,2026-04-21T05:30:18.001534+00:00
