0,010; 1,001
0,012; 1,001
0,017; 0,999
0,022; 0,999
0,029; 0,994
0,039; 0,981
0,055; 0,954
0,068; 0,936
0,103; 0,936
0,144; 0,941
0,182; 0,940
0,233; 0,914
0,301; 0,876
0,350; 0,854
0,435; 0,796
0,526; 0,736
0,661; 0,668
0,761; 0,618
0,921; 0,573
1,072; 0,530
1,218; 0,503
1,474; 0,493
1,695; 0,480
2,105; 0,450
2,547; 0,417
2,967; 0,407
3,457; 0,387
4,184; 0,340
4,515; 0,345
4,874; 0,309
5,606; 0,302
7,048; 0,277
7,511; 0,257
8,530; 0,279
9,206; 0,267
10,064; 0,267
