metadata,metadata,metadata
event_id,station_code,location_code
EMSC-20161030_0000029,GRN,0
EMSC-20160824_0000006,MDAR,0
IT-2009-0121,AQA,0
EMSC-20161030_0000029,SSC,0
TK-2003-0038,1201,0
EMSC-20161030_0000029,MSC,0
EMSC-20161030_0000029,SPD,0
EMSC-20161026_0000095,TRE1,0
TK-1999-0415,C1060,0
IT-2012-0011,BRM,0
EMSC-20161026_0000095,TLN,0
EMSC-20160824_0000006,PZI1,0
IT-2012-0011,MIR06,0
IT-2009-0009,CLN,0
EMSC-20161030_0000029,POFI,0
TK-2007-0024,4401,0
IT-2009-0009,PDM,0
IT-2009-0121,RM02,0
EMSC-20160824_0000006,FOSV,0
EMSC-20151117_0000025,AGRP,0
IT-2009-0102,RM02,0
TK-2004-0020,2406,0
EMSC-20161026_0000095,MDAR,0
IT-2013-0005,VLM,0
EMSC-20161030_0000029,FMG,0
EMSC-20161030_0000029,CRO,0
EMSC-20120610_0000062,KSL,0
IT-2012-0011,SNM,0
IT-2012-0011,FIN0,0
IT-1976-0002,TLM1,0
IT-2012-0011,RNC,0
TK-2004-0089,4401,0
IT-2009-0102,RM14,0
EMSC-20161026_0000095,TSC,0
EMSC-20160824_0000006,RM33,0
EMSC-20161030_0000029,AQG,0
EMSC-20161030_0000029,T1201,0
EMSC-20161030_0000029,DUR,0
EMSC-20160824_0000006,FMG,0
EMSC-20161030_0000029,T1213,0
EMSC-20160824_0000006,FEMA,0
EMSC-20161026_0000095,MNF,0
EMSC-20160824_0000006,MTR,0
IT-2012-0008,CSP,0
TK-1999-0415,ARC,0
EMSC-20160824_0000006,ATCC,0
EMSC-20161030_0000029,NRC,0
EMSC-20160824_0000006,CVM,0
EMSC-20160824_0000006,NRN,0
EMSC-20160824_0000006,MVB,0
EMSC-20160824_0000006,SSC,0
EMSC-20161030_0000029,PZI1,0
ME-1979-0012,BUD,0
GR-1995-0047,AIGA,0
EMSC-20161030_0000029,T1212,0
IT-2009-0009,CNM,0
TK-2007-0024,1201,0
TK-1999-0389,5401,0
EMSC-20161026_0000095,GUMA,0
IT-1976-0030,SRC0,0
IT-2012-0008,RVR,0
TK-2005-0030,2406,0
IT-2012-0008,FGV,0
EMSC-20160824_0000006,GLT,0
EMSC-20161030_0000029,CIT,0
EMSC-20160824_0000006,SNM,0
EMSC-20161030_0000029,AQA,0
EMSC-20161030_0000029,AMT,0
EMSC-20161030_0000029,0REN,0
EMSC-20160824_0000006,AQK,0
EMSC-20161026_0000095,SNO,0
IT-2012-0008,STS,0
IT-1980-0012,BNV,0
TK-1999-0077,YPT,0
EMSC-20161030_0000029,ANT,0
IT-2002-0047,SCV,0
IT-2002-0047,CMM,0
EMSC-20160824_0000006,SPD,0
EMSC-20160824_0000006,CSC,0
EMSC-20160824_0000006,BZZ,0
IT-1980-0012,BSC,0
IT-2009-0102,CLN,0
IT-2009-0102,AQM,0
TK-1999-0294,5401,0
IT-2009-0009,ORC,0
EMSC-20161026_0000095,SLO,0
EMSC-20161026_0000095,MNTP,0
EMSC-20160824_0000006,SNO,0
TK-1999-0415,C1061,0
IT-2009-0102,MI01,0
EMSC-20161026_0000095,PRE,0
EMSC-20160824_0000006,ANT,0
IT-1980-0012,CLT,0
TK-1999-0415,C1062,0
TK-1999-0077,4101,0
TK-1999-0415,8101,0
IT-2012-0011,T0812,0
TK-1999-0077,8101,0
IT-2012-0011,T0823,0
IT-2012-0011,VDL,0
IT-2012-0011,MIR02,0
IT-2012-0008,SULZ,0
IT-2012-0008,MRN,0
IT-2012-0008,GRIMS,0
TK-2005-0032,2501,0
EMSC-20161030_0000029,CCT,0
TK-1992-0002,2402,0
EMSC-20161030_0000029,ACC,0
IT-2012-0011,MIRE,0
EMSC-20161026_0000095,ASS,0
EMSC-20160824_0000006,NRC,0
IT-2009-0009,SUL,0
IT-2012-0011,CNT,0
EMSC-20161030_0000029,T1244,0
IT-2012-0008,CSC,0
EMSC-20161030_0000029,PCB,0
TK-1999-0415,C0362,0
IT-2009-0009,AVZ,0
IT-2012-0008,MURB,0
TK-1999-0415,BAG,0
TK-1999-0415,1401,0
IT-2012-0011,SAN0,0
TK-2005-0090,3502,0
TK-1999-0077,1404,0
EMSC-20120610_0000062,AKIN,0
IT-2012-0011,MIRH,0
EMSC-20110519_0000052,ENZZ,0
EMSC-20160824_0000006,NOR,0
IT-2012-0008,GUMA,0
EMSC-20160824_0000006,STAL,0
IT-2012-0008,FUSIO,0
TK-1999-0077,0301,0
EMSC-20160824_0000006,MNTP,0
TK-1999-0415,C1058,0
TK-1999-0294,4107,0
IT-2012-0008,PIO1,0
EMSC-20160824_0000006,TERO,0
EMSC-20161030_0000029,T1299,0
TK-2004-0080,4802,0
IT-2013-0005,NEVI,0
EMSC-20161026_0000095,MCT,0
TK-2003-0191,4401,0
IT-2009-0121,AQP,0
EMSC-20160824_0000006,TRE1,0
IT-2012-0010,MIR06,0
IT-2009-0121,RM07,0
IT-2009-0121,AQM,0
IT-1980-0012,BGI,0
EMSC-20161030_0000029,AQK,0
IT-2012-0061,VNN,0
GR-1986-0011,KALA,0
IT-2012-0010,ZCCA,0
EMSC-20160824_0000006,MNF,0
IT-2012-0008,SSU,0
EMSC-20160824_0000013,CSC,0
IT-2012-0061,LTR,0
IT-2009-0140,MTR,0
EMSC-20161026_0000077,NRC,0
EMSC-20161030_0000029,CSC,0
IT-2009-0121,RM09,0
IT-2009-0121,GSA,0
IT-1997-0062,NCR2,0
EMSC-20160824_0000006,LSS,0
EMSC-20161026_0000077,CSC,0
IT-2012-0010,T0819,0
IT-2012-0008,AUL,0
IT-2012-0008,TNS,0
IT-2012-0008,OGAG,0
IT-2012-0011,SMS0,0
EMSC-20161030_0000029,CSO1,0
EMSC-20161026_0000077,SNO,0
IT-2012-0008,TLN,0
IT-2013-0005,AQU,0
EMSC-20151117_0000025,ACER,0
EMSC-20160824_0000013,FIAM,0
IT-2012-0010,CRP,0
EMSC-20161026_0000077,LSS,0
TK-2005-0054,1201,0
IT-2009-0121,MTR,0
EMSC-20161026_0000077,NOR,0
IT-2009-0102,AQK,0
EMSC-20161026_0000077,ACC,0
IT-2012-0011,LIENZ,0
EMSC-20160824_0000013,SGPA,0
TK-2002-0008,1006,0
TK-2005-0090,1609,0
EMSC-20160824_0000006,AMT,0
EMSC-20140524_0000026,MGNA,0
EMSC-20161030_0000029,CAFE,0
EMSC-20161030_0000029,BIOG,0
EMSC-20140203_0000008,TNSA,0
TK-1999-0415,5401,0
TK-1999-0415,6401,0
IT-2012-0008,RNI2,0
EMSC-20161030_0000029,SBC,0
EMSC-20140524_0000026,KKS,0
EMSC-20160824_0000006,BNE,0
TK-1999-0415,487,0
IT-2009-0009,SNM,0
EMSC-20160824_0000006,ZCCA,0
TK-1999-0077,ARC,0
TK-1999-0077,MSK,0
EMSC-20160824_0000006,IMOL,0
TK-2002-0008,1502,0
IT-2009-0009,AVL,0
IT-2012-0008,BRIS,0
TK-2007-0024,2701,0
EMSC-20160824_0000006,CIMA,0
IT-2012-0008,OSSC,0
IT-2012-0008,TLM2,0
IT-2009-0009,BNE,0
EMSC-20160824_0000006,SMPL,0
EMSC-20160824_0000006,CRP,0
EMSC-20161030_0000029,PZUN,0
EMSC-20161030_0000029,SIRI,0
EMSC-20160824_0000006,MODE,0
EMSC-20160125_0000009,CART,0
IT-2009-0009,STL,0
EMSC-20161026_0000095,ZCCA,0
EMSC-20140524_0000026,SMTH,0
TK-1999-0077,MCD,0
EMSC-20161026_0000095,OSSC,0
EMSC-20140126_0000046,MGNA,0
TK-2002-0008,6401,0
TK-1999-0077,1701,0
IT-2009-0009,FOR,0
EMSC-20161030_0000029,DURR,0
EMSC-20140203_0000008,ANKY,0
IT-2009-0009,CMB,0
EMSC-20140203_0000008,ALNA,0
IT-2012-0008,TVR,0
EMSC-20040223_0000011,STBR,0
IT-2012-0032,MENA,0
TK-1999-0415,0301,0
EMSC-20160824_0000013,TRIV,0
IT-2013-0010,COR1,0
EMSC-20160824_0000013,RNI2,0
IT-2012-0008,TREG,0
TK-1999-0415,3701,0
EMSC-20160824_0000013,SAG,0
EMSC-20140203_0000008,KTHA,0
IT-2012-0068,BELV,0
EMSC-20160824_0000013,BSSO,0
IT-2012-0011,TREG,0
IT-2009-0009,BBN,0
IT-2009-0009,SBC,0
EMSC-20160824_0000013,CMB,0
EMSC-20161026_0000077,GSA,0
EMSC-20151117_0000025,EFSA,0
EMSC-20151117_0000025,CELI,0
EMSC-20161030_0000029,CMB,0
EMSC-20161026_0000095,PAN,0
EMSC-20160824_0000006,FIE,0
EMSC-20160826_0000013,PIEI,0
EMSC-20161027_0000072,FOSV,0
TK-2002-0008,5401,0
IT-2012-0011,POFI,0
EMSC-20160824_0000006,CMB,0
IT-2012-0076,FIVI,0
EMSC-20160826_0000013,MCS,0
EMSC-20130730_0000029,LIA,0
IT-2012-0018,LEOD,0
EMSC-20161026_0000095,SNI,0
EMSC-20130916_0000088,ITM,0
TK-1999-0077,4106,0
IT-2009-0102,RM10,0
EMSC-20161026_0000095,AM05,0
TK-2004-0089,2301,0
IT-2009-0009,CSO1,0
EMSC-20161026_0000095,T1216,0
IT-2009-0009,FMG,0
EMSC-20161026_0000095,MCS,0
IT-2012-0011,MRN,0
TK-1998-0063,0105,0
EMSC-20160824_0000006,GRN,0
EMSC-20160824_0000006,SANR,0
IT-2012-0011,GRIMS,0
EMSC-20160824_0000006,ACOM,0
EMSC-20161030_0000029,ORC,0
EMSC-20140203_0000008,DLFA,0
TK-1999-0415,3401,0
TK-1999-0077,ATS,0
EMSC-20120610_0000062,CESE,0
EMSC-20140126_0000046,LSK,0
EMSC-20161030_0000029,SNS1,0
TK-1999-0415,DHM,0
TK-1999-0077,5903,0
EMSC-20161026_0000095,SSO,0
EMSC-20161026_0000095,GBB,0
IT-2012-0008,PTV,0
EMSC-20161026_0000077,CLO,0
EMSC-20160824_0000013,AMT,0
IT-2009-0121,FMG,0
EMSC-20160824_0000013,MSCT,0
EMSC-20161026_0000077,GLT,0
IT-2012-0010,CPGN,0
IT-2012-0011,GUMA,0
EMSC-20140203_0000008,LSK,0
EMSC-20160824_0000013,FOC,0
IT-2013-0005,MDN,0
EMSC-20140524_0000026,ALNA,0
EMSC-20140203_0000008,CAR1,0
IT-2012-0011,T0817,0
IT-2012-0011,SCHS,0
EMSC-20160824_0000006,MCT,0
EMSC-20140126_0000085,NOAC,0
EMSC-20161030_0000029,SSO,0
EMSC-20151117_0000025,DLFA,0
IT-2012-0011,SENIN,0
EMSC-20160824_0000006,CLUD,0
TK-1999-0415,HIL,0
IT-2012-0011,MIR01,0
EMSC-20130108_0000044,DLFA,0
IT-2012-0008,SOLZ,0
IT-2012-0008,NRCA,0
TK-1999-0077,1604,0
IT-2012-0011,IMOL,0
EMSC-20160824_0000006,ATLO,0
EMSC-20161030_0000029,TOD,0
IT-2012-0011,PRT,0
IT-2012-0008,LNG,0
IT-2012-0008,STF,0
EMSC-20161030_0000029,AM05,0
EMSC-20161026_0000095,FIR,0
EMSC-20110519_0000052,YKAV,0
IT-2012-0008,LLS,0
EMSC-20140126_0000046,KTHA,0
EMSC-20160824_0000006,FRT,0
EMSC-20140203_0000008,TIP,0
EMSC-20150416_0000081,DION,0
EMSC-20140524_0000026,TNSA,0
EMSC-20161030_0000029,T1215,0
IT-2012-0011,MIR07,0
EMSC-20161028_0000138,FIAM,0
EMSC-20160824_0000006,ATFO,0
EMSC-20161026_0000095,MMO,0
TK-1999-0415,C1059,0
TK-2005-0090,4802,0
GR-1995-0047,PAT1,0
IT-2012-0011,T0805,0
IT-2012-0011,RAV0,0
EMSC-20161030_0000029,FRE8,0
IT-2009-0009,STN,0
EMSC-20150416_0000081,ANKY,0
IT-2012-0011,BBN,0
EMSC-20160824_0000006,TRV,0
EMSC-20161030_0000029,PSC,0
EMSC-20160824_0000006,NDIM,0
EMSC-20160824_0000006,SBC,0
EMSC-20161026_0000095,ZEN8,0
SI-1998-0010,LJU,0
IT-2012-0008,OGIM,0
IT-2012-0011,CAS0,0
EMSC-20140822_0000013,SRN,0
EMSC-20161030_0000029,CGRP,0
TK-1999-0415,GLCK,0
IT-2009-0140,RM09,0
EMSC-20160824_0000006,TER,0
EMSC-20161030_0000029,LSS,0
EMSC-20160824_0000013,FMG,0
TK-2005-0032,2406,0
EMSC-20160824_0000006,AQU,0
EMSC-20161026_0000095,SPD,0
IT-2012-0010,MRZ,0
IT-2013-0005,FVZ,0
IT-2009-0121,BZZ,0
IT-2012-0061,PRA,0
IT-1980-0012,RNR,0
IT-2012-0010,PVF,0
IT-2012-0011,VLM,0
IT-2009-0121,MI05,0
IT-2009-0121,AQG,0
IT-2009-0121,RM14,0
IT-2009-0102,RM04,0
EMSC-20160824_0000006,PCB,0
EMSC-20161026_0000095,BOO,0
EMSC-20140126_0000085,TIP,0
EMSC-20150416_0000081,IMMV,0
EMSC-20161026_0000077,GRN,0
IT-2013-0005,PCRO,0
EMSC-20160824_0000006,PNC,0
EMSC-20160824_0000006,ZOU2,0
EMSC-20140126_0000085,YDRA,0
EMSC-20161030_0000029,AVZ,0
TK-2007-0150,2608,0
TK-1992-0003,2402,0
IT-2009-0009,TLS,0
TK-1999-0415,RUZ,0
EMSC-20161026_0000077,MCV,0
IT-2012-0011,ISD,0
IT-2012-0008,SBUB,0
EMSC-20140203_0000008,JOPP,0
EMSC-20161026_0000095,MSC,0
EMSC-20161026_0000095,T1201,0
IT-2012-0011,SLUB,0
TK-2001-0123,3502,0
IT-2012-0011,SKAF,0
TK-1999-0415,5902,0
EMSC-20160824_0000006,TSC,0
EMSC-20160824_0000006,FUSE,0
EMSC-20161026_0000095,SSG,0
EMSC-20130108_0000044,SHAP,0
EMSC-20161030_0000029,SDM,0
IT-2009-0009,CSS,0
IT-2009-0102,AQV,0
EMSC-20160824_0000006,FLT,0
IT-2012-0008,PVF,0
EMSC-20161026_0000095,ATCC,0
IT-2009-0121,RM03,0
IT-2012-0008,ZCCA,0
EMSC-20161030_0000029,T1211,0
IT-2012-0010,PRT,0
IT-1997-0137,AQM,0
EMSC-20161026_0000077,CIMA,0
IT-2009-0121,RM11,0
IT-2012-0010,LNG,0
IT-2012-0010,VLM,0
EMSC-20160824_0000006,CPS,0
EMSC-20161030_0000029,TERO,0
TK-1999-0415,BUR,0
EMSC-20161026_0000095,MGR,0
EMSC-20161026_0000095,SNG,0
IT-2012-0008,CES,0
TK-1999-0415,1604,0
EMSC-20140203_0000008,T0721,0
EMSC-20161030_0000029,BRS,0
EMSC-20140203_0000008,SIRI,0
EMSC-20161026_0000095,CSN,0
EMSC-20161026_0000095,FOS,0
IT-2012-0011,T0818,0
IT-2012-0008,VINO,0
EMSC-20161030_0000029,FLT,0
EMSC-20160824_0000006,NCR,0
IT-2012-0008,CALF,0
EMSC-20161030_0000029,FRT,0
EMSC-20141122_0000066,ODBI,0
IT-2012-0011,MGAB,0
IT-2012-0010,LEC,0
EMSC-20161030_0000029,GATE,0
EMSC-20161030_0000029,VITU,0
IT-2009-0121,ANT,0
EMSC-20161026_0000077,CMB,0
EMSC-20161030_0000029,CVM,0
EMSC-20161026_0000095,CRMI,0
EMSC-20151117_0000025,KBN,0
TK-2003-0003,1201,0
EMSC-20161030_0000029,PAOL,0
EMSC-20130108_0000044,GOKC,0
EMSC-20161026_0000095,CLO,0
EMSC-20140524_0000026,PRK,0
EMSC-20130108_0000044,EFSA,0
EMSC-20160824_0000006,STF,0
EMSC-20161026_0000095,CIT,0
IT-2012-0008,FIE,0
IT-2012-0011,ZOVE,0
EMSC-20160824_0000006,ASS,0
EMSC-20161030_0000029,ASP,0
EMSC-20161026_0000095,CMB,0
EMSC-20161026_0000095,PRG,0
EMSC-20161026_0000095,SNM,0
IT-2012-0008,SNM,0
EMSC-20161026_0000077,ASS,0
EMSC-20160824_0000006,AQG,0
EMSC-20161030_0000029,CTD,0
TK-1999-0077,3401,0
EMSC-20161026_0000095,RONC,0
EMSC-20161030_0000029,CLUD,0
IT-2012-0008,LEOD,0
EMSC-20161026_0000095,DOSS,0
IT-2012-0008,OGSI,0
EMSC-20160824_0000006,FOC,0
EMSC-20161026_0000095,CMI,0
SI-1998-0010,CEY,0
EMSC-20160824_0000013,AQG,0
IT-2012-0008,MTRZ,0
IT-2012-0061,SIRI,0
IT-2012-0061,SMR,0
SI-1998-0010,ILBA,0
EMSC-20160824_0000006,TLN,0
EMSC-20161026_0000095,T1215,0
IT-2012-0011,MTRZ,0
TK-2005-0054,1208,0
EMSC-20160824_0000013,ANT,0
EMSC-20160824_0000006,MARN,0
IT-2013-0005,OGAG,0
EMSC-20131012_0000044,ANKY,0
EMSC-20161030_0000029,PTI,0
EMSC-20160824_0000006,SDM,0
IT-2009-0009,VRP,0
EMSC-20161030_0000029,CDM,0
EMSC-20160824_0000006,SSO,0
EMSC-20130615_0000050,IMMV,0
IT-2009-0009,ANT,0
IT-2009-0009,PIC,0
EMSC-20161030_0000029,SNO,0
EMSC-20161026_0000095,APEC,0
