NGAsubRSN,count
7004709,24
3000405,17
4028577,16
1002963,16
4033837,15
4033698,14
4028087,14
3001438,13
7004944,13
4028564,12
6002695,12
1002882,12
3001304,12
4022450,11
3001305,11
3001291,11
4022837,11
1002962,11
7004694,11
4017176,11
7011018,10
7011562,10
1002911,10
4034539,10
6000991,10
6001240,9
3000367,9
4022453,9
7004686,8
7004701,8
3001297,8
6001698,8
4028061,8
6004629,8
3001308,8
4028417,8
4033713,8
1002971,8
1000109,8
4028567,8
1002969,8
7004715,8
3000257,7
4032552,7
4028580,7
3000408,7
7006632,7
7004769,7
7004712,7
7007989,7
4007351,7
4022989,7
6001680,7
3001493,7
4016792,6
6000337,6
7004734,6
7006256,6
4007354,6
7004697,6
4034597,6
4027499,6
6001143,6
7008164,6
4033699,6
1002947,6
4028832,6
7007968,6
7007982,6
3000391,6
3000403,6
3001312,6
3000260,6
4022836,6
3000381,6
3000370,6
7006589,5
7006243,5
3001482,5
7006554,5
7006638,5
1002402,5
7006692,5
7006707,5
4028845,5
4032479,5
4033850,5
4032627,5
4022833,5
3001295,5
4028366,5
3001307,5
3001289,5
4034730,5
7006364,5
1002912,5
6001404,5
6001720,5
6001703,5
3001494,5
6001855,5
7007973,5
6003695,5
6001242,5
4007352,5
4040644,5
4017056,5
4017188,5
4007211,5
1002197,4
4032484,4
7008148,4
7010481,4
1000705,4
6001141,4
1000368,4
7004896,4
4007264,4
7004702,4
7004711,4
7004707,4
6001863,4
6001221,4
7004751,4
6005167,4
7004864,4
7004710,4
6001156,4
7004729,4
6003796,4
6001678,4
7006133,4
7005968,4
4040123,4
7006010,4
6001689,4
7006261,4
5001383,4
7006059,4
4040077,4
4022458,4
7006297,4
3001577,4
1002965,4
1002974,4
4034548,4
7006685,4
3000363,4
3000390,4
3001296,4
4034798,4
3001311,4
3001290,4
7011548,4
7006490,4
4038266,4
4022446,4
7006126,4
6001688,4
7006733,3
4034793,3
4032633,3
1000052,3
1000035,3
4032634,3
7007993,3
1002907,3
7008053,3
7007986,3
7006718,3
7006725,3
7006522,3
7006703,3
1002979,3
4028568,3
4028257,3
3001301,3
7006634,3
7006642,3
3001031,3
3001292,3
4034540,3
4040268,3
4034781,3
4034432,3
4022835,3
4022941,3
3000374,3
7006404,3
3000389,3
3000384,3
4022750,3
4022475,3
4040297,3
4040303,3
3001571,3
3001593,3
3001647,3
3001962,3
3001972,3
7006220,3
7006235,3
6001684,3
6001676,3
4007204,3
7005980,3
4040125,3
4003157,3
6001725,3
6001193,3
7006015,3
4022449,3
4007391,3
7005922,3
7004736,3
4007346,3
6001726,3
