NGAsubRSN,count
6001682,3
4007547,3
4016998,3
6000338,3
7004722,3
7004862,3
7004845,3
6001851,3
6003748,3
6001826,3
4017137,3
7004698,3
7004699,3
7008064,3
1002140,3
4032463,3
4032013,3
4030539,3
7008083,3
1002869,3
1002811,3
7008138,3
7008004,3
7007997,2
7007991,2
7008235,2
7008146,2
1002858,2
1002836,2
1002861,2
1000740,2
4023585,2
4028991,2
4032471,2
4025831,2
4030513,2
7011094,2
7011796,2
7011093,2
7011792,2
4008080,2
4008218,2
7004688,2
7004632,2
6004610,2
6003268,2
6002715,2
6002710,2
6002699,2
4017178,2
4017127,2
7004851,2
7004849,2
7004750,2
7004749,2
7004704,2
6001857,2
6001862,2
4040493,2
6002226,2
7004903,2
7004867,2
7004778,2
7004774,2
4017058,2
4017053,2
4017015,2
4016856,2
4016832,2
7004771,2
7004843,2
7004872,2
4016798,2
4016788,2
4007510,2
7004967,2
7004723,2
6001373,2
6001148,2
4027411,2
6001144,2
6001153,2
6002303,2
7006123,2
7006034,2
4007430,2
4007257,2
7010968,2
7011505,2
7004985,2
7004779,2
4007226,2
4007220,2
4007208,2
7006262,2
7006179,2
7006009,2
7005839,2
7006234,2
7006129,2
6001692,2
4003225,2
3001971,2
7006058,2
7006051,2
7006092,2
7006016,2
7006237,2
7006041,2
4040113,2
4028065,2
4028053,2
4028050,2
4028044,2
4022757,2
4040110,2
4040096,2
3001954,2
3001797,2
7006384,2
7006310,2
7011242,2
7011552,2
7011549,2
7006628,2
7006511,2
3001440,2
3001309,2
3001303,2
4028292,2
4028259,2
4028074,2
4038522,2
4038521,2
4038398,2
4038463,2
4034590,2
3001293,2
3001041,2
3001009,2
3000427,2
7006693,2
7006643,2
3000400,2
3000385,2
7006665,2
7006415,2
7006418,2
7006414,2
4034481,2
4022768,2
4028269,2
4034799,2
3000366,2
3000362,2
3000253,2
7006734,2
7006427,2
7006413,2
7006722,2
4034729,2
4028604,2
4028563,2
4028522,2
4033854,2
4033787,2
4033737,2
2001226,2
2000008,2
1002976,2
7011565,2
7006486,2
7006728,2
7008147,2
7007998,2
7007985,2
7007984,2
1002964,2
1002959,2
1002920,2
4028835,2
4028789,2
4028566,2
4033564,2
4032659,2
4032473,2
1000335,2
7007992,2
1000040,2
1000086,2
7010495,2
7011309,1
7011979,1
1000033,1
1000034,1
1000043,1
1000050,1
1000071,1
1000120,1
1002139,1
1002244,1
7008076,1
1001140,1
1000829,1
7007969,1
7008150,1
7008143,1
7008140,1
7008054,1
7008050,1
7008047,1
1002958,1
1002955,1
1002946,1
1002925,1
1002919,1
1002899,1
2000904,1
4025856,1
4031293,1
4031389,1
4031322,1
4025506,1
4031143,1
4031079,1
4031072,1
4040377,1
4040376,1
4024860,1
4030991,1
4030924,1
4030907,1
4024735,1
4030598,1
4032344,1
4032217,1
4031831,1
4031834,1
4031779,1
4026038,1
4031743,1
4031690,1
4032012,1
4031802,1
4032016,1
4031806,1
4031711,1
4026042,1
4025906,1
4025901,1
4024734,1
4024720,1
4024718,1
4024696,1
4029156,1
4023418,1
4029084,1
4029080,1
4023423,1
4023317,1
4028881,1
4023066,1
4028906,1
4032464,1
4032458,1
4026487,1
4033930,1
4033912,1
4033883,1
4032960,1
4032952,1
4032666,1
4032646,1
4032654,1
4032648,1
4032493,1
4032490,1
4032489,1
4032480,1
4032631,1
4032632,1
4024737,1
4023096,1
4023091,1
4023069,1
4023067,1
4023047,1
4032687,1
4028739,1
4033612,1
4033535,1
4033523,1
4033519,1
4033488,1
4033375,1
4033943,1
4033936,1
4033933,1
4028561,1
4028538,1
4028537,1
4028535,1
4028510,1
4033863,1
4033836,1
4033701,1
4033628,1
4033719,1
4033734,1
4033726,1
4033702,1
4028844,1
4023189,1
4023180,1
4022854,1
4028327,1
4022581,1
4034792,1
4034791,1
4034772,1
4034758,1
4034735,1
4034732,1
4034725,1
4034710,1
4034675,1
4034640,1
4028605,1
4028601,1
4028572,1
4038259,1
4038246,1
4034633,1
4034571,1
4034565,1
4034544,1
4034538,1
4034527,1
4034515,1
4034513,1
4034405,1
4034396,1
4022996,1
4022988,1
4022978,1
4022921,1
4028326,1
4028266,1
4028250,1
4028151,1
4028150,1
4028139,1
4028129,1
4028124,1
4028119,1
4038520,1
4038519,1
4038517,1
4038515,1
4038406,1
4038394,1
4038299,1
4022726,1
4022682,1
4022521,1
4022454,1
4040100,1
4040055,1
4039342,1
4039287,1
4039279,1
4039224,1
4039434,1
4038638,1
4040357,1
4040358,1
4040280,1
4028406,1
6001704,1
6000037,1
6001673,1
6001690,1
6001691,1
6001696,1
6001694,1
6001683,1
6000029,1
6000028,1
5001776,1
5001763,1
4040050,1
4040121,1
4028057,1
4022748,1
6001706,1
4022444,1
4022443,1
4022440,1
4022437,1
4022434,1
4032677,1
4032529,1
4032524,1
4027607,1
4027600,1
4027598,1
4027552,1
4027534,1
6001712,1
6001727,1
4027342,1
4027445,1
4027465,1
4027469,1
4027350,1
4018193,1
4020250,1
4010647,1
4010402,1
4019934,1
6001136,1
6001147,1
6001145,1
6002312,1
6002300,1
6000042,1
6001268,1
6001224,1
6004526,1
6004525,1
6000336,1
6001407,1
6001397,1
6001412,1
6001152,1
6001151,1
6001146,1
6001140,1
4027491,1
4027466,1
4027390,1
4027345,1
4010003,1
4019446,1
4019403,1
4019360,1
4019353,1
4009740,1
4009725,1
4009642,1
4009582,1
4009535,1
6001745,1
6003451,1
6001804,1
6002218,1
6003875,1
6006428,1
7010807,1
7011321,1
6004635,1
6004628,1
6004599,1
6004592,1
6003303,1
6002711,1
6002700,1
6005374,1
6002262,1
6001858,1
4019919,1
4019879,1
4019871,1
4019715,1
4010137,1
4018948,1
4018892,1
4009199,1
4018053,1
4008443,1
4017881,1
4008221,1
4008216,1
4008191,1
4008186,1
4008143,1
4008135,1
7004646,1
7004615,1
7004813,1
7004814,1
7011355,1
4017142,1
4017139,1
4017129,1
4017085,1
4017084,1
4017079,1
7004949,1
7004939,1
7004908,1
7004899,1
7004897,1
7004858,1
7004703,1
7004700,1
4018943,1
4018962,1
4016845,1
4016842,1
4016828,1
4016827,1
7004708,1
7004706,1
7004705,1
7004892,1
7004856,1
7004744,1
7004815,1
7004767,1
4008093,1
4007348,1
4017190,1
4017177,1
4016776,1
4007553,1
4007552,1
4007511,1
7004717,1
7004691,1
7004876,1
7004874,1
7004869,1
7004866,1
7004775,1
4017022,1
4016901,1
4016893,1
4016883,1
4016873,1
7004725,1
7004681,1
7005011,1
7004731,1
7004885,1
7004753,1
7004963,1
7005003,1
7004979,1
4016826,1
4016815,1
4016813,1
4016800,1
4016796,1
4016794,1
4016778,1
4007403,1
4007399,1
4007307,1
4007293,1
4007262,1
7011010,1
7011546,1
7010970,1
7011520,1
7005374,1
7005363,1
7005369,1
7005196,1
7005349,1
7005151,1
7004983,1
7004891,1
7004682,1
7005970,1
7005966,1
7005958,1
7005896,1
7006272,1
7006222,1
7006094,1
7006165,1
7006158,1
7006154,1
7006140,1
7005939,1
7005857,1
7005846,1
4007493,1
4007429,1
4007426,1
4007410,1
4007231,1
4007221,1
4007215,1
4007209,1
4007207,1
4016730,1
4003222,1
4040876,1
7005915,1
7006274,1
7005858,1
7006252,1
7006223,1
7005967,1
7006250,1
7006176,1
7006194,1
4040603,1
4003168,1
4012393,1
4002595,1
4001864,1
4040389,1
4040380,1
4002243,1
4002204,1
4001986,1
7006014,1
7006048,1
7006265,1
7006233,1
7006231,1
4007256,1
4007252,1
3001951,1
3001948,1
3001587,1
3001576,1
3001488,1
7006325,1
7006324,1
7006299,1
7006290,1
7011017,1
7011561,1
7011553,1
7011015,1
7011558,1
7006232,1
7006079,1
4040803,1
4040718,1
3001040,1
3001022,1
3000432,1
3000431,1
3000424,1
7006449,1
7006633,1
7006606,1
7006594,1
7006575,1
7006397,1
3001306,1
3001302,1
3001298,1
3001968,1
3001963,1
3000419,1
3000416,1
3000415,1
3000401,1
3000377,1
7006596,1
7006345,1
7006579,1
7006412,1
7006388,1
7006304,1
7006671,1
7006469,1
7006466,1
7006451,1
7006608,1
2001400,1
2000814,1
2000806,1
2000762,1
2001635,1
2001630,1
7006672,1
7006519,1
7006492,1
7006373,1
7006730,1
7006435,1
7006624,1
7006724,1
7006695,1
7006417,1
7006587,1
7006546,1
7006540,1
7006498,1
7006495,1
7006365,1
7006737,1
7006736,1
7006715,1
7006713,1
7006533,1
7006426,1
7006401,1
7006340,1
7006557,1
3000369,1
3000185,1
2001700,1
2000091,1
2000018,1
1002978,1
1002973,1
1002970,1
1002968,1
1002967,1
7008028,1
7008019,1
7006880,1
7011564,1
7011023,1
7011577,1
7011576,1
7006711,1
7006704,1
7008082,1
7011308,1
7011976,1
7008170,1
7008237,1
7008059,1
7008178,1
7008136,1
7008005,1
7008220,1
1002851,1
1002852,1
1002822,1
1001926,1
1001784,1
1001758,1
1002249,1
4030538,1
4030537,1
4030504,1
4030502,1
4030498,1
4030494,1
4030492,1
1000027,1
7010055,1
7010418,1
7010401,1
7010398,1
7011698,1
7011097,1
7011801,1
7011787,1
7011797,1
