metadata,metadata,metadata
event_id,station_code,location_code
EMSC-20161026_0000077,MMP1,0
IT-2012-0010,BGL,0
IT-2012-0061,CELI,0
EMSC-20160824_0000013,PCB,0
EMSC-20161030_0000029,SNI,0
EMSC-20160824_0000006,PAOL,0
IT-2012-0008,STF,0
IT-2012-0010,BAG8,0
TK-1999-0415,C1061,0
EMSC-20161030_0000029,SDM,0
EMSC-20161030_0000029,TER,0
IT-2013-0005,PAN,0
EMSC-20161026_0000095,APEC,0
TK-1999-0415,3401,0
IT-2012-0008,SDV,0
EMSC-20160824_0000006,CSC,0
IT-2009-0009,PDM,0
EMSC-20161026_0000095,ASS,0
TK-2004-0020,2406,0
EMSC-20161026_0000095,SSG,0
EMSC-20160824_0000006,NRN,0
IT-2012-0011,BRM,0
TK-2001-0091,1001,0
EMSC-20161026_0000095,MNTP,0
EMSC-20161026_0000095,GUMA,0
IT-2012-0008,BRH,0
EMSC-20160824_0000013,RM33,0
EMSC-20161026_0000077,CIMA,0
EMSC-20161030_0000029,GRN,0
IT-2013-0019,GSN,0
EMSC-20161030_0000029,VAGA,0
EMSC-20160824_0000006,CVM,0
EMSC-20161026_0000077,VAL,0
EMSC-20160824_0000013,AQU,0
EMSC-20161030_0000029,BRS,0
EMSC-20150416_0000081,ZKR,0
EMSC-20141122_0000066,ODBI,0
EMSC-20160824_0000013,CSC,0
IT-1976-0030,SRC0,0
IT-2012-0061,MRLC,0
TK-2007-0024,4401,0
IT-2012-0011,LEC,0
TK-1999-0077,YKP,0
EMSC-20110508_0000014,KSL,0
TK-1999-0415,5401,0
TK-1999-0415,C1060,0
EMSC-20161030_0000029,T1211,0
EMSC-20151117_0000025,AGRP,0
IR-2004-0043,NKI,0
EMSC-20160824_0000006,PZI1,0
IT-2012-0010,PVF,0
EMSC-20160824_0000006,GBB,0
IT-2012-0061,SNZ,0
IT-2012-0011,CSN,0
IR-2003-0041,MAM,0
IT-2009-0121,RM02,0
IT-2012-0008,BRA,0
IT-2012-0061,SIRI,0
EMSC-20160824_0000006,GLT,0
IR-2002-0035,DNZ,0
EMSC-20130916_0000088,YDRA,0
EMSC-20161030_0000029,SSC,0
EMSC-20161030_0000029,TRN1,0
SI-1998-0010,SVAL,0
EMSC-20160824_0000006,SSC,0
EMSC-20161030_0000029,FRT,0
IT-2009-0009,CLN,0
SI-1998-0010,ADOM,0
GR-1995-0047,AIGA,0
EMSC-20161030_0000029,T1299,0
EMSC-20160824_0000006,SPD,0
IT-1997-0137,ANNI,0
EMSC-20151117_0000025,HIMA,0
EMSC-20161026_0000095,TRE1,0
IT-2012-0011,ASOL,0
IT-2009-0009,MNN,0
EMSC-20161026_0000077,T1244,0
TK-2003-0182,1007,0
TK-1999-0077,ARC,0
TK-1999-0415,MSK,0
EMSC-20161026_0000095,MNF,0
EMSC-20161030_0000029,AQU,0
EMSC-20161030_0000029,ANT,0
IT-2009-0009,TLS,0
EMSC-20161030_0000029,CSC,0
EMSC-20160824_0000006,MTR,0
EMSC-20161026_0000095,IMOL,0
EMSC-20161030_0000029,CTD,0
EMSC-20160824_0000006,FOSV,0
IT-2012-0011,MIR06,0
IT-2009-0102,RM14,0
EMSC-20161030_0000029,PIEI,0
IT-2003-0048,BSZ,0
EMSC-20161026_0000095,TLN,0
EMSC-20160824_0000006,PTI,0
EMSC-20161030_0000029,CERA,0
EMSC-20161030_0000029,AMT,0
IT-2009-0009,AVL,0
EMSC-20160824_0000006,SNO,0
EMSC-20160824_0000006,CPS,0
IT-2009-0121,AQP,0
IT-2012-0008,UMB,0
IT-2012-0011,DCM,0
IR-1997-0029,GOR,0
IR-2002-0035,A3327,0
EMSC-20161030_0000029,PCB,0
IT-2009-0121,BZZ,0
IR-1978-0002,TAB,0
EMSC-20160824_0000013,CMB,0
EMSC-20161026_0000077,FEMA,0
EMSC-20161030_0000029,CIT,0
EMSC-20161030_0000029,CVM,0
EMSC-20161030_0000029,T1212,0
IR-2002-0035,AQB,0
IT-2012-0011,FIN0,0
IT-2012-0008,BBN,0
IT-2009-0121,AQA,0
EMSC-20161030_0000029,T1201,0
TK-1999-0077,MSK,0
TK-1996-0032,0502,0
EMSC-20160824_0000006,MNF,0
IT-2012-0011,ZOVE,0
IR-2005-0044,DKH,0
IT-2009-0174,GUMA,0
IT-2009-0140,RM06,0
EMSC-20140407_0000141,SURF,0
EMSC-20161026_0000077,LSS,0
IT-2013-0019,PTF,0
TK-1999-0077,1604,0
IT-2009-0102,CLN,0
EMSC-20160824_0000006,VSE,0
EMSC-20160824_0000006,GRD,0
EMSC-20160824_0000006,MNTP,0
EMSC-20160824_0000013,PRG,0
EMSC-20161030_0000029,MVB,0
EMSC-20161030_0000029,LSS,0
ME-1979-0012,BUD,0
EMSC-20161026_0000095,TER,0
EMSC-20140822_0000013,SMTH,0
IT-2009-0121,ORC,0
EMSC-20161026_0000095,MMUR,0
EMSC-20161030_0000029,NRN,0
EMSC-20130916_0000088,TRIZ,0
EMSC-20161026_0000077,T1211,0
IT-2012-0008,FIR,0
IR-2004-0043,RSJ,0
IT-2009-0140,RM03,0
IT-2012-0006,BOTT,0
IT-2009-0009,CSS,0
EMSC-20160824_0000006,UMB,0
IT-1997-0128,CLC,0
EMSC-20161030_0000029,PRE,0
IT-2012-0008,ZCCA,0
EMSC-20161026_0000095,MDAR,0
IT-2013-0005,FVZ,0
EMSC-20160824_0000006,SDM,0
TK-2000-0218,7801,0
EMSC-20161026_0000095,GNU,0
SI-1998-0010,SCAN,0
EMSC-20161026_0000095,ATPC,0
TK-1999-0415,C1062,0
IR-2004-0043,HSH,0
IT-2009-0084,RM02,0
EMSC-20161030_0000029,NRC,0
EMSC-20161026_0000095,CLO,0
EMSC-20161030_0000029,SPM,0
IT-2009-0121,GSA,0
IT-2009-0121,RM05,0
IT-2009-0121,AQM,0
IT-2009-0009,ORC,0
IT-2002-0045,SCV,0
TK-2004-0080,4802,0
EMSC-20161026_0000095,0CAN,0
IR-2002-0035,DSJ,0
TK-1999-0415,ARC,0
IR-2005-0044,ANR,0
EMSC-20161030_0000029,PRG,0
EMSC-20161026_0000077,DUR,0
TK-2005-0054,1208,0
IT-2012-0010,PZS,0
IT-2012-0061,LTR,0
IT-2012-0010,ZCCA,0
IT-2012-0011,APR,0
EMSC-20160824_0000006,FEMA,0
EMSC-20161030_0000029,MMP1,0
SI-1998-0010,LJU,0
IT-2009-0009,SDG,0
EMSC-20161026_0000095,PRE,0
EMSC-20160824_0000013,AQV,0
IT-2009-0102,MI01,0
EMSC-20161026_0000077,T1212,0
IT-2012-0011,CST,0
EMSC-20161026_0000077,NRC,0
EMSC-20161026_0000077,ACC,0
SI-1998-0010,ILBA,0
IT-2012-0011,RNC,0
EMSC-20161030_0000029,MSC,0
EMSC-20160824_0000006,CSO1,0
EMSC-20161030_0000029,SNO,0
IT-2012-0011,ZEN8,0
TK-1999-0389,5401,0
IT-2012-0061,VGG,0
EMSC-20160824_0000006,CIMA,0
TK-2003-0038,1201,0
IT-2009-0121,SPC,0
IT-2012-0011,PRT,0
EMSC-20160824_0000006,RM33,0
EMSC-20161026_0000095,SLO,0
IR-2004-0043,TEH30,0
EMSC-20160824_0000006,ASS,0
IT-2009-0032,AQK,0
IT-2003-0048,PST,0
EMSC-20120922_0000007,YDRA,0
IT-2012-0002,BRM,0
EMSC-20161026_0000077,ASS,0
EMSC-20160824_0000006,CTD,0
EMSC-20161030_0000029,MGAB,0
EMSC-20160826_0000013,PZI1,0
EMSC-20160824_0000006,ANB,0
EMSC-20161026_0000077,TLN,0
IT-2009-0140,CLN,0
IT-2012-0008,PVF,0
EMSC-20161030_0000029,TRE1,0
EMSC-20160824_0000006,0CAN,0
EMSC-20130730_0000029,PRK,0
EMSC-20161101_0000060,TRE1,0
IT-2009-0174,AQM,0
EMSC-20161030_0000029,CPS,0
EMSC-20160824_0000013,ATPC,0
EMSC-20161030_0000029,VAL,0
EMSC-20160824_0000013,SNTG,0
IT-2012-0009,ZCCA,0
