NGAsubRSN,count
3001304,20
6000991,19
7004709,14
2000074,14
4028366,14
4016832,14
3000405,12
4022450,12
1002969,12
7007989,12
7006297,12
6001725,11
6001146,11
4027384,11
4034772,11
4034730,11
7006016,11
4033837,11
4028087,10
4017129,10
2000077,10
7006384,10
7004715,10
4020250,10
7004944,10
3000385,9
3000424,9
1002971,9
4034798,9
4028257,9
6001698,9
6001240,9
2001700,8
1000109,8
7006634,8
3001303,8
3001577,8
4017188,8
7006256,8
3001305,8
7006642,7
4022989,7
1002911,7
4034799,7
7006364,7
7005922,7
6000337,7
1002197,7
4034548,7
3000415,7
2000068,7
4022716,7
4034597,7
4034633,6
4027445,6
4028139,6
4028577,6
7011018,6
7011562,6
7006632,6
4040392,6
7006312,6
4033698,6
3001438,6
3001306,6
4034710,6
4028259,6
4028326,6
4034479,6
4034481,6
1002964,6
4034539,6
4022453,6
4027499,6
4034793,6
7008028,6
4034662,6
4032552,6
1002907,6
1000740,6
4028832,6
6002695,6
3001962,6
4027478,6
1000705,5
4028567,5
4034708,5
1002198,5
4028991,5
4022854,5
3000403,5
3000390,5
6001550,5
6001513,5
4040268,5
1002811,5
4034403,5
7004694,5
6004525,5
3001301,5
6001720,5
4027542,5
3000381,5
6001862,5
6001863,5
4017124,5
7005003,5
3001291,5
4017127,5
7006722,5
7004698,5
4007547,5
4016788,5
4007352,5
3001309,5
3001308,5
4007231,5
7004712,5
7005081,5
4007295,5
4007346,5
7006610,5
4033836,4
4034660,4
4033699,4
4022836,4
4022837,4
7011797,4
4034726,4
4028580,4
4007204,4
4034766,4
4034735,4
4034729,4
4017187,4
4009619,4
4017178,4
4008443,4
3001571,4
1000368,4
1000829,4
7006130,4
7006012,4
6001678,4
6001246,4
6000024,4
6001541,4
4007256,4
7006293,4
4039287,4
3000416,4
4028417,4
1002962,4
7006598,4
7006059,4
4030494,4
7008148,4
3000389,4
3001041,4
7004728,4
4028845,4
6001853,4
6000394,4
4017176,4
4017073,4
6002226,4
4021919,4
3001290,4
7007998,3
1002975,3
4034757,3
4033663,3
4028564,3
4033713,3
1002912,3
4033726,3
4022835,3
4023067,3
7008022,3
4003225,3
7008140,3
7006399,3
7006649,3
7006694,3
7006693,3
7011237,3
7012027,3
7011787,3
3000370,3
2000049,3
4022475,3
4039350,3
4027405,3
2000091,3
4016800,3
4016793,3
3001972,3
4002269,3
4022446,3
6001515,3
4040099,3
5001487,3
4028065,3
4040644,3
7011570,3
7011023,3
7011577,3
7011564,3
4038463,3
4007257,3
7006243,3
4027600,3
7011565,3
7006283,3
7006311,3
4028370,3
4028044,3
3001440,3
4001864,3
3001493,3
3001578,3
6004534,3
7006242,3
4007427,3
4007430,3
4016859,3
7005378,3
7010970,3
7011520,3
7005846,3
7006126,3
6001242,3
3001293,3
3001297,3
3000260,3
2001420,3
3000367,3
4027373,3
7005958,3
6001680,3
4027607,3
4027494,3
7004731,3
4016826,3
7006739,3
3001289,3
7006154,3
4007545,3
4010411,3
4010623,3
7004729,3
6003824,3
6000335,3
4026936,3
4009725,3
4019163,3
7006685,3
7006733,3
7006728,3
7005390,3
7005096,3
7004736,3
4008151,3
4017130,3
4017907,3
7004777,3
7006724,3
7004810,3
7004947,3
4009642,3
4008080,3
6002704,3
4008135,3
7004704,3
6004629,3
7004702,3
4025831,3
4032458,3
4031905,3
1002140,3
4031190,3
4025987,3
1000335,3
7008064,3
7008083,3
7007973,3
7008004,3
1000086,2
4030864,2
1002548,2
7011318,2
7012028,2
7008076,2
1001764,2
1001769,2
1001780,2
4029172,2
1000381,2
1002186,2
4024860,2
4031072,2
4031074,2
4032013,2
4026487,2
4007348,2
4007264,2
7004629,2
7004686,2
7004701,2
4009468,2
7004768,2
7004858,2
7004997,2
3001573,2
7006652,2
7006695,2
4018117,2
4018354,2
4009161,2
7004705,2
7004771,2
7004774,2
7004775,2
7004867,2
7004711,2
7004697,2
4017823,2
6000532,2
6000553,2
4009639,2
4009644,2
4009685,2
4009691,2
4019295,2
4019453,2
6005167,2
6001828,2
6001855,2
6005384,2
7006505,2
7006553,2
7006426,2
7006691,2
7006736,2
6003439,2
4010524,2
7005321,2
4008216,2
4017028,2
4017043,2
4017168,2
4017173,2
7004716,2
7004722,2
7006139,2
7006170,2
4016789,2
7006435,2
7006696,2
7005005,2
7004734,2
4010617,2
4026712,2
4040514,2
6001404,2
6001407,2
6000336,2
6004526,2
6004532,2
7006179,2
4007354,2
4016897,2
4016982,2
4017015,2
4017021,2
7006122,2
7006123,2
3001296,2
2000814,2
2000817,2
3000360,2
3000366,2
4027342,2
6000037,2
6002531,2
6001141,2
6001143,2
6001144,2
6001518,2
6001531,2
6001534,2
6001536,2
6001546,2
4001366,2
4002005,2
4002248,2
4016794,2
4016796,2
7006010,2
7005968,2
7005970,2
7006176,2
4027379,2
3000408,2
4022458,2
4022534,2
4022748,2
4040113,2
4040175,2
4040050,2
7006305,2
7006490,2
4007505,2
7006261,2
7006237,2
7006265,2
7005980,2
4007243,2
4007247,2
4007289,2
5003378,2
4027466,2
4027552,2
4027572,2
7011019,2
7011566,2
1002947,2
1002965,2
4028129,2
4034550,2
4034565,2
4034571,2
4036704,2
4039167,2
4039240,2
1002836,2
1002852,2
1002851,2
4028369,2
4028269,2
4022757,2
4028050,2
4004212,2
7006628,2
7006554,2
7006638,2
4040388,2
7006213,2
7006058,2
7011013,2
7011550,2
7011549,2
7011548,2
7006365,2
7006495,2
7006711,2
7006727,2
4034754,2
4028290,2
2000063,2
7007976,2
7007968,2
7007982,2
7008120,2
7008126,2
7007984,2
7011788,2
7010378,2
7010398,2
7010481,2
7010276,2
4028568,2
4028647,2
4022768,2
1002920,2
7007986,2
7008147,2
7006589,2
7006594,2
4016154,2
4016515,2
4007209,2
4012413,2
4003196,2
4040882,2
4003222,2
7011094,2
7011796,2
7010671,2
7006467,2
7006468,2
7006345,2
3001954,2
3001961,2
4028522,2
1002402,2
4023296,2
4029064,2
4033701,2
4033866,2
4033850,2
1002487,2
4032960,2
4032990,2
4033901,2
1002440,2
7008084,2
7008063,1
1002564,1
1002578,1
1002569,1
1002508,1
1002551,1
1002498,1
1001751,1
1001744,1
1001742,1
1001740,1
7007993,1
7007992,1
7007997,1
7007991,1
7008217,1
4030728,1
4030660,1
4030529,1
4030518,1
4030513,1
4024752,1
4024720,1
4024609,1
4023517,1
4029205,1
4029162,1
4023563,1
4023510,1
4023489,1
1002195,1
7011309,1
7011979,1
4031853,1
4031690,1
4031808,1
4031976,1
4031806,1
4031774,1
4025997,1
4025990,1
4025935,1
4025927,1
4031406,1
4031296,1
4031255,1
4031063,1
4040377,1
4025096,1
4033669,1
4033612,1
4033564,1
4034314,1
4033920,1
4032998,1
4032484,1
4032477,1
4032633,1
4032475,1
4032449,1
4026484,1
4032194,1
4032333,1
4032119,1
4031833,1
4033865,1
4033835,1
4033694,1
4033737,1
4033727,1
4023418,1
4029084,1
4029005,1
4028980,1
4023322,1
4023016,1
4028896,1
4028847,1
4028835,1
4028822,1
4028795,1
4022771,1
4028255,1
4022576,1
4022486,1
4023189,1
4023064,1
4032562,1
4028511,1
4022763,1
4028660,1
4028652,1
4028646,1
4028630,1
4034606,1
4034605,1
4033813,1
4034338,1
4034801,1
4022755,1
4028411,1
4028373,1
4028339,1
4028292,1
4028266,1
4028265,1
4034765,1
4034749,1
4034725,1
4034625,1
4022941,1
4022902,1
4022833,1
4028157,1
4028155,1
4028153,1
4028131,1
4028124,1
4028116,1
4028076,1
4028069,1
4028061,1
4034526,1
4034497,1
4034489,1
4034482,1
4034405,1
4034399,1
4034396,1
4040034,1
4039342,1
4039336,1
4039279,1
4039234,1
4040305,1
4038347,1
4038343,1
4038288,1
4038244,1
4038478,1
4036473,1
4036461,1
4036414,1
4034590,1
4034560,1
5001383,1
4040100,1
4040096,1
4022750,1
4022705,1
4022686,1
4022649,1
4022599,1
4022525,1
4022520,1
4022489,1
4022483,1
4022463,1
4040077,1
4040066,1
4040055,1
6001504,1
4022441,1
4027442,1
4032684,1
4027598,1
4027554,1
4027521,1
4027502,1
4027488,1
6001539,1
5004026,1
5004029,1
5003326,1
5003317,1
5001776,1
5001763,1
6001683,1
4027443,1
4027390,1
4027372,1
4027345,1
4027341,1
4027340,1
4027530,1
4027465,1
4027492,1
4027434,1
6000030,1
6000019,1
6001529,1
6001524,1
6001508,1
6002529,1
6002306,1
6002309,1
6000083,1
6004405,1
6000064,1
6000042,1
6001717,1
6001731,1
6001713,1
6001726,1
6001703,1
6001688,1
6001684,1
6001691,1
6001694,1
6003912,1
6001148,1
4027450,1
4027539,1
4027453,1
4027446,1
4021941,1
4032530,1
4026895,1
4026919,1
4021544,1
4018289,1
6001136,1
6001137,1
6001153,1
6002530,1
6000408,1
6003514,1
6003448,1
6003447,1
6001243,1
6000388,1
6001232,1
6001221,1
6004540,1
6000359,1
6000338,1
6001397,1
6001388,1
6001357,1
6004045,1
6003904,1
6004310,1
6002906,1
6004317,1
6004290,1
6003672,1
4018265,1
4038016,1
4011115,1
4020183,1
4010624,1
4010606,1
4010564,1
4010410,1
4019989,1
4019907,1
4010118,1
6001804,1
6003894,1
4010008,1
4009992,1
4019322,1
4019300,1
4019175,1
4019167,1
4009657,1
6000558,1
6000542,1
6000535,1
6000531,1
6004816,1
6004361,1
6002217,1
7001172,1
6004648,1
6004599,1
6004592,1
6003303,1
6002789,1
6002715,1
6002708,1
6002699,1
6005389,1
6001857,1
6001865,1
6003748,1
6003695,1
6001811,1
6001805,1
4018994,1
4040493,1
7004684,1
7004752,1
7004751,1
7004699,1
7004688,1
7004637,1
7004813,1
7004814,1
7010932,1
7011470,1
7004057,1
7011354,1
7011352,1
7010808,1
7011323,1
7010807,1
7011321,1
7001964,1
7001187,1
7004949,1
7004919,1
7004912,1
7004908,1
4009636,1
4009624,1
4009602,1
4009582,1
4009576,1
4009575,1
4009572,1
4009567,1
4009540,1
4009494,1
4040496,1
4018997,1
7004730,1
7004706,1
4018941,1
4018483,1
4018355,1
4018327,1
4008493,1
4008442,1
4008211,1
4017829,1
4017821,1
7004744,1
7004902,1
7004896,1
7004769,1
7004951,1
4017097,1
4017053,1
4008194,1
4008189,1
4008182,1
4008180,1
4008165,1
4008156,1
4008150,1
4007245,1
7004811,1
7004980,1
7004874,1
7004869,1
7004868,1
7004778,1
7004776,1
7005027,1
7010968,1
7011505,1
7010966,1
7011503,1
7004994,1
7004989,1
7004984,1
7004682,1
7004726,1
7004724,1
7005000,1
7004932,1
7004723,1
4017140,1
4017137,1
4017107,1
4017104,1
7010971,1
7011521,1
7005361,1
4016998,1
4016996,1
4016958,1
4016877,1
4016873,1
4016867,1
4016856,1
4016827,1
4016813,1
7005370,1
7005123,1
7005343,1
7005084,1
7005291,1
7006194,1
7006190,1
7006009,1
4016798,1
4016792,1
4016784,1
4016778,1
4007553,1
4007550,1
4007527,1
4007511,1
7005839,1
7006234,1
7006129,1
7006015,1
7005939,1
7005761,1
7006236,1
4007506,1
4007501,1
4007498,1
4007471,1
4007461,1
4007434,1
4007433,1
4007432,1
4007393,1
4007391,1
4007371,1
7005978,1
7006223,1
7006250,1
7005859,1
4007344,1
4007315,1
4007262,1
4007259,1
4007252,1
4007220,1
4007215,1
4007211,1
7005930,1
7006220,1
7006235,1
7006076,1
7006073,1
7006055,1
7006081,1
7006064,1
7006258,1
4006413,1
4015616,1
7006595,1
7006511,1
7006385,1
7006325,1
7006310,1
7006294,1
7006287,1
7011553,1
7011560,1
7011015,1
7011558,1
7011556,1
7011014,1
7011551,1
7011557,1
7006044,1
4040836,1
4040812,1
4040760,1
4003168,1
4003157,1
4012393,1
4007208,1
4007198,1
4007196,1
4007192,1
4016737,1
4016648,1
4007034,1
4016636,1
4006882,1
4016060,1
7006720,1
7006667,1
7006414,1
7006671,1
7006465,1
7006404,1
7006394,1
7006393,1
7006359,1
7006439,1
7006306,1
7006643,1
7006612,1
7006604,1
4040877,1
4040876,1
7006665,1
3001593,1
3001576,1
3001514,1
3001482,1
3001312,1
4002592,1
4002589,1
4040389,1
4040382,1
4002065,1
4001342,1
7006627,1
7006596,1
7006406,1
7006581,1
7006703,1
7006674,1
7006351,1
7006672,1
3001295,1
3001294,1
3001008,1
3000433,1
3000427,1
7006369,1
7006357,1
7006746,1
7006483,1
7006427,1
7006470,1
7006624,1
7006382,1
3000257,1
3000185,1
2000809,1
2002142,1
3000402,1
3000400,1
3000392,1
3000391,1
3000384,1
3000380,1
3000377,1
7006737,1
7006726,1
7006718,1
7006715,1
7006713,1
7007071,1
7006896,1
7006778,1
2000070,1
2000031,1
2000027,1
1002966,1
1002963,1
7011020,1
7011568,1
7006542,1
7006719,1
7006677,1
7006587,1
7006344,1
7006738,1
3000374,1
7008053,1
7008050,1
1002900,1
1002899,1
1002882,1
1002842,1
1002825,1
1002824,1
1002798,1
1002861,1
7007985,1
7008009,1
7008044,1
7008021,1
7008011,1
7007016,1
7011320,1
7012038,1
7011319,1
7012031,1
1000035,1
7011241,1
7012040,1
1002199,1
7010711,1
7010697,1
7011098,1
7011802,1
7011093,1
7011792,1
7008247,1
7008087,1
7008085,1
7008080,1
7008078,1
7008065,1
7008069,1
7011974,1
7010495,1
7010512,1
7010427,1
7010333,1
7010418,1
7010412,1
7008483,1
7011276,1
7011793,1
1002392,1
1001275,1
1001267,1
1000984,1
1000958,1
1002121,1
1002314,1
