im,site,region,stripe_iml,stripe_return_period,n_required,n_required_ngasub,n_required_esm,n_available,n_missing,n_missing_ngasub,n_missing_esm,stripe_complete,site_im_complete
AvgSA_03,44,2,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,44,2,0.45,,30,1,29,30,0,0,0,True,True
AvgSA_03,44,2,0.4,,30,1,29,30,0,0,0,True,True
AvgSA_03,45,3,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.55,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.45,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.4,,30,0,30,30,0,0,0,True,True
AvgSA_03,45,3,0.36,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,1.15,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.55,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.45,,30,0,30,30,0,0,0,True,True
AvgSA_03,46,3,0.4,,30,0,30,30,0,0,0,True,True
AvgSA_03,47,3,0.95,,30,2,28,30,0,0,0,True,True
AvgSA_03,47,3,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,47,3,0.7139,,30,0,30,30,0,0,0,True,True
AvgSA_03,47,3,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,47,3,0.55,,30,3,27,30,0,0,0,True,True
AvgSA_03,47,3,0.5,,30,4,26,30,0,0,0,True,True
AvgSA_03,47,3,0.45,,30,4,26,30,0,0,0,True,True
AvgSA_03,47,3,0.4,,30,1,29,30,0,0,0,True,True
AvgSA_03,47,3,0.36,,30,1,29,30,0,0,0,True,True
AvgSA_03,48,3,1.0112,,30,8,22,30,0,0,0,True,True
AvgSA_03,48,3,0.95,,30,8,22,30,0,0,0,True,True
AvgSA_03,48,3,0.8904,,30,8,22,30,0,0,0,True,True
AvgSA_03,48,3,0.8,,30,9,21,30,0,0,0,True,True
AvgSA_03,48,3,0.65,,30,9,21,30,0,0,0,True,True
AvgSA_03,48,3,0.55,,30,9,21,30,0,0,0,True,True
AvgSA_03,48,3,0.5,,30,9,21,30,0,0,0,True,True
AvgSA_03,48,3,0.45,,30,9,21,30,0,0,0,True,True
AvgSA_03,49,3,1.15,,30,1,29,30,0,0,0,True,True
AvgSA_03,49,3,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,49,3,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,49,3,0.7892,,30,0,30,30,0,0,0,True,True
AvgSA_03,49,3,0.65,,30,2,28,30,0,0,0,True,True
AvgSA_03,49,3,0.55,,30,2,28,30,0,0,0,True,True
AvgSA_03,49,3,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,49,3,0.45,,30,4,26,30,0,0,0,True,True
AvgSA_03,49,3,0.4,,30,2,28,30,0,0,0,True,True
AvgSA_03,50,4,0.65,,30,5,25,30,0,0,0,True,True
AvgSA_03,50,4,0.55,,30,5,25,30,0,0,0,True,True
AvgSA_03,50,4,0.5,,30,5,25,30,0,0,0,True,True
AvgSA_03,50,4,0.45,,30,9,21,30,0,0,0,True,True
AvgSA_03,50,4,0.4,,30,6,24,30,0,0,0,True,True
AvgSA_03,50,4,0.36,,30,6,24,30,0,0,0,True,True
AvgSA_03,50,4,0.33,,30,6,24,30,0,0,0,True,True
AvgSA_03,51,4,1.15,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.8904,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.55,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,51,4,0.45,,30,0,30,30,0,0,0,True,True
AvgSA_03,52,4,0.95,,30,28,2,30,0,0,0,True,False
AvgSA_03,52,4,0.8904,,30,29,1,24,6,6,0,False,False
AvgSA_03,52,4,0.8,,30,29,1,30,0,0,0,True,False
AvgSA_03,52,4,0.65,,30,29,1,30,0,0,0,True,False
AvgSA_03,52,4,0.55,,30,28,2,30,0,0,0,True,False
AvgSA_03,52,4,0.5,,30,28,2,30,0,0,0,True,False
AvgSA_03,52,4,0.45,,30,29,1,30,0,0,0,True,False
AvgSA_03,52,4,0.4,,30,29,1,30,0,0,0,True,False
AvgSA_03,52,4,0.36,,30,30,0,30,0,0,0,True,False
AvgSA_03,53,4,1.3368,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,1.15,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.8904,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.55,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.45,,30,0,30,30,0,0,0,True,True
AvgSA_03,53,4,0.4,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.95,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.8904,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.8,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.65,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.55,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.5,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.45,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.4,,30,0,30,30,0,0,0,True,True
AvgSA_03,54,4,0.36,,30,0,30,30,0,0,0,True,True
AvgSA_03,55,5,0.95,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.8,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.65,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.55,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.5,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.45,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.4,,30,30,0,30,0,0,0,True,True
AvgSA_03,55,5,0.36,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.8,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.65,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.55,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.5,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.4,,30,30,0,30,0,0,0,True,True
AvgSA_03,56,5,0.36,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.95,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.8,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.65,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.55,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.5,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.45,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.4,,30,30,0,30,0,0,0,True,True
AvgSA_03,57,5,0.36,,30,29,1,30,0,0,0,True,True
AvgSA_03,57,5,0.33,,30,29,1,30,0,0,0,True,True
AvgSA_03,58,5,0.65,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.55,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.5,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.45,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.4,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.36,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.33,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.31,,30,30,0,30,0,0,0,True,False
AvgSA_03,58,5,0.285,,30,30,0,28,2,2,0,False,False
AvgSA_03,58,5,0.27,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,1.15,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,1.0112,,30,30,0,27,3,3,0,False,False
AvgSA_03,59,5,0.95,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,0.8,,30,29,1,30,0,0,0,True,False
AvgSA_03,59,5,0.65,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,0.55,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,0.5,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,0.45,,30,30,0,30,0,0,0,True,False
AvgSA_03,59,5,0.36,,30,30,0,30,0,0,0,True,False
