,SA(0.01),SA(0.02),SA(0.022),SA(0.025),SA(0.029),SA(0.03),SA(0.032),SA(0.035),SA(0.036),SA(0.04),SA(0.042),SA(0.044),SA(0.045),SA(0.046),SA(0.048),SA(0.05),SA(0.055),SA(0.06),SA(0.065),SA(0.067),SA(0.07),SA(0.075),SA(0.08),SA(0.085),SA(0.09),SA(0.095),SA(0.1),SA(0.11),SA(0.12),SA(0.13),SA(0.133),SA(0.14),SA(0.15),SA(0.16),SA(0.17),SA(0.18),SA(0.19),SA(0.2),SA(0.22),SA(0.24),SA(0.25),SA(0.26),SA(0.28),SA(0.29),SA(0.3),SA(0.32),SA(0.34),SA(0.35),SA(0.36),SA(0.38),SA(0.4),SA(0.42),SA(0.44),SA(0.45),SA(0.46),SA(0.48),SA(0.5),SA(0.55),SA(0.6),SA(0.65),SA(0.667),SA(0.7),SA(0.75),SA(0.8),SA(0.85),SA(0.9),SA(0.95),SA(1.0),SA(1.1),SA(1.2),SA(1.3),SA(1.4),SA(1.5),SA(1.6),SA(1.7),SA(1.8),SA(1.9),SA(2.0),SA(2.2),SA(2.4),SA(2.5),SA(2.6),SA(2.8),SA(3.0),SA(3.2),SA(3.4),SA(3.5),SA(3.6),SA(3.8),SA(4.0),SA(4.2),SA(4.4),SA(4.6),SA(4.8),SA(5.0),SA(5.5),SA(6.0),SA(6.5),SA(7.0),SA(7.5),SA(8.0),SA(8.5),SA(9.0),SA(9.5),SA(10.0),RSD575,RSD595,PGA,PGV
SA(0.15),0.890555309,0.889219886,0.889513848,0.888644752,0.88559573,0.884350617,0.882328111,0.878836868,0.877892836,0.876130321,0.875251198,0.874965098,0.874583544,0.873749021,0.872127059,0.871528905,0.871126068,0.871356231,0.871386634,0.871657801,0.871957292,0.875109709,0.878155356,0.884562127,0.892516373,0.90114235,0.909942992,0.929453089,0.948261007,0.968000701,0.973816894,0.98689262,1,0.988141547,0.970753254,0.954175564,0.937651593,0.923053409,0.896844678,0.863948706,0.84569763,0.830978273,0.804183527,0.790164364,0.776790398,0.751924399,0.730006565,0.718639337,0.705197472,0.679250515,0.658324475,0.636371137,0.614870397,0.605978406,0.598182631,0.580971614,0.564443203,0.516280657,0.474211654,0.444456253,0.438554318,0.422101825,0.397752483,0.373290857,0.354352808,0.333683084,0.312885115,0.295144116,0.264611283,0.246774454,0.231282718,0.225557093,0.210514968,0.203894592,0.191421916,0.17669469,0.167931849,0.159077508,0.152032147,0.153318695,0.159254831,0.159222297,0.156590129,0.159688493,0.158632643,0.161691019,0.159464569,0.159262563,0.14509529,0.139418012,0.137569416,0.135623819,0.133591535,0.129980635,0.127979799,0.126371038,0.123766663,0.113916215,0.12303981,0.117170092,0.139420458,0.144515672,0.135090584,0.127683806,0.136397011,-0.384554041,-0.346287672,0.890069188,0.46795616
SA(0.16),0.88935174,0.887371314,0.8875274,0.886058459,0.882120846,0.880592701,0.877977966,0.873361121,0.872121608,0.869129112,0.867491,0.866818474,0.86621714,0.865106789,0.862832469,0.861938714,0.860139382,0.858733859,0.857529949,0.857280785,0.856850624,0.85907413,0.861630622,0.867758784,0.875517733,0.883874336,0.892389796,0.911747806,0.929865532,0.950228769,0.955996438,0.96898092,0.988141547,1,0.988649457,0.971553963,0.953690401,0.93778832,0.911618634,0.878975782,0.86101077,0.846136317,0.818765863,0.80461617,0.791616502,0.767527936,0.746098836,0.734503559,0.720924244,0.694566672,0.673649339,0.652720597,0.631576655,0.622620953,0.614809891,0.59780234,0.581347129,0.533673621,0.491479073,0.460983321,0.455082945,0.439569542,0.415989276,0.390528102,0.37011849,0.348778174,0.327132899,0.308255301,0.276234865,0.25798855,0.242943615,0.237464325,0.222608866,0.215853217,0.204101434,0.189022692,0.179984373,0.172182749,0.163520699,0.162466885,0.167026029,0.166286329,0.1639327,0.167047271,0.16566638,0.167609599,0.165891254,0.165443001,0.150405735,0.144409311,0.142219943,0.14052005,0.137866661,0.133646579,0.131110673,0.128927339,0.127547038,0.119703734,0.130196352,0.124352551,0.148732926,0.153320719,0.145671284,0.138837043,0.146765343,-0.396766617,-0.356399493,0.888958801,0.48127925
SA(0.17),0.887495877,0.884846524,0.884764029,0.882859836,0.878272021,0.87652847,0.873454843,0.868181218,0.866609259,0.862174511,0.860014254,0.85875941,0.857829741,0.856420566,0.853945359,0.85246885,0.848607031,0.846168857,0.843812805,0.842956053,0.842106127,0.84370238,0.845644237,0.851406314,0.858859614,0.866423759,0.874935343,0.893960696,0.911822141,0.933005197,0.939169693,0.952350896,0.970753254,0.988649457,1,0.989415859,0.970993136,0.95421716,0.926572698,0.89408858,0.876805737,0.861837221,0.834826973,0.821251983,0.808757855,0.785243136,0.764363759,0.752529095,0.738743904,0.711990147,0.691374094,0.671084466,0.649892004,0.640839737,0.632899637,0.616035197,0.599973999,0.552130357,0.509251881,0.477859026,0.471617243,0.456327708,0.433115238,0.407271953,0.387006671,0.365587611,0.343645036,0.324193571,0.291181506,0.272668589,0.258122541,0.252088111,0.237191988,0.230103222,0.218722872,0.202835964,0.19335234,0.185088116,0.17461352,0.17184134,0.17638171,0.175492015,0.172864813,0.176246134,0.175130615,0.176077378,0.173931755,0.172832148,0.155608819,0.148965855,0.146913873,0.145863874,0.143612452,0.139543763,0.136651204,0.134918548,0.133597175,0.127557567,0.137980762,0.131717483,0.15846171,0.162718592,0.155917232,0.149716473,0.159544801,-0.401764724,-0.358323778,0.887226489,0.494317904
SA(0.18),0.887989322,0.884539667,0.884051993,0.881499696,0.876084695,0.874037012,0.870375379,0.86385891,0.861819403,0.856104984,0.853280998,0.85148885,0.850088635,0.84831332,0.845458047,0.843721634,0.839276053,0.835332127,0.831959997,0.830804485,0.829376288,0.830177901,0.83202493,0.837493411,0.844290257,0.851215858,0.859593918,0.878869119,0.895533223,0.917133371,0.923451772,0.936994773,0.954175564,0.971553963,0.989415859,1,0.98939852,0.973061605,0.942955404,0.910753782,0.893896645,0.879638256,0.852858228,0.839083073,0.826224041,0.802180468,0.782390375,0.770768649,0.756984731,0.730584027,0.709806528,0.689662935,0.668299421,0.659053247,0.651257139,0.635183733,0.619619182,0.573521718,0.531092072,0.499825556,0.493505982,0.47826103,0.455506555,0.429764541,0.409790935,0.388417723,0.366575998,0.347143719,0.313579729,0.295454661,0.279566736,0.272812949,0.257855539,0.250409698,0.238851336,0.22338277,0.214120937,0.205737917,0.194327727,0.190811636,0.194665361,0.193473939,0.19024199,0.192739802,0.190847639,0.190546424,0.187727022,0.186245944,0.168961619,0.160421383,0.157334993,0.156480358,0.155111303,0.150906918,0.148130159,0.146046362,0.1447222,0.138211043,0.147329708,0.141166725,0.168321149,0.172669559,0.16513336,0.158356024,0.170774737,-0.4056284,-0.359324403,0.887854397,0.508534824
SA(0.19),0.887949482,0.884112097,0.883321784,0.880219069,0.873839301,0.871608622,0.867611921,0.859971329,0.857454342,0.850662436,0.846869403,0.844402587,0.842639849,0.84063652,0.837225717,0.834895428,0.82943812,0.823749495,0.819288814,0.817902295,0.816363654,0.816899933,0.818444987,0.823552147,0.829976179,0.835851077,0.844120002,0.862953466,0.878833418,0.900671423,0.907115929,0.920772521,0.937651593,0.953690401,0.970993136,0.98939852,1,0.990418863,0.95949152,0.927524966,0.911303896,0.897116128,0.870039781,0.856194149,0.84308635,0.820099212,0.800310812,0.788686477,0.775273137,0.748864259,0.728067591,0.708842233,0.688332923,0.679416412,0.671806105,0.655666597,0.640034674,0.596095544,0.55467227,0.522660763,0.51604486,0.500669944,0.477918043,0.451819698,0.430776015,0.409680542,0.387846264,0.367776012,0.333431111,0.315114338,0.2986774,0.292970647,0.278636311,0.270795032,0.257892678,0.242717018,0.233476803,0.224968945,0.21192952,0.207507266,0.211063553,0.209380001,0.205459964,0.207075869,0.205410904,0.204592899,0.2013366,0.199822669,0.182802119,0.174771017,0.172053267,0.171143959,0.169312206,0.16509223,0.161941055,0.159778248,0.159144306,0.151923763,0.161508555,0.155891186,0.1847179,0.188098636,0.180506578,0.173684524,0.189632562,-0.403217348,-0.360487634,0.88790973,0.526044564
SA(0.2),0.888223867,0.884346713,0.883216863,0.879549412,0.872351001,0.870036286,0.865603633,0.857293357,0.854493594,0.846550297,0.842160855,0.839174518,0.837121485,0.834912352,0.830564617,0.827218924,0.820603054,0.813639896,0.807928455,0.806442966,0.804762691,0.804718381,0.806385435,0.811291137,0.817125463,0.822629835,0.830770093,0.849133499,0.865335808,0.887550825,0.893786585,0.907342462,0.923053409,0.93778832,0.95421716,0.973061605,0.990418863,1,0.97586409,0.943941935,0.928190954,0.913625503,0.886461427,0.87281021,0.859866276,0.838063396,0.81825199,0.806771792,0.79398073,0.767502297,0.746871712,0.728259751,0.708092472,0.699041649,0.691295586,0.674409138,0.658498149,0.615288013,0.574696283,0.542703653,0.535637783,0.519836473,0.495624203,0.469075641,0.44707865,0.426069691,0.40421306,0.384028003,0.35031814,0.33235324,0.315441924,0.310298992,0.295767335,0.287080892,0.272467924,0.257226368,0.248012599,0.240105476,0.225657605,0.21984957,0.22278234,0.220302884,0.21603794,0.217298291,0.215834353,0.214609413,0.21164301,0.210129079,0.193586323,0.18665095,0.18443169,0.183848133,0.182207984,0.178146828,0.174620309,0.172422032,0.172197833,0.163302008,0.173782881,0.168494794,0.194615612,0.197854891,0.190240285,0.183296639,0.199616421,-0.408694837,-0.368743523,0.888248548,0.54132556
SA(0.22),0.886866869,0.882471858,0.881047816,0.876198019,0.867390604,0.864558612,0.859287709,0.849758482,0.846399789,0.836471298,0.831180357,0.827086441,0.824555065,0.821909341,0.816905908,0.812682988,0.804305818,0.795486011,0.788824988,0.787115071,0.785002217,0.784229841,0.785097994,0.788850954,0.794300818,0.800284915,0.808174403,0.825941418,0.840641636,0.862763519,0.868483138,0.882228544,0.896844678,0.911618634,0.926572698,0.942955404,0.95949152,0.97586409,1,0.976177646,0.960413973,0.945115151,0.917484629,0.903999404,0.891548591,0.870439576,0.85128836,0.840100306,0.827866359,0.802196907,0.782391259,0.763897992,0.744773115,0.735666959,0.727573096,0.709720778,0.693409142,0.652518037,0.612597729,0.582708915,0.575858793,0.56003473,0.534015329,0.50505531,0.482578444,0.461470816,0.440003951,0.420247744,0.387094585,0.368370572,0.351916729,0.346409838,0.331051082,0.319639351,0.304256289,0.288758842,0.278971999,0.269929315,0.255993274,0.24866874,0.248696591,0.245405676,0.240905103,0.242045971,0.240017078,0.238029115,0.234278842,0.23173765,0.21512357,0.209813253,0.206564074,0.206509973,0.205819193,0.20215054,0.19991398,0.198833943,0.200202076,0.192801478,0.202979466,0.198397454,0.219875636,0.22293939,0.21394889,0.207098067,0.221795387,-0.409243987,-0.373580993,0.887104799,0.57218106
SA(0.24),0.878951357,0.874029539,0.872333715,0.866773567,0.856437702,0.853260551,0.847033617,0.83599557,0.832075342,0.82044491,0.814249745,0.809424434,0.80633683,0.803045745,0.797218836,0.792304435,0.782986725,0.773116859,0.764538071,0.762105133,0.758948811,0.757501778,0.75763669,0.760022639,0.764526233,0.769934697,0.777080648,0.793392367,0.806235268,0.828813471,0.834539352,0.848853097,0.863948706,0.878975782,0.89408858,0.910753782,0.927524966,0.943941935,0.976177646,1,0.992736044,0.978564482,0.949893886,0.936253473,0.923788062,0.903296756,0.886185785,0.875488991,0.863733709,0.837569138,0.817388239,0.799042767,0.780996488,0.772562887,0.765047,0.748687553,0.733034594,0.695310069,0.654495867,0.623771337,0.616908289,0.601359678,0.576106968,0.548514666,0.526407667,0.50493868,0.482691061,0.462193774,0.428780194,0.409437072,0.392353511,0.385236323,0.370647052,0.357338706,0.3417868,0.326173856,0.315057766,0.305322427,0.289671156,0.280421038,0.277926595,0.273625736,0.26758523,0.268779857,0.265948392,0.2635302,0.257461697,0.254286471,0.236766873,0.229653834,0.225225966,0.225375094,0.224725859,0.220941456,0.217891159,0.216028346,0.216475375,0.208814316,0.218092427,0.21401882,0.231526008,0.23792701,0.229240013,0.223098475,0.236706619,-0.415031303,-0.371190325,0.879486821,0.59872208
SA(0.25),0.871279763,0.86602794,0.864116056,0.857966114,0.847112559,0.843761081,0.837042095,0.825631566,0.821406561,0.809275924,0.802544953,0.79728814,0.793939889,0.790406535,0.784097543,0.778584975,0.768379788,0.757649903,0.748324632,0.745853554,0.742505461,0.740619399,0.740217298,0.741975759,0.746042479,0.751196403,0.758249982,0.774047876,0.787100904,0.810288518,0.816291341,0.83069563,0.84569763,0.86101077,0.876805737,0.893896645,0.911303896,0.928190954,0.960413973,0.992736044,1,0.992827704,0.96592476,0.95220776,0.939562392,0.918921495,0.90194792,0.891600647,0.880591934,0.855375286,0.835855963,0.817827484,0.799989714,0.791789984,0.784333491,0.767837768,0.752129038,0.715040444,0.67456492,0.642538837,0.635518719,0.620115186,0.595084181,0.568502844,0.546255066,0.524218071,0.502127952,0.48243109,0.449298538,0.429836414,0.412738231,0.405230507,0.390910712,0.37749068,0.361972149,0.346410452,0.334968835,0.325126849,0.308312155,0.298597502,0.2957636,0.29139998,0.285888524,0.287536593,0.284771883,0.281908715,0.27523861,0.271741074,0.253820818,0.245569979,0.241100143,0.241349599,0.240290427,0.235797701,0.232066712,0.230063618,0.229537316,0.220939198,0.230392073,0.226539174,0.245285856,0.25205918,0.244684043,0.238741007,0.249861732,-0.415984552,-0.370637386,0.87202695,0.614510658
SA(0.26),0.864924501,0.859392691,0.857223304,0.850609422,0.839346886,0.835857475,0.828656821,0.816878367,0.812385276,0.799891666,0.792564741,0.786858709,0.783314665,0.779544794,0.772925487,0.766977392,0.756386838,0.744976873,0.735022702,0.732249989,0.728764814,0.726722139,0.725824704,0.726805646,0.730311313,0.734923605,0.742129224,0.758324801,0.771565746,0.795284362,0.80148921,0.816156554,0.830978273,0.846136317,0.861837221,0.879638256,0.897116128,0.913625503,0.945115151,0.978564482,0.992827704,1,0.981355363,0.967802287,0.954734643,0.932895916,0.915390931,0.905166402,0.894599944,0.870156946,0.851573653,0.834284985,0.816594893,0.808499555,0.800944996,0.784552986,0.769078616,0.732175601,0.69146595,0.658492385,0.651317883,0.63581455,0.610437574,0.584029732,0.56164671,0.539149454,0.517634122,0.499210849,0.46596358,0.446358871,0.429598927,0.422030973,0.407340219,0.394256,0.379026738,0.363541101,0.352208192,0.3418481,0.323823098,0.31324139,0.310319215,0.305905301,0.300854661,0.302389157,0.299261834,0.29555594,0.288395943,0.284689719,0.266905075,0.25738864,0.252533043,0.252249138,0.25024243,0.244914753,0.24001232,0.236902371,0.236615399,0.226745125,0.237058042,0.233872833,0.254264142,0.261159047,0.254497022,0.248744925,0.258953418,-0.422450659,-0.375750624,0.865843248,0.626797699
SA(0.28),0.856307359,0.850301135,0.847550286,0.840495573,0.828907974,0.82511254,0.817325641,0.805286568,0.800563109,0.787152543,0.779365761,0.772711242,0.768609367,0.76441949,0.757439709,0.751140991,0.740167162,0.726872076,0.716012832,0.712892985,0.709443056,0.706721674,0.704549986,0.704537874,0.707220249,0.711204013,0.717458579,0.733017063,0.745621169,0.769363897,0.775444268,0.790165449,0.804183527,0.818765863,0.834826973,0.852858228,0.870039781,0.886461427,0.917484629,0.949893886,0.96592476,0.981355363,1,0.994303166,0.982793646,0.959190712,0.939129472,0.928703502,0.917791782,0.894490889,0.876245758,0.859515011,0.843093849,0.835397726,0.828001985,0.812197427,0.796561315,0.758772542,0.717168516,0.684804821,0.677804566,0.662683301,0.637620293,0.610482812,0.587338331,0.564760305,0.543907349,0.526471185,0.494431291,0.473642461,0.456818679,0.449095495,0.434824992,0.420909842,0.404701995,0.388959721,0.37739018,0.366258341,0.348407973,0.334793249,0.332446174,0.327800449,0.322264912,0.322884838,0.318994398,0.312782857,0.305297149,0.301163083,0.284367155,0.274906923,0.268921779,0.267664459,0.264406899,0.259499071,0.254356886,0.24977692,0.24932731,0.237240455,0.249933811,0.248731628,0.271216463,0.279081325,0.273017282,0.267346136,0.27821583,-0.433921981,-0.38306135,0.857552836,0.649488961
SA(0.29),0.852035575,0.8459796,0.842972225,0.835707684,0.823909956,0.820000578,0.81204997,0.799686218,0.79479327,0.781011723,0.772968788,0.765977562,0.761669698,0.757340743,0.750213276,0.743865045,0.732625521,0.718254806,0.706726734,0.703438352,0.699942772,0.696787829,0.693726407,0.692892417,0.695480612,0.699454313,0.705600541,0.720764709,0.732426687,0.75555017,0.761619461,0.776411659,0.790164364,0.80461617,0.821251983,0.839083073,0.856194149,0.87281021,0.903999404,0.936253473,0.95220776,0.967802287,0.994303166,1,0.994403623,0.972278374,0.950805927,0.940401587,0.929829445,0.907260195,0.88926056,0.873016173,0.856722879,0.848887064,0.841418722,0.825735858,0.810123346,0.772220181,0.730470448,0.698322113,0.691122574,0.676170054,0.652114836,0.625343416,0.602763554,0.581190964,0.560265828,0.543051315,0.51175706,0.490289186,0.473922168,0.466192571,0.45225801,0.43843113,0.42103919,0.404234291,0.392140532,0.380045519,0.361565005,0.346455091,0.344350681,0.33957148,0.33321328,0.33329437,0.328439676,0.321880089,0.314062665,0.309654719,0.292737199,0.28394297,0.278019364,0.276362635,0.272679225,0.267771253,0.263067173,0.258144335,0.257668486,0.245821871,0.258056248,0.257192739,0.28130857,0.28946975,0.283820089,0.278036649,0.288044706,-0.434665177,-0.381906821,0.853477526,0.66081602
SA(0.3),0.848057978,0.841910092,0.838679664,0.83120727,0.819196414,0.815162341,0.80709609,0.794386928,0.789348795,0.775204371,0.767111703,0.760081154,0.755641678,0.751245151,0.744022119,0.737572529,0.725640286,0.710608555,0.698819659,0.695336452,0.691461992,0.687700592,0.68420621,0.682652788,0.684758661,0.688487883,0.694176685,0.709089617,0.720134783,0.742482964,0.748401596,0.76302547,0.776790398,0.791616502,0.808757855,0.826224041,0.84308635,0.859866276,0.891548591,0.923788062,0.939562392,0.954734643,0.982793646,0.994403623,1,0.985481644,0.964150155,0.953732821,0.943391475,0.921256045,0.90329741,0.88742721,0.871411078,0.863508719,0.856188401,0.840835616,0.825334907,0.786708062,0.746035041,0.71438556,0.707285469,0.692690674,0.669449967,0.642791497,0.620468223,0.599605279,0.579245232,0.561993324,0.531834012,0.51107419,0.495501372,0.487108075,0.472650519,0.458666164,0.440206636,0.422619122,0.409884876,0.396451396,0.377183152,0.36084731,0.35869231,0.353401941,0.345426722,0.345055248,0.340053376,0.333565436,0.325768815,0.321095258,0.303779314,0.293416072,0.287420396,0.285546857,0.281153992,0.275987103,0.271207029,0.266321601,0.265782604,0.253737214,0.264942997,0.263758162,0.288255079,0.295866049,0.290283506,0.284397588,0.292602425,-0.435275189,-0.381356986,0.849644963,0.67501081
SA(0.32),0.836821317,0.830097358,0.826401394,0.818305102,0.805523861,0.801293576,0.792977739,0.779857589,0.774659492,0.759421824,0.750840919,0.743633127,0.738964153,0.734364335,0.726706508,0.719971162,0.706273008,0.690753746,0.678205716,0.674670684,0.670709349,0.665992238,0.662510617,0.660083442,0.660722495,0.663279621,0.668221101,0.683355762,0.694411165,0.716564646,0.722391268,0.737649981,0.751924399,0.767527936,0.785243136,0.802180468,0.820099212,0.838063396,0.870439576,0.903296756,0.918921495,0.932895916,0.959190712,0.972278374,0.985481644,1,0.987570455,0.977838946,0.967757114,0.946474008,0.928309661,0.911911199,0.895793813,0.887855103,0.880482787,0.864584218,0.849045923,0.811335744,0.774166551,0.744252436,0.737025967,0.722643474,0.698962149,0.671986647,0.649361555,0.628439399,0.608295925,0.591793222,0.563213772,0.543946559,0.529245407,0.521060854,0.506705524,0.492398196,0.472928031,0.454164791,0.440190644,0.424806278,0.403852602,0.385037234,0.382027084,0.376410049,0.367015414,0.365837056,0.36090238,0.354849524,0.347368945,0.342507336,0.324950286,0.312249671,0.305428439,0.303340314,0.298001021,0.292019574,0.286870403,0.280850723,0.279374684,0.267581341,0.27685094,0.273473221,0.294453272,0.299530229,0.29343882,0.287693459,0.294137705,-0.428231996,-0.374837703,0.838548018,0.697441359
SA(0.34),0.824865898,0.817729957,0.813748411,0.805292715,0.792054327,0.787785183,0.779102486,0.765539481,0.760154961,0.744313203,0.735329878,0.727485802,0.722488786,0.717404619,0.709518361,0.702706593,0.688406511,0.672890008,0.660131833,0.656604362,0.65268221,0.647226269,0.643331978,0.640455594,0.640501084,0.64273118,0.647285575,0.661663835,0.672620316,0.694581896,0.70030891,0.715448268,0.730006565,0.746098836,0.764363759,0.782390375,0.800310812,0.81825199,0.85128836,0.886185785,0.90194792,0.915390931,0.939129472,0.950805927,0.964150155,0.987570455,1,0.996285834,0.988266617,0.967636849,0.948226616,0.930856034,0.914036624,0.90588468,0.898240436,0.882073514,0.866256504,0.827707074,0.792815497,0.764239199,0.757379648,0.743179316,0.71924134,0.693353131,0.671713519,0.650914453,0.631836976,0.615833474,0.587162717,0.568127232,0.553913577,0.545699079,0.531545769,0.517076669,0.497688249,0.478643021,0.463660751,0.447856614,0.426916057,0.407368102,0.403466587,0.397478579,0.387194359,0.385516516,0.37956691,0.372430883,0.364315678,0.358853611,0.340892468,0.328359059,0.320700696,0.317564579,0.311277162,0.30372183,0.298628595,0.293228072,0.290597294,0.277866684,0.2850365,0.280317966,0.300128114,0.302171918,0.295676987,0.289473215,0.298163097,-0.423398104,-0.36906323,0.82666792,0.708038327
SA(0.35),0.818467116,0.811277163,0.807080948,0.798298976,0.784769379,0.780472659,0.771516012,0.757640115,0.752126266,0.736161741,0.726964983,0.718753822,0.713589126,0.708273925,0.700230981,0.693353386,0.678864398,0.663132107,0.65044274,0.646865976,0.642982309,0.637166434,0.63292763,0.629917979,0.629718219,0.631665119,0.636088931,0.650227245,0.66112815,0.682817618,0.688564665,0.703782554,0.718639337,0.734503559,0.752529095,0.770768649,0.788686477,0.806771792,0.840100306,0.875488991,0.891600647,0.905166402,0.928703502,0.940401587,0.953732821,0.977838946,0.996285834,1,0.996277109,0.977872256,0.95818125,0.940413846,0.923372098,0.91513527,0.907451834,0.891504525,0.875635818,0.836025228,0.801509573,0.773450178,0.766437952,0.751826029,0.72777197,0.702816677,0.681344942,0.660581544,0.641736844,0.625692896,0.597137413,0.577995164,0.56388136,0.555356551,0.540701328,0.526263473,0.506724806,0.48730204,0.472034232,0.455821294,0.435260349,0.416266582,0.412165102,0.405751873,0.395245998,0.393642924,0.386632616,0.379025499,0.37035199,0.3644966,0.345829847,0.332859281,0.324801069,0.321150802,0.314271409,0.306078477,0.300842489,0.295763594,0.293022573,0.279876776,0.287125801,0.282149548,0.302966567,0.303523274,0.297181035,0.290614248,0.30031331,-0.424268113,-0.368953344,0.820349918,0.713191249
SA(0.36),0.811278055,0.804027299,0.799708301,0.790681302,0.776956778,0.772658537,0.763422352,0.749177777,0.743520039,0.727337692,0.71784801,0.709358453,0.704059078,0.698573532,0.690382545,0.683383013,0.668573937,0.652021479,0.639216735,0.63547473,0.63131428,0.624954468,0.620558904,0.617596253,0.616932732,0.618427594,0.62277385,0.636659476,0.647399039,0.669144855,0.674853958,0.690010341,0.705197472,0.720924244,0.738743904,0.756984731,0.775273137,0.79398073,0.827866359,0.863733709,0.880591934,0.894599944,0.917791782,0.929829445,0.943391475,0.967757114,0.988266617,0.996277109,1,0.987977236,0.969082771,0.951173281,0.933561994,0.925183176,0.91732497,0.901394711,0.885493507,0.845763976,0.811793766,0.783599935,0.776396832,0.761566098,0.737694545,0.713767056,0.692682442,0.672667661,0.654299454,0.638561989,0.610604797,0.590748227,0.576102344,0.566714818,0.55148738,0.536672934,0.516951644,0.497284437,0.481911532,0.465610986,0.444684877,0.425849706,0.421699384,0.414998609,0.4041986,0.402433193,0.3949889,0.386725262,0.377715962,0.371560385,0.352424394,0.339352793,0.331458831,0.327736017,0.320647725,0.31210228,0.306634134,0.301147798,0.297516537,0.285054636,0.292523463,0.287148638,0.307624429,0.306441274,0.300370287,0.293366247,0.302382347,-0.419070867,-0.364913829,0.813230127,0.719776385
SA(0.38),0.796176268,0.788689458,0.784221234,0.775067831,0.761353256,0.757113521,0.747691888,0.732963705,0.72725331,0.71085405,0.700902585,0.69224449,0.68693074,0.681183875,0.672741214,0.665523006,0.650447621,0.633221699,0.61968445,0.6157566,0.611100073,0.604062368,0.599157457,0.595926634,0.594374307,0.594904356,0.598870654,0.610851149,0.621461051,0.64394128,0.649765183,0.664817054,0.679250515,0.694566672,0.711990147,0.730584027,0.748864259,0.767502297,0.802196907,0.837569138,0.855375286,0.870156946,0.894490889,0.907260195,0.921256045,0.946474008,0.967636849,0.977872256,0.987977236,1,0.990181217,0.972947919,0.954466137,0.945812894,0.93724022,0.920402937,0.904567035,0.866569106,0.834172372,0.805786317,0.798228929,0.783216226,0.759996572,0.737309355,0.716930695,0.69823448,0.680640809,0.665374073,0.637720178,0.618263091,0.602435564,0.590755648,0.574615392,0.558905565,0.538720205,0.519393553,0.503901649,0.487750144,0.465646647,0.445359368,0.440988074,0.43404562,0.421900938,0.418087136,0.410366789,0.401673409,0.392445521,0.385865769,0.366126324,0.354277762,0.346503819,0.342453769,0.334089384,0.32503896,0.319570816,0.311671497,0.306133701,0.294361933,0.301353569,0.294974168,0.313047741,0.308718382,0.302057264,0.295273815,0.303311644,-0.406266469,-0.359388904,0.798206339,0.729406775
SA(0.4),0.784335464,0.776855964,0.772201574,0.763141834,0.749299236,0.744945654,0.735278594,0.720187212,0.714426986,0.697826676,0.687450413,0.678582987,0.673248429,0.667442072,0.65857251,0.650828875,0.635389919,0.61763237,0.603521725,0.599427014,0.594363399,0.586637497,0.581148477,0.577800891,0.575660286,0.575720314,0.579150423,0.591260124,0.602018714,0.6247272,0.630335024,0.644899743,0.658324475,0.673649339,0.691374094,0.709806528,0.728067591,0.746871712,0.782391259,0.817388239,0.835855963,0.851573653,0.876245758,0.88926056,0.90329741,0.928309661,0.948226616,0.95818125,0.969082771,0.990181217,1,0.990618547,0.973989254,0.965543911,0.956915442,0.939672546,0.923885273,0.886859445,0.854738705,0.826469618,0.818531402,0.803190424,0.779029417,0.756439293,0.73566383,0.71688163,0.699242166,0.684065069,0.656678187,0.638201823,0.62273223,0.610724917,0.594149186,0.577853823,0.557124583,0.537290359,0.521761065,0.505323893,0.482394474,0.461201244,0.456704545,0.449537536,0.43655582,0.431276047,0.423242713,0.413660908,0.404555621,0.397635826,0.377487375,0.366509365,0.358529316,0.35481742,0.345803831,0.335871624,0.328944149,0.319663264,0.313650298,0.300450782,0.306098626,0.29920372,0.31830886,0.312041779,0.306485115,0.299778755,0.308130553,-0.40220405,-0.359241096,0.786385977,0.739314763
SA(0.42),0.770051036,0.762440428,0.757598848,0.748372339,0.734421253,0.730013045,0.719933035,0.70449505,0.698556772,0.681627786,0.670781707,0.661605531,0.656213366,0.65035321,0.641052057,0.63284909,0.616745942,0.598300752,0.58373119,0.579273314,0.573658771,0.565538947,0.559550026,0.556446142,0.554196565,0.554337232,0.557990278,0.570096763,0.580478672,0.602879406,0.608242818,0.622171076,0.636371137,0.652720597,0.671084466,0.689662935,0.708842233,0.728259751,0.763897992,0.799042767,0.817827484,0.834284985,0.859515011,0.873016173,0.88742721,0.911911199,0.930856034,0.940413846,0.951173281,0.972947919,0.990618547,1,0.991242306,0.983806197,0.975579054,0.958649267,0.94316758,0.906585713,0.874448065,0.846497629,0.838257893,0.822783813,0.797889291,0.775215015,0.754517273,0.735238007,0.716961356,0.701497381,0.674324399,0.656870409,0.642231089,0.63013615,0.613091249,0.596788098,0.575755464,0.55475505,0.538270413,0.52153319,0.498222303,0.476498025,0.472481322,0.465592677,0.453730381,0.447721605,0.439023935,0.429060721,0.419287683,0.411949973,0.390412226,0.379025658,0.370881083,0.367756764,0.35888693,0.348141194,0.339330065,0.329061055,0.323176818,0.309759492,0.313865819,0.306314285,0.326563507,0.319898167,0.315134551,0.308543437,0.316529879,-0.396657985,-0.354980283,0.772203195,0.747909114
