,SA(0.01),SA(0.02),SA(0.022),SA(0.025),SA(0.029),SA(0.03),SA(0.032),SA(0.035),SA(0.036),SA(0.04),SA(0.042),SA(0.044),SA(0.045),SA(0.046),SA(0.048),SA(0.05),SA(0.055),SA(0.06),SA(0.065),SA(0.067),SA(0.07),SA(0.075),SA(0.08),SA(0.085),SA(0.09),SA(0.095),SA(0.1),SA(0.11),SA(0.12),SA(0.13),SA(0.133),SA(0.14),SA(0.15),SA(0.16),SA(0.17),SA(0.18),SA(0.19),SA(0.2),SA(0.22),SA(0.24),SA(0.25),SA(0.26),SA(0.28),SA(0.29),SA(0.3),SA(0.32),SA(0.34),SA(0.35),SA(0.36),SA(0.38),SA(0.4),SA(0.42),SA(0.44),SA(0.45),SA(0.46),SA(0.48),SA(0.5),SA(0.55),SA(0.6),SA(0.65),SA(0.667),SA(0.7),SA(0.75),SA(0.8),SA(0.85),SA(0.9),SA(0.95),SA(1.0),SA(1.1),SA(1.2),SA(1.3),SA(1.4),SA(1.5),SA(1.6),SA(1.7),SA(1.8),SA(1.9),SA(2.0),SA(2.2),SA(2.4),SA(2.5),SA(2.6),SA(2.8),SA(3.0),SA(3.2),SA(3.4),SA(3.5),SA(3.6),SA(3.8),SA(4.0),SA(4.2),SA(4.4),SA(4.6),SA(4.8),SA(5.0),SA(5.5),SA(6.0),SA(6.5),SA(7.0),SA(7.5),SA(8.0),SA(8.5),SA(9.0),SA(9.5),SA(10.0),RSD575,RSD595,PGA,PGV
SA(0.042),0.968755509,0.978781285,0.980775105,0.983751988,0.987708712,0.988696483,0.990673405,0.99363906,0.994629211,0.998588185,1,0.998351757,0.997128573,0.995832576,0.993032535,0.989982894,0.981588566,0.972840606,0.964588749,0.961555655,0.957348784,0.951266807,0.946255504,0.942136359,0.938723472,0.935853357,0.933400781,0.92937849,0.925987243,0.923249712,0.922527844,0.9209879,0.919080137,0.905555726,0.890441401,0.87618746,0.862690484,0.849868733,0.825820171,0.80374423,0.793368575,0.783393867,0.764529616,0.755588732,0.746949507,0.730502451,0.71504213,0.707649236,0.700467219,0.686686031,0.673614284,0.661185494,0.649342102,0.643625238,0.638038867,0.627231641,0.616876929,0.592739498,0.570757801,0.55059665,0.544109412,0.532000494,0.51475434,0.498673295,0.483627452,0.46949853,0.456187664,0.443610972,0.420382956,0.399350141,0.380159172,0.362533797,0.346250702,0.331135562,0.317042784,0.303851919,0.291462234,0.279788675,0.258314897,0.238967101,0.229975621,0.221385625,0.205301333,0.190498913,0.176805119,0.164079015,0.158041797,0.152204678,0.141085419,0.130639797,0.120798952,0.111504111,0.102704788,0.094357337,0.086423814,0.068177633,0.051865765,0.03714757,0.023770892,0.011561735,0.001758261,0.012327745,0.022466507,0.032209496,0.041588311,-0.411335931,-0.408353267,0.952023276,0.641440696
SA(0.044),0.963977653,0.974763038,0.976911763,0.980127762,0.984417575,0.985488652,0.987628524,0.990838978,0.991916854,0.996202985,0.998351757,1,0.99936099,0.998144206,0.995496893,0.992589275,0.984481183,0.975898215,0.967692305,0.964649628,0.960405222,0.954216337,0.949066792,0.944797907,0.941235832,0.938224269,0.93564053,0.931380022,0.927834406,0.924960347,0.924201296,0.922579984,0.920079097,0.903719192,0.888336398,0.873824604,0.860085661,0.84704191,0.822592792,0.800165635,0.789629565,0.779503185,0.76035996,0.751290769,0.742530069,0.725856999,0.710193759,0.702706849,0.69543506,0.681486854,0.668263646,0.655697132,0.643728193,0.637952484,0.632309401,0.621395465,0.610942655,0.586594782,0.564444749,0.544148438,0.537621234,0.525441676,0.508105585,0.491961942,0.476867555,0.462702843,0.449367213,0.436775241,0.413540858,0.392527074,0.373373737,0.355800086,0.33958056,0.324538088,0.310525576,0.297421288,0.285123403,0.273545931,0.25227458,0.23313916,0.224256312,0.215778554,0.199916923,0.185339776,0.171872543,0.159373379,0.153449396,0.147725037,0.136830374,0.126608202,0.116989248,0.107914332,0.099332539,0.091199793,0.083477714,0.065746487,0.049929655,0.035686667,0.022769165,0.010998894,0.001563161,0.011704341,0.021448841,0.030824316,0.039856078,-0.409993525,-0.406248375,0.950259215,0.636430006
SA(0.045),0.961484192,0.972651399,0.974877609,0.978214019,0.982664075,0.983776379,0.985999605,0.989333962,0.990447081,0.994899033,0.997128573,0.99936099,1,0.999301355,0.996730047,0.993893129,0.985927719,0.977427319,0.969244745,0.966197479,0.961934622,0.955692873,0.950474826,0.946131689,0.942495582,0.939413722,0.936764816,0.932386107,0.928761223,0.925817811,0.925039873,0.923377338,0.919294521,0.902787845,0.887268477,0.872626701,0.858766008,0.845609468,0.820957598,0.798352636,0.78773538,0.7775323,0.758247947,0.749113857,0.740291667,0.723504426,0.707738564,0.700204098,0.692886916,0.678854246,0.665554399,0.652918164,0.640885642,0.635080138,0.629408365,0.618440466,0.607938057,0.583483689,0.56124831,0.540883376,0.534335888,0.522120538,0.504738912,0.488563036,0.473443629,0.459260397,0.445911862,0.433311822,0.410073606,0.389068945,0.369934303,0.352386657,0.336199194,0.321193506,0.307221694,0.294161348,0.281910083,0.270381433,0.24921295,0.230185458,0.221357826,0.212936973,0.197188515,0.182725843,0.169373714,0.156989817,0.151123348,0.145456275,0.134675708,0.124567014,0.11506072,0.10609745,0.097626091,0.089602368,0.081987705,0.064518228,0.048953162,0.03495248,0.022268798,0.010722512,0.001474262,0.011399252,0.020944485,0.030134548,0.038992098,-0.409348088,-0.40523494,0.94928006,0.633873661
SA(0.046),0.958939171,0.970480842,0.972783051,0.976237083,0.980847354,0.982000159,0.984303823,0.98775799,0.988910897,0.99352331,0.995832576,0.998144206,0.999301355,1,0.997964371,0.995198002,0.987375096,0.978957269,0.970798192,0.967746438,0.963465325,0.957171085,0.951884917,0.947467878,0.94375806,0.940606171,0.93789222,0.93339582,0.929690487,0.926676715,0.925879668,0.924175456,0.918503898,0.901849161,0.886192132,0.871419186,0.857435716,0.84416615,0.819310185,0.796526135,0.78582712,0.775546795,0.756120416,0.74692101,0.738036973,0.721134825,0.705265674,0.697683338,0.690320472,0.676202792,0.662825782,0.650119326,0.638022751,0.632187234,0.626486577,0.615464369,0.604912046,0.58035044,0.558029003,0.537594803,0.531026844,0.518775405,0.50134789,0.485139167,0.469994246,0.455792072,0.442430274,0.429821866,0.406579349,0.385583512,0.366467443,0.34894583,0.332790591,0.317821942,0.303891158,0.290875139,0.278670924,0.267191555,0.246126934,0.227208429,0.218436563,0.210073082,0.194438914,0.180091832,0.166855916,0.15458838,0.148779969,0.143170732,0.132505353,0.122511202,0.113118609,0.10426801,0.095908104,0.087994425,0.080488218,0.063283139,0.04797266,0.034216847,0.021769864,0.010450504,0.001392789,0.011099555,0.020444226,0.029447948,0.038130428,-0.408719087,-0.4042468,0.948220334,0.631292597
SA(0.048),0.953732016,0.965995889,0.96844411,0.972123711,0.977045133,0.978275943,0.980733832,0.984418313,0.985648701,0.990569578,0.993032535,0.995496893,0.996730047,0.997964371,1,0.997809703,0.990271179,0.982018564,0.973907077,0.970846689,0.9665297,0.96013166,0.954710482,0.950146787,0.9462906,0.942999506,0.940155981,0.935425951,0.931556116,0.928398884,0.927562985,0.925774138,0.916907318,0.899952478,0.88401722,0.868979017,0.854747846,0.841251058,0.815983453,0.792838043,0.7819741,0.771537975,0.751825334,0.742494272,0.73348563,0.716351941,0.700274584,0.692595741,0.6851408,0.670851763,0.657319134,0.644470992,0.632245121,0.626349038,0.620590138,0.609458464,0.598805548,0.574027627,0.551532283,0.530957912,0.524348544,0.512024207,0.494504081,0.478227959,0.463030641,0.448789421,0.435400103,0.422774115,0.399521654,0.378542571,0.359463245,0.341993736,0.325903325,0.311009403,0.297161537,0.28423519,0.27212621,0.260746633,0.239892372,0.221194633,0.212535755,0.204288207,0.188885572,0.17477261,0.161772025,0.149740069,0.144049198,0.138557073,0.128124925,0.118362633,0.109200141,0.10057753,0.092443151,0.084752201,0.077465597,0.060796201,0.046002191,0.032743156,0.020777085,0.00991943,0.001250564,0.010516472,0.019457102,0.028086216,0.03641723,-0.407507782,-0.402342285,0.945915101,0.626073156
SA(0.05),0.948459139,0.961380557,0.963961958,0.967849833,0.97306465,0.974369059,0.976971359,0.980867322,0.982169649,0.987376929,0.989982894,0.992589275,0.993893129,0.995198002,0.997809703,1,0.993169134,0.985081742,0.977018464,0.973949806,0.969597757,0.963097429,0.957542788,0.952833789,0.948832492,0.945403278,0.942430434,0.937469002,0.933431125,0.930126485,0.929250928,0.92737566,0.915294711,0.898035694,0.881820278,0.86651164,0.852028821,0.838305483,0.81262284,0.789112878,0.778082602,0.767489261,0.747488337,0.738024655,0.728890742,0.711523646,0.695236501,0.687460403,0.6799127,0.665451002,0.651761467,0.638770382,0.62641401,0.620456812,0.614639194,0.603397226,0.592642968,0.567646894,0.544975775,0.524259497,0.51760823,0.505210262,0.487596713,0.471251144,0.455999791,0.441718115,0.42830006,0.41565544,0.392391321,0.371427795,0.352384601,0.334967072,0.318941886,0.304123369,0.290359348,0.277523787,0.265511296,0.254232864,0.233591882,0.215118014,0.206573745,0.198443377,0.183275541,0.169399944,0.156637888,0.144844645,0.139272879,0.133899441,0.123703647,0.114176236,0.105246769,0.096855002,0.088948978,0.08148361,0.074419522,0.05829336,0.044024371,0.031269023,0.019792949,0.009406115,0.001137232,0.009955711,0.018489765,0.026743042,0.034720462,-0.406353963,-0.400528243,0.94341324,0.620808399
SA(0.055),0.935566101,0.949833932,0.952685739,0.95699449,0.962799879,0.964251979,0.967143964,0.971465321,0.972912214,0.978694861,0.981588566,0.984481183,0.985927719,0.987375096,0.990271179,0.993169134,1,0.992738562,0.984799923,0.981712915,0.977277003,0.970528045,0.964647152,0.959582097,0.955224532,0.951455102,0.948163161,0.942634569,0.938155707,0.934469879,0.933491866,0.930506939,0.911228226,0.893194544,0.876266552,0.86027894,0.845165679,0.830869954,0.804142636,0.779715318,0.768266765,0.757278474,0.736553454,0.726756731,0.717308022,0.699355759,0.682541796,0.674521384,0.666740782,0.651845464,0.637761447,0.624410646,0.611725606,0.605614553,0.599649357,0.588130417,0.577121761,0.551577125,0.528462467,0.507387216,0.500630065,0.48804667,0.470198357,0.453672202,0.438280194,0.423892499,0.410398282,0.397703297,0.374403458,0.353473738,0.334517792,0.317229165,0.301367143,0.286738534,0.273186394,0.260580688,0.248812775,0.23779094,0.217691167,0.199785337,0.191531981,0.183697417,0.169125519,0.155852052,0.143694779,0.132506457,0.127236489,0.122163952,0.112567273,0.103634825,0.095295294,0.087487739,0.080159622,0.073265352,0.066765079,0.05201693,0.039082034,0.027610644,0.017383197,0.008200502,0.000955236,0.008652981,0.016168975,0.023484988,0.030587652,-0.403698113,-0.39634296,0.936690982,0.607636744
SA(0.06),0.924153159,0.939271131,0.942290442,0.946848709,0.952980858,0.954514543,0.957570644,0.962140948,0.96367003,0.969782237,0.972840606,0.975898215,0.977427319,0.978957269,0.982018564,0.985081742,0.992738562,1,0.992579228,0.989477199,0.984962308,0.977973901,0.971776411,0.966365074,0.961659962,0.957556891,0.953952823,0.947872362,0.94292391,0.938843902,0.937759478,0.927308317,0.907178137,0.888361755,0.870710786,0.854058166,0.838327452,0.82345231,0.795686111,0.770347653,0.758484044,0.747104765,0.725661723,0.715534954,0.70577332,0.687243284,0.6699074,0.66164481,0.653633522,0.638308541,0.623833124,0.610125015,0.597113193,0.590849231,0.584737671,0.572944311,0.561683736,0.535594782,0.512038244,0.49060435,0.483741555,0.470974001,0.45289318,0.436180738,0.420643514,0.406145569,0.392571197,0.379822151,0.356479392,0.335576977,0.316703403,0.299540859,0.283839636,0.269399946,0.256059429,0.243683807,0.232161045,0.221396693,0.201840075,0.184504111,0.176542712,0.169003093,0.155029319,0.142359748,0.130808655,0.120226205,0.115258475,0.110487512,0.101491149,0.093154309,0.085404928,0.078181535,0.071431232,0.065108203,0.059172483,0.045805856,0.034209461,0.024036661,0.015065625,0.007101347,0.000884822,0.007485488,0.013997258,0.020392908,0.026651562,-0.401323706,-0.392583629,0.929840521,0.594793936
SA(0.065),0.915106032,0.930515249,0.933590791,0.938224432,0.944438983,0.945993211,0.949093411,0.953733409,0.955284285,0.961485558,0.964588749,0.967692305,0.969244745,0.970798192,0.973907077,0.977018464,0.984799923,0.992579228,1,0.997241328,0.992650849,0.985429322,0.978921838,0.973170619,0.968123721,0.963691526,0.959778963,0.953157233,0.947722873,0.943238602,0.939791598,0.924195519,0.903226232,0.883639351,0.865277018,0.847977046,0.831645722,0.816203409,0.787424813,0.761199325,0.748931903,0.737172524,0.715031605,0.704584113,0.694518224,0.675427435,0.657584332,0.64908631,0.640850854,0.625108235,0.61025202,0.596196004,0.582865784,0.576452885,0.570198958,0.558138869,0.546633516,0.520014956,0.496027304,0.474242867,0.467276928,0.454330155,0.43602359,0.419124838,0.403442332,0.388833558,0.375177976,0.362373437,0.338983631,0.318103387,0.299307011,0.282265731,0.266720414,0.25246496,0.239331405,0.22718115,0.215898738,0.205387006,0.186363324,0.169586368,0.161911446,0.154659792,0.141272879,0.12919552,0.118238601,0.108249713,0.103578059,0.099102657,0.09069455,0.082940963,0.075769173,0.069117304,0.06293227,0.057168226,0.051785317,0.039772755,0.029490259,0.020595359,0.012860777,0.006098963,0.000898621,0.00643689,0.011976722,0.017484926,0.02293574,-0.399174256,-0.389174169,0.923321085,0.582678657
SA(0.067),0.912193967,0.927588693,0.930660199,0.93528287,0.941473374,0.943021385,0.946110589,0.950736773,0.952282241,0.958462671,0.961555655,0.964649628,0.966197479,0.967746438,0.970846689,0.973949806,0.981712915,0.989477199,0.997241328,1,0.995727227,0.988413729,0.981783581,0.975897712,0.970715271,0.966152339,0.962117152,0.955281021,0.949648763,0.94500071,0.938831256,0.922988064,0.901690963,0.881803273,0.863163245,0.845612357,0.829048362,0.813385218,0.784213618,0.757643946,0.745219896,0.733313161,0.710901693,0.700329881,0.690146003,0.670838036,0.652798322,0.644209021,0.635886677,0.619982156,0.604978243,0.590787224,0.577333406,0.570862702,0.564553564,0.552390077,0.540789854,0.513965869,0.48981073,0.467889963,0.460883934,0.447867623,0.429473579,0.412501461,0.396761733,0.382109192,0.368421405,0.355594707,0.332185495,0.31131289,0.29254581,0.275551259,0.260066281,0.245882372,0.232829313,0.220766791,0.209577994,0.199164694,0.180348683,0.163789531,0.156226247,0.149086505,0.135928279,0.124081628,0.113356122,0.103598345,0.099041967,0.09468167,0.086502638,0.078976096,0.072029082,0.065599585,0.059634481,0.054087957,0.048920248,0.037435076,0.027664712,0.019268734,0.012016746,0.005725043,0.000921982,0.006049373,0.011213224,0.016378844,0.021519277,-0.398368605,-0.387894346,0.920832751,0.578085644
SA(0.07),0.908557953,0.923797419,0.92683632,0.931406252,0.937519088,0.939047513,0.942098094,0.946665942,0.948191649,0.954294123,0.957348784,0.960405222,0.961934622,0.963465325,0.9665297,0.969597757,0.977277003,0.984962308,0.992650849,0.995727227,1,0.992893657,0.986080321,0.979993091,0.974607935,0.969849474,0.965630124,0.958473512,0.952543219,0.94464351,0.937433392,0.921228444,0.899452473,0.879125783,0.860082329,0.842162435,0.825257021,0.809275039,0.779530968,0.752459789,0.739807544,0.727685986,0.704880714,0.694127902,0.683772523,0.664148065,0.645822028,0.637099796,0.628650924,0.612510623,0.597291549,0.582903809,0.569269852,0.562714911,0.556325346,0.544011281,0.532272903,0.505149627,0.480750227,0.458630496,0.451565977,0.43844829,0.419926799,0.402846812,0.387022925,0.372305909,0.358570551,0.34571097,0.322272404,0.301410043,0.282685038,0.265758158,0.250361036,0.236281401,0.223345778,0.211411318,0.200359216,0.190089665,0.171576974,0.155335981,0.147935796,0.140959269,0.128135092,0.116625409,0.106237858,0.096817552,0.092429504,0.088237291,0.080392762,0.073197707,0.066578816,0.060473905,0.054829822,0.049600837,0.044747337,0.034032497,0.025011309,0.017343306,0.010798118,0.005194837,0.000977187,0.005502686,0.010119489,0.014787489,0.019475355,-0.397210561,-0.386055729,0.917200659,0.571491329
SA(0.075),0.904129445,0.91889662,0.921838137,0.926254369,0.932148566,0.933621677,0.936562568,0.940966917,0.942437381,0.948320544,0.951266807,0.954216337,0.955692873,0.957171085,0.96013166,0.963097429,0.970528045,0.977973901,0.985429322,0.988413729,0.992893657,1,0.993245747,0.986824429,0.981102777,0.976019506,0.971494063,0.963805793,0.957374792,0.942707907,0.935241005,0.918465196,0.895933589,0.874914495,0.855235049,0.836735267,0.819293596,0.802810081,0.772166586,0.744307758,0.731297209,0.71883843,0.695415088,0.684378216,0.673753654,0.653632708,0.634857297,0.625926407,0.617278961,0.600768585,0.585211677,0.570514954,0.556597984,0.54991072,0.543394883,0.530844477,0.518889286,0.491296063,0.466512704,0.444079995,0.436923508,0.423646621,0.404925175,0.38767402,0.371716571,0.356897054,0.343085858,0.330173615,0.306687079,0.285839243,0.267179256,0.250358124,0.235098766,0.221183009,0.208432156,0.19669931,0.185862491,0.17581939,0.157784551,0.142044739,0.134901507,0.12818161,0.115883689,0.104904756,0.09504941,0.086160444,0.082037419,0.078109889,0.07079207,0.064118842,0.058016372,0.052422243,0.047283319,0.042554065,0.038195181,0.028693428,0.020852773,0.01433279,0.008902475,0.004386197,0.001093488,0.004675303,0.008434933,0.012324416,0.016306135,-0.395398578,-0.383176755,0.911640373,0.561372238
SA(0.08),0.901267548,0.915410537,0.918225255,0.922441785,0.928053288,0.929454899,0.932254294,0.936448673,0.937848126,0.94344907,0.946255504,0.949066792,0.950474826,0.951884917,0.954710482,0.957542788,0.964647152,0.971776411,0.978921838,0.981783581,0.986080321,0.993245747,1,0.993657609,0.987600006,0.982192344,0.977361213,0.969142294,0.962209004,0.940957122,0.933256384,0.915960939,0.892741423,0.871092181,0.850833894,0.831808513,0.813880732,0.79694157,0.765482508,0.736909813,0.723574605,0.710810355,0.686827179,0.675533032,0.664664616,0.644094193,0.624911764,0.615791859,0.606964559,0.590118959,0.57425593,0.559279146,0.545105594,0.538298377,0.531668132,0.518903644,0.506752085,0.478733026,0.453601415,0.43088466,0.423644747,0.410223616,0.391321171,0.373913416,0.35783377,0.34292033,0.329039472,0.316078666,0.292547118,0.271711158,0.253109229,0.236383519,0.221248854,0.207481742,0.194898651,0.183348961,0.172707781,0.162870518,0.145270038,0.129985738,0.12307607,0.11658901,0.10476943,0.094272826,0.084901046,0.076494764,0.072612488,0.068925437,0.062086137,0.055886873,0.050253359,0.045122999,0.04044272,0.036167222,0.032257556,0.023857915,0.017090374,0.011614899,0.007198945,0.003672642,0.001222521,0.003950954,0.006935574,0.010122167,0.013468166,-0.393711297,-0.380494662,0.906756457,0.552400675
SA(0.085),0.899467188,0.912943456,0.91562152,0.919621733,0.924924285,0.926247797,0.928893517,0.93286265,0.934185378,0.939481383,0.942136359,0.944797907,0.946131689,0.947467878,0.950146787,0.952833789,0.959582097,0.966365074,0.973170619,0.975897712,0.979993091,0.986824429,0.993657609,1,0.99409472,0.988362218,0.983225583,0.974474969,0.967039631,0.939424644,0.931518249,0.913766091,0.889941273,0.867737558,0.846969007,0.827485095,0.809133218,0.791791875,0.759617477,0.730418913,0.716799123,0.703767297,0.679293366,0.667773736,0.656691361,0.635727428,0.616188321,0.606902758,0.597917853,0.580778477,0.564647109,0.549424784,0.535026234,0.528113838,0.521383313,0.508431216,0.49610759,0.467715262,0.44227818,0.419312159,0.411999052,0.398451487,0.379390476,0.361844588,0.345657147,0.330660772,0.316718302,0.303714445,0.280142552,0.259316255,0.240764722,0.224122485,0.209096967,0.195460227,0.183024377,0.171635498,0.161166129,0.151509672,0.134290722,0.119406483,0.112701954,0.106419174,0.09501975,0.08494674,0.075999593,0.06801711,0.064346206,0.060870327,0.054451207,0.04866805,0.043446191,0.038722899,0.034445179,0.030567976,0.027052698,0.019620826,0.013795423,0.009239166,0.005714107,0.003058367,0.00134703,0.003330876,0.005636996,0.008208674,0.011001483,-0.392128443,-0.379056577,0.902508915,0.544653031
SA(0.09),0.898375623,0.91117679,0.913716564,0.917499964,0.922495455,0.923742238,0.926236833,0.929980008,0.931226363,0.936219214,0.938723472,0.941235832,0.942495582,0.94375806,0.9462906,0.948832492,0.955224532,0.961659962,0.968123721,0.970715271,0.974607935,0.981102777,0.987600006,0.99409472,1,0.994526846,0.989083798,0.979798927,0.966542118,0.93814097,0.930061449,0.911924908,0.887590868,0.864920911,0.843723824,0.823854677,0.805146966,0.787468575,0.75469404,0.724970358,0.711111828,0.697855545,0.672970069,0.661261349,0.64999958,0.628705697,0.608867468,0.599442969,0.590325899,0.57294015,0.556583688,0.541155347,0.526567985,0.519567332,0.512752694,0.499643264,0.48717535,0.458469886,0.432776338,0.409600918,0.402226335,0.388572653,0.369378617,0.351716069,0.335437569,0.320371052,0.306376379,0.293335937,0.269729346,0.248910451,0.230400711,0.213828235,0.198894175,0.18536683,0.173054625,0.161800843,0.151475846,0.141971347,0.125073078,0.110525103,0.103993017,0.097881752,0.086835496,0.077118513,0.068528231,0.060901874,0.057408588,0.054110175,0.048044158,0.042610634,0.037734628,0.033353313,0.029413786,0.025871219,0.022687354,0.016068931,0.011035858,0.007252692,0.004477351,0.002554618,0.001466111,0.002825016,0.00456243,0.006619245,0.00894925,-0.390634416,-0.377697784,0.898779037,0.538072644
SA(0.095),0.897728293,0.909864221,0.912272346,0.915849697,0.920556496,0.921730924,0.924082525,0.927611323,0.928785536,0.933491625,0.935853357,0.938224269,0.939413722,0.940606171,0.942999506,0.945403278,0.951455102,0.957556891,0.963691526,0.966152339,0.969849474,0.976019506,0.982192344,0.988362218,0.994526846,1,0.994927345,0.985103623,0.966016276,0.93712918,0.92891313,0.910473348,0.88573806,0.86270089,0.841166716,0.820992699,0.80200284,0.784060352,0.750812875,0.720675294,0.706628587,0.69319529,0.667985551,0.656127818,0.644724829,0.623170721,0.603096734,0.593562733,0.584341493,0.566761559,0.550227679,0.534636952,0.519900762,0.512830546,0.505949608,0.49271617,0.480134528,0.451182242,0.425286521,0.401946021,0.394522976,0.380785641,0.361486752,0.343732146,0.327381787,0.312259908,0.298224018,0.28515467,0.261520608,0.240707453,0.222230588,0.205713018,0.190851079,0.177409968,0.165195237,0.154047968,0.1438368,0.134452105,0.117806677,0.103523845,0.097127735,0.091151671,0.080383876,0.070947608,0.062638698,0.05529313,0.051939889,0.048781394,0.042993774,0.03783591,0.033232579,0.029120879,0.025447983,0.022169248,0.01924667,0.013269624,0.008861688,0.005687325,0.003503692,0.002159162,0.001563603,0.002428168,0.003717435,0.005368693,0.007332918,-0.390687167,-0.376398898,0.895600152,0.532820594
SA(0.1),0.897275446,0.908853378,0.911151357,0.914542843,0.918966592,0.920069145,0.922283885,0.925623449,0.926730899,0.931171787,0.933400781,0.93564053,0.936764816,0.93789222,0.940155981,0.942430434,0.948163161,0.953952823,0.959778963,0.962117152,0.965630124,0.971494063,0.977361213,0.983225583,0.989083798,0.994927345,1,0.990390919,0.965640902,0.936410999,0.928097915,0.909443419,0.884421065,0.86112077,0.839339895,0.818960512,0.799778578,0.781638962,0.748054665,0.717622668,0.70344214,0.689883569,0.664442571,0.652478716,0.640974227,0.61923616,0.598994509,0.589382606,0.580087296,0.562369278,0.545709224,0.53000302,0.515160982,0.508041283,0.50111321,0.487791599,0.475129118,0.446001352,0.419961872,0.396503954,0.389046426,0.375249626,0.355876142,0.338056245,0.321654912,0.306493774,0.292428677,0.279338907,0.255685524,0.234876585,0.216423198,0.199945001,0.185134055,0.171754222,0.159608757,0.148537163,0.138406868,0.129107334,0.112641582,0.098547075,0.092247521,0.086367613,0.075797696,0.066560879,0.058451894,0.051305816,0.048052061,0.044993018,0.03940326,0.034441294,0.030031752,0.026111677,0.022628289,0.019537075,0.016800269,0.011279037,0.00731305,0.004576396,0.002810132,0.001875682,0.001619275,0.002143617,0.003113631,0.004475272,0.00618675,-0.390728224,-0.375143603,0.892914838,0.528930881
SA(0.11),0.896951077,0.907453641,0.909532089,0.912579375,0.916517389,0.917497492,0.919470035,0.922448639,0.923434079,0.927390142,0.92937849,0.931380022,0.932386107,0.93339582,0.935425951,0.937469002,0.942634569,0.947872362,0.953157233,0.955281021,0.958473512,0.963805793,0.969142294,0.974474969,0.979798927,0.985103623,0.990390919,1,0.968788276,0.939286426,0.930896237,0.91207053,0.886818165,0.863303937,0.841324791,0.820774449,0.801433796,0.783137609,0.749291402,0.718633399,0.704349472,0.690693113,0.665071247,0.653023273,0.641437922,0.619550163,0.599169062,0.589491241,0.580132702,0.562294732,0.545522138,0.529710259,0.514768967,0.507602254,0.500629288,0.48722277,0.474480907,0.445172776,0.418974494,0.395377407,0.387877375,0.374005631,0.354532587,0.336603455,0.320107782,0.304863188,0.290723939,0.277568297,0.253802922,0.232905011,0.21438402,0.197856962,0.183011737,0.169610223,0.157453138,0.146378157,0.136251351,0.126961205,0.110527082,0.09647693,0.09020397,0.084347226,0.073840944,0.064672733,0.056636082,0.04956491,0.046349696,0.043330379,0.037821354,0.032940281,0.028611601,0.024772422,0.021370278,0.018361144,0.015707846,0.010400203,0.006655033,0.004146011,0.002608153,0.001908444,0.001849708,0.002088937,0.002801979,0.003938001,0.005458254,-0.390818894,-0.37287522,0.89020194,0.527377737
SA(0.12),0.896279474,0.905732739,0.907597974,0.910384436,0.914074602,0.914995012,0.91682982,0.919569185,0.92048372,0.924147141,0.925987243,0.927834406,0.928761223,0.929690487,0.931556116,0.933431125,0.938155707,0.94292391,0.947722873,0.949648763,0.952543219,0.957374792,0.962209004,0.967039631,0.966542118,0.966016276,0.965640902,0.968788276,1,0.970961246,0.962578857,0.943753822,0.918481963,0.89491392,0.872862818,0.852158053,0.83265405,0.814229606,0.780117231,0.74919584,0.734776639,0.720980787,0.695079688,0.682891653,0.671167943,0.648993268,0.628334572,0.618519559,0.609023533,0.590913827,0.573875928,0.557804602,0.542609248,0.535316544,0.528217032,0.514559136,0.50156973,0.471667676,0.444910281,0.420781968,0.413105545,0.398894636,0.378922172,0.360538543,0.343601039,0.327928819,0.313375414,0.299818034,0.275285157,0.253661359,0.234448181,0.217257566,0.201779255,0.187769444,0.175028316,0.163392264,0.152725988,0.142916473,0.125499162,0.110532107,0.103822691,0.097550149,0.086237113,0.076309135,0.067554793,0.059804098,0.056261903,0.05292283,0.046796959,0.041328139,0.036437986,0.032060893,0.028141682,0.024633638,0.021496841,0.015044698,0.010236939,0.006717831,0.004249922,0.002653424,0.001768371,0.001283164,0.001321036,0.00179948,0.002652702,-0.390506559,-0.370321882,0.895251639,0.540585121
SA(0.13),0.895693768,0.904465538,0.906204124,0.90878887,0.91218944,0.913038669,0.914739586,0.9172933,0.918142561,0.921544364,0.923249712,0.924960347,0.925817811,0.926676715,0.928398884,0.930126485,0.934469879,0.938843902,0.943238602,0.94500071,0.94464351,0.942707907,0.940957122,0.939424644,0.93814097,0.93712918,0.936410999,0.939286426,0.970961246,1,0.991788329,0.972974001,0.947689898,0.92408109,0.901957609,0.881177106,0.86157849,0.843029228,0.808706322,0.777571209,0.763041211,0.749132645,0.722998365,0.710693126,0.698850257,0.676438816,0.655545425,0.645613806,0.636000967,0.617659541,0.600394056,0.584099105,0.568683823,0.561281898,0.554072924,0.540197413,0.526993381,0.496573172,0.469323851,0.444725329,0.436892527,0.422381402,0.401966121,0.383174357,0.365839922,0.349783101,0.334856842,0.320937651,0.295712572,0.2734334,0.253595568,0.235807636,0.219757471,0.205199438,0.191932118,0.179790589,0.168638248,0.158360846,0.140057434,0.124263414,0.117160189,0.110511406,0.098470149,0.087855726,0.078452469,0.070086772,0.066248491,0.062620124,0.055935907,0.049934554,0.044535359,0.039670422,0.035282303,0.031322092,0.027747854,0.02026121,0.014487834,0.010077559,0.006763724,0.004363782,0.002704386,0.001587863,0.001002472,0.000876087,0.001150735,-0.390305944,-0.36803931,0.89826314,0.551890073
