,SA(0.01),SA(0.02),SA(0.022),SA(0.025),SA(0.029),SA(0.03),SA(0.032),SA(0.035),SA(0.036),SA(0.04),SA(0.042),SA(0.044),SA(0.045),SA(0.046),SA(0.048),SA(0.05),SA(0.055),SA(0.06),SA(0.065),SA(0.067),SA(0.07),SA(0.075),SA(0.08),SA(0.085),SA(0.09),SA(0.095),SA(0.1),SA(0.11),SA(0.12),SA(0.13),SA(0.133),SA(0.14),SA(0.15),SA(0.16),SA(0.17),SA(0.18),SA(0.19),SA(0.2),SA(0.22),SA(0.24),SA(0.25),SA(0.26),SA(0.28),SA(0.29),SA(0.3),SA(0.32),SA(0.34),SA(0.35),SA(0.36),SA(0.38),SA(0.4),SA(0.42),SA(0.44),SA(0.45),SA(0.46),SA(0.48),SA(0.5),SA(0.55),SA(0.6),SA(0.65),SA(0.667),SA(0.7),SA(0.75),SA(0.8),SA(0.85),SA(0.9),SA(0.95),SA(1.0),SA(1.1),SA(1.2),SA(1.3),SA(1.4),SA(1.5),SA(1.6),SA(1.7),SA(1.8),SA(1.9),SA(2.0),SA(2.2),SA(2.4),SA(2.5),SA(2.6),SA(2.8),SA(3.0),SA(3.2),SA(3.4),SA(3.5),SA(3.6),SA(3.8),SA(4.0),SA(4.2),SA(4.4),SA(4.6),SA(4.8),SA(5.0),SA(5.5),SA(6.0),SA(6.5),SA(7.0),SA(7.5),SA(8.0),SA(8.5),SA(9.0),SA(9.5),SA(10.0),RSD575,RSD595,PGA,PGV
SA(0.08),0.900122399,0.914390628,0.917244273,0.921524742,0.927232034,0.928658856,0.931512502,0.935792971,0.937219794,0.942927085,0.945780731,0.948634377,0.950061199,0.951488022,0.954341668,0.957195314,0.964329428,0.971463543,0.978597657,0.981451303,0.985731771,0.992865886,1,0.993214233,0.98712716,0.981695704,0.976848557,0.968609278,0.961887615,0.940779315,0.933110123,0.915873933,0.892711794,0.871078663,0.850797283,0.831719324,0.813719416,0.796690642,0.765191178,0.736621337,0.723286967,0.71052091,0.686529039,0.675231476,0.664357606,0.643772965,0.624583072,0.615460179,0.6066282,0.589774103,0.573906899,0.558929168,0.544756946,0.537949751,0.53131737,0.518546818,0.506389418,0.478368325,0.45325272,0.430561495,0.423329872,0.409921144,0.391036153,0.373668887,0.357625538,0.342746085,0.328896956,0.315965565,0.292486829,0.27169428,0.253124388,0.236419996,0.221300492,0.207541697,0.194961907,0.183411967,0.172768063,0.162926392,0.145311456,0.130006205,0.123084675,0.116592115,0.10474947,0.094229115,0.084833528,0.076403792,0.072509685,0.068810372,0.061946478,0.05572316,0.050065659,0.04491062,0.040203955,0.035899171,0.031956062,0.023461757,0.016582001,0.010994431,0.00645673,0.002782983,0.000173815,0.0029913,0.006023915,0.009228099,0.012568932,-0.393216322,-0.38,0.924908115,0.561264169
SA(0.085),0.8982135,0.911785033,0.91449934,0.9185708,0.923999413,0.925356566,0.928070873,0.932142333,0.933499486,0.9389281,0.941642406,0.944356713,0.945713866,0.94707102,0.949785326,0.952499633,0.9592854,0.966071167,0.972856933,0.97557124,0.9796427,0.986428467,0.993214233,1,0.99356358,0.987797136,0.982636418,0.973841065,0.966651663,0.93920167,0.931332577,0.913650969,0.889898894,0.867724005,0.846943121,0.827402985,0.808974083,0.791545985,0.759325283,0.730121831,0.716498755,0.703460638,0.678969371,0.66744221,0.656350833,0.635364089,0.615811152,0.60651982,0.597527398,0.580374501,0.564235143,0.549008993,0.534609597,0.5276961,0.520961947,0.508000564,0.495667959,0.467268314,0.441845413,0.418904727,0.41159957,0.39806252,0.379015326,0.361519222,0.345375362,0.330419633,0.316515102,0.303546402,0.280038366,0.259265281,0.24075294,0.224136219,0.209128448,0.195500761,0.183067776,0.171677416,0.161203521,0.151540387,0.13430216,0.119392309,0.112673351,0.106385737,0.094958072,0.084856806,0.075881979,0.067872878,0.064188615,0.060698646,0.054251509,0.048441792,0.043194203,0.038444996,0.034139806,0.030231948,0.026681087,0.019146538,0.013196657,0.008509662,0.004844259,0.00201577,0.000121605,0.00217175,0.004503435,0.00706479,0.009813965,-0.391560835,-0.378456937,0.920936864,0.557478353
SA(0.09),0.89701728,0.90989012,0.912464688,0.91632654,0.921475676,0.92276296,0.925337528,0.92919938,0.930486664,0.9356358,0.938210368,0.940784936,0.94207222,0.943359504,0.945934072,0.94850864,0.95494506,0.96138148,0.9678179,0.970392468,0.97425432,0.98069074,0.98712716,0.99356358,1,0.993898568,0.988424279,0.979072852,0.966093257,0.93787696,0.929840015,0.911784401,0.88753697,0.86490718,0.843706876,0.82377866,0.804989542,0.787226141,0.754399833,0.724664353,0.710798857,0.697532299,0.6726217,0.660901753,0.649627741,0.628303359,0.608445584,0.599012817,0.589885676,0.572481882,0.556114004,0.540679263,0.526089114,0.519086357,0.512266749,0.49914513,0.486665409,0.457947905,0.432266974,0.409116821,0.401749921,0.388105121,0.368921728,0.351317442,0.335089186,0.320069409,0.30611836,0.293118332,0.269585693,0.248828952,0.230364935,0.21382183,0.198907879,0.18539028,0.173080563,0.161824198,0.151493056,0.141979835,0.125057921,0.110480078,0.103931214,0.097815688,0.086736472,0.076987105,0.06836558,0.060709677,0.057201614,0.053887426,0.04779023,0.042327804,0.037424407,0.033015968,0.029047887,0.025473318,0.022251819,0.015523153,0.010354066,0.006423262,0.003490306,0.001371559,7.78E-05,0.001483594,0.003226725,0.005248312,0.007500685,-0.39,-0.377002099,0.917531743,0.554475383
SA(0.095),0.896275658,0.908478521,0.910919094,0.914579953,0.919461099,0.920681385,0.923121958,0.926782817,0.928003104,0.932884249,0.935324822,0.937765395,0.938985681,0.940205967,0.94264654,0.945087113,0.951188545,0.957289977,0.963391409,0.965831981,0.96949284,0.975594272,0.981695704,0.987797136,0.993898568,1,0.994212139,0.984304639,0.965518643,0.936832648,0.928663379,0.910312924,0.885674989,0.862686586,0.841155639,0.820921488,0.801848399,0.783820669,0.750516942,0.720362047,0.706305444,0.692858797,0.667617626,0.655745699,0.644327709,0.622737158,0.602639068,0.593094804,0.583861459,0.566259876,0.549711847,0.534112667,0.519372141,0.512299018,0.505412043,0.492164105,0.479568408,0.450600324,0.42471598,0.401400699,0.393985123,0.380255381,0.360964619,0.343275049,0.32698026,0.311909993,0.297922272,0.284897546,0.261345513,0.240601656,0.222175734,0.205690663,0.190850673,0.17741986,0.165207319,0.154056587,0.143837982,0.134442942,0.117770388,0.103454277,0.097039505,0.091059642,0.080255118,0.070783166,0.062440159,0.055062693,0.051693534,0.048517921,0.042696594,0.03750795,0.032875891,0.02873609,0.025033763,0.021721936,0.018760084,0.012666721,0.00811316,0.004778485,0.002422942,0.000863707,4.32E-05,0.000941097,0.002220254,0.003816323,0.005677052,-0.39,-0.37562594,0.914620941,0.552077862
SA(0.1),0.895818507,0.907394228,0.909709372,0.913182089,0.917812377,0.91896995,0.921285094,0.92475781,0.925915382,0.930545671,0.932860815,0.93517596,0.936333532,0.937491104,0.939806248,0.942121393,0.947909253,0.953697114,0.959484975,0.961800119,0.965272836,0.971060696,0.976848557,0.982636418,0.988424279,0.994212139,1,0.989536426,0.965110225,0.936090384,0.927827065,0.909267046,0.884351553,0.861108259,0.839342301,0.818890701,0.799615776,0.781400168,0.747757107,0.717304106,0.70311167,0.689537022,0.664060891,0.652080941,0.640560617,0.618780881,0.598511983,0.588888471,0.579579639,0.561837474,0.5451614,0.529445341,0.514597933,0.507474796,0.500539939,0.487202217,0.474524087,0.4453779,0.419348976,0.395916327,0.388466155,0.374676039,0.355308961,0.337558775,0.321216697,0.306110543,0.292096756,0.279054476,0.255488658,0.234753958,0.216355114,0.199911291,0.18512387,0.171754742,0.159611271,0.148535619,0.138397002,0.129085961,0.112590644,0.098460564,0.092141099,0.086257662,0.075648381,0.066373605,0.058228561,0.051048999,0.047778569,0.04470145,0.039076202,0.034082152,0.029642951,0.02569409,0.022180652,0.019055574,0.01627827,0.010636461,0.006520395,0.00360943,0.001664293,0.000502742,1.86E-05,0.000555509,0.001504886,0.002798511,0.004380872,-0.39,-0.374320385,0.912135522,0.550150209
SA(0.11),0.895364261,0.905827835,0.90792055,0.911059622,0.915245052,0.916291409,0.918384124,0.921523196,0.922569553,0.926754983,0.928847698,0.930940412,0.93198677,0.933033127,0.935125842,0.937218557,0.942450344,0.947682131,0.952913918,0.955006632,0.958145704,0.963377491,0.968609278,0.973841065,0.979072852,0.984304639,0.989536426,1,0.968159219,0.938896292,0.93056395,0.911849252,0.886726936,0.863291647,0.841346812,0.820728019,0.80129637,0.782933467,0.749020638,0.718326261,0.704022334,0.690341686,0.664668406,0.652596605,0.640988498,0.619044346,0.598624362,0.588929806,0.579552695,0.56168165,0.544886024,0.529058787,0.514107751,0.506935407,0.499952971,0.486524682,0.473761661,0.444425066,0.418232226,0.394657517,0.387163363,0.373293447,0.35381805,0.335972759,0.319546964,0.304366988,0.290288033,0.2771882,0.253526741,0.232717891,0.214262235,0.197775786,0.182957479,0.169567279,0.157411015,0.146329604,0.13619124,0.126885627,0.110413994,0.096321215,0.090024478,0.084166054,0.073612608,0.064399986,0.056322054,0.049213505,0.045979776,0.042940035,0.037391272,0.032475579,0.028116177,0.024248206,0.020816463,0.017773648,0.015078979,0.009644389,0.005735044,0.003029101,0.001286521,0.000324577,1.73E-06,0.000206658,0.000850681,0.001862307,0.003183322,-0.39,-0.37189448,0.908197241,0.555434867
SA(0.12),0.895190941,0.904719038,0.906624657,0.909483086,0.913294324,0.914247134,0.916152753,0.919011182,0.919963992,0.92377523,0.925680849,0.927586469,0.928539278,0.929492088,0.931397707,0.933303326,0.938067374,0.942831423,0.947595471,0.94950109,0.952359519,0.957123567,0.961887615,0.966651663,0.966093257,0.965518643,0.965110225,0.968159219,1,0.970708559,0.962363088,0.943610778,0.918420221,0.894902803,0.872864754,0.852143865,0.832602986,0.814125126,0.779969532,0.749020638,0.734586559,0.720774437,0.69483564,0.682630357,0.67088859,0.648677281,0.627991281,0.618164411,0.608655562,0.590523022,0.573468877,0.557386386,0.54218356,0.534886661,0.527780578,0.514107751,0.501103886,0.471181311,0.444425066,0.420308605,0.412634991,0.398423315,0.37844605,0.36011707,0.343224645,0.327594039,0.313079465,0.29955811,0.275092584,0.253526741,0.234356066,0.217192225,0.201730433,0.187727449,0.174986327,0.163345567,0.152671248,0.142851208,0.125408896,0.110413994,0.103689039,0.097416319,0.086072673,0.076116141,0.067335556,0.059561362,0.056007535,0.052655633,0.046504887,0.041014793,0.036106226,0.031712266,0.027775896,0.024248206,0.021086981,0.014558046,0.009644389,0.006011043,0.003407524,0.001642649,0.000567935,6.63E-05,4.42E-05,0.000426083,0.001150161,-0.39,-0.369679802,0.905304638,0.559702703
SA(0.13),0.89512261,0.903862392,0.905610349,0.908232283,0.911728196,0.912602175,0.914350131,0.916972066,0.917846044,0.921341957,0.923089914,0.92483787,0.925711848,0.926585827,0.928333783,0.93008174,0.934451631,0.938821522,0.943191414,0.94493937,0.944558015,0.942577188,0.940779315,0.93920167,0.93787696,0.936832648,0.936090384,0.938896292,0.970708559,1,0.991649925,0.972879808,0.947649033,0.924077123,0.901973058,0.881176803,0.86155294,0.842985873,0.808637539,0.777482223,0.762941338,0.749020638,0.722860812,0.710543665,0.698689454,0.67625227,0.655340076,0.645400288,0.635778763,0.617421904,0.600145209,0.583842304,0.568421463,0.561016516,0.553803051,0.539917508,0.526703728,0.496268885,0.469018307,0.444425066,0.436593234,0.422079887,0.401658826,0.382901299,0.365594733,0.349563572,0.334661256,0.320764238,0.295580933,0.273338019,0.253526741,0.235755115,0.219715204,0.205161039,0.191893297,0.179748397,0.168590593,0.158306109,0.139986455,0.124175088,0.117062222,0.110413994,0.098353574,0.08772161,0.078302494,0.069922911,0.066077799,0.062441731,0.055742707,0.049729119,0.044319751,0.03944585,0.035048781,0.031078197,0.027490602,0.019960789,0.01412763,0.009644389,0.006251192,0.003749253,0.001983837,0.000832665,0.000197826,5.27E-09,0.000174291,-0.39,-0.367642495,0.903157053,0.56456375
SA(0.133),0.895111363,0.903638895,0.905344401,0.90790266,0.911313673,0.912166426,0.913871932,0.916430192,0.917282945,0.920693957,0.922399464,0.92410497,0.924957723,0.925810476,0.927515983,0.929221489,0.933485255,0.93774902,0.939759299,0.938786553,0.937367617,0.935135802,0.933110123,0.931332577,0.929840015,0.928663379,0.927827065,0.93056395,0.962363088,0.991649925,1,0.981227757,0.955989483,0.932405744,0.910286335,0.889471864,0.869827429,0.851237851,0.816839972,0.785630708,0.771061662,0.757112197,0.730893475,0.718546375,0.706661973,0.684163926,0.663190538,0.653220122,0.64356799,0.625150069,0.607812648,0.591449473,0.575968905,0.568534322,0.561291379,0.547347381,0.534075837,0.503499746,0.476112532,0.451387242,0.443511537,0.428914476,0.408370112,0.389493368,0.372071463,0.355928637,0.34091813,0.326916206,0.301532243,0.279099813,0.259109034,0.24116694,0.224964747,0.210255745,0.196839965,0.18455326,0.173259384,0.162844117,0.14427724,0.128235609,0.12101328,0.114259052,0.101996197,0.09117336,0.081573699,0.073022857,0.069095312,0.065378808,0.058524541,0.052362666,0.046811386,0.041801435,0.037273726,0.033177511,0.029468934,0.021654986,0.015560623,0.010835808,0.007218032,0.004506373,0.002544337,0.001208181,0.000398764,3.57E-05,5.33E-05,-0.39,-0.367061799,0.902624452,0.566135424
SA(0.14),0.895093654,0.903163373,0.904777316,0.907198232,0.91042612,0.911233092,0.912847035,0.915267951,0.916074923,0.91930281,0.920916754,0.922530698,0.92333767,0.924144642,0.925758586,0.927372529,0.930520122,0.927318164,0.924189257,0.92297276,0.921198268,0.918407205,0.915873933,0.913650969,0.911784401,0.910312924,0.909267046,0.911849252,0.943610778,0.972879808,0.981227757,1,0.974751292,0.951146963,0.92899869,0.908148566,0.888462884,0.869827429,0.835326922,0.804004321,0.789375673,0.775365094,0.749020638,0.736609343,0.724660092,0.702030943,0.680925323,0.67088859,0.661170104,0.642619597,0.625150069,0.608655562,0.593044663,0.585545344,0.578237975,0.564166108,0.550768083,0.51988223,0.49219481,0.467178948,0.459206617,0.444425066,0.42360873,0.404468773,0.386792005,0.370402248,0.355152332,0.34091813,0.31508952,0.292236741,0.271847503,0.253526741,0.236963837,0.221910483,0.208165307,0.195562931,0.183966017,0.173259384,0.154141438,0.137586224,0.130119644,0.12312883,0.110413994,0.099164799,0.08916169,0.080228006,0.076116141,0.072219752,0.065018219,0.058524541,0.052655633,0.047341098,0.042520843,0.038143232,0.034163616,0.025712877,0.019032839,0.013766131,0.009644389,0.006461936,0.004058367,0.002306682,0.001104993,0.000370611,3.57E-05,-0.39,-0.365756244,0.901542208,0.57
SA(0.15),0.89507971,0.902574016,0.904072878,0.90632117,0.909318892,0.910068323,0.911567184,0.913815476,0.914564907,0.917562629,0.91906149,0.920069857,0.91928938,0.918502559,0.916912504,0.915304974,0.911244832,0.907193129,0.903233863,0.901694529,0.899449117,0.895917354,0.892711794,0.889898894,0.88753697,0.885674989,0.884351553,0.886726936,0.918420221,0.947649033,0.955989483,0.974751292,1,0.976381098,0.95420631,0.933319822,0.913589604,0.894902803,0.860283437,0.828825808,0.814125126,0.800040134,0.773541208,0.761050469,0.749020638,0.726227734,0.70495599,0.69483564,0.68503331,0.666314785,0.648677281,0.632015301,0.616237783,0.608655562,0.601265601,0.587029574,0.573468877,0.54218356,0.514107751,0.488714973,0.48061711,0.465595637,0.444425066,0.424941727,0.406931992,0.390219222,0.374655777,0.36011707,0.333704764,0.310299317,0.289385484,0.270565595,0.253526741,0.2380186,0.223838025,0.210818074,0.198820021,0.187727449,0.167878941,0.150642157,0.142851208,0.135546072,0.122230388,0.110413994,0.099873806,0.090430163,0.086072673,0.081936505,0.0742719,0.067335556,0.061042701,0.05532145,0.050110401,0.045356746,0.041014793,0.031712266,0.024248206,0.018255578,0.013458291,0.009644389,0.006648293,0.004338693,0.002610067,0.001376634,0.000567935,-0.39,-0.364000187,0.90031173,0.57597939
SA(0.16),0.895071706,0.902066925,0.903465969,0.905564535,0.908362623,0.909062145,0.910461189,0.911617514,0.910788642,0.907337988,0.90554163,0.903705824,0.902775029,0.901836668,0.899940372,0.898023235,0.89318112,0.888349069,0.883627258,0.881791452,0.879113578,0.874901606,0.871078663,0.867724005,0.86490718,0.862686586,0.861108259,0.863291647,0.894902803,0.924077123,0.932405744,0.951146963,0.976381098,1,0.977813209,0.95690476,0.937144269,0.918420221,0.88370965,0.852143865,0.837384284,0.823237813,0.796609683,0.784051837,0.771953571,0.749020638,0.727605773,0.717413044,0.707537939,0.688673046,0.67088859,0.654079563,0.638155288,0.630499893,0.623036937,0.608655562,0.59495052,0.563309583,0.534886661,0.509155953,0.500945335,0.485708097,0.464218378,0.444425066,0.426114252,0.409108965,0.393261214,0.37844605,0.35150297,0.327594039,0.306201545,0.28692561,0.269451363,0.253526741,0.238947058,0.225544001,0.213177627,0.201730433,0.181209976,0.163345567,0.155255685,0.147660731,0.133790669,0.121450509,0.110413994,0.100498762,0.095914016,0.091555933,0.083462572,0.076116141,0.069430336,0.063331927,0.057758315,0.052655633,0.047977239,0.037883276,0.029690111,0.023021881,0.017595424,0.013193033,0.009644389,0.006814219,0.004593667,0.00289411,0.001642649,-0.39,-0.362357505,0.899361773,0.582457002
SA(0.17),0.895066229,0.901624589,0.902936262,0.90490377,0.902699638,0.90186148,0.900123297,0.897372306,0.896420016,0.892455565,0.890391732,0.888282577,0.887213188,0.886135107,0.883956456,0.88175386,0.876190762,0.870639225,0.865214344,0.863105189,0.860028584,0.855189456,0.850797283,0.846943121,0.843706876,0.841155639,0.839342301,0.841346812,0.872864754,0.901973058,0.910286335,0.92899869,0.95420631,0.977813209,1,0.979081546,0.95930266,0.940553141,0.905774535,0.874123194,0.859315786,0.845118753,0.818382786,0.805768284,0.793611881,0.770559064,0.749020638,0.7387651,0.728826651,0.709833852,0.691920392,0.674981778,0.658927737,0.651207495,0.643679763,0.629169161,0.615335493,0.583376577,0.554642034,0.528606963,0.520294599,0.504862423,0.483083827,0.463009398,0.444425066,0.427153642,0.411046876,0.395979546,0.368551569,0.344181832,0.322350572,0.30265604,0.284781679,0.268473923,0.253526741,0.239770619,0.227064542,0.215290044,0.194148811,0.175703911,0.167337332,0.159473994,0.145090217,0.132264321,0.120767182,0.110413994,0.105618102,0.101053775,0.092561768,0.084833847,0.077782316,0.071332716,0.06542136,0.059993407,0.055001348,0.044169067,0.03529517,0.02799569,0.021980971,0.017028012,0.012962125,0.009644389,0.006962867,0.004826312,0.003159571,-0.39,-0.360814442,0.898619124,0.589376884
SA(0.18),0.895061966,0.897120616,0.895699287,0.893351394,0.889845629,0.888906962,0.886960342,0.883879462,0.882812977,0.878373122,0.876061802,0.873699724,0.872502098,0.871294738,0.86885483,0.866388107,0.860157901,0.853940643,0.847865229,0.845503152,0.842057611,0.836638191,0.831719324,0.827402985,0.82377866,0.820921488,0.818890701,0.820728019,0.852143865,0.881176803,0.889471864,0.908148566,0.933319822,0.95690476,0.979081546,1,0.980212688,0.961447608,0.926620538,0.894902803,0.880056979,0.865818676,0.838993091,0.826330861,0.814125126,0.790969673,0.769324461,0.759014327,0.749020638,0.729915809,0.711888797,0.69483564,0.678666491,0.67088859,0.663303178,0.648677281,0.634728577,0.602484271,0.573468877,0.547158581,0.538754037,0.523145024,0.501103886,0.48077346,0.461939627,0.444425066,0.428081355,0.41278307,0.384910282,0.36011707,0.337881971,0.317801651,0.29955811,0.282896475,0.267609542,0.253526741,0.240506109,0.228428328,0.206711338,0.187727449,0.179103763,0.170990929,0.15612929,0.142851208,0.130924962,0.120163523,0.115170717,0.110413994,0.101549959,0.093465842,0.086072673,0.079294866,0.073067738,0.067335556,0.062050015,0.050526507,0.041014793,0.033123442,0.026556801,0.021086981,0.016535253,0.012759319,0.009644389,0.007096781,0.005039252,-0.39,-0.359359603,0.898031639,0.596674345
SA(0.19),0.891355105,0.885620842,0.88405825,0.881477003,0.877622806,0.876590846,0.874450755,0.871063671,0.869891189,0.865010064,0.862469025,0.859872184,0.858555528,0.857228169,0.854545763,0.851833876,0.84498446,0.838149278,0.831470038,0.828873197,0.825085209,0.819127162,0.813719416,0.808974083,0.804989542,0.801848399,0.799615776,0.80129637,0.832602986,0.86155294,0.869827429,0.888462884,0.913589604,0.937144269,0.95930266,0.980212688,1,0.981227757,0.946368872,0.914601109,0.899724925,0.885453318,0.858553767,0.845851488,0.833604004,0.810360791,0.788623287,0.778265663,0.768223745,0.749020638,0.730893475,0.713738839,0.697467317,0.689638008,0.682001092,0.667272024,0.653220122,0.620718845,0.591449473,0.564889433,0.556401077,0.540631077,0.518350471,0.49778608,0.478723823,0.460986327,0.444425066,0.428914476,0.400632156,0.375448354,0.352840209,0.33240305,0.313817639,0.296827972,0.281225816,0.266839674,0.253526741,0.24116694,0.218914074,0.199427987,0.190564571,0.182219,0.166911324,0.153210856,0.140883509,0.129740229,0.124563169,0.119626369,0.110413994,0.101996197,0.09428284,0.087197305,0.080673987,0.074656337,0.069095312,0.056922596,0.046811386,0.038363346,0.031277272,0.025320743,0.020311279,0.016103445,0.012579796,0.009644389,0.007218032,-0.39,-0.357983445,0.897561738,0.604278574
SA(0.2),0.880859447,0.874642641,0.872948555,0.870150094,0.865971563,0.864852763,0.86253258,0.85886047,0.857589323,0.852297447,0.849542577,0.84672721,0.845299756,0.843860698,0.840952565,0.83801247,0.830586669,0.823176301,0.815934996,0.813119629,0.809012878,0.802553455,0.796690642,0.791545985,0.787226141,0.783820669,0.781400168,0.782933467,0.814125126,0.842985873,0.851237851,0.869827429,0.894902803,0.918420221,0.940553141,0.961447608,0.981227757,1,0.965123548,0.933319822,0.918420221,0.904122184,0.877162197,0.864426522,0.852143865,0.828825808,0.807008612,0.796609683,0.786525645,0.767236253,0.749020638,0.731775937,0.715413185,0.707537939,0.699854924,0.68503331,0.67088859,0.638155288,0.608655562,0.581868202,0.573303406,0.557386386,0.534886661,0.514107751,0.494835686,0.476893113,0.460131457,0.444425066,0.415764461,0.390219222,0.367265349,0.346497054,0.327594039,0.310299317,0.294403756,0.27973504,0.26614962,0.253526741,0.230773543,0.210818074,0.201730433,0.193167084,0.177441795,0.163345567,0.150642157,0.139140658,0.133790669,0.128684818,0.119145306,0.110413994,0.102399667,0.095024753,0.088222802,0.081936505,0.076116141,0.063331927,0.052655633,0.043682521,0.036106226,0.029690111,0.024248206,0.01963215,0.015722025,0.012419775,0.009644389,-0.39,-0.35667789,0.897182012,0.612115385
SA(0.22),0.861159742,0.854071392,0.852139809,0.848949027,0.844184701,0.842909054,0.840263602,0.836076693,0.834627341,0.828593589,0.825452509,0.822242451,0.82061488,0.818974079,0.81565825,0.812305978,0.803839142,0.795389903,0.787133427,0.78392337,0.779240887,0.771875908,0.765191178,0.759325283,0.754399833,0.750516942,0.747757107,0.749020638,0.779969532,0.808637539,0.816839972,0.835326922,0.860283437,0.88370965,0.905774535,0.926620538,0.946368872,0.965123548,1,0.968159219,0.953230054,0.938896292,0.911849252,0.899063448,0.886726936,0.863291647,0.841346812,0.830880874,0.820728019,0.80129637,0.782933467,0.765537574,0.749020638,0.741067416,0.733305945,0.718326261,0.704022334,0.67088859,0.640988498,0.613803873,0.605105078,0.588929806,0.56604404,0.544886024,0.525242199,0.506935407,0.489817126,0.473761661,0.444425066,0.418232226,0.394657517,0.373293447,0.35381805,0.335972759,0.319546964,0.304366988,0.290288033,0.2771882,0.253526741,0.232717891,0.223222173,0.214262235,0.197775786,0.182957479,0.169567279,0.157411015,0.151744754,0.146329604,0.13619124,0.126885627,0.118319635,0.110413994,0.103100741,0.096321215,0.090024478,0.076116141,0.064399986,0.054459751,0.045979776,0.038715813,0.032475579,0.027105419,0.02248093,0.01850022,0.015078979,-0.39,-0.354251984,0.889008582,0.628188957
SA(0.24),0.842956057,0.835102051,0.832961826,0.829426388,0.824147438,0.822734,0.819802797,0.815163633,0.813557729,0.806872233,0.803391866,0.79983507,0.798031695,0.796213661,0.792539669,0.788825298,0.779443907,0.770082013,0.760933705,0.757376909,0.752188643,0.744028126,0.736621337,0.730121831,0.724664353,0.720362047,0.717304106,0.718326261,0.749020638,0.777482223,0.785630708,0.804004321,0.828825808,0.852143865,0.874123194,0.894902803,0.914601109,0.933319822,0.968159219,1,0.985059706,0.970708559,0.943610778,0.930792794,0.918420221,0.894902803,0.872864754,0.86234876,0.852143865,0.832602986,0.814125126,0.796609683,0.779969532,0.771953571,0.764128719,0.749020638,0.734586559,0.701122431,0.67088859,0.64337016,0.634558271,0.618164411,0.59495052,0.573468877,0.553506519,0.534886661,0.517460984,0.501103886,0.471181311,0.444425066,0.420308605,0.398423315,0.37844605,0.36011707,0.343224645,0.327594039,0.313079465,0.29955811,0.275092584,0.253526741,0.243668555,0.234356066,0.217192225,0.201730433,0.187727449,0.174986327,0.169037342,0.163345567,0.152671248,0.142851208,0.133790669,0.125408896,0.117636615,0.110413994,0.103689039,0.088769199,0.076116141,0.065303523,0.056007535,0.047977239,0.041014793,0.034961873,0.029690111,0.025094226,0.021086981,-0.39,-0.352037306,0.878448824,0.644329159
SA(0.25),0.834345045,0.826142166,0.823906873,0.820214392,0.814700952,0.813224731,0.810163323,0.80531809,0.803640852,0.796658388,0.793023424,0.789308636,0.787425156,0.785526365,0.781689175,0.777809813,0.768011703,0.758233956,0.748679283,0.744964496,0.739545768,0.731022764,0.723286967,0.716498755,0.710798857,0.706305444,0.70311167,0.704022334,0.734586559,0.762941338,0.771061662,0.789375673,0.814125126,0.837384284,0.859315786,0.880056979,0.899724925,0.918420221,0.953230054,0.985059706,1,0.985645712,0.958533594,0.94570499,0.933319822,0.909772088,0.887698004,0.877162197,0.866936451,0.84735115,0.828825808,0.811260392,0.794568242,0.786525645,0.778673789,0.763510742,0.749020638,0.715413185,0.68503331,0.657367871,0.648505996,0.632015301,0.608655562,0.587029574,0.566924733,0.548164486,0.530600664,0.514107751,0.483920681,0.456909429,0.432547197,0.410424991,0.390219222,0.371669693,0.354564221,0.338727633,0.324013731,0.310299317,0.285465059,0.263551559,0.253526741,0.244052084,0.226576398,0.210818074,0.196532455,0.18352136,0.177441795,0.171622212,0.160700144,0.150642157,0.141352734,0.13275048,0.124765532,0.117337527,0.110413994,0.095024753,0.081936505,0.070718328,0.061042701,0.052655633,0.045356746,0.038985576,0.033411945,0.028529015,0.024248206,-0.39,-0.350998275,0.873101157,0.652269473
SA(0.26),0.826030001,0.817498365,0.815173485,0.811333016,0.805598607,0.804063221,0.800879118,0.795839696,0.794095237,0.786832929,0.783052282,0.779188612,0.777229645,0.775254754,0.771263776,0.767228936,0.757038135,0.746868513,0.736930906,0.733067236,0.727431335,0.718566744,0.71052091,0.703460638,0.697532299,0.692858797,0.689537022,0.690341686,0.720774437,0.749020638,0.757112197,0.775365094,0.800040134,0.823237813,0.845118753,0.865818676,0.885453318,0.904122184,0.938896292,0.970708559,0.985645712,1,0.972879808,0.960043699,0.947649033,0.924077123,0.901973058,0.891420433,0.881176803,0.86155294,0.842985873,0.825376138,0.808637539,0.800571042,0.792694891,0.777482223,0.762941338,0.729203247,0.698689454,0.67088859,0.661980552,0.645400288,0.621905333,0.600145209,0.579907701,0.561016516,0.543323661,0.526703728,0.496268885,0.469018307,0.444425066,0.422079887,0.401658826,0.382901299,0.365594733,0.349563572,0.334661256,0.320764238,0.295580933,0.273338019,0.263155213,0.253526741,0.235755115,0.219715204,0.205161039,0.191893297,0.185689551,0.179748397,0.168590593,0.158306109,0.148798733,0.139986455,0.131798859,0.124175088,0.117062222,0.101225227,0.08772161,0.076116141,0.066077799,0.057349717,0.049729119,0.043053523,0.037191034,0.032033344,0.027490602,-0.39,-0.35,0.867717106,0.660054645
